Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
2.75,0.234320978,0.234340467,0.234340436,-0.048248561,-0.048291838,-0.048291851,,3.79832E-10,3.78607E-10,1.87288E-09,1.87396E-09,,,,,
2.8,0.231416637,0.231439025,0.231438969,-0.045896948,-0.045928838,-0.045928785,,5.01244E-10,4.98735E-10,1.01697E-09,1.01363E-09,,,,,
2.85,0.228962242,0.228981793,0.228981726,-0.044993634,-0.045014664,-0.045014645,,3.82241E-10,3.79627E-10,4.42236E-10,4.41438E-10,,,,,
2.9,0.226625692,0.226639228,0.226639184,-0.044771229,-0.044787838,-0.044787849,,1.83219E-10,1.8202E-10,2.75855E-10,2.76219E-10,,,,,
2.95,0.223969255,0.223973272,0.223973206,-0.044415611,-0.044420283,-0.044420232,,1.61346E-11,1.56129E-11,2.18257E-11,2.13506E-11,,,,,
3,0.220563382,0.220554111,0.220554041,-0.043096002,-0.043073082,-0.043073074,,8.59385E-11,8.72451E-11,5.25314E-10,5.25719E-10,,,,,
3.05,0.216108923,0.216086933,0.216086867,-0.040074034,-0.040023859,-0.040023841,,4.83567E-10,4.86493E-10,2.51746E-09,2.51934E-09,,,,,
3.1,0.21056497,0.21053786,0.210537768,-0.035046704,-0.034992682,-0.034992633,,7.34964E-10,7.39925E-10,2.91838E-09,2.92374E-09,,,,,
3.15,0.20421238,0.204191004,0.204190937,-0.028428953,-0.028398635,-0.028398664,,4.56899E-10,4.59772E-10,9.19212E-10,9.17424E-10,,,,,
3.2,0.197587503,0.19757935,0.197579275,-0.021243403,-0.021246768,-0.021246724,,6.64771E-11,6.77037E-11,1.13217E-11,1.1027E-11,,,,,
3.25,0.1913071,0.191312844,0.19131273,-0.014663543,-0.014690189,-0.014690123,,3.29961E-11,3.16921E-11,7.10035E-10,7.06508E-10,,,,,
3.3,0.185879158,0.18589461,0.185894529,-0.009555941,-0.009590484,-0.009590517,,2.38754E-10,2.36278E-10,1.19323E-09,1.19554E-09,,,,,
3.35,0.181583966,0.181603911,0.181603818,-0.006290875,-0.006325956,-0.006325897,,3.97834E-10,3.94118E-10,1.23069E-09,1.22657E-09,,,,,
3.4,0.178442081,0.178461486,0.178461369,-0.00479265,-0.004825052,-0.004825017,,3.76574E-10,3.72054E-10,1.04983E-09,1.0476E-09,,,,,
3.45,0.17624085,0.176254234,0.176254155,-0.00462865,-0.004649552,-0.004649582,,1.79148E-10,1.77013E-10,4.36893E-10,4.38128E-10,,,,,
3.5,0.174602301,0.174604506,0.17460438,-0.00506028,-0.005056971,-0.005056865,,4.86167E-12,4.32064E-12,1.09482E-11,1.1657E-11,,,,,
3.55,0.173097505,0.173086379,0.173086255,-0.005182421,-0.005151006,-0.005151016,,1.23787E-10,1.2657E-10,9.86919E-10,9.86305E-10,,,,,
3.6,0.171394802,0.171373611,0.171373549,-0.004233804,-0.004186627,-0.004186685,,4.49046E-10,4.51696E-10,2.22567E-09,2.22024E-09,,,,,
3.65,0.16938734,0.169363608,0.169363481,-0.001927011,-0.001883904,-0.00188379,,5.63235E-10,5.69263E-10,1.85823E-09,1.86808E-09,,,,,
3.7,0.167236802,0.167218171,0.167218051,0.001436792,0.001462502,0.00146247,,3.47105E-10,3.51595E-10,6.61011E-10,6.59376E-10,,,,,
3.75,0.165314944,0.165306429,0.165306333,0.005131116,0.005136476,0.005136488,,7.24969E-11,7.41474E-11,2.87305E-11,2.88572E-11,,,,,
3.8,0.164080567,0.164084094,0.164083911,0.008299295,0.008286656,0.008286801,,1.2445E-11,1.11855E-11,1.59753E-10,1.56118E-10,,,,,
3.85,0.163948008,0.163962866,0.16396275,0.01020188,0.010173104,0.010173,,2.20753E-10,2.17323E-10,8.28042E-10,8.3406E-10,,,,,
3.9,0.165182571,0.1652058,0.165205723,0.010362259,0.010320084,0.01032009,,5.39589E-10,5.35989E-10,1.77873E-09,1.77828E-09,,,,,
3.95,0.167835233,0.167861034,0.167860884,0.008661741,0.008616803,0.008616898,,6.65673E-10,6.57982E-10,2.01941E-09,2.01087E-09,,,,,
4,0.171726914,0.171747499,0.171747373,0.005400653,0.005370003,0.005369981,,4.23751E-10,4.18556E-10,9.39376E-10,9.40747E-10,,,,,
4.05,0.176496287,0.176505324,0.176505149,0.001251899,0.001248251,0.001248381,,8.16727E-11,7.85405E-11,1.33076E-11,1.23788E-11,,,,,
4.1,0.181708499,0.181703987,0.181703855,-0.00294904,-0.002925461,-0.002925541,,2.03611E-11,2.15707E-11,5.55981E-10,5.52178E-10,,,,,
4.15,0.186989273,0.186974429,0.186974358,-0.006503362,-0.006464552,-0.00646459,,2.20339E-10,2.2243E-10,1.50625E-09,1.50326E-09,,,,,
4.2,0.192130867,0.192112148,0.192111963,-0.009078101,-0.009038792,-0.009038616,,3.50399E-10,3.57338E-10,1.54519E-09,1.55909E-09,,,,,
4.25,0.197132326,0.1971163,0.197116163,-0.010764364,-0.010735005,-0.010735095,,2.56832E-10,2.61251E-10,8.61985E-10,8.56728E-10,,,,,
4.3,0.202170848,0.202162902,0.202162784,-0.011987974,-0.011975436,-0.011975391,,6.31319E-11,6.50317E-11,1.57197E-10,1.58331E-10,,,,,
4.35,0.207525312,0.207528617,0.207528481,-0.013355642,-0.013363674,-0.013363679,,1.09222E-11,1.00414E-11,6.45176E-11,6.46003E-11,,,,,
4.4,0.213477106,0.213491821,0.213491756,-0.015487918,-0.015516525,-0.015516616,,2.16507E-10,2.14625E-10,8.18384E-10,8.23594E-10,,,,,
4.45,0.220210296,0.220233299,0.220233108,-0.01884566,-0.018887906,-0.018887675,,5.2913E-10,5.20392E-10,1.78476E-09,1.76528E-09,,,,,
4.5,0.227735437,0.2277604,0.227760205,-0.023571159,-0.023612658,-0.023612682,,6.2315E-10,6.13442E-10,1.7221E-09,1.7241E-09,,,,,
4.55,0.235863292,0.235883179,0.235883075,-0.029410913,-0.029437661,-0.029437724,,3.95489E-10,3.91372E-10,7.1545E-10,7.18792E-10,,,,,
4.6,0.244242741,0.244252552,0.244252443,-0.03578085,-0.035785328,-0.035785334,,9.62655E-11,9.41272E-11,2.00464E-11,2.01006E-11,,,,,
4.65,0.252451348,0.252449439,0.252449421,-0.041957424,-0.041940547,-0.041940722,,3.64475E-12,3.71426E-12,2.84822E-10,2.78927E-10,,,,,
4.7,0.260104536,0.260093004,0.260092863,-0.047303512,-0.047272343,-0.047272115,,1.32991E-10,1.36273E-10,9.71514E-10,9.85776E-10,,,,,
4.75,0.266945801,0.266929044,0.266928779,-0.051436425,-0.051399199,-0.051399051,,2.80806E-10,2.89735E-10,1.38583E-09,1.39687E-09,,,,,
4.8,0.272893956,0.272877618,0.272877439,-0.054300878,-0.05426723,-0.054267285,,2.66941E-10,2.72807E-10,1.13221E-09,1.12853E-09,,,,,
4.85,0.278040245,0.278030284,0.278030156,-0.056156088,-0.056136362,-0.056136402,,9.92272E-11,1.01783E-10,3.89121E-10,3.8756E-10,,,,,
4.9,0.282599439,0.282600144,0.282600143,-0.057491645,-0.057493495,-0.057493728,,4.97759E-13,4.95688E-13,3.42127E-12,4.33708E-12,,,,,
4.95,0.286827268,0.28683989,0.2868398,-0.058880105,-0.058905047,-0.05890488,,1.59312E-10,1.57053E-10,6.22122E-10,6.13805E-10,,,,,
5,0.290926219,0.290947866,0.290947625,-0.06079268,-0.060832689,-0.060832509,,4.68601E-10,4.58231E-10,1.60069E-09,1.58634E-09,,,,,
5.05,0.294969192,0.29499372,0.294993648,-0.063439031,-0.063480645,-0.063480881,,6.01631E-10,5.98141E-10,1.73171E-09,1.75142E-09,,,,,
5.1,0.298867188,0.29888802,0.298887993,-0.066698565,-0.066729419,-0.06672943,,4.33988E-10,4.32874E-10,9.52004E-10,9.52662E-10,,,,,
5.15,0.302390933,0.302402864,0.30240271,-0.070169199,-0.070181056,-0.07018091,,1.42363E-10,1.38716E-10,1.40594E-10,1.37153E-10,,,,,
5.2,0.305235894,0.305236375,0.305236155,-0.073302615,-0.073293327,-0.073293188,,2.31423E-13,6.79944E-14,8.62639E-11,8.88636E-11,,,,,
5.25,0.307107061,0.307096884,0.307096597,-0.075567889,-0.075540826,-0.075540652,,1.03574E-10,1.09493E-10,7.32429E-10,7.41853E-10,,,,,
5.3,0.307797894,0.307780592,0.30778053,-0.076595414,-0.076558045,-0.076558404,,2.99361E-10,3.01513E-10,1.39643E-09,1.36972E-09,,,,,
5.35,0.30724281,0.307224158,0.307224253,-0.076272817,-0.076236786,-0.076236987,,3.4792E-10,3.44374E-10,1.29825E-09,1.2838E-09,,,,,
5.4,0.305529824,0.305516039,0.305515895,-0.074773149,-0.07474985,-0.074749545,,1.90009E-10,1.94011E-10,5.4286E-10,5.57161E-10,,,,,
5.45,0.302869416,0.302864682,0.302864363,-0.072501467,-0.072497728,-0.07249745,,2.24038E-11,2.55271E-11,1.39805E-11,1.61385E-11,,,,,
5.5,0.29952817,0.299533712,0.299533237,-0.069967059,-0.069983438,-0.069983021,,3.07157E-11,2.5674E-11,2.68257E-10,2.54779E-10,,,,,
5.55,0.295748106,0.295761514,0.295761344,-0.067621418,-0.067650947,-0.067651398,,1.79776E-10,1.7525E-10,8.7197E-10,8.98781E-10,,,,,
5.6,0.291678192,0.291694893,0.291695161,-0.065721231,-0.065754614,-0.065755225,,2.78925E-10,2.87959E-10,1.11444E-09,1.1556E-09,,,,,
5.65,0.287339432,0.287354293,0.287354451,-0.064263038,-0.064290439,-0.064290418,,2.20839E-10,2.25568E-10,7.50819E-10,7.49662E-10,,,,,
5.7,0.282632131,0.282640192,0.282640077,-0.063002493,-0.063015294,-0.063015,,6.49907E-11,6.31473E-11,1.63867E-10,1.56429E-10,,,,,
5.75,0.277380322,0.277378585,0.277378112,-0.061541649,-0.061535613,-0.061534948,,3.0143E-12,4.88159E-12,3.64309E-11,4.48993E-11,,,,,
5.8,0.271398701,0.271386726,0.271386345,-0.059454994,-0.0594302,-0.059430271,,1.43402E-10,1.52674E-10,6.14747E-10,6.11241E-10,,,,,
5.85,0.264562559,0.26454325,0.264543187,-0.056421906,-0.056385475,-0.056385769,,3.72837E-10,3.7527E-10,1.32716E-09,1.30585E-09,,,,,
5.9,0.256860584,0.256839554,0.256839317,-0.05233083,-0.052293905,-0.052293582,,4.42265E-10,4.52281E-10,1.36344E-09,1.38741E-09,,,,,
5.95,0.248414578,0.248397493,0.248397148,-0.047322318,-0.04729535,-0.0472952,,2.91872E-10,3.0381E-10,7.27315E-10,7.35425E-10,,,,,
6,0.239459788,0.239451001,0.239450812,-0.041753635,-0.041744407,-0.04174455,,7.72076E-11,8.05642E-11,8.5152E-11,8.2528E-11,,,,,
6.05,0.23029228,0.230293572,0.23029378,-0.036096017,-0.036106254,-0.036106954,,1.66773E-12,2.2486E-12,1.04789E-10,1.19602E-10,,,,,
6.1,0.221200581,0.221210924,0.221211274,-0.030801374,-0.030827614,-0.0308279,,1.06983E-10,1.14342E-10,6.88529E-10,7.0364E-10,,,,,
6.15,0.212402887,0.212418874,0.212418504,-0.026182997,-0.026217188,-0.026216097,,2.55585E-10,2.43876E-10,1.16903E-09,1.09561E-09,,,,,
6.2,0.204007839,0.204023655,0.204022943,-0.022344,-0.022374396,-0.022373815,,2.50121E-10,2.28103E-10,9.23938E-10,8.88959E-10,,,,,
6.25,0.196008629,0.196018742,0.196018307,-0.019168741,-0.01918641,-0.019186486,,1.02262E-10,9.36654E-11,3.1219E-10,3.14873E-10,,,,,
6.3,0.18831051,0.18831135,0.188311732,-0.01637591,-0.016375123,-0.016376472,,7.04859E-13,1.49345E-12,6.20066E-13,3.15531E-13,,,,,
6.35,0.180782687,0.180774036,0.180774848,-0.013618049,-0.013600086,-0.013600901,,7.48443E-11,6.14499E-11,3.22647E-10,2.9406E-10,,,,,
6.4,0.173318674,0.173303636,0.173303507,-0.010599372,-0.010570405,-0.010569182,,2.26157E-10,2.30045E-10,8.39088E-10,9.11435E-10,,,,,
6.45,0.165886538,0.165869116,0.165868029,-0.007175586,-0.007143176,-0.007141594,,3.03516E-10,3.42578E-10,1.05041E-09,1.15549E-09,,,,,
6.5,0.158553569,0.158538381,0.158536921,-0.003403331,-0.00337717,-0.003375924,,2.3068E-10,2.77152E-10,6.84415E-10,7.51166E-10,,,,,
6.55,0.151478375,0.151468955,0.1514686,0.000475551,0.000489222,0.000487835,,8.87267E-11,9.55425E-11,1.86876E-10,1.50879E-10,,,,,
6.6,0.144873987,0.144873151,0.144873814,0.004106561,0.004102273,0.004100928,,6.98428E-13,3.01388E-14,1.83865E-11,3.17351E-11,,,,,
6.65,0.138954304,0.138962489,0.138963227,0.007126056,0.007105745,0.007105055,,6.69886E-11,7.96205E-11,4.12513E-10,4.41046E-10,,,,,
6.7,0.133880372,0.133894784,0.13389511,0.00926382,0.009234062,0.00923435,,2.07705E-10,2.17197E-10,8.85543E-10,8.68456E-10,,,,,
6.75,0.129722172,0.129738068,0.129738057,0.010416079,0.010386579,0.010386808,,2.52698E-10,2.52346E-10,8.7028E-10,8.56826E-10,,,,,
6.8,0.126446641,0.126458763,0.126459069,0.01066925,0.010649386,0.010648854,,1.46938E-10,1.54453E-10,3.94606E-10,4.16E-10,,,,,
6.85,0.123934954,0.123940536,0.123940175,0.010267716,0.010261665,0.010262978,,3.11682E-11,2.72585E-11,3.66148E-11,2.24502E-11,,,,,
6.9,0.122023379,0.122021035,0.122019855,0.0095351,0.009546019,0.009547491,,5.49522E-12,1.24159E-11,1.19226E-10,1.53531E-10,,,,,
6.95,0.12055486,0.120545538,0.120544064,0.008773696,0.00879764,0.008798845,,8.68971E-11,1.16566E-10,5.73319E-10,6.32442E-10,,,,,
7,0.119425308,0.119411687,0.119411725,0.008174196,0.008205029,0.008202729,,1.85535E-10,1.845E-10,9.50679E-10,8.14131E-10,,,,,
7.05,0.118610705,0.118598155,0.118599609,0.007763483,0.00778878,0.00778653,,1.57508E-10,1.23127E-10,6.39962E-10,5.3117E-10,,,,,
7.1,0.118167599,0.118162004,0.11816283,0.007404422,0.007415416,0.007415619,,3.12997E-11,2.27439E-11,1.20884E-10,1.25389E-10,,,,,
7.15,0.118207848,0.118212067,0.118210892,0.006844897,0.00683849,0.006841622,,1.77937E-11,9.26189E-12,4.10551E-11,1.073E-11,,,,,
7.2,0.118855979,0.118869037,0.118866526,0.005799714,0.005779146,0.005781899,,1.70498E-10,1.11234E-10,4.23046E-10,3.17389E-10,,,,,
7.25,0.120202204,0.120219487,0.120218984,0.004040926,0.00401398,0.004011529,,2.98702E-10,2.81576E-10,7.2607E-10,8.64171E-10,,,,,
7.3,0.122265093,0.122283054,0.122285256,0.001470317,0.001441153,0.001436873,,3.22606E-10,4.06541E-10,8.5055E-10,1.11853E-09,,,,,
7.35,0.124974816,0.124990468,0.124993939,-0.001847285,-0.001871254,-0.001874911,,2.45008E-10,3.6571E-10,5.74513E-10,7.63165E-10,,,,,
7.4,0.128181579,0.128193343,0.128194462,-0.00569953,-0.005714588,-0.005711981,,1.384E-10,1.65969E-10,2.26719E-10,1.55025E-10,,,,,
7.45,0.131686137,0.13169159,0.131689641,-0.009785128,-0.009784122,-0.009779782,,2.97385E-11,1.22799E-11,1.01281E-12,2.85886E-11,,,,,
7.5,0.135282635,0.135280413,0.135277318,-0.013796182,-0.013780072,-0.01377664,,4.93778E-12,2.82728E-11,2.59531E-10,3.81882E-10,,,,,
7.55,0.138800695,0.13879269,0.138790334,-0.017498405,-0.017473201,-0.017472744,,6.40752E-11,1.07356E-10,6.35199E-10,6.58442E-10,,,,,
7.6,0.142134462,0.142124851,0.14212391,-0.020785612,-0.020761014,-0.020761929,,9.23842E-11,1.1135E-10,6.05072E-10,5.6088E-10,,,,,
7.65,0.145250756,0.145244618,0.145244201,-0.023693857,-0.02367864,-0.023679248,,3.76686E-11,4.29609E-11,2.31566E-10,2.1342E-10,,,,,
7.7,0.148174898,0.148174179,0.148175565,-0.026372761,-0.026368923,-0.026372657,,5.16743E-13,4.45139E-13,1.47296E-11,1.06697E-14,,,,,
7.75,0.150959413,0.1509654,0.150968558,-0.029023784,-0.029035016,-0.029039089,,3.58371E-11,8.3622E-11,1.26167E-10,2.34259E-10,,,,,
7.8,0.153645708,0.153658169,0.153661611,-0.031824654,-0.031848023,-0.031850538,,1.55293E-10,2.52924E-10,5.46119E-10,6.69975E-10,,,,,
7.85,0.156230762,0.156248439,0.156248322,-0.034863234,-0.034894762,-0.034889678,,3.12478E-10,3.08352E-10,9.94004E-10,6.99296E-10,,,,,
7.9,0.158649042,0.158666476,0.158662772,-0.038101017,-0.038126355,-0.038120203,,3.03936E-10,1.88518E-10,6.42035E-10,3.68116E-10,,,,,
7.95,0.160774933,0.160785171,0.160781935,-0.041376766,-0.041386582,-0.041385126,,1.0481E-10,4.90316E-11,9.63536E-11,6.98834E-11,,,,,
8,0.162444578,0.16244404,0.162445488,-0.044447965,-0.044439628,-0.044446521,,2.89157E-13,8.28272E-13,6.95086E-11,2.08443E-12,,,,,
8.05,0.163490138,0.163481687,0.163486423,-0.047056301,-0.047038631,-0.047044881,,7.14065E-11,1.37975E-11,3.12242E-10,1.30413E-10,,,,,
8.1,0.163776031,0.163766672,0.163767989,-0.048996946,-0.048979162,-0.048975707,,8.75829E-11,6.4671E-11,3.16247E-10,4.51082E-10,,,,,
8.15,0.163226446,0.163219611,0.163214518,-0.050171186,-0.050154564,-0.050143998,,4.67155E-11,1.42287E-10,2.76295E-10,7.39168E-10,,,,,
8.2,0.161836276,0.161832064,0.161823287,-0.050607412,-0.050593193,-0.050583738,,1.77354E-11,1.68698E-10,2.02173E-10,5.60441E-10,,,,,
8.25,0.159662716,0.15965838,0.159654616,-0.050444995,-0.05043204,-0.050436578,,1.88029E-11,6.56021E-11,1.67827E-10,7.0839E-11,,,,,
8.3,0.156800554,0.156798269,0.156801952,-0.049886637,-0.049886503,-0.049897149,,5.22212E-12,1.95568E-12,1.78187E-14,1.10493E-10,,,,,
8.35,0.153348956,0.153351379,0.1533602,-0.04913424,-0.0491472,-0.04915968,,5.86666E-12,1.26427E-10,1.67964E-10,6.47206E-10,,,,,
