Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
1.175000000000000044e+00,-5.024023730659519377e-02,-8.204999999999998961e-01,2.117966000000000293e-01,1.110762442554231316e-01,2.132234551495566788e-01,1.117124525390697093e-01,2.133348223588824588e-01,1.118587152252355360e-01,1.113672093257800366e-04,1.462626861658267163e-04,1.241707181480177988e-02
1.200000000000000178e+00,-1.255171927387496167e+00,-8.066000000000000947e-01,2.192862999999999896e-01,1.146594052097674732e-01,2.198572902946420160e-01,1.148820628281538164e-01,2.199741062217793475e-01,1.150371015546551995e-01,1.168159271373314656e-04,1.550387265013830618e-04,1.241707181480177988e-02
1.225000000000000089e+00,3.019044006518434298e-01,-3.365000000000000213e-01,2.255405999999999800e-01,1.176631168524497201e-01,2.263653062271212268e-01,1.180053322393626175e-01,2.264878771791233592e-01,1.181695496533312073e-01,1.225709520021323051e-04,1.642174139685897982e-04,1.241707181480177988e-02
1.250000000000000000e+00,3.744330412275526099e-01,-5.000000000000000104e-03,2.306370000000000087e-01,1.201257764270137196e-01,2.327331324315348726e-01,1.210820043527950640e-01,2.328616530117222638e-01,1.212555726868928957e-01,1.285205801873912090e-04,1.735683340978316780e-04,1.241707181480177988e-02
1.275000000000000133e+00,3.144401663126158430e-01,3.382000000000000006e-01,2.376449000000000200e-01,1.235396404439146195e-01,2.389488190925925515e-01,1.241129140564892347e-01,2.390833413765539039e-01,1.242957420950329406e-01,1.345222839613524624e-04,1.828280385437058841e-04,1.241707181480177988e-02
1.300000000000000044e+00,2.628746010661196397e+00,8.943999999999999728e-01,2.435262000000000260e-01,1.264368870022252178e-01,2.450028971986443482e-01,1.270998397279833880e-01,2.451433225588359743e-01,1.272915768285629856e-01,1.404253601916261029e-04,1.917371005795975858e-04,1.241707181480177988e-02
1.325000000000000178e+00,4.088463227422808877e-02,1.054899999999999949e+00,2.492256999999999945e-01,1.292782830244719738e-01,2.508882976869604153e-01,1.300452546177354451e-01,2.510344009274065868e-01,1.302453436145895316e-01,1.461032404461715117e-04,2.000889968540864317e-04,1.241707181480177988e-02
1.350000000000000089e+00,2.122255048110736286e+00,1.591200000000000170e+00,2.547406999999999866e-01,1.320708098276629217e-01,2.566001284336246746e-01,1.329519734393154462e-01,2.567516177164365643e-01,1.331597516742267506e-01,1.514892828118896695e-04,2.077782349113044269e-04,1.241707181480177988e-02
1.375000000000000000e+00,2.957645323513301339e+00,1.981700000000000017e+00,2.609985000000000221e-01,1.352996689438524247e-01,2.621353162729163078e-01,1.358227032974440307e-01,2.622919172909815577e-01,1.360375328818506646e-01,1.566010180652499528e-04,2.148295844066339111e-04,1.241707181480177988e-02
1.400000000000000133e+00,2.323097464056711470e+00,2.210900000000000087e+00,2.670646000000000408e-01,1.385006027920100136e-01,2.674921362038085171e-01,1.386595328164256236e-01,2.676536711805281299e-01,1.388809242797672538e-01,1.615349767196128106e-04,2.213914633416302902e-04,1.241707181480177988e-02
1.425000000000000044e+00,4.574886066492126702e+00,2.546699999999999964e+00,2.712359999999999771e-01,1.407450962100747216e-01,2.726696664299241291e-01,1.414634139661715972e-01,2.728360926903439787e-01,1.416911028196437827e-01,1.664262604198496476e-04,2.276888534721854818e-04,1.241707181480177988e-02
1.450000000000000178e+00,3.786131521323999660e+00,2.521799999999999820e+00,2.760679999999999801e-01,1.433979966731061262e-01,2.776672161395008498e-01,1.442336902310496216e-01,2.778386068141182053e-01,1.444676437372396649e-01,1.713906746173554652e-04,2.339535061900432922e-04,1.241707181480177988e-02
1.475000000000000089e+00,3.847203475503564007e+00,2.633799999999999919e+00,2.815156000000000325e-01,1.464610495103561560e-01,2.824837708844774586e-01,1.469677052370291503e-01,2.826602553615670255e-01,1.472080727243856579e-01,1.764844770895668269e-04,2.403674873565075920e-04,1.241707181480177988e-02
1.500000000000000000e+00,4.494460534539379104e+00,2.572299999999999809e+00,2.867585000000000273e-01,1.494857051040623386e-01,2.871174956084963648e-01,1.496605097852033717e-01,2.872992049479664578e-01,1.499075612040271788e-01,1.817093394700930453e-04,2.470514188238071007e-04,1.241707181480177988e-02
1.525000000000000133e+00,2.084252018659336958e+00,2.336399999999999810e+00,2.903394000000000252e-01,1.515958081697234838e-01,2.915653334776606154e-01,1.523046876953420836e-01,2.917523924230606691e-01,1.525587864049396114e-01,1.870589454000537444e-04,2.540987095975277832e-04,1.241707181480177988e-02
1.550000000000000044e+00,3.041886270797304892e+00,2.190300000000000136e+00,2.944563000000000041e-01,1.540671943905474739e-01,2.958227355511957590e-01,1.548903323026058210e-01,2.960153081057210755e-01,1.551519562063734536e-01,1.925725545253165194e-04,2.616239037676326706e-04,1.241707181480177988e-02
1.575000000000000178e+00,3.970596255165494526e+00,1.892500000000000071e+00,2.996859000000000051e-01,1.572768548849650116e-01,2.998835450521948331e-01,1.574052043537270407e-01,3.000819016263175376e-01,1.576749894937782281e-01,1.983565741227044654e-04,2.697851400511874775e-04,1.241707181480177988e-02
1.600000000000000089e+00,2.285016690282093865e+00,1.490899999999999892e+00,3.027998000000000078e-01,1.592246423301906799e-01,3.037400421060014732e-01,1.598350807044870425e-01,3.039446032135553755e-01,1.601138442828757558e-01,2.045611075539022217e-04,2.787635783887132401e-04,1.241707181480177988e-02
1.625000000000000000e+00,2.415842608230981181e+00,1.408300000000000107e+00,3.069077000000000055e-01,1.618304189034182328e-01,3.073831388698317069e-01,1.621642731182714736e-01,3.075944694337187091e-01,1.624529877579925785e-01,2.113305638870022207e-04,2.887146397211048932e-04,1.241707181480177988e-02
1.650000000000000133e+00,8.780401180459687094e-01,8.305000000000000160e-01,3.096585000000000032e-01,1.635966921064364865e-01,3.108027055409606776e-01,1.643762729916675158e-01,3.110214644276451668e-01,1.646759937911854987e-01,2.187588866844891733e-04,2.997207995179829165e-04,1.241707181480177988e-02
1.675000000000000044e+00,1.395859166997274414e+00,6.252999999999999670e-01,3.132739000000000495e-01,1.659406692918648785e-01,3.139880021108296670e-01,1.664544685381278699e-01,3.142148690534822819e-01,1.667662357375253868e-01,2.268669426526148669e-04,3.117671993975168476e-04,1.241707181480177988e-02
1.700000000000000178e+00,1.551762029469420323e+00,4.341999999999999749e-01,3.161480999999999875e-01,1.678168982377587770e-01,3.169281853474840149e-01,1.683828845528552720e-01,3.171637857384298487e-01,1.687076278735964163e-01,2.356003909458337375e-04,3.247433207411443146e-04,1.241707181480177988e-02
1.725000000000000089e+00,2.035795355549238350e-01,1.643000000000000016e-01,3.183596000000000203e-01,1.692672668461660535e-01,3.196128548355509080e-01,1.701469032844114826e-01,3.198576940224863163e-01,1.704853662223332622e-01,2.448391869354082928e-04,3.384629379217796163e-04,1.241707181480177988e-02
1.750000000000000000e+00,1.392741612497303105e+00,2.273999999999999910e-01,3.207812000000000441e-01,1.708555164654809166e-01,3.220325977232739723e-01,1.717339293319369298e-01,3.222870134192205027e-01,1.720866244864126537e-01,2.544156959465304624e-04,3.526951544757239709e-04,1.241707181480177988e-02
1.775000000000000133e+00,1.063056443057571965e+00,1.972999999999999754e-01,3.236321000000000336e-01,1.727212734358628543e-01,3.241794919370299399e-01,1.731339610043282351e-01,3.244436360021937804e-01,1.735011642321659386e-01,2.641440651638404802e-04,3.672032278377035386e-04,1.241707181480177988e-02
1.800000000000000044e+00,4.760055900619680203e-01,3.765999999999999903e-01,3.254875999999999880e-01,1.739255506197389112e-01,3.260475333752375082e-01,1.743400316778822567e-01,3.263213920525009359e-01,1.747218170760431732e-01,2.738586772634277189e-04,3.817853981609165004e-04,1.241707181480177988e-02
1.825000000000000178e+00,1.605403522396645188e+00,6.591000000000000192e-01,3.270831000000000155e-01,1.749518042199115775e-01,3.276329610097531986e-01,1.753484913259981404e-01,3.279164091587367658e-01,1.757447955248125082e-01,2.834481489835671830e-04,3.963041988143678473e-04,1.241707181480177988e-02
1.850000000000000089e+00,1.951816154380997315e+00,9.659999999999999698e-01,3.284125999999999990e-01,1.757947982486248728e-01,3.289344602756112401e-01,1.761591085435171289e-01,3.292273269639033884e-01,1.765697973363416218e-01,2.928666882921482362e-04,4.106887928244928876e-04,1.241707181480177988e-02
1.875000000000000000e+00,3.104797571718668880e+00,1.537199999999999900e+00,3.296372000000000191e-01,1.765540164732423978e-01,3.299532287702084399e-01,1.767749845016231280e-01,3.302553435751931499e-01,1.771998909841399628e-01,3.021148049847099948e-04,4.249064825168347159e-04,1.241707181480177988e-02
1.900000000000000133e+00,3.091441139527956850e+00,1.881899999999999906e+00,3.303021999999999903e-01,1.769536968719490899e-01,3.306928920214317613e-01,1.772022818094118046e-01,3.310040926922774851e-01,1.776412007151169647e-01,3.112006708457237814e-04,4.389189057051601228e-04,1.241707181480177988e-02
1.925000000000000044e+00,3.599051005675459880e+00,2.473899999999999988e+00,3.308718999999999966e-01,1.772818187713240401e-01,3.311592640642881391e-01,1.774497831081225663e-01,3.314793705648079181e-01,1.779024330202449711e-01,3.201065005197789581e-04,4.526499121224047961e-04,1.241707181480177988e-02
1.950000000000000178e+00,3.746463333504127746e+00,2.982199999999999740e+00,3.312446000000000002e-01,1.774720596597914035e-01,3.313599597248963469e-01,1.775283067058493758e-01,3.316887393713594534e-01,1.779942913065549193e-01,3.287796464631065341e-04,4.659846007055434836e-04,1.241707181480177988e-02
1.975000000000000089e+00,4.699948659309555410e+00,3.329399999999999693e+00,3.312400999999999818e-01,1.774371530747514969e-01,3.313038822088432145e-01,1.774500195369902444e-01,3.316410317431429111e-01,1.779288174565681335e-01,3.371495342996966293e-04,4.787979195778890862e-04,1.241707181480177988e-02
2.000000000000000000e+00,4.952509869379977836e+00,3.565399999999999903e+00,3.310050999999999966e-01,1.772661108080560710e-01,3.310006259228844838e-01,1.772276983349256874e-01,3.313457814007551017e-01,1.777186927100108393e-01,3.451554778706178439e-04,4.909943750851519795e-04,1.241707181480177988e-02
2.024999999999999911e+00,5.508272500342126676e+00,3.859399999999999942e+00,3.305547000000000346e-01,1.769728954937210275e-01,3.304598439033374913e-01,1.768739943040228690e-01,3.308126130405200094e-01,1.773765342232583586e-01,3.527691371825181221e-04,5.025399192354895739e-04,1.241707181480177988e-02
2.050000000000000266e+00,5.613787170136880889e+00,3.832999999999999741e+00,3.298910999999999927e-01,1.765644884487543587e-01,3.296906287089438337e-01,1.764007535460011544e-01,3.300506342228851642e-01,1.769142317463144876e-01,3.600055139413305128e-04,5.134782003133331330e-04,1.241707181480177988e-02
2.075000000000000178e+00,3.875227225765621952e+00,3.851399999999999935e+00,3.290108999999999950e-01,1.760443803316600608e-01,3.287009470923778487e-01,1.758184365901298007e-01,3.290678723456951782e-01,1.763423690094922114e-01,3.669252533173295028e-04,5.239324193624106396e-04,1.241707181480177988e-02
2.100000000000000089e+00,5.365575375268489822e+00,3.729299999999999837e+00,3.277213000000000487e-01,1.753095967165704261e-01,3.274971578650574533e-01,1.751356691922465736e-01,3.278707892809143987e-01,1.756697633908144707e-01,3.736314158569453703e-04,5.340941985678970827e-04,1.241707181480177988e-02
2.125000000000000000e+00,5.232908064312173479e+00,3.279599999999999849e+00,3.264135999999999704e-01,1.745852850769927800e-01,3.260836359042060817e-01,1.743589477960595935e-01,3.264638954677041571e-01,1.749031452745394011e-01,3.802595634980754369e-04,5.441974784798075948e-04,1.241707181480177988e-02
2.149999999999999911e+00,4.282808347133690852e+00,3.039600000000000080e+00,3.251802000000000303e-01,1.739203146319829585e-01,3.244625252158542805e-01,1.734925173755689498e-01,3.248494841494967700e-01,1.740469951795972914e-01,3.869589336424894555e-04,5.544778040283415699e-04,1.241707181480177988e-02
2.175000000000000266e+00,4.285611443379785612e+00,2.516000000000000014e+00,3.225998999999999950e-01,1.725624484739313735e-01,3.226336437076438024e-01,1.725384301797052156e-01,3.230275109413210943e-01,1.731035568432617855e-01,3.938672336772919280e-04,5.651266635565699303e-04,1.241707181480177988e-02
2.200000000000000178e+00,3.665974287301246637e+00,2.073799999999999866e+00,3.213053000000000159e-01,1.718974780289215243e-01,3.205945530931300080e-01,1.714967750098317090e-01,3.209956400403084498e-01,1.720730323634852010e-01,4.010869471784417328e-04,5.762573536534920660e-04,1.241707181480177988e-02
2.225000000000000089e+00,2.204963340994559040e+00,1.647100000000000009e+00,3.188458000000000125e-01,1.706513129429975684e-01,3.183407887814546644e-01,1.703660424963614195e-01,3.187494595240087936e-01,1.709539366230361512e-01,4.086707425541291627e-04,5.878941266747317318e-04,1.241707181480177988e-02
2.250000000000000000e+00,2.298360244255187812e+00,1.264000000000000012e+00,3.165298000000000278e-01,1.694993956366813159e-01,3.158662253899024441e-01,1.691435746904067505e-01,3.162828434833062641e-01,1.697435582524266517e-01,4.166180934038199446e-04,5.999835620199012176e-04,1.241707181480177988e-02
2.274999999999999911e+00,2.523364124340403247e+00,8.111999999999999211e-01,3.135432999999999693e-01,1.680350643942580824e-01,3.131635427745699252e-01,1.678260454271386648e-01,3.135884236548398540e-01,1.684384641886696454e-01,4.248808802699288734e-04,6.124187615309806265e-04,1.241707181480177988e-02
2.300000000000000266e+00,1.738110390000272343e+00,6.790000000000000480e-01,3.107368999999999826e-01,1.666789435654584817e-01,3.102247575959449222e-01,1.664099293072039687e-01,3.106581338986315055e-01,1.670349986744396054e-01,4.333763026865833368e-04,6.250693672356366637e-04,1.241707181480177988e-02
2.325000000000000178e+00,7.094968274337553060e-01,4.721000000000000196e-01,3.077314999999999912e-01,1.652390469325631384e-01,3.070417915811756715e-01,1.648919328159680342e-01,3.074837986411832480e-01,1.655297485162302018e-01,4.420070600075765022e-04,6.378157002621676064e-04,1.241707181480177988e-02
