Time (s),Iter_1_disp_error (m),Iter_1_rot_error (rad),Iter_2_disp_error (m),Iter_2_rot_error (rad),Iter_3_disp_error (m),Iter_3_rot_error (rad),Iter_4_disp_error (m),Iter_4_rot_error (rad),Iter_5_disp_error (m),Iter_5_rot_error (rad),Iter_6_disp_error (m),Iter_6_rot_error (rad),Iter_7_disp_error (m),Iter_7_rot_error (rad),Iter_8_disp_error (m),Iter_8_rot_error (rad),Iter_9_disp_error (m),Iter_9_rot_error (rad),Iter_10_disp_error (m),Iter_10_rot_error (rad),Iter_11_disp_error (m),Iter_11_rot_error (rad),Iter_12_disp_error (m),Iter_12_rot_error (rad),Iter_13_disp_error (m),Iter_13_rot_error (rad),Iter_14_disp_error (m),Iter_14_rot_error (rad)
0.9,0.00024992930123306396,-0.0005576265939322318,-0.0001522439719368971,-0.000267528884457649,-0.0001349157005068706,5.7153961633808065e-05,-4.815572125970238e-05,7.545992475128938e-05,-7.606451868414493e-06,4.6018977445553416e-05,7.314042050038383e-06,1.3865306591299281e-05,6.512315687608183e-06,9.030057069939201e-07,2.9257694765024572e-06,-4.520450874213877e-07,9.83710201634888e-07,-1.6294617629850072e-07,2.7943565945182103e-07,-1.6242261928825497e-07,4.067316398612131e-08,-6.161128511192326e-08,-3.49274599867333e-09,1.3298117211568705e-08,3.963472661183687e-09,-9.102115935966104e-10,1.5327351159111213e-09,-4.896903438300626e-09
0.9500000000000001,-0.0005847325907911505,0.0010699666461164992,9.201004131071874e-05,-0.00011108033640275933,-2.808021760581248e-05,-3.852578599179701e-05,-2.0149990284567577e-05,-1.544921650317721e-06,-1.1262663815882201e-05,1.2254511341361352e-05,-2.455328766979084e-06,1.3091187631215917e-05,2.203409147479886e-06,5.252322677645749e-06,2.227407471124161e-06,4.54350556462757e-07,9.371086839545309e-07,-2.614072004622492e-07,2.3982051856625414e-07,-2.8520268410825445e-08,7.013596267386318e-08,-4.2862212321082005e-08,1.0078150093108251e-08,-2.3791541230167024e-08,-4.4216131147092885e-09,8.764998636612287e-09,2.9549996442834736e-09,-1.5258243835081231e-09
1.0,-0.0022710647519141635,0.001985363316411512,4.501595635224504e-05,0.00012380841412291954,9.040267388458686e-07,2.5842912346016322e-05,5.2159000626852275e-06,-4.042669236765939e-06,2.611163592394425e-06,-4.06670952662197e-06,2.134848398321204e-07,-5.059683737956844e-08,2.4238418800705264e-08,2.876463185648437e-06,7.558470745848075e-07,1.7229295146276025e-06,7.459306524413081e-07,1.1173335863479128e-07,2.728402713355303e-07,-1.3833003167929014e-07,4.9442017307534114e-08,3.3888695599726404e-09,2.0035419618074507e-08,-1.253276178669882e-08,7.453617042151028e-10,-8.885030662597604e-09,-3.127056504362291e-10,2.2553062195562745e-09
1.05,-0.00495187384758673,0.0037251641872044217,0.00012761145328505827,-0.00023241765208040915,-5.495204714226019e-05,0.00013118059007453248,-7.498687221924429e-06,3.762348266397181e-05,2.8135736113361117e-06,9.065770148475316e-06,3.5581489850823773e-06,1.1943387889096213e-07,1.629894537249349e-06,-8.985346009945938e-07,4.3249024393775606e-07,3.7976045901000344e-07,2.6879144589134554e-07,5.160234270995545e-07,2.4177823873083697e-07,6.971084147433526e-09,7.589707345283594e-08,-6.370375415370999e-08,8.461246137981063e-09,5.761792744307659e-09,4.1190892062243495e-09,-2.210940153180019e-09,2.568875152311398e-09,-6.680380498780281e-09
1.1,-0.009394450109873845,0.007612044616318446,0.00017881251995382173,-0.0003496318920728908,4.6431961329404525e-05,-0.00013019835911713684,-3.1482149930060765e-05,5.32255132780976e-05,-1.0450678522497259e-05,2.6838169904723486e-05,-3.515632523015677e-07,8.152836031297128e-06,1.7126686049345058e-06,1.1247075579479127e-06,1.033971734213171e-06,-4.255473616612826e-07,2.64213467295743e-07,-5.206558613413126e-08,7.708443523768427e-08,1.6856174422930081e-07,7.26736524188365e-08,-1.9318721067307365e-09,2.3342595797254395e-08,-3.152612914475439e-08,-3.991168395778288e-09,9.167629239081876e-09,4.122944437245923e-09,-3.2023694598870556e-09
1.1500000000000001,-0.014429381056126726,0.011486677586554916,-0.000661500206002922,0.0008946872479161719,0.00033482116817680485,-0.0004717761245865773,3.235621609072245e-05,-8.731746670858839e-05,-8.356198374259022e-06,3.801170265063658e-06,-6.092671038755021e-06,1.1413213315471238e-05,-8.626075166905112e-07,4.392673856122575e-06,6.389418594696106e-07,8.067699011175822e-07,4.7534360881826276e-07,-1.9438620693298936e-07,1.0438243909505207e-07,-7.017363184980141e-08,1.1459416051490257e-08,6.062447239357782e-08,2.476085037353415e-08,-3.896636749378679e-09,3.6183642089515633e-09,-1.201558127300606e-08,-4.294735747589762e-10,2.7395144590325327e-09
1.2000000000000002,-0.017397827121890877,0.012052727306147025,-0.0025944297478590686,0.0030616310751148297,0.0003938771352473211,-0.00028581906040166943,0.0001566098089262266,-0.00020766457223022478,3.7875170282038184e-05,-6.922603496731933e-05,4.6364237961393773e-07,-7.232592002488075e-06,-2.7260355215733e-06,3.962835242770496e-06,-5.747246622361812e-07,1.9570284265496563e-06,2.520095329014427e-07,3.276780590616424e-07,1.9630522932190253e-07,-1.0177560805929575e-07,3.1511657540284066e-08,-4.1488940904360616e-08,-1.0106833009393412e-09,2.3849240079337752e-08,6.35700610207568e-09,3.1633601987879345e-11,2.844534364998541e-09,-8.101694832368667e-09
1.25,-0.016678261678685725,0.007833103481665028,-0.004665849039160876,0.0045112029268560725,-9.39378908664662e-05,0.000514716116737441,0.00016194888760900222,-8.847928283109083e-05,8.311710807432787e-05,-8.68859566886624e-05,2.369539139766147e-05,-3.6229667041256033e-05,1.7577351467054636e-06,-5.738697754211972e-06,-1.084015650930359e-06,1.2566719402775511e-06,-2.490464880225418e-07,7.754699792965336e-07,1.252185737321554e-07,7.810861050311368e-08,6.854574569753469e-08,-4.353442124155338e-08,8.808849663588525e-09,-2.0633704408273834e-08,-5.9272589128522846e-09,1.499682316004336e-08,3.742272505768973e-09,-1.9169152914305654e-09
1.3,-0.013449119628505882,0.0015527002863842095,-0.005464008404248495,0.0036599555346747857,-0.0009582314818003257,0.0013825475731850867,-5.907556213650966e-05,0.000261894653744043,4.899796670676526e-05,1.4577290401085333e-05,3.680780163725639e-05,-2.9597135859195985e-05,1.1798389526751496e-05,-1.5922360992696484e-05,1.2147553108549092e-06,-3.0636921427311305e-06,-5.01559881294078e-07,5.686384133788552e-07,-6.469974796197153e-08,2.7624593084015457e-07,5.055392179875717e-08,7.425392723001828e-09,2.261980386331075e-08,-1.727186067649114e-08,-1.157015303010489e-09,-6.056323570142845e-09,-2.7535367319586612e-09,5.510855208583007e-09
1.35,-0.010763979041789204,-0.002151448579588159,-0.004631522090409193,0.0012227746807113651,-0.0015403002657160686,0.0013930967591445076,-0.000403617600774106,0.0005689114110662584,-7.993381021033363e-05,0.00018017007037623382,1.1018345349791958e-05,2.4838689680575787e-05,1.4924539434135742e-05,-9.004806278118012e-06,5.222358778547709e-06,-6.404550827112873e-06,3.6927141348896964e-07,-1.129514935721554e-06,-2.483741370906678e-07,3.352499998530295e-07,-1.1857405210480287e-08,8.430013807673997e-08,2.1401041327973047e-08,-1.0588962946929403e-08,4.522096822001664e-09,-1.7625547783436946e-09,-1.3261243075879392e-09,-4.374862868673779e-09
1.4000000000000001,-0.010441625395083143,-0.0020475416304354087,-0.0033175520299487254,-0.0005221881813448834,-0.001446698200496671,0.0006146573496470312,-0.0005957043013584823,0.0004924943317158453,-0.00021905638909913705,0.00025555589965263817,-4.761867768390826e-05,8.760454312416004e-05,1.7563811668397378e-06,1.4657209264837615e-05,5.75794381414696e-06,-2.5634903147945393e-06,1.942098413587612e-06,-2.431105067878664e-06,-9.89852987076656e-09,-2.7488448827057976e-07,-1.1054932405607509e-07,1.6133024237190152e-07,6.96610205630499e-09,1.3731728577132118e-08,8.360547060215495e-09,-7.460766823785825e-09,-1.4801567610467359e-09,8.069024771267808e-10
