Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
3.500000000000000333e-01,-4.278799650004117439e+00,-2.539900000000000269e+00,2.200109999999999566e-02,1.026079067247466330e-02,2.221382856976914649e-02,1.030848530560635884e-02,2.219706366624556171e-02,1.030815327747408930e-02,-1.676490352358478431e-05,-3.320281322695406434e-07,1.078601344865613154e-01
3.750000000000000000e-01,-3.634672470999697591e+00,-2.795799999999999841e+00,2.516570000000000265e-02,1.190663615710531656e-02,2.554902104826121262e-02,1.204602206465101542e-02,2.551378659792417902e-02,1.202473101965283175e-02,-3.523445033703359597e-05,-2.129104499818366969e-05,1.078601344865613154e-01
4.000000000000000222e-01,-4.843101846620918138e+00,-3.109799999999999898e+00,2.915949999999999445e-02,1.403593784453839935e-02,2.912345554535214834e-02,1.395490749526596616e-02,2.906422578395451498e-02,1.390533744948214967e-02,-5.922976139763336256e-05,-4.957004578381649096e-05,1.078601344865613154e-01
4.250000000000000444e-01,-5.304818806447856083e+00,-3.338099999999999845e+00,3.220030000000000114e-02,1.569050997542902406e-02,3.293302321691457535e-02,1.603661176500165847e-02,3.284386017463181151e-02,1.595079021727270271e-02,-8.916304228276383803e-05,-8.582154772895575490e-05,1.078601344865613154e-01
4.500000000000000111e-01,-4.290581509562278129e+00,-3.278599999999999959e+00,3.666610000000000008e-02,1.816713218400897376e-02,3.697178267558935000e-02,1.828978706332064566e-02,3.684647886103126213e-02,1.815928794260136120e-02,-1.253038145580878671e-04,-1.304991207192844616e-04,1.078601344865613154e-01
4.750000000000000333e-01,-4.866236557241140126e+00,-3.394199999999999662e+00,4.139050000000000368e-02,2.083923126881229507e-02,4.123212852152799424e-02,2.071020243654450241e-02,4.106437566436728359e-02,2.052639351326707856e-02,-1.677528571607106445e-04,-1.838089232774238468e-04,1.078601344865613154e-01
5.000000000000000000e-01,-4.169282826663170738e+00,-3.211400000000000254e+00,4.492730000000000334e-02,2.286904918888170088e-02,4.570506005431580754e-02,2.329083456991025425e-02,4.548863280275615428e-02,2.304515273489793348e-02,-2.164272515596532553e-04,-2.456818350123207706e-04,1.078601344865613154e-01
5.250000000000000222e-01,-4.356457629803039744e+00,-3.095600000000000129e+00,4.931369999999999504e-02,2.541373923828943102e-02,5.038053066896645837e-02,2.602210901316675054e-02,5.010947078170978342e-02,2.570633885782773811e-02,-2.710598872566749584e-04,-3.157701553390124261e-04,1.078601344865613154e-01
5.500000000000000444e-01,-3.773738679858823719e+00,-2.675799999999999734e+00,5.386640000000000178e-02,2.808060233533676842e-02,5.524785228688695177e-02,2.889227528206115073e-02,5.491663939242308334e-02,2.849880712095682195e-02,-3.312128944638684236e-04,-3.934681611043287786e-04,1.078601344865613154e-01
5.750000000000000666e-01,-3.104906530679206078e+00,-2.234799999999999898e+00,5.943719999999999559e-02,3.136705731684209103e-02,6.029612294728506350e-02,3.188788799461926560e-02,5.989981928583035936e-02,3.140993328573082888e-02,-3.963036614547041370e-04,-4.779547088884367190e-04,1.078601344865613154e-01
6.000000000000000888e-01,-3.659362171363729210e+00,-1.978700000000000125e+00,6.526410000000000544e-02,3.482106390653887107e-02,6.551464216859308187e-02,3.499435821367991722e-02,6.504899951907343325e-02,3.442610383683127745e-02,-4.656426495196486215e-04,-5.682543768486397751e-04,1.078601344865613154e-01
6.250000000000000000e-01,-2.179119332246515217e+00,-1.378100000000000103e+00,6.952700000000000546e-02,3.734830066342665483e-02,7.089327987913968121e-02,3.819653590177785052e-02,7.035479904690786213e-02,3.753322704557202766e-02,-5.384808322318190843e-04,-6.633088562058228610e-04,1.078601344865613154e-01
6.500000000000000222e-01,-1.074852602051481254e+00,-1.054499999999999993e+00,7.475650000000000350e-02,4.044451475646460015e-02,7.642277070162548092e-02,4.147928561115343110e-02,7.580871042712988839e-02,4.071724079916703987e-02,-6.140602744955925285e-04,-7.620448119863912351e-04,1.078601344865613154e-01
6.750000000000000444e-01,-2.121220940906974661e+00,-7.177000000000000046e-01,8.106750000000000067e-02,4.416381139246451648e-02,8.209491416075659354e-02,4.482802191353564558e-02,8.140325709686602185e-02,4.396459812914580573e-02,-6.916570638905716883e-04,-8.634237843898398546e-04,1.078601344865613154e-01
7.000000000000000666e-01,-8.902803949897893920e-01,-2.920000000000000373e-01,8.571000000000000840e-02,4.688303436707167565e-02,8.790266940824759123e-02,4.822917585804247648e-02,8.713206281120608465e-02,4.726270837651141282e-02,-7.706065970415065802e-04,-9.664674815310636546e-04,1.078601344865613154e-01
7.250000000000000888e-01,-8.490983859759920760e-01,4.390000000000000152e-02,9.139900000000000801e-02,5.018868797034894275e-02,9.384013783596255320e-02,5.167056673866517180e-02,9.298982850766976394e-02,5.060030195594476810e-02,-8.503093282927892682e-04,-1.070264782720403707e-03,1.078601344865613154e-01
7.500000000000000000e-01,-1.436250346083263629e+00,4.198999999999999955e-01,9.922589999999999189e-02,5.467942013573034998e-02,9.990242974223398353e-02,5.514165602748696826e-02,9.897220375668290548e-02,5.396768012695705302e-02,-9.302259855510780495e-04,-1.173975900529915239e-03,1.078601344865613154e-01
7.750000000000000222e-01,3.482938421100797988e-01,7.498000000000000220e-01,1.051847999999999950e-01,5.805314157983539058e-02,1.060854159513431316e-01,5.863366632389247629e-02,1.050755393017880901e-01,5.735681861984207042e-02,-1.009876649555041528e-03,-1.276847704050405874e-03,1.078601344865613154e-01
8.000000000000000444e-01,-6.090708519363057238e-01,6.833000000000000185e-01,1.111354000000000092e-01,6.137799380488458828e-02,1.123853747460241137e-01,6.213955988185055485e-02,1.112965211927328391e-01,6.076131553565126964e-02,-1.088853553291274645e-03,-1.378244346199285209e-03,1.078601344865613154e-01
8.250000000000000666e-01,1.210580035280647282e+00,9.144999999999999796e-01,1.171355999999999925e-01,6.468539273741384654e-02,1.187985577089382128e-01,6.565388715966627431e-02,1.176317112527517084e-01,6.417619989416988024e-02,-1.166846456186504399e-03,-1.477687265496394065e-03,1.078601344865613154e-01
8.500000000000000888e-01,4.424534865028058594e-01,8.711999999999999744e-01,1.243129000000000040e-01,6.857573164010920264e-02,1.253207105994426640e-01,6.917253097587744426e-02,1.240770403526600951e-01,6.759763652082796670e-02,-1.243670246782568878e-03,-1.574894455049477560e-03,1.078601344865613154e-01
8.750000000000000000e-01,-7.180364201029231230e-01,7.631999999999999895e-01,1.295871999999999857e-01,7.139269305282804068e-02,1.319465921957794219e-01,7.269238112197475010e-02,1.306273086553650098e-01,7.102257047573143356e-02,-1.319283540414412093e-03,-1.669810646243316543e-03,1.078601344865613154e-01
9.000000000000000222e-01,1.685615329612182522e+00,7.631000000000000005e-01,1.382729000000000041e-01,7.596196503454920312e-02,1.386695334167799554e-01,7.621097658126690932e-02,1.372757393530987247e-01,7.444835297218116432e-02,-1.393794063681230710e-03,-1.762623609085745002e-03,1.078601344865613154e-01
9.250000000000000444e-01,-9.770689825043059606e-01,3.010999999999999788e-01,1.438046000000000046e-01,7.882954099557588912e-02,1.454810732333926271e-01,7.972615100979017766e-02,1.440136190255957849e-01,7.787238828716466776e-02,-1.467454207796842214e-03,-1.853762722625509896e-03,1.078601344865613154e-01
9.500000000000000666e-01,2.752388214688770152e-01,1.501000000000000112e-01,1.504542000000000102e-01,8.223991435397280669e-02,1.523706999543092411e-01,8.323571463483894761e-02,1.508300492532743120e-01,8.129184070517790628e-02,-1.540650701034929071e-03,-1.943873929661041333e-03,1.078601344865613154e-01
9.750000000000000888e-01,9.378532666295714970e-02,-2.231999999999999540e-01,1.582302999999999904e-01,8.617737714647201452e-02,1.593257180199040834e-01,8.673720163879622413e-02,1.577118320022673215e-01,8.470343631568615084e-02,-1.613886017636761983e-03,-2.033765323110073298e-03,1.078601344865613154e-01
1.000000000000000000e+00,-1.274337382964490173e+00,-6.814999999999999947e-01,1.649675000000000169e-01,8.954935326132505702e-02,1.663312517097026710e-01,9.022770437642872732e-02,1.646435081154301039e-01,8.810337968519733887e-02,-1.687743594272567149e-03,-2.124324691231388451e-03,1.078601344865613154e-01
1.025000000000000133e+00,-7.917864116485826553e-01,-8.399000000000000909e-01,1.717574000000000045e-01,9.291609338842211907e-02,1.733703876806034216e-01,9.370380389749080607e-02,1.716075563520939873e-01,9.148738246688641051e-02,-1.762831328509434359e-03,-2.216421430604395559e-03,1.078601344865613154e-01
1.050000000000000044e+00,-2.031504558499624302e+00,-1.155699999999999950e+00,1.785169000000000061e-01,9.624443627197530604e-02,1.804244480606886358e-01,9.716159277703835528e-02,1.785847397518928736e-01,9.485078052759303435e-02,-1.839708308795762193e-03,-2.310812249445320932e-03,1.078601344865613154e-01
1.074999999999999956e+00,-2.142341056786174036e+00,-1.181200000000000028e+00,1.852391999999999928e-01,9.953263658273261982e-02,1.874733767755337455e-01,1.005967761954281309e-01,1.855545654492195551e-01,9.818870780713113977e-02,-1.918811326314190380e-03,-2.408068388296991102e-03,1.078601344865613154e-01
1.100000000000000089e+00,-1.212327885041674769e+00,-1.266000000000000014e+00,1.930937999999999821e-01,1.033566529738522005e-01,1.944962158406444985e-01,1.040048338953777490e-01,1.924958147250840634e-01,1.014963010280126449e-01,-2.000401115560435095e-03,-2.508532867365104169e-03,1.078601344865613154e-01
1.125000000000000000e+00,-1.060772865602390924e+00,-1.362500000000000044e+00,2.009338000000000235e-01,1.071579800846958613e-01,2.014716448908552004e-01,1.073812270601296193e-01,1.993871055333087672e-01,1.047689228426683661e-01,-2.084539357546433269e-03,-2.612304217461253186e-03,1.078601344865613154e-01
1.150000000000000133e+00,-2.069230932178061089e+00,-1.329599999999999893e+00,2.075459000000000331e-01,1.103624045913574325e-01,2.083785541172260003e-01,1.107216351039459340e-01,2.062074612000158735e-01,1.080023991153541973e-01,-2.171092917210126760e-03,-2.719235988591736652e-03,1.078601344865613154e-01
1.175000000000000044e+00,-7.018723889670150928e-01,-1.059700000000000086e+00,2.140586999999999906e-01,1.135179598789631955e-01,2.151966174182131930e-01,1.140222044197998635e-01,2.129368637469756242e-01,1.111932589478735606e-01,-2.259753671237568762e-03,-2.828945471926302968e-03,1.078601344865613154e-01
1.200000000000000178e+00,-9.730771264601528747e-01,-9.268000000000000682e-01,2.205115000000000269e-01,1.166543165447969932e-01,2.219068299949973622e-01,1.172797844644945520e-01,2.195567652672989756e-01,1.143389489415351651e-01,-2.350064727698386591e-03,-2.940835522959386883e-03,1.078601344865613154e-01
1.225000000000000089e+00,1.288605247464330861e-01,-4.364000000000000101e-01,2.268862000000000101e-01,1.197644932718508887e-01,2.284919741240235558e-01,1.204921193975283106e-01,2.260505249613510848e-01,1.174379841599996477e-01,-2.441449162672471029e-03,-3.054135237528662894e-03,1.078601344865613154e-01
1.250000000000000000e+00,-3.448551668549904581e-01,-1.638000000000000567e-01,2.331054000000000181e-01,1.228153288043369873e-01,2.349369796971277069e-01,1.236579611407771506e-01,2.324037417146426199e-01,1.204900083942378186e-01,-2.533237982485087025e-03,-3.167952746539332010e-03,1.078601344865613154e-01
1.275000000000000133e+00,1.109167982310691025e+00,2.872999999999999998e-01,2.401573000000000180e-01,1.263077326375776355e-01,2.412291532636826052e-01,1.267770764050697996e-01,2.386044611382778791e-01,1.234957560284700440e-01,-2.624692125404726184e-03,-3.281320376599755617e-03,1.078601344865613154e-01
1.300000000000000044e+00,1.564177205603438203e+00,8.161000000000000476e-01,2.460737000000000063e-01,1.292695563782120249e-01,2.473582600952120569e-01,1.298501348545666456e-01,2.446432441451675821e-01,1.264569183904084848e-01,-2.715015950044474824e-03,-3.393216464158160806e-03,1.078601344865613154e-01
1.325000000000000178e+00,-1.884669747247760818e-01,1.062100000000000044e+00,2.518643999999999883e-01,1.322052001800664567e-01,2.533164559875614730e-01,1.328784822314647840e-01,2.505130877298380465e-01,1.293759128743614262e-01,-2.803368257723426460e-03,-3.502569357103357817e-03,1.078601344865613154e-01
1.350000000000000089e+00,3.188521262133296563e+00,1.694299999999999917e+00,2.574666999999999928e-01,1.350849934458571155e-01,2.590980770277998557e-01,1.358638154886875893e-01,2.562091925702274509e-01,1.322555462663398684e-01,-2.888884457572404862e-03,-3.608269222347720850e-03,1.078601344865613154e-01
1.375000000000000000e+00,3.274821931315739398e+00,1.941699999999999982e+00,2.628781000000000034e-01,1.379106815048359302e-01,2.646993055504460735e-01,1.388077853673393980e-01,2.617285849260883590e-01,1.350985725656322634e-01,-2.970720624357714446e-03,-3.709212801707134632e-03,1.078601344865613154e-01
1.400000000000000133e+00,2.858753158052788290e+00,2.235700000000000021e+00,2.690063999999999789e-01,1.411761925353173519e-01,2.701177387612760383e-01,1.417115567756638828e-01,2.670696229058468485e-01,1.379071731968590508e-01,-3.048115855429189835e-03,-3.804383578804831911e-03,1.078601344865613154e-01
1.425000000000000044e+00,3.854560583827427500e+00,2.548399999999999999e+00,2.749341000000000146e-01,1.444033063222548430e-01,2.753518925007761853e-01,1.445753601055421722e-01,2.722314370679521645e-01,1.406824156851153584e-01,-3.120455432824020825e-03,-3.892944420426813767e-03,1.078601344865613154e-01
1.450000000000000178e+00,2.902853139335566546e+00,2.498300000000000409e+00,2.790024999999999866e-01,1.466635077035874923e-01,2.804006759872874621e-01,1.473980675386095118e-01,2.772133585382940413e-01,1.434237537464441992e-01,-3.187317448993420843e-03,-3.974313792165312664e-03,1.078601344865613154e-01
1.475000000000000089e+00,3.560774551640915941e+00,2.658100000000000129e+00,2.844728999999999730e-01,1.497632124551294408e-01,2.852628747035980683e-01,1.501768274397086711e-01,2.820143761288034234e-01,1.461286156840728434e-01,-3.248498574794644878e-03,-4.048211755635827691e-03,1.078601344865613154e-01
1.500000000000000000e+00,4.704154098506281301e+00,2.555200000000000138e+00,2.897070999999999952e-01,1.528018306828515527e-01,2.899366784596614788e-01,1.529067872897219293e-01,2.866326531312862747e-01,1.487921084821989259e-01,-3.304025328375204129e-03,-4.114678807523003412e-03,1.078601344865613154e-01
1.525000000000000133e+00,2.564643668485043104e+00,2.251700000000000035e+00,2.939764000000000266e-01,1.553308127689913554e-01,2.944192890112653505e-01,1.555809308475286368e-01,2.910651345775592813e-01,1.514068586002184635e-01,-3.354154433706069138e-03,-4.174072247310173234e-03,1.078601344865613154e-01
1.550000000000000044e+00,3.202257314973731450e+00,2.247700000000000031e+00,2.973795000000000188e-01,1.573833199693366880e-01,2.987066348915405900e-01,1.581900475890942459e-01,2.953072798555599343e-01,1.539630127272431093e-01,-3.399355035980655693e-03,-4.227034861851136638e-03,1.078601344865613154e-01
1.575000000000000178e+00,2.815417771922595680e+00,1.715200000000000058e+00,3.025551000000000212e-01,1.605650551957223393e-01,3.027932115172670136e-01,1.607228431741943853e-01,2.993529502562058964e-01,1.564484167469645248e-01,-3.440261261061117182e-03,-4.274426427229860437e-03,1.078601344865613154e-01
1.600000000000000089e+00,2.383821169015622576e+00,1.569299999999999917e+00,3.056513999999999620e-01,1.625023706654360467e-01,3.066720557331850672e-01,1.631661918354786467e-01,3.031944623990215915e-01,1.588489723459818315e-01,-3.477593334163475713e-03,-4.317219489496815221e-03,1.078601344865613154e-01
1.625000000000000000e+00,1.266392135743291902e+00,1.282200000000000006e+00,3.092020999999999797e-01,1.647521000712567352e-01,3.103348572715580178e-01,1.655055258855550604e-01,3.068227943049470219e-01,1.611491459716561103e-01,-3.512062966610995929e-03,-4.356379913898950074e-03,1.078601344865613154e-01
1.650000000000000133e+00,1.017589090620175662e+00,8.900000000000000133e-01,3.125505000000000089e-01,1.668988550512097435e-01,3.137722030279118668e-01,1.677253507227737805e-01,3.102279121141452434e-01,1.633325862041931087e-01,-3.544290913766623419e-03,-4.392764518580671851e-03,1.078601344865613154e-01
1.675000000000000044e+00,2.186449935970534497e+00,5.523000000000000131e-01,3.162055000000000282e-01,1.692637761876620850e-01,3.169739413304007436e-01,1.698098629857932862e-01,3.133991797480926156e-01,1.653828005235903897e-01,-3.574761582308128016e-03,-4.427062462202896453e-03,1.078601344865613154e-01
1.700000000000000178e+00,1.646799806712698544e+00,2.538000000000000256e-01,3.191181000000000156e-01,1.711626944138319173e-01,3.199296427088357264e-01,1.717436362415981632e-01,3.163258216785944099e-01,1.672838506472844877e-01,-3.603821030241316503e-03,-4.459785594313675494e-03,1.078601344865613154e-01
1.725000000000000089e+00,4.110783549930476788e-01,-1.769999999999998311e-02,3.218071000000000126e-01,1.729184956413382102e-01,3.226291228446664938e-01,1.735123267906044375e-01,3.189974208908430420e-01,1.690210378349089049e-01,-3.631701953823451845e-03,-4.491288955695532659e-03,1.078601344865613154e-01
1.750000000000000000e+00,1.171780151458299946e+00,-6.819999999999998286e-02,3.246160000000000156e-01,1.747545820144362494e-01,3.250629849535364158e-01,1.751033457757734668e-01,3.214044365964803252e-01,1.705815536646074215e-01,-3.658548357056090605e-03,-4.521792111166045292e-03,1.078601344865613154e-01
1.775000000000000133e+00,1.730933039311089550e+00,-5.930000000000001936e-02,3.263966000000000367e-01,1.759152259670124785e-01,3.272231358928812117e-01,1.765064454802822147e-01,3.235387154942855337e-01,1.719550650041403450e-01,-3.684420398595678048e-03,-4.551380476141869691e-03,1.078601344865613154e-01
1.800000000000000044e+00,7.155328205184663393e-02,8.379999999999998561e-02,3.285765999999999964e-01,1.773237066733718836e-01,3.291032342733808402e-01,1.777141772467509817e-01,3.253939564910576232e-01,1.731341933791405996e-01,-3.709277782323217032e-03,-4.579983867610382120e-03,1.078601344865613154e-01
1.825000000000000178e+00,1.827529546920735770e+00,3.491000000000000214e-01,3.301699000000000161e-01,1.783412336272845733e-01,3.306990376552527700e-01,1.787221919363971012e-01,3.269660841073838697e-01,1.741148485158959813e-01,-3.732953547868900213e-03,-4.607343420501119891e-03,1.078601344865613154e-01
1.850000000000000089e+00,2.019496530808284174e+00,7.082999999999999297e-01,3.315069999999999961e-01,1.791789916682418604e-01,3.320086256584307560e-01,1.795293667801522997e-01,3.282534936385252955e-01,1.748963852633558802e-01,-3.755132019905460528e-03,-4.632981516796419452e-03,1.078601344865613154e-01
1.875000000000000000e+00,1.801209607220369824e+00,1.138800000000000034e+00,3.327337999999999685e-01,1.799259925880954125e-01,3.330324843321502137e-01,1.801377533454627533e-01,3.292571461512762143e-01,1.754815679505480897e-01,-3.775338180873999416e-03,-4.656185394914663656e-03,1.078601344865613154e-01
1.900000000000000133e+00,2.507267051775589728e+00,1.804599999999999982e+00,3.335031999999999996e-01,1.803727968766059842e-01,3.337734447246302194e-01,1.805523513756834009e-01,3.299805054194683285e-01,1.758763407933940925e-01,-3.792939305161890928e-03,-4.676010582289308326e-03,1.078601344865613154e-01
1.925000000000000044e+00,2.637201354727174429e+00,2.300300000000000011e+00,3.340811000000000197e-01,1.806799748249569848e-01,3.342364767822445515e-01,1.807807241766605233e-01,3.304293170839762706e-01,1.760894142563117493e-01,-3.807159698268280934e-03,-4.691309920348774032e-03,1.078601344865613154e-01
1.950000000000000178e+00,3.761149519957327936e+00,2.781299999999999883e+00,3.342870000000000563e-01,1.807637506290526996e-01,3.344283496199810801e-01,1.808324833814724530e-01,3.306112353713708818e-01,1.761316877111870072e-01,-3.817114248610198324e-03,-4.700795670285445871e-03,1.078601344865613154e-01
1.975000000000000089e+00,4.151196694298517897e+00,3.250399999999999956e+00,3.342878000000000238e-01,1.806991734467289223e-01,3.343571800641546021e-01,1.807186819502713815e-01,3.305353121841544950e-01,1.760155430592603987e-01,-3.821867880000107132e-03,-4.703138891010982814e-03,1.078601344865613154e-01
2.000000000000000000e+00,4.724571578072208844e+00,3.560699999999999754e+00,3.340322999999999487e-01,1.804862432779856252e-01,3.340319006240703437e-01,1.804511602437398610e-01,3.302113808893085145e-01,1.757540627343437134e-01,-3.820519734761829156e-03,-4.697097509396147563e-03,1.078601344865613154e-01
2.024999999999999911e+00,6.251232450771423643e+00,3.830799999999999983e+00,3.335557000000000105e-01,1.801424134153427337e-01,3.334616835952598501e-01,1.800418894074989340e-01,3.296493869730434678e-01,1.753602424566929052e-01,-3.812296622216382325e-03,-4.681646950806028773e-03,1.078601344865613154e-01
2.050000000000000266e+00,5.428359224854983012e+00,3.866799999999999571e+00,3.328594000000000275e-01,1.796764105050602522e-01,3.326553595384160733e-01,1.795023515786816071e-01,3.288587283173636799e-01,1.748462735891410935e-01,-3.796631221052393368e-03,-4.656077989540513551e-03,1.078601344865613154e-01
2.075000000000000178e+00,4.500619462803044257e+00,3.924000000000000377e+00,3.319390999999999869e-01,1.790864892178861412e-01,3.316208667892766027e-01,1.788429912314306591e-01,3.278476609741133863e-01,1.742229537993434385e-01,-3.773205815163216403e-03,-4.620037432087220619e-03,1.078601344865613154e-01
2.100000000000000089e+00,5.947390014739143638e+00,3.791299999999999670e+00,3.305815999999999755e-01,1.782504765061808660e-01,3.303647653519141691e-01,1.780727681420441466e-01,3.266228057988936895e-01,1.734992528850474724e-01,-3.741959553020479667e-03,-4.573515256996674161e-03,1.078601344865613154e-01
2.125000000000000000e+00,5.672397133320833618e+00,3.402800000000000047e+00,3.291892000000000151e-01,1.774214451114835556e-01,3.288918449075832751e-01,1.771988390039837546e-01,3.251887720920950131e-01,1.726820325226475217e-01,-3.703072815488261949e-03,-4.516806481336232970e-03,1.078601344865613154e-01
2.149999999999999911e+00,4.648356757884124946e+00,3.095699999999999896e+00,3.276107000000000324e-01,1.765051472541865341e-01,3.272048525071983294e-01,1.762263881035438795e-01,3.235479085016220724e-01,1.717759110108383613e-01,-3.656944005576256984e-03,-4.450477092705518167e-03,1.078601344865613154e-01
2.175000000000000266e+00,4.422829192201164439e+00,2.722599999999999909e+00,3.258415999999999535e-01,1.755033282635418135e-01,3.253043587148659599e-01,1.751586143522749772e-01,3.217001954041623923e-01,1.707832729202652389e-01,-3.604163310703567547e-03,-4.375341432009738352e-03,1.078601344865613154e-01
2.200000000000000178e+00,3.856430764880879547e+00,2.235599999999999810e+00,3.231524000000000063e-01,1.740180530700946304e-01,3.231887705462179738e-01,1.739968640917148590e-01,3.196432935492414251e-01,1.697044302331573717e-01,-3.545476996976548723e-03,-4.292433858557487270e-03,1.078601344865613154e-01
2.225000000000000089e+00,3.175679861393181813e+00,1.840300000000000047e+00,3.212822000000000178e-01,1.730075074331899054e-01,3.208544878998080829e-01,1.727408836573869899e-01,3.173727537885036032e-01,1.685379331719608909e-01,-3.481734111304479740e-03,-4.202950485426099059e-03,1.078601344865613154e-01
2.250000000000000000e+00,2.475516227331759023e+00,1.321600000000000108e+00,3.188679999999999848e-01,1.717246904329740864e-01,3.182961909949307278e-01,1.713891591311116624e-01,3.148823761580722413e-01,1.672810079417747509e-01,-3.413814836858486412e-03,-4.108151189336911591e-03,1.078601344865613154e-01
2.274999999999999911e+00,2.215658450843217331e+00,9.817000000000000171e-01,3.162541999999999853e-01,1.703580976286625248e-01,3.155072407864963346e-01,1.699393125781867020e-01,3.121646907472997445e-01,1.659300762051059419e-01,-3.342550039196590106e-03,-4.009236373080760085e-03,1.078601344865613154e-01
2.300000000000000266e+00,1.647433695357758632e+00,6.663999999999999924e-01,3.124024000000000245e-01,1.683788942569009461e-01,3.124801701426404565e-01,1.683885275081455357e-01,3.092115219584439245e-01,1.644812973829120895e-01,-3.268648184196532025e-03,-3.907230125233446261e-03,1.078601344865613154e-01
2.325000000000000178e+00,1.203612641595068977e+00,5.303999999999999826e-01,3.097820000000000573e-01,1.670506986961332874e-01,3.092072376653358101e-01,1.667339744432938253e-01,3.060145932145227898e-01,1.629310744254026111e-01,-3.192644450813020285e-03,-3.802900017891214235e-03,1.078601344865613154e-01
