Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
2.500000000000000000e-01,-1.864995393167028448e+00,-8.129999999999999449e-01,1.099830000000000078e-02,4.883431247080133840e-03,1.129493117368117992e-02,4.986318192896833923e-03,1.129694418691008090e-02,4.990462707351190838e-03,2.013013228900975560e-06,4.144514454356915123e-06,1.024563846315858402e-02
2.750000000000000222e-01,-2.662062146335145929e+00,-1.163100000000000023e+00,1.319809999999999733e-02,5.920156822764766243e-03,1.366650315445195642e-02,6.100656760911401903e-03,1.366876239867953306e-02,6.105351277843896508e-03,2.259244227576645558e-06,4.694516932494605110e-06,1.024563846315858402e-02
3.000000000000000444e-01,-2.995059585787218204e+00,-1.533900000000000041e+00,1.560930000000000477e-02,7.080800775340995341e-03,1.627378742807891049e-02,7.355882744461125777e-03,1.627626446429027846e-02,7.361074275579013171e-03,2.477036211367966700e-06,5.191531117887393521e-06,1.024563846315858402e-02
3.250000000000000111e-01,-3.212508325379884067e+00,-1.878200000000000092e+00,1.825969999999999677e-02,8.384561726580759544e-03,1.911866593256858829e-02,8.760295796648052621e-03,1.912136570750468806e-02,8.765981251232575489e-03,2.699774936099769151e-06,5.685454584522867116e-06,1.024563846315858402e-02
3.500000000000000333e-01,-3.891518146254554722e+00,-2.328699999999999992e+00,2.167260000000000367e-02,1.010894702755115761e-02,2.220172415206302097e-02,1.032105806502723461e-02,2.220467899793224231e-02,1.032728748878784450e-02,2.954845869221345289e-06,6.229423760609892335e-06,1.024563846315858402e-02
3.750000000000000000e-01,-3.552907893330143452e+00,-2.526699702592047014e+00,2.540170000000000622e-02,1.203928118025688471e-02,2.552198448097617658e-02,1.204365278088950948e-02,2.552522660797591422e-02,1.205050323195400869e-02,3.242126999737637849e-06,6.850451064499205045e-06,1.024563846315858402e-02
4.000000000000000222e-01,-4.789848326583356020e+00,-2.867899476745922271e+00,2.822010000000000143e-02,1.352979236146004301e-02,2.907674134619343820e-02,1.393142998887482095e-02,2.908026502027671878e-02,1.393896056864239383e-02,3.523674083280581293e-06,7.530579767572875838e-06,1.024563846315858402e-02
4.250000000000000444e-01,-4.878573011765981349e+00,-3.090199557030728794e+00,3.177809999999999663e-02,1.544616388014981648e-02,3.286150953717331680e-02,1.598527333236095249e-02,3.286523977096755117e-02,1.599347990763723068e-02,3.730233794234372180e-06,8.206575276278188502e-06,1.024563846315858402e-02
4.500000000000000111e-01,-3.800425352230662579e+00,-3.073700000000000099e+00,3.621189999999999826e-02,1.788264351593389992e-02,3.687008892979096869e-02,1.820340739254744725e-02,3.687387036682748809e-02,1.821219405685225307e-02,3.781437036519397221e-06,8.786664304805819059e-06,1.024563846315858402e-02
4.750000000000000333e-01,-5.044796606037388109e+00,-3.213200000000000056e+00,4.024550000000001043e-02,2.013935423876256695e-02,4.109474095858212106e-02,2.058135596355432570e-02,4.109835197086373487e-02,2.059053253363676145e-02,3.611012281613812380e-06,9.176570082435747677e-06,1.024563846315858402e-02
5.000000000000000000e-01,-4.348566359889097122e+00,-3.043200000000000127e+00,4.444020000000000609e-02,2.251649267997884660e-02,4.552646577288374519e-02,2.311205539783816112e-02,4.552965296748831547e-02,2.312136059512847480e-02,3.187194604570287026e-06,9.305197290313677039e-06,1.024563846315858402e-02
5.250000000000000222e-01,-3.929265940812696645e+00,-2.956500000000000128e+00,4.879770000000000635e-02,2.501580416883472657e-02,5.015536133893841453e-02,2.578611641360358669e-02,5.015788205750529305e-02,2.579525814375884657e-02,2.520718566878521472e-06,9.141730155259875090e-06,1.024563846315858402e-02
5.500000000000000444e-01,-3.548339886060532855e+00,-2.516199999999999992e+00,5.413330000000000919e-02,2.810503694486468987e-02,5.497103508187470289e-02,2.859221122080278163e-02,5.497269275462663557e-02,2.860091090441112260e-02,1.657672751932681710e-06,8.699683608340974539e-06,1.024563846315858402e-02
5.750000000000000666e-01,-3.390636440776985783e+00,-2.172600000000000087e+00,5.891060000000000046e-02,3.089058243104763832e-02,5.996302903222914399e-02,3.151754847403832882e-02,5.996368917952830946e-02,3.152557606507313398e-02,6.601472991654699918e-07,8.027591034805159342e-06,1.024563846315858402e-02
6.000000000000000888e-01,-3.581220243819791538e+00,-1.896399999999999864e+00,6.381239999999999135e-02,3.375815839207432084e-02,6.512121719770130879e-02,3.454839424748480659e-02,6.512079834429813918e-02,3.455558273984841305e-02,-4.188534031696056203e-07,7.188492363606469038e-06,1.024563846315858402e-02
6.250000000000000000e-01,-1.384075314273274016e+00,-1.212499999999999911e+00,6.969259999999999344e-02,3.719994767700714189e-02,7.043614115335361525e-02,3.767060273922580305e-02,7.043458231146969284e-02,3.767683509788974372e-02,-1.558841883922412741e-06,6.232358663940673615e-06,1.024563846315858402e-02
6.500000000000000222e-01,-1.367544042286570116e+00,-9.302999999999999048e-01,7.491649999999999698e-02,4.024903788024122853e-02,7.589926301980784440e-02,4.087012986354518485e-02,7.589647683015048052e-02,4.087529935866030667e-02,-2.786189657363880023e-06,5.169495115121824913e-06,1.024563846315858402e-02
6.750000000000000444e-01,-2.530373495115694205e+00,-6.162000000000000810e-01,8.029760000000001063e-02,4.337841322906706154e-02,8.150312660785156982e-02,4.413350904054147428e-02,8.149895405951851357e-02,4.413746623895713900e-02,-4.172548333056247394e-06,3.957198415664719970e-06,1.024563846315858402e-02
7.000000000000000666e-01,-9.623217171544162785e-01,-9.789999999999997315e-02,8.669090000000000129e-02,4.706803926778307945e-02,8.724142038901507024e-02,4.744826583869164727e-02,8.723560708263559949e-02,4.745077751471390992e-02,-5.813306379470750684e-06,2.511676022262654406e-06,1.024563846315858402e-02
7.250000000000000888e-01,-7.455584084183665139e-01,2.579000000000000181e-01,9.228020000000000667e-02,5.026373712818470174e-02,9.310893115150623012e-02,5.080323994893522210e-02,9.310114365111532564e-02,5.080398997812230616e-02,-7.787500390904478209e-06,7.500291870840558595e-07,1.024563846315858402e-02
7.500000000000000000e-01,-1.112829388535309549e+00,5.678999999999999604e-01,9.798850000000000615e-02,5.349434157362620290e-02,9.910137633809193436e-02,5.418878295092788289e-02,9.909126828402864406e-02,5.418743728613718835e-02,-1.010805406329029488e-05,-1.345664790694534041e-06,1.024563846315858402e-02
7.750000000000000222e-01,1.652634187724228432e-01,9.124999999999999778e-01,1.047441000000000066e-01,5.726774341643794258e-02,1.052151162282343178e-01,5.759681797377796952e-02,1.052024369607143239e-01,5.759315337282540359e-02,-1.267926751999381985e-05,-3.664600952565932879e-06,1.024563846315858402e-02
8.000000000000000444e-01,-5.849317499032206241e-02,9.586999999999999966e-01,1.106419000000000014e-01,6.051580115439938318e-02,1.114467696325139451e-01,6.102077424847023729e-02,1.114314869782051243e-01,6.101483931449312031e-02,-1.528265430882080889e-05,-5.934933977116974013e-06,1.024563846315858402e-02
8.250000000000000666e-01,2.020819429385646959e+00,1.242999999999999883e+00,1.177168999999999993e-01,6.435203485028292980e-02,1.177927732375858433e-01,6.445542728182600267e-02,1.177751671663811728e-01,6.444767931315177611e-02,-1.760607120467050368e-05,-7.747968674226557440e-06,1.024563846315858402e-02
8.500000000000000888e-01,-4.174608728789410694e-01,1.167200000000000015e+00,1.228833000000000147e-01,6.711489105618995143e-02,1.242489252271937739e-01,6.789667475876960678e-02,1.242296112766690941e-01,6.788803266107389101e-02,-1.931395052467976825e-05,-8.642097695715778016e-06,1.024563846315858402e-02
8.750000000000000000e-01,9.467957742608373861e-01,9.914000000000000590e-01,1.291382000000000085e-01,7.041879933021520654e-02,1.308099427275866700e-01,7.134126689867908988e-02,1.307898055134448789e-01,7.133304356961991943e-02,-2.013721414179103775e-05,-8.223329059170447763e-06,1.024563846315858402e-02
9.000000000000000222e-01,3.073645877992787767e+00,1.000000028272810759e+00,1.354582000000000008e-01,7.371049029947651654e-02,1.374690527960256148e-01,7.478650276299367294e-02,1.374491019598265418e-01,7.478022077795366818e-02,-1.995083619907300765e-05,-6.281985040004767207e-06,1.024563846315858402e-02
9.250000000000000444e-01,-8.991038863539871917e-01,4.918999762627729311e-01,1.429804000000000075e-01,7.757115860488797421e-02,1.442176365918151904e-01,7.822990853580107096e-02,1.441988273482910921e-01,7.822704568957353222e-02,-1.880924352409829581e-05,-2.862846227538740074e-06,1.024563846315858402e-02
9.500000000000000666e-01,1.194928885434616950e+00,3.881999999999999895e-01,1.506879000000000135e-01,8.146847882459130885e-02,1.510449541246053906e-01,8.166892542363338170e-02,1.510280299742779997e-01,8.167066602497104200e-02,-1.692415032739091885e-05,1.740601337660296899e-06,1.024563846315858402e-02
9.750000000000000888e-01,1.974540808903237077e-02,3.580000000000000543e-02,1.562659999999999882e-01,8.425751496927826045e-02,1.579379848010321608e-01,8.510064436285930123e-02,1.579233914882890444e-01,8.510771266324679285e-02,-1.459331274311637117e-05,7.068300387491621706e-06,1.024563846315858402e-02
1.000000000000000000e+00,-1.926682545801494228e+00,-4.796000000000000263e-01,1.640638000000000096e-01,8.811643794543772001e-02,1.648814193375091885e-01,8.852162643984548551e-02,1.648693067368965370e-01,8.853424411313282061e-02,-1.211260061265151400e-05,1.261767328733509608e-05,1.024563846315858402e-02
1.025000000000000133e+00,-9.945556707868899449e-02,-4.944999999999999396e-01,1.696255999999999875e-01,9.084438756630484890e-02,1.718578259528747709e-01,9.192783932560283366e-02,1.718481145046426017e-01,9.194579555786459857e-02,-9.711448232169184180e-06,1.795623226176490395e-05,1.024563846315858402e-02
1.050000000000000044e+00,-1.565401196197235389e+00,-1.041800000000000059e+00,1.785805000000000031e-01,9.519898405003071606e-02,1.788479880271314215e-01,9.531472107878047328e-02,1.788404532433856553e-01,9.533750350283373698e-02,-7.534783745766215901e-06,2.278242405326369457e-05,1.024563846315858402e-02
1.074999999999999956e+00,-1.852480772973196022e+00,-1.057700000000000085e+00,1.841940999999999995e-01,9.790948037837789164e-02,1.858313809083980694e-01,9.867735848246839137e-02,1.858257160002371733e-01,9.870428730480121371e-02,-5.664908160896153788e-06,2.692882233282234417e-05,1.024563846315858402e-02
1.100000000000000089e+00,-2.130815895305364194e+00,-1.285300000000000109e+00,1.908672000000000146e-01,1.011173955435434729e-01,1.927867356225041739e-01,1.020107463363573580e-01,1.927825787327112905e-01,1.020410766882592773e-01,-4.156889792883422530e-06,3.033035190191935015e-05,1.024563846315858402e-02
1.125000000000000000e+00,-1.284100363496964770e+00,-1.316999999999999948e+00,1.974660000000000026e-01,1.042781868189052163e-01,1.996926339877819756e-01,1.053100834953669823e-01,1.996895718143660570e-01,1.053430699941143578e-01,-3.062173415918634234e-06,3.298649874737547005e-05,1.024563846315858402e-02
1.150000000000000133e+00,-9.768491555279961158e-01,-1.273900000000000032e+00,2.051261999999999808e-01,1.079416329188413043e-01,2.065280908137919758e-01,1.085710629512153524e-01,2.065256603578510264e-01,1.086059981966818883e-01,-2.430455940949372007e-06,3.493524546653581364e-05,1.024563846315858402e-02
1.175000000000000044e+00,-7.199294834636040807e-01,-1.038100000000000023e+00,2.116437999999999930e-01,1.110553003043991960e-01,2.132730957720435361e-01,1.117901236460462910e-01,2.132708002318865481e-01,1.118263652473820841e-01,-2.295540156987962988e-06,3.624160133579301668e-05,1.024563846315858402e-02
1.200000000000000178e+00,-1.582446874156669070e+00,-9.454000000000000181e-01,2.180329000000000017e-01,1.141148624831452435e-01,2.199090991180786270e-01,1.149646434189612321e-01,2.199064414395286715e-01,1.150016382890696326e-01,-2.657678549955466707e-06,3.699487010840052381e-05,1.024563846315858402e-02
1.225000000000000089e+00,8.560770157925353674e-01,-2.318000000000000060e-01,2.263421000000000183e-01,1.181116664702122621e-01,2.264194257846627867e-01,1.180930600030182381e-01,2.264159541105811857e-01,1.181303688475304897e-01,-3.471674081600983897e-06,3.730884451225158216e-05,1.024563846315858402e-02
1.250000000000000000e+00,-1.176054897350115730e-02,-5.120000000000001633e-02,2.324303000000000063e-01,1.210595275768306944e-01,2.327895967807625532e-01,1.211749121079844782e-01,2.327849544792101044e-01,1.212122361980895874e-01,-4.642301552448824253e-06,3.732409010510917557e-05,1.024563846315858402e-02
1.275000000000000133e+00,2.240292118709568403e-01,4.334000000000000075e-01,2.373734000000000122e-01,1.234715726030868460e-01,2.390075361526358688e-01,1.242107985909725182e-01,2.390015111322451313e-01,1.242480118963352753e-01,-6.025020390737489961e-06,3.721330536275713197e-05,1.024563846315858402e-02
1.300000000000000044e+00,1.689121380789357252e+00,9.828999999999999959e-01,2.441119999999999957e-01,1.267946794988840664e-01,2.450636492229713304e-01,1.272022568236647611e-01,2.450562154802892190e-01,1.272394417386579490e-01,-7.433742682111388334e-06,3.718491499318798965e-05,1.024563846315858402e-02
1.325000000000000178e+00,1.023155200494394013e+00,1.255300000000000082e+00,2.488159000000000065e-01,1.291438926720684111e-01,2.509507659346779662e-01,1.301515561422893763e-01,2.509421048445228952e-01,1.301890297125966600e-01,-8.661090155070994001e-06,3.747357030728371008e-05,1.024563846315858402e-02
1.350000000000000089e+00,3.633642893697236698e+00,2.065100000000000158e+00,2.552375000000000060e-01,1.324006770562898561e-01,2.566639451629270097e-01,1.330613938871754443e-01,2.566544346546458244e-01,1.330997050342446197e-01,-9.510508281185270363e-06,3.831114706917548851e-05,1.024563846315858402e-02
1.375000000000000000e+00,1.936680679226479462e+00,2.241200000000000081e+00,2.606216000000000088e-01,1.351809865547168032e-01,2.622001365421825492e-01,1.359344844557893450e-01,2.621903091931818142e-01,1.359743718404023416e-01,-9.827349000735008389e-06,3.988738461299656812e-05,1.024563846315858402e-02
1.400000000000000133e+00,2.412084582352734152e+00,2.521900000000000031e+00,2.658564999999999956e-01,1.379351161143638760e-01,2.675577072073435092e-01,1.387730537903171801e-01,2.675481944959378078e-01,1.388153731085960407e-01,-9.512711405701423928e-06,4.231931827886059594e-05,1.024563846315858402e-02
1.425000000000000044e+00,5.443111553771496247e+00,2.866099999999999870e+00,2.709159999999999902e-01,1.406525937597190301e-01,2.727358655574824708e-01,1.415782836892713337e-01,2.727273496100196537e-01,1.416239262221813955e-01,-8.515947462817141655e-06,4.564253291006181712e-05,1.024563846315858402e-02
1.450000000000000178e+00,3.560414896000561491e+00,2.746700000000000141e+00,2.766272000000000175e-01,1.437906957548048259e-01,2.777340418607540662e-01,1.443497735416297834e-01,2.777272245325776989e-01,1.443995970346125257e-01,-6.817328176367265513e-06,4.982349298274235672e-05,1.024563846315858402e-02
1.475000000000000089e+00,4.239549278083701189e+00,2.862600000000000033e+00,2.813536999999999844e-01,1.464523228640961794e-01,2.825512992761232134e-01,1.470850887859896650e-01,2.825468829407415394e-01,1.471398728594897065e-01,-4.416335381673963667e-06,5.478407350004155241e-05,1.024563846315858402e-02
1.500000000000000000e+00,4.805003018978978524e+00,2.729900000000000215e+00,2.858759999999999635e-01,1.490528634495677518e-01,2.871858391742430627e-01,1.497794472127380316e-01,2.871845068749946384e-01,1.498398757141725102e-01,-1.332299248424373417e-06,6.042850143447853206e-05,1.024563846315858402e-02
1.525000000000000133e+00,2.990467751601054491e+00,2.465700000000000003e+00,2.901946000000000248e-01,1.515905721819674756e-01,2.916346365009279129e-01,1.524255681146108599e-01,2.916370238175636231e-01,1.524922321534541436e-01,2.387316635710234891e-06,6.666403884328375717e-05,1.024563846315858402e-02
1.550000000000000044e+00,3.202695311459546446e+00,2.233900000000000219e+00,2.950210999999999806e-01,1.544913093987820563e-01,2.958932109828766865e-01,1.550136880239339487e-01,2.958998719034349745e-01,1.550870968613285994e-01,6.660920558287930504e-06,7.340883739465065005e-05,1.024563846315858402e-02
1.575000000000000178e+00,3.739304855789775672e+00,1.798000000000000043e+00,2.989781000000000244e-01,1.569208077175581750e-01,2.999555253511712039e-01,1.575317370091832703e-01,2.999669013122768790e-01,1.576123223278261543e-01,1.137596110567518082e-05,8.058531864288398516e-05,1.024563846315858402e-02
1.600000000000000089e+00,2.901701508131921514e+00,1.475299999999999834e+00,3.027267000000000152e-01,1.592612942444825708e-01,3.038140066215488932e-01,1.599656689200028847e-01,3.038304072108521381e-01,1.600537732938792923e-01,1.640058930324483910e-05,8.810437387640757123e-05,1.024563846315858402e-02
1.625000000000000000e+00,2.421811978353879180e+00,1.187300000000000022e+00,3.068304000000000031e-01,1.618670708177100959e-01,3.074596976004546622e-01,1.622999377055882597e-01,3.074812952078462280e-01,1.623957884990808731e-01,2.159760739156579845e-05,9.585079349261338422e-05,1.024563846315858402e-02
1.650000000000000133e+00,7.279529076034391144e-01,6.492999999999999883e-01,3.101393000000000066e-01,1.639963725051431787e-01,3.108825448100824285e-01,1.645181012964684886e-01,3.109093794753606810e-01,1.646217807668926003e-01,2.683466527825251191e-05,1.036794704241117415e-04,1.024563846315858402e-02
1.675000000000000044e+00,1.959442985753811595e+00,4.083999999999999853e-01,3.137472000000000039e-01,1.663438403490755391e-01,3.140718113164688852e-01,1.666035172901165762e-01,3.141038000317617485e-01,1.667149419143010847e-01,3.198871529286329007e-05,1.114246241845084917e-04,1.024563846315858402e-02
1.700000000000000178e+00,1.060495855754375105e+00,1.720999999999999752e-01,3.161225000000000285e-01,1.678989287126025076e-01,3.170165814623110423e-01,1.685400825457133434e-01,3.170535282053718040e-01,1.686589990716662879e-01,3.694674306076173309e-05,1.189165259529445517e-04,1.024563846315858402e-02
1.725000000000000089e+00,1.062359778786525766e-01,-3.420000000000000123e-02,3.191430000000000100e-01,1.698851134013720787e-01,3.197063139208651816e-01,1.703129684308731517e-01,3.197479207772063736e-01,1.704389677780562828e-01,4.160685634119198895e-05,1.259993471831311052e-04,1.024563846315858402e-02
1.750000000000000000e+00,1.514158420481349410e+00,4.670000000000002621e-02,3.218542999999999821e-01,1.716688398969102580e-01,3.221314012867526611e-01,1.719093097801515924e-01,3.221772850995431314e-01,1.720418592580094663e-01,4.588381279047037964e-05,1.325494778578739652e-04,1.024563846315858402e-02
1.775000000000000133e+00,6.641887775272300454e-01,4.009999999999996900e-02,3.239394999999999913e-01,1.730371780304738316e-01,3.242836995767001129e-01,1.733188097656543636e-01,3.243334203756426670e-01,1.734573073569859181e-01,4.972079894255410082e-05,1.384975913315544815e-04,1.024563846315858402e-02
1.800000000000000044e+00,-2.503415184493921752e-01,2.976999999999999647e-01,3.254852999999999774e-01,1.740459783381265169e-01,3.261569921876775746e-01,1.745342219184669585e-01,3.262100970275199630e-01,1.746780754230315980e-01,5.310483984238834054e-05,1.438535045646394117e-04,1.024563846315858402e-02
1.825000000000000178e+00,1.608583257500076247e+00,6.773000000000000131e-01,3.273428999999999922e-01,1.752467648634986330e-01,3.277473508628599430e-01,1.755516688734602981e-01,3.278034297286130938e-01,1.757003930416558557e-01,5.607886575315079725e-05,1.487241681955575601e-04,1.024563846315858402e-02
1.850000000000000089e+00,2.049766212997832238e+00,1.041500000000000092e+00,3.286557999999999979e-01,1.760827775752039359e-01,3.290533578320860020e-01,1.763707629707613189e-01,3.291121008634825262e-01,1.765240750526831659e-01,5.874303139652425898e-05,1.533120819218469766e-04,1.024563846315858402e-02
1.875000000000000000e+00,2.392268245340889887e+00,1.540699999999999958e+00,3.297083000000000097e-01,1.767390213739537808e-01,3.300761645776461584e-01,1.769945121358950380e-01,3.301374071716011716e-01,1.771524012863045783e-01,6.124259395501319148e-05,1.578891504095403242e-04,1.024563846315858402e-02
1.900000000000000133e+00,2.873402975392800318e+00,2.065399999999999903e+00,3.305004000000000275e-01,1.772207322475042313e-01,3.308193820539456209e-01,1.774290216840769263e-01,3.308831278491990435e-01,1.775917750048106036e-01,6.374579525342261022e-05,1.627533207336773202e-04,1.024563846315858402e-02
1.925000000000000044e+00,4.059834540524131619e+00,2.611800000000000122e+00,3.310390999999999750e-01,1.775348915128632243e-01,3.312888154852745570e-01,1.776830262958397633e-01,3.313552339076681896e-01,1.778512084485393274e-01,6.641842239363260347e-05,1.681821526995641580e-04,1.024563846315858402e-02
1.950000000000000178e+00,4.018820556492126883e+00,3.060299999999999798e+00,3.313723999999999559e-01,1.777041884503066382e-01,3.314920665454128557e-01,1.777672965524400017e-01,3.315614682542967762e-01,1.779416920915625477e-01,6.940170888392049875e-05,1.743955391225460172e-04,1.024563846315858402e-02
1.975000000000000089e+00,4.652732709706047132e+00,3.491499999999999826e+00,3.313665000000000083e-01,1.776762631822747240e-01,3.314380287463178920e-01,1.776939633525261852e-01,3.315108273880343903e-01,1.778754968711202533e-01,7.279864171649830240e-05,1.815335185940680773e-04,1.024563846315858402e-02
2.000000000000000000e+00,5.249439602250108194e+00,3.745600000000000041e+00,3.310960000000000014e-01,1.774825316353033922e-01,3.311363059528439345e-01,1.774758011561138882e-01,3.312129767879300468e-01,1.776654509045904329e-01,7.667083508611227671e-05,1.896497484765446995e-04,1.024563846315858402e-02
2.024999999999999911e+00,6.152003386478931191e+00,4.067299999999999471e+00,3.307165000000000243e-01,1.772399308692761410e-01,3.305965922134449508e-01,1.771255130639666497e-01,3.306776364350489938e-01,1.773242318177357113e-01,8.104422160404300968e-05,1.987187537690615624e-04,1.024563846315858402e-02
2.050000000000000266e+00,5.075932373249353091e+00,4.012500000000000178e+00,3.297868999999999939e-01,1.766744441916300035e-01,3.298280577773707867e-01,1.766550633567240403e-01,3.299139766664122564e-01,1.768637179415889493e-01,8.591888904146971484e-05,2.086545848649090651e-04,1.024563846315858402e-02
2.075000000000000178e+00,4.651591197526344423e+00,4.027800000000000047e+00,3.290152000000000077e-01,1.762241492446154634e-01,3.288387833809492955e-01,1.760750987835019155e-01,3.289300615674115580e-01,1.762944365901305266e-01,9.127818646226248944e-05,2.193378066286111316e-04,1.024563846315858402e-02
2.100000000000000089e+00,5.652824221884333866e+00,3.903900000000000148e+00,3.277126000000000206e-01,1.754858749710218602e-01,3.276352732571620741e-01,1.753944883018604961e-01,3.277323676774924754e-01,1.756251339599511352e-01,9.709442033040138753e-05,2.306456580906390830e-04,1.024563846315858402e-02
2.125000000000000000e+00,5.320879598156235346e+00,3.555000000000000160e+00,3.263853999999999922e-01,1.747563273436882336e-01,3.262220675088588484e-01,1.746200013790321359e-01,3.263253986084639902e-01,1.748624789063891183e-01,1.033310996051417519e-04,2.424775273569823586e-04,1.024563846315858402e-02
2.149999999999999911e+00,4.221224396433430393e+00,3.016500000000000181e+00,3.248509000000000535e-01,1.739342772659988878e-01,3.246014750160344797e-01,1.737561441666334028e-01,3.247114175312639794e-01,1.740109105840237369e-01,1.099425152294997154e-04,2.547664173903341212e-04,1.024563846315858402e-02
2.175000000000000266e+00,4.320851639957906443e+00,2.661999999999999922e+00,3.231154000000000526e-01,1.730249607257098587e-01,3.227734532303333514e-01,1.728051730767276306e-01,3.228903236129337384e-01,1.730726428161847574e-01,1.168703826003869573e-04,2.674697394571268205e-04,1.024563846315858402e-02
2.200000000000000178e+00,3.736566767238201692e+00,2.215500000000000025e+00,3.211999999999999855e-01,1.720405950275850637e-01,3.207356565755666300e-01,1.717672913942299151e-01,3.208596940792756147e-01,1.720478334357616323e-01,1.240375037089846977e-04,2.805420415317172456e-04,1.024563846315858402e-02
2.225000000000000089e+00,2.325020611153800321e+00,1.661000000000000032e+00,3.187242999999999604e-01,1.707944299416611078e-01,3.184836550462121774e-01,1.706410044175827312e-01,3.186149971669008929e-01,1.709349092669308900e-01,1.313421206887155357e-04,2.939048493481588586e-04,1.024563846315858402e-02
2.250000000000000000e+00,2.123085774650632196e+00,1.152499999999999858e+00,3.155290999999999513e-01,1.692166522978582055e-01,3.160112993391527847e-01,1.694235793970521875e-01,3.161499597840812803e-01,1.697310136691912719e-01,1.386604449284956075e-04,3.074342721390843636e-04,1.024563846315858402e-02
2.274999999999999911e+00,2.241633145777457869e+00,8.205000000000000071e-01,3.133531999999999984e-01,1.681572374418976723e-01,3.133111940948088425e-01,1.681115480583498800e-01,3.134570568988173100e-01,1.684325254813323069e-01,1.458628040084675170e-04,3.209774229824269298e-04,1.024563846315858402e-02
2.300000000000000266e+00,1.664599215002745769e+00,6.511000000000000121e-01,3.110819000000000223e-01,1.670594253423932363e-01,3.103752421929994454e-01,1.667012041502761721e-01,3.105280822454317136e-01,1.670355931212732514e-01,1.528400524322681697e-04,3.343889709970793156e-04,1.024563846315858402e-02
2.325000000000000178e+00,1.708830543931599000e-01,4.037999999999999923e-01,3.081911999999999985e-01,1.656788699040657176e-01,3.071952316403582794e-01,1.651890690789992455e-01,3.073547592564258024e-01,1.655366336427537555e-01,1.595276160675229704e-04,3.475645637545099476e-04,1.024563846315858402e-02
