Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter3_Right_X_Displacement_Delta(m),Iter3_Left_X_Displacement_Delta(m),Iter4_Right_X_Displacement_Delta(m),Iter4_Left_X_Displacement_Delta(m),Iter5_Right_X_Displacement_Delta(m),Iter5_Left_X_Displacement_Delta(m),Iter6_Right_X_Displacement_Delta(m),Iter6_Left_X_Displacement_Delta(m),Iter7_Right_X_Displacement_Delta(m),Iter7_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad),Iter3_Right_Rotation_Delta(rad),Iter3_Left_Rotation_Delta(rad),Iter4_Right_Rotation_Delta(rad),Iter4_Left_Rotation_Delta(rad),Iter5_Right_Rotation_Delta(rad),Iter5_Left_Rotation_Delta(rad),Iter6_Right_Rotation_Delta(rad),Iter6_Left_Rotation_Delta(rad),Iter7_Right_Rotation_Delta(rad),Iter7_Left_Rotation_Delta(rad)
5.075000000000000178e+00,2.416628844246587748e-02,-1.181808816427880326e-02,1.368482741535770320e-02,-6.255956436427859146e-03,1.130517884315321298e-02,-3.665295908119356461e-03,5.133637152809872317e-03,-4.264261214349744644e-03,1.473896810526814649e-03,-1.146139298601474288e-03,-4.143963206728773496e-03,6.883228987338840810e-04,6.533676885468742146e-04,-1.250977344173384576e-03,3.598437660674469463e-02,3.598437660674469463e-02,1.994078385178554846e-02,1.994078385178554846e-02,1.496718480784368921e-02,1.497767146187749254e-02,9.351028709499650815e-03,9.542383253448735725e-03,2.620036109128295876e-03,2.620036109128295876e-03,-4.832286105462657577e-03,-4.832286105462657577e-03,1.899732651926999694e-03,1.932113303015847716e-03
5.100000000000000533e+00,2.430809631317670805e-02,-1.189990690407515678e-02,1.373838945281979917e-02,-6.287413687433671128e-03,1.134725940775577202e-02,-3.674834073430277570e-03,5.185060495615345655e-03,-4.304318347114269305e-03,1.483656866905574967e-03,-1.155980970435135924e-03,-4.182430307329232377e-03,6.925453336344561395e-04,6.586838164404917872e-04,-1.265776425830519858e-03,3.620800321725185789e-02,3.620800321725185789e-02,2.002580314025347030e-02,2.002580314025347030e-02,1.501878699471100032e-02,1.502931835951802630e-02,9.442386754658957382e-03,9.634401633563771661e-03,2.639637837340697013e-03,2.639637837340697013e-03,-4.874975640963674639e-03,-4.874975640963674639e-03,1.919819567376745972e-03,1.952486276642628749e-03
5.125000000000000000e+00,2.444826961889673411e-02,-1.198109354696874629e-02,1.379456509933449371e-02,-6.320379389502223111e-03,1.138698910523938679e-02,-3.683081022476310251e-03,5.238376258569293897e-03,-4.345417492438052864e-03,1.492872669477868230e-03,-1.165630252868130046e-03,-4.221554448853359620e-03,6.971148711426011779e-04,6.636147610729614676e-04,-1.280446831807009744e-03,3.642936316586550816e-02,3.642936316586550816e-02,2.011494448883673070e-02,2.011494448883673070e-02,1.506674630491550149e-02,1.507732454824492474e-02,9.536695630856184547e-03,9.729324604049766068e-03,2.658502922345984398e-03,2.658502922345984398e-03,-4.918669319995933042e-03,-4.918669319995933042e-03,1.939390297985871259e-03,1.972349794091082797e-03
5.150000000000000355e+00,2.458738959546868941e-02,-1.206170082985496411e-02,1.385325447539967336e-02,-6.354983727951707406e-03,1.142503405426265051e-02,-3.690264700471707071e-03,5.293264795028479464e-03,-4.387434097433556834e-03,1.501828787543568744e-03,-1.175257916548114179e-03,-4.261264458173541492e-03,7.020855057688762946e-04,6.680908884828251626e-04,-1.294917077882595802e-03,3.664909042532364658e-02,3.664909042532364658e-02,2.020823820335139465e-02,2.020823820335139465e-02,1.511195673386693528e-02,1.512258403940548723e-02,9.633508231609605454e-03,9.826716444998703781e-03,2.677086704091669045e-03,2.677086704091669045e-03,-4.963349963942403908e-03,-4.963349963942403908e-03,1.958303363761043636e-03,1.991562260255735906e-03
5.175000000000000711e+00,2.472616105113684126e-02,-1.214190563761467084e-02,1.391416073637619100e-02,-6.391270021790934619e-03,1.146222752890124763e-02,-3.696748548569155080e-03,5.349294534267329260e-03,-4.430164540562955833e-03,1.510803449006059562e-03,-1.184999520038837462e-03,-4.301504214757279065e-03,7.074498232666759368e-04,6.721094838554597661e-04,-1.309173881608186041e-03,3.686806668875151904e-02,3.686806668875151904e-02,2.030543075816709786e-02,2.030543075816709786e-02,1.515561497401257673e-02,1.516629339212045846e-02,9.732184734744825372e-03,9.925952565258189253e-03,2.695802969044897024e-03,2.695802969044897024e-03,-5.008954038023955002e-03,-5.008954038023955002e-03,1.976542817120674478e-03,2.010107301814972880e-03
5.200000000000000178e+00,2.486537614113609740e-02,-1.222201373675842195e-02,1.397687585648429986e-02,-6.429104626773547715e-03,1.149950589262646594e-02,-3.703030467916423873e-03,5.406001273770721927e-03,-4.473359336187782143e-03,1.519969681105848291e-03,-1.194932714919300087e-03,-4.342171879227418874e-03,7.131487707243422403e-04,6.757422221888298441e-04,-1.323246116039525355e-03,3.708738987789450547e-02,3.708738987789450547e-02,2.040598048325784064e-02,2.040598048325784064e-02,1.519915536025379099e-02,1.520988665643245585e-02,9.832005115172598453e-03,1.002633118654860933e-02,2.714902396025148379e-03,2.714902396025148379e-03,-5.055320649951761114e-03,-5.055320649951761114e-03,1.994209601825919220e-03,2.028084784407357954e-03
5.225000000000000533e+00,2.500585273771310790e-02,-1.230243006925818561e-02,1.404092802763987069e-02,-6.468133332115856560e-03,1.153783756169329822e-02,-3.709714182624723744e-03,5.462939472608258074e-03,-4.516742946871148134e-03,1.529372845554266558e-03,-1.205091986342582411e-03,-4.383069259563387998e-03,7.190896659489964815e-04,6.791130819278623498e-04,-1.337174968685260479e-03,3.730828280697126575e-02,3.730828280697126575e-02,2.050906135975574807e-02,2.050906135975574807e-02,1.524415021923239411e-02,1.525493572458846980e-02,9.932240616598364547e-03,1.012714354621552237e-02,2.734464831896848969e-03,2.734464831896848969e-03,-5.102158925512384480e-03,-5.102158925512384480e-03,2.011469504884122461e-03,2.045658545922091065e-03
5.250000000000000000e+00,2.514836934778430511e-02,-1.238360662663434697e-02,1.410578803108442081e-02,-6.507815905259700662e-03,1.157815874110107446e-02,-3.717451109386392394e-03,5.519698603680039950e-03,-4.560027242671897685e-03,1.538985635948980635e-03,-1.215502055115544322e-03,-4.423901527342177786e-03,7.251613898436870542e-04,6.823560541230067056e-04,-1.350985933404671990e-03,3.753197597441867983e-02,3.753197597441867983e-02,2.061360393634413535e-02,2.061360393634413535e-02,1.529218745674298940e-02,1.530302793996957123e-02,1.003218430232810654e-02,1.022770289057323145e-02,2.754487691064538835e-03,2.754487691064538835e-03,-5.149062917185864841e-03,-5.149062917185864841e-03,2.028482755802751836e-03,2.062986095654140151e-03
5.275000000000000355e+00,2.529361884575032082e-02,-1.246598683914455774e-02,1.417087454435855820e-02,-6.547529084640985042e-03,1.162132071054847171e-02,-3.726859015746902815e-03,5.575900089037716389e-03,-4.602938494747743636e-03,1.548794517131329984e-03,-1.226200952645736808e-03,-4.464338788726124330e-03,7.312471268239584266e-04,6.855713181734834905e-04,-1.364672887054219075e-03,3.775960568489487856e-02,3.775960568489487856e-02,2.071840362899957100e-02,2.071840362899957100e-02,1.534473644779654755e-02,1.535563204410836380e-02,1.013117601698315662e-02,1.032736773268866370e-02,2.774995469777080670e-03,2.774995469777080670e-03,-5.195585915550082756e-03,-5.195585915550082756e-03,2.045344193606551952e-03,2.080159279274462758e-03
5.300000000000000711e+00,2.544219046641615911e-02,-1.254996361522084380e-02,1.423560026561851433e-02,-6.586694815826549254e-03,1.166804513106642349e-02,-3.738434670205736943e-03,5.631201383675843442e-03,-4.645265898364669965e-03,1.558856003437719684e-03,-1.237235945039008578e-03,-4.504112285344669120e-03,7.372403465474575146e-04,6.887996235946658441e-04,-1.378199478940689282e-03,3.799215408163703067e-02,3.799215408163703067e-02,2.082229508144509134e-02,2.082229508144509134e-02,1.540301592591633573e-02,1.541396615767914868e-02,1.022865610183912310e-02,1.042559389170352735e-02,2.796091948476714384e-03,2.796091948476714384e-03,-5.241352631892126634e-03,-5.241352631892126634e-03,2.062058930966614856e-03,2.097180694683176139e-03
5.325000000000000178e+00,2.559457391648384261e-02,-1.263585924242545400e-02,1.429946517846972243e-02,-6.624886533057428029e-03,1.171888417420532957e-02,-3.752485947126751875e-03,5.685322442912477126e-03,-4.686912642805962648e-03,1.569287989246159754e-03,-1.248639052440048136e-03,-4.543096115357692089e-03,7.430641132425280793e-04,6.920254386935109636e-04,-1.391518910512215546e-03,3.823043315890931049e-02,3.823043315890931049e-02,2.092435171152717821e-02,2.092435171152717821e-02,1.546788616134325833e-02,1.547889006364275288e-02,1.032424379355662003e-02,1.052201152581394572e-02,2.817927041686207890e-03,2.817927041686207890e-03,-5.286160228600206290e-03,-5.286160228600206290e-03,2.078565153176670233e-03,2.113987167980085902e-03
5.350000000000000533e+00,2.575116998369306187e-02,-1.272392361802827943e-02,1.436216583705010597e-02,-6.661889470443341232e-03,1.177418825257228741e-02,-3.769107162228432784e-03,5.738086772384826117e-03,-4.727914700368360257e-03,1.580209297789098022e-03,-1.260404545317769798e-03,-4.581335572989869709e-03,7.486852119523573768e-04,6.952049031339613272e-04,-1.404606191243232272e-03,3.847509360172132742e-02,3.847509360172132742e-02,2.102405530749340556e-02,2.102405530749340556e-02,1.553979199534599731e-02,1.555084833074563133e-02,1.041779737545159290e-02,1.061648456435398957e-02,2.840613843106881697e-03,2.840613843106881697e-03,-5.330020784942240963e-03,-5.330020784942240963e-03,2.094794231945112939e-03,2.130510151815478981e-03
5.375000000000000000e+00,2.591229205864675755e-02,-1.281433931641073887e-02,1.442368009839778420e-02,-6.697718625304729945e-03,1.183408631897234220e-02,-3.788206355906417744e-03,5.789455869320087045e-03,-4.768405768852068682e-03,1.591674279517812929e-03,-1.272487042007400260e-03,-4.619016886785370923e-03,7.541135664890369350e-04,6.983028046271266831e-04,-1.417488249951248669e-03,3.872663137505749642e-02,3.872663137505749642e-02,2.112139872370252802e-02,2.112139872370252802e-02,1.561877041323841975e-02,1.562987794054385149e-02,1.050941321324339039e-02,1.070910984380279984e-02,2.864161321525199311e-03,2.864161321525199311e-03,-5.373130453274393981e-03,-5.373130453274393981e-03,2.110737817302116293e-03,2.146742610616314550e-03
5.400000000000000355e+00,2.607815165111140865e-02,-1.290722295569542155e-02,1.448430475266138107e-02,-6.732609871976505400e-03,1.189847937758856111e-02,-3.809570241846443883e-03,5.839540698321266099e-03,-4.808541755312256694e-03,1.603647927491541614e-03,-1.284820477420484108e-03,-4.656405394755258609e-03,7.593862468072004601e-04,7.013191981554145471e-04,-1.430254327222324484e-03,3.898537460680681632e-02,3.898537460680681632e-02,2.121691462463784483e-02,2.121691462463784483e-02,1.570450900884529100e-02,1.571566676698493703e-02,1.059936088771179508e-02,1.080015298608147378e-02,2.888468404912025722e-03,2.888468404912025722e-03,-5.415791641562445191e-03,-5.415791641562445191e-03,2.126484956414154137e-03,2.162775617953638374e-03
5.425000000000000711e+00,2.624883404200645254e-02,-1.300262131310102320e-02,1.454464657546772344e-02,-6.766994778049775783e-03,1.196704456630670599e-02,-3.832935272396739701e-03,5.888587816033935551e-03,-4.848427437371904958e-03,1.616035590366576846e-03,-1.297341446315339319e-03,-4.693788295447087755e-03,7.645461854001722735e-04,7.042927966871004308e-04,-1.443037622006315690e-03,3.925145535510746186e-02,3.925145535510746186e-02,2.131164135351748534e-02,2.131164135351748534e-02,1.579642114544371756e-02,1.580762871940008529e-02,1.068799507639253688e-02,1.088996123619070944e-02,2.913377036681902288e-03,2.913377036681902288e-03,-5.458334480847260028e-03,-5.458334480847260028e-03,2.142207273513219157e-03,2.178783010233498185e-03
5.450000000000000178e+00,2.642428088956380594e-02,-1.310051061681240248e-02,1.460557730184472436e-02,-6.801460919579907505e-03,1.203925225048843584e-02,-3.858034209786892488e-03,5.936948296974720041e-03,-4.888087566444779264e-03,1.628742158789386885e-03,-1.309999075924925260e-03,-4.731441100177535830e-03,7.696284724270224809e-04,7.072822123613264900e-04,-1.455975440461568238e-03,3.952479150637619454e-02,3.952479150637619454e-02,2.140703822142464574e-02,2.140703822142464574e-02,1.589370964162473143e-02,1.590496738381708131e-02,1.077569499073008363e-02,1.097890370728710208e-02,2.938741234714353778e-03,2.938741234714353778e-03,-5.501069572604572189e-03,-5.501069572604572189e-03,2.158100451761152394e-03,2.194962551926249450e-03
5.475000000000000533e+00,2.660429859786606066e-02,-1.320080979187739090e-02,1.466816118337449515e-02,-6.836697771957014891e-03,1.211440799799420875e-02,-3.884606546260674365e-03,5.985039511474943286e-03,-4.927495098043924160e-03,1.641714431712737454e-03,-1.322747379586111660e-03,-4.769610494769149778e-03,7.746592906929389288e-04,7.103386244524667603e-04,-1.469167775354579542e-03,3.980510838974346544e-02,3.980510838974346544e-02,2.150485895533152392e-02,2.150485895533152392e-02,1.599541919490443664e-02,1.600672838001904186e-02,1.086285425327182530e-02,1.106736192081725356e-02,2.964461811298807481e-03,2.964461811298807481e-03,-5.544269785462047073e-03,-5.544269785462047073e-03,2.174315487750710929e-03,2.211467068089195687e-03
