Time(s),Fb_Right_Filtered(N),Mb_Right_Filtered(Nm),Fb_Left_Filtered(N),Mb_Left_Filtered(Nm),Fb_Right_Raw(N),Mb_Right_Raw(Nm),Fb_Left_Raw(N),Mb_Left_Raw(Nm),Ext_Force_Body(N),Ext_Moment_Body(Nm),X_Num_Right_Interface(m),X_Exp_Right_Interface(m),X_Cmd_Right_Interface(m),Rz_Num_Right_Interface(rad),Rz_Exp_Right_Interface(rad),Rz_Cmd_Right_Interface(rad),X_Num_Left_Interface(m),X_Exp_Left_Interface(m),X_Cmd_Left_Interface(m),Rz_Num_Left_Interface(rad),Rz_Exp_Left_Interface(rad),Rz_Cmd_Left_Interface(rad),X_Body_COM(m),Rz_Body(rad)
0.000000000000000000e+00,9.674156225851543445e-02,6.924551960212278756e-02,-5.001342226565223814e-02,-3.193157451665093460e-02,9.823634106540272970e-02,7.059999912722784987e-02,-4.889404014430426271e-02,-3.130001553338266490e-02,4.501246882793017789e+02,5.004987531172069737e+01,0.000000000000000000e+00,1.844599999999999842e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.923794804054256832e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.053299999999993131e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.923794804054256832e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000139e-02,2.649255395307433258e-01,1.929423783240804546e-01,6.080561562795128161e-03,-1.756408836809038310e-02,2.133974783028367850e-01,1.581999942401725312e-01,-2.950450559423986596e-02,-3.730002338735517037e-02,4.372199251494733403e+02,4.750381026508353699e+01,1.179776345992282407e-04,1.846400000000002813e-03,1.179839845378369295e-04,5.102561343390196193e-05,7.923794804054256832e-04,5.101818135379895380e-05,6.695202116532627873e-05,1.053700000000006368e-03,6.696571326055811269e-05,5.102561343390196193e-05,7.923794804054256832e-04,5.101845009640906922e-05,9.246482788227725969e-05,5.102561343390196193e-05
5.000000000000000278e-02,3.710161785035581139e-01,3.166666991661336028e-01,3.978296243616866179e-02,1.350647536427507581e-02,3.133482320461793424e-01,2.791000000000000147e-01,1.458633517234945651e-02,-2.040000593408835758e-02,4.268689105397496633e+02,4.565820534416518228e+01,4.684826075849907743e-04,1.875900000000001525e-03,4.684837287490994841e-04,2.020156976823063194e-04,8.045967851693859758e-04,2.019549711886232403e-04,2.664669099026844819e-04,1.061000000000007033e-03,2.665282416952257163e-04,2.020156976823063194e-04,7.976154681614085109e-04,2.019564410432348541e-04,3.674747587438376281e-04,2.020156976823063194e-04
7.500000000000001110e-02,3.670186143424544745e-01,4.300920061598098032e-01,3.259843630899723205e-02,6.768394183657668040e-02,4.068770772633087951e-01,3.886999999999999900e-01,1.058768416706908078e-02,3.870000000000006768e-02,4.190590495251834682e+02,4.469092631349712263e+01,1.045569903623645193e-03,2.035399999999995806e-03,1.045513240914525610e-03,4.496060494557066380e-04,8.744099552491591074e-04,4.493925567220930775e-04,5.959638541679385549e-04,1.129499999999993140e-03,5.961191355128283784e-04,4.496060494557066380e-04,8.482300164692441018e-04,4.493968566976571689e-04,8.207668788957918739e-04,4.496060494557066380e-04
1.000000000000000056e-01,2.341436220738007945e-01,5.102985214513956480e-01,-2.400163125236562389e-02,1.365930269951396714e-01,4.017256728226568652e-01,5.548999999999999488e-01,-1.859221506621563935e-02,1.460000000000000187e-01,4.135948393300211592e+02,4.472952377320435602e+01,1.845149938578274484e-03,2.348799999999997244e-03,1.844959013533516287e-03,7.921814573624733980e-04,1.008800307652722326e-03,7.916819397279862072e-04,1.052968481215801194e-03,1.387000000000000429e-03,1.053273713068909878e-03,7.921814573624733980e-04,1.043706892692609000e-03,7.916911373370817771e-04,1.449059209897037839e-03,7.921814573624733980e-04
1.250000000000000000e-01,-1.447278552753883049e-02,5.266829268232630090e-01,-1.254841177526136442e-01,1.995709825353145506e-01,3.849956539563213487e-01,5.102999999999999758e-01,2.459396502198563095e-01,2.188000000000000500e-01,4.101216739291513136e+02,4.583900056739177842e+01,2.864992418034820101e-03,3.139700000000004813e-03,2.864585177183598310e-03,1.230062932139032493e-03,1.350884841043610953e-03,1.229134048681217476e-03,1.634929485895787824e-03,1.709299999999998885e-03,1.635445123010125651e-03,1.230062932139032493e-03,1.289798317223809490e-03,1.229150252047870673e-03,2.249960951965303962e-03,1.230062932139032493e-03
1.500000000000000222e-01,-3.454668102454367395e-01,4.516620732499067037e-01,-2.572359768893049958e-01,2.319739397242130408e-01,-1.279035203441772239e+00,4.848999999999999977e-01,-6.133705304299312822e-01,2.423000000000000709e-01,4.081590155386284096e+02,4.801379441140586835e+01,4.104608390848493368e-03,4.346599999999995606e-03,4.103913292045199487e-03,1.765548741937332132e-03,1.877974275145898606e-03,1.764060952404193292e-03,2.339059648911161454e-03,2.337299999999999187e-03,2.339842923136904989e-03,1.765548741937332132e-03,1.773254520026238800e-03,1.764085814740049820e-03,3.221834019879827628e-03,1.765548741937332132e-03
1.750000000000000167e-01,-7.253847605592735892e-01,2.717463149790608212e-01,-4.042863258824539452e-01,2.149439164383037948e-01,-5.518626297500839328e-01,3.102000000000000313e-01,-5.900672146296713771e-01,2.490000000000000546e-01,4.071406360985847073e+02,5.117469873105106615e+01,5.565023934735031236e-03,5.434100000000000735e-03,5.563992640606237570e-03,2.402820088143651188e-03,2.356194490192344872e-03,2.400679114565661392e-03,3.162203846591380482e-03,3.155500000000003788e-03,3.163300103104290696e-03,2.402820088143651188e-03,2.417281014012146768e-03,2.400713358133991712e-03,4.363613890663206075e-03,2.402820088143651188e-03
2.000000000000000111e-01,-1.134639105607293974e+00,-6.588791961550915371e-03,-5.616323126354916262e-01,1.419163656501185033e-01,-7.134260559250420464e-01,2.729999999999999094e-02,-2.132047374458641009e-01,1.523000000000000465e-01,4.064592057585302314e+02,5.517107273290907443e+01,7.248463270875345719e-03,7.223100000000002262e-03,7.247079257265771207e-03,3.147734606958341782e-03,3.155555287605747803e-03,3.144897393613842705e-03,4.100728663917003504e-03,4.146299999999996863e-03,4.102164083744199233e-03,3.147734606958341782e-03,3.218387140677543903e-03,3.144940523267133331e-03,5.674595967396174612e-03,3.147734606958341782e-03
2.250000000000000056e-01,-1.566094609852415775e+00,-3.591917656015903848e-01,-7.366022051309658591e-01,1.918938686168235319e-02,-1.736198074829651716e+00,-4.108000000000000540e-01,-1.023463992341578033e+00,-1.039999999999996309e-02,4.055122542481453252e+02,5.978828870153687092e+01,9.157963213821946127e-03,9.317999999999998159e-03,9.156243642646532885e-03,4.007531507901047549e-03,4.106759729942657290e-03,4.004011437443976903e-03,5.150431705920898579e-03,5.111599999999995661e-03,5.152209994982719088e-03,4.007531507901047549e-03,4.021238596594934808e-03,4.004061779862473809e-03,7.154197459871422353e-03,4.007531507901047549e-03
