Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad)
0.000000000000000000e+00,-4.889404014430426271e-02,-3.130001553338266490e-02,1.053299999999993131e-03,7.923794804054256832e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000139e-02,-2.950450559423986596e-02,-3.730002338735517037e-02,1.053700000000006368e-03,7.923794804054256832e-04,6.696571326055811269e-05,5.101845009640906922e-05
5.000000000000000278e-02,1.458633517234945651e-02,-2.040000593408835758e-02,1.061000000000007033e-03,7.976154681614085109e-04,2.665282416952257163e-04,2.019564410432348541e-04
7.500000000000001110e-02,1.058768416706908078e-02,3.870000000000006768e-02,1.129499999999993140e-03,8.482300164692441018e-04,5.961191355128283784e-04,4.493968566976571689e-04
1.000000000000000056e-01,-1.859221506621563935e-02,1.460000000000000187e-01,1.387000000000000429e-03,1.043706892692609000e-03,1.053273713068909878e-03,7.916911373370817771e-04
1.250000000000000000e-01,2.459396502198563095e-01,2.188000000000000500e-01,1.709299999999998885e-03,1.289798317223809490e-03,1.635445123010125651e-03,1.229150252047870673e-03
1.500000000000000222e-01,-6.133705304299312822e-01,2.423000000000000709e-01,2.337299999999999187e-03,1.773254520026238800e-03,2.339842923136904989e-03,1.764085814740049820e-03
1.750000000000000167e-01,-5.900672146296713771e-01,2.490000000000000546e-01,3.155500000000003788e-03,2.417281014012146768e-03,3.163300103104290696e-03,2.400713358133991712e-03
2.000000000000000111e-01,-2.132047374458641009e-01,1.523000000000000465e-01,4.146299999999996863e-03,3.218387140677543903e-03,4.102164083744199233e-03,3.144940523267133331e-03
2.250000000000000056e-01,-1.023463992341578033e+00,-1.039999999999996309e-02,5.111599999999995661e-03,4.021238596594934808e-03,5.152209994982719088e-03,4.004061779862473809e-03
2.500000000000000000e-01,-8.771732320745878608e-01,-1.512999999999999901e-01,6.181600000000003238e-03,4.942772441647941099e-03,6.308586534373565070e-03,4.986373259892280980e-03
2.750000000000000222e-01,-7.161164547172119699e-01,-3.497000000000000108e-01,7.360200000000005974e-03,5.998696639104511043e-03,7.565816136810539841e-03,6.100713762833707456e-03
3.000000000000000444e-01,-1.774701954769983603e+00,-5.121999999999998776e-01,8.869399999999999507e-03,7.412413333219918313e-03,8.917871236278736985e-03,7.355938990460017188e-03
3.250000000000000111e-01,-1.925030957782907004e+00,-6.280999999999999917e-01,1.025910000000000363e-02,8.777260808279483545e-03,1.035833428191911681e-02,8.760348787994334113e-03
3.500000000000000333e-01,-1.817483247785620426e+00,-8.460999999999999632e-01,1.146660000000000040e-02,1.000946326018748063e-02,1.188062873974995819e-02,1.032110527977688277e-02
3.750000000000000000e-01,-2.050458788455947978e+00,-1.091400000000000148e+00,1.349150000000000175e-02,1.218414350817241532e-02,1.347829384382193477e-02,1.204369133034922934e-02
4.000000000000000222e-01,-2.117037747802092085e+00,-1.158199999999999896e+00,1.481510000000000118e-02,1.367465468937557188e-02,1.514527397481714791e-02,1.393145637412483706e-02
4.250000000000000444e-01,-2.591121728972338278e+00,-1.372100000000000097e+00,1.672389999999999988e-02,1.591740277818828528e-02,1.687620023493910382e-02,1.598528343062192991e-02
4.500000000000000111e-01,-2.523790734085878729e+00,-1.361299999999999955e+00,1.813110000000000416e-02,1.763829742065469233e-02,1.866664790519009451e-02,1.820339665726559975e-02
4.750000000000000333e-01,-2.240252199068848427e+00,-1.392900000000000027e+00,2.017969999999999833e-02,2.023709267687424929e-02,2.051335471060440618e-02,2.058131973597020214e-02
5.000000000000000000e-01,-2.456603613133219177e+00,-1.481300000000000061e+00,2.201479999999999410e-02,2.264739237387842011e-02,2.241438464006186709e-02,2.311198922782176091e-02
5.250000000000000222e-01,-1.915309313813093439e+00,-1.388399999999999856e+00,2.423180000000000819e-02,2.564063204104869570e-02,2.436922517411968178e-02,2.578601632630506818e-02
5.500000000000000444e-01,-2.300571158833863095e+00,-1.300499999999999989e+00,2.617149999999999685e-02,2.831447645510400818e-02,2.637881169061810985e-02,2.859207389463172197e-02
5.750000000000000666e-01,-1.902725035752019789e+00,-1.155899999999999928e+00,2.849160000000000581e-02,3.155904353456146644e-02,2.844547755912758130e-02,3.151737131064132058e-02
6.000000000000000888e-01,-1.196447590077953871e+00,-9.688999999999999835e-01,3.053740000000000621e-02,3.444407278810809186e-02,3.057283048919495760e-02,3.454817533639793076e-02
6.250000000000000000e-01,-1.952992519667371196e+00,-8.001999999999999114e-01,3.227509999999999407e-02,3.689451505790813240e-02,3.276555742425030920e-02,3.767034075400955279e-02
6.500000000000000222e-01,-1.555170563037911569e+00,-6.181999999999999718e-01,3.477689999999999948e-02,4.040611751292072507e-02,3.502916397451986963e-02,4.086982395249919020e-02
6.750000000000000444e-01,-6.390567455093212335e-01,-3.077999999999999625e-01,3.739630000000000037e-02,4.403465702781693414e-02,3.736965983963776161e-02,4.413315876758523715e-02
7.000000000000000666e-01,-1.454156975247881345e+00,-1.453999999999999737e-01,3.933960000000000234e-02,4.668406683234432170e-02,3.979320722038293123e-02,4.744787118152020422e-02
7.250000000000000888e-01,-6.664906233322873685e-01,1.190000000000000641e-01,4.213569999999999816e-02,5.041907143161218630e-02,4.230575260333900578e-02,5.080280129626688068e-02
7.500000000000000000e-01,-3.789512490275472878e-01,2.685000000000000719e-01,4.419629999999999392e-02,5.310513315043146471e-02,4.491266144543071270e-02,5.418830100336021610e-02
7.750000000000000222e-01,-4.870621067327564058e-01,4.371000000000000441e-01,4.764499999999999985e-02,5.746496562191329843e-02,4.761837078656506322e-02,5.759629348032070661e-02
8.000000000000000444e-01,3.007084722545859123e-01,5.847999999999999865e-01,4.988660000000000316e-02,6.021385919380436991e-02,5.042607041961523484e-02,6.102020760297031943e-02
8.250000000000000666e-01,-2.217738917091276463e-01,5.258000000000000451e-01,5.262279999999999736e-02,6.348286088278974615e-02,5.333742200436838998e-02,6.445481811001037287e-02
8.500000000000000888e-01,-2.433528761088035175e-01,5.847999999999999865e-01,5.544110000000000704e-02,6.674313592551515961e-02,5.635232666355646791e-02,6.789602167138338029e-02
8.750000000000000000e-01,6.522120353248760383e-01,5.798000000000000931e-01,5.889359999999999734e-02,7.060205890167461917e-02,5.946875193554007621e-02,7.134056752765267906e-02
9.000000000000000222e-01,-6.692969640677658427e-01,3.941000000000000059e-01,6.197939999999999700e-02,7.394436441924376324e-02,6.268262635517538039e-02,7.478575407084048221e-02
9.250000000000000444e-01,-8.310750086873304188e-01,3.685000000000000497e-01,6.513180000000000358e-02,7.726921664429295400e-02,6.598780529767751812e-02,7.822910727452803137e-02
9.500000000000000666e-01,4.101337379996632115e-02,1.366000000000000547e-01,6.834450000000000247e-02,8.057312491831822299e-02,6.937610781944762717e-02,8.166806857329600433e-02
9.750000000000000888e-01,-6.706480969359941424e-01,-1.019999999999999657e-01,7.163900000000000823e-02,8.387877852159549008e-02,7.283742251076459617e-02,8.509972940194729385e-02
1.000000000000000000e+00,-4.784020767054159573e-01,-1.901999999999999247e-01,7.559399999999999453e-02,8.776039077803086952e-02,7.635987902177013287e-02,8.852065136879141982e-02
