Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
3.250000000000000111e-01,-3.367679545974527677e+00,-1.826299999999999812e+00,1.903929999999999859e-02,8.747590210995579915e-03,1.911604332173640064e-02,8.723975809385876162e-03,1.912429861513689072e-02,8.764911591953521153e-03,8.255293400490082423e-06,4.093578256764499046e-05,2.443146337299929027e-01
3.500000000000000333e-01,-4.141221691491026924e+00,-2.298299999999999788e+00,2.200400000000000619e-02,1.025555468471868112e-02,2.221506979894349518e-02,1.029944916145051487e-02,2.220786218874617329e-02,1.032626488249162658e-02,-7.207610197321884238e-06,2.681572104111171195e-05,2.443146337299929027e-01
3.750000000000000000e-01,-3.043221505239516400e+00,-2.540200000000000014e+00,2.517669999999999630e-02,1.190838148635731120e-02,2.555788345833946359e-02,1.204522911182742510e-02,2.552857506249883723e-02,1.204951722739659031e-02,-2.930839584062636116e-05,4.288115569165210084e-06,2.443146337299929027e-01
4.000000000000000222e-01,-4.311766373723735057e+00,-2.788599999999999746e+00,2.856570000000000636e-02,1.371654259142343624e-02,2.914253014751272408e-02,1.396577848669916869e-02,2.908370836225683542e-02,1.393800916944831596e-02,-5.882178525588865892e-05,-2.776931725085272917e-05,2.443146337299929027e-01
4.250000000000000444e-01,-4.862310615798699942e+00,-3.088799999999999990e+00,3.275709999999999733e-02,1.600466924078800326e-02,3.296511069442698005e-02,1.606287821954994338e-02,3.286874825946768663e-02,1.599260180603215287e-02,-9.636243495929341929e-05,-7.027641351779051471e-05,2.443146337299929027e-01
4.500000000000000111e-01,-3.484008330850117741e+00,-3.065399999999999903e+00,3.657019999999999715e-02,1.813048026971709331e-02,3.701982228462617763e-02,1.833538937363854079e-02,3.687747395519627019e-02,1.821149575488310857e-02,-1.423483294299074386e-04,-1.238936187554322277e-04,2.443146337299929027e-01
4.750000000000000333e-01,-4.094954832106727949e+00,-3.181099999999999817e+00,4.128489999999999244e-02,2.080956067152838970e-02,4.129911956611014012e-02,2.077917604258234033e-02,4.110214810494666055e-02,2.059020311071432449e-02,-1.969714611634795776e-04,-1.889729318680158365e-04,2.443146337299929027e-01
5.000000000000000000e-01,-4.205789059411287667e+00,-2.997399999999999842e+00,4.551260000000000722e-02,2.325127629506846053e-02,4.579398170223945158e-02,2.338719264398142136e-02,4.553380137567045183e-02,2.312166930323195785e-02,-2.601803265689997535e-04,-2.655233407494635156e-04,2.443146337299929027e-01
5.250000000000000222e-01,-4.174345486174276587e+00,-2.919399999999999995e+00,4.915940000000000587e-02,2.538057798250153985e-02,5.049426402262277569e-02,2.614972786998507118e-02,5.016258500997411440e-02,2.579652984232011850e-02,-3.316790126486612866e-04,-3.531980276649526740e-04,2.443146337299929027e-01
5.500000000000000444e-01,-3.179166331941127410e+00,-2.556299999999999795e+00,5.369540000000000424e-02,2.805267706730485769e-02,5.538910685304662684e-02,2.905478695827400787e-02,5.497815957716775670e-02,2.860347489907998086e-02,-4.109472758788701441e-04,-4.513120591940270043e-04,2.443146337299929027e-01
5.750000000000000666e-01,-1.968930312149725914e+00,-2.222900000000000098e+00,5.929869999999999586e-02,3.138101995085804813e-02,6.046736998812010655e-02,3.208858478468699926e-02,5.997008826416107274e-02,3.152969084716805703e-02,-4.972817239590338056e-04,-5.588939375189422298e-04,2.443146337299929027e-01
6.000000000000000888e-01,-3.999808368851798246e+00,-1.901100000000000012e+00,6.439300000000000579e-02,3.441963817858017388e-02,6.571805941841260545e-02,3.523611522855190498e-02,6.512820893332732508e-02,3.456135358911709143e-02,-5.898504850852803738e-04,-6.747616394348135427e-04,2.443146337299929027e-01
6.250000000000000000e-01,-2.951101648093946483e+00,-1.365899999999999892e+00,6.968580000000000607e-02,3.758042945394190343e-02,7.113071349079751193e-02,3.848175783196872840e-02,7.044296433687878556e-02,3.768415316056212411e-02,-6.877491539187263747e-04,-7.976046714066042931e-04,2.443146337299929027e-01
6.500000000000000222e-01,-8.360804025108853343e-01,-1.105599999999999916e+00,7.598490000000000799e-02,4.133637800423369674e-02,7.669571864600381594e-02,4.180988126867572069e-02,7.590567088646912874e-02,4.088382550032648027e-02,-7.900477595346871995e-04,-9.260557683492404157e-04,2.443146337299929027e-01
6.750000000000000444e-01,-2.645535676853953966e+00,-8.367999999999999883e-01,8.241380000000000927e-02,4.514992241984130961e-02,8.240453004615989896e-02,4.520540463340796955e-02,8.150870774072138669e-02,4.414666162132085958e-02,-8.958223054385122675e-04,-1.058743012087109969e-03,2.443146337299929027e-01
7.000000000000000666e-01,-8.942124923369773049e-01,-3.413999999999999813e-01,8.709559999999999524e-02,4.790754263799235080e-02,8.824977942038567114e-02,4.865428190357244664e-02,8.724561244935391535e-02,4.745996350139853465e-02,-1.004166971031755784e-03,-1.194318402173911997e-03,2.443146337299929027e-01
7.250000000000000888e-01,-1.295606407199295873e+00,-9.949999999999996347e-02,9.372749999999999138e-02,5.178217357741975863e-02,9.422526082339495457e-02,5.214388173781625557e-02,9.311107159428855251e-02,5.081241567325651964e-02,-1.114189229106402057e-03,-1.331466064559735929e-03,2.443146337299929027e-01
7.500000000000000000e-01,-2.264931843265514111e+00,1.106000000000000316e-01,9.851949999999999597e-02,5.455201110033476575e-02,1.003257941225951383e-01,5.566324349886577622e-02,9.910079172132352232e-02,5.419433746893669718e-02,-1.225002401271615970e-03,-1.468906029929079038e-03,2.443146337299929027e-01
7.750000000000000222e-01,5.144322949071682416e-01,6.031999999999999584e-01,1.053419000000000022e-01,5.844758599078610922e-02,1.065469752447960050e-01,5.920320031631462476e-02,1.052112366341949046e-01,5.759778207344028178e-02,-1.335738610601100440e-03,-1.605418242874342982e-03,2.443146337299929027e-01
8.000000000000000444e-01,2.699971575423804060e-02,6.103000000000000647e-01,1.113698000000000049e-01,6.184050605666308736e-02,1.128848308528722505e-01,6.275637034783099200e-02,1.114392344942736202e-01,6.101646865078915599e-02,-1.445596358598630338e-03,-1.739901697041836004e-03,2.443146337299929027e-01
8.250000000000000666e-01,1.182823378242366941e+00,9.371000000000000441e-01,1.185615000000000002e-01,6.582509273896613999e-02,1.193354025500658333e-01,6.631702733996777677e-02,1.177814898978645636e-01,6.444557027366004665e-02,-1.553912652201269728e-03,-1.871457066307730122e-03,2.443146337299929027e-01
8.500000000000000888e-01,9.708392544620417230e-02,9.471000000000000529e-01,1.248405999999999960e-01,6.925117406063101277e-02,1.258942913723475887e-01,6.988087035873996600e-02,1.242340615769848694e-01,6.788140951095700260e-02,-1.660229795362719307e-03,-1.999460847782963402e-03,2.443146337299929027e-01
8.750000000000000000e-01,-1.115333669168458997e+00,8.639000000000000012e-01,1.301553999999999767e-01,7.211176870464972022e-02,1.325561967985794953e-01,7.344471948361197544e-02,1.307918662535546839e-01,7.132111388678506747e-02,-1.764330545024811459e-03,-2.123605596826907971e-03,2.443146337299929027e-01
9.000000000000000222e-01,3.213142130040847366e+00,9.598999999999999755e-01,1.377018999999999882e-01,7.611729933797670156e-02,1.393144855116409397e-01,7.700616881924109147e-02,1.374482471792097260e-01,7.476226191395374254e-02,-1.866238332431213731e-03,-2.243906905287348930e-03,2.443146337299929027e-01
9.250000000000000444e-01,-1.622385300647349204e+00,3.894000000000000239e-01,1.443109000000000197e-01,7.957130592767347466e-02,1.461608235862177640e-01,8.056323005458243536e-02,1.441946248210114190e-01,7.820253501613663727e-02,-1.966198765206345067e-03,-2.360695038445798088e-03,2.443146337299929027e-01
9.500000000000000666e-01,4.490136737080556162e-01,4.637999999999999901e-01,1.521115000000000106e-01,8.359428985352040931e-02,1.530849017514510912e-01,8.411399888516080114e-02,1.510202436154944872e-01,8.163939752585072651e-02,-2.064658135956604079e-03,-2.474601359310074633e-03,2.443146337299929027e-01
9.750000000000000888e-01,1.879466025921630923e+00,2.504000000000000115e-01,1.577192000000000038e-01,8.645313916828711864e-02,1.600742771505458961e-01,8.765637303376982992e-02,1.579120384325158888e-01,8.506984470115934449e-02,-2.162238718030007334e-03,-2.586528332610485426e-03,2.443146337299929027e-01
1.000000000000000000e+00,-1.729061189680247912e+00,-3.117000000000000326e-01,1.656542000000000014e-01,9.045692447236211575e-02,1.671143470282510646e-01,9.118784469462061504e-02,1.648546508100905417e-01,8.849026427422185259e-02,-2.259696218160522907e-03,-2.697580420398762446e-03,2.443146337299929027e-01
1.025000000000000133e+00,-3.129790484084318813e-01,-3.099999999999999978e-01,1.725097999999999909e-01,9.388126046477497655e-02,1.741884605858648460e-01,9.470538250948032366e-02,1.718306144985689010e-01,9.189643721025717027e-02,-2.357846087295945026e-03,-2.808945299223153391e-03,2.443146337299929027e-01
1.050000000000000044e+00,-1.519196953130707461e+00,-7.851999999999998980e-01,1.793270000000000142e-01,9.726021789663601147e-02,1.812781655082511267e-01,9.820540932828657199e-02,1.788207016131335703e-01,9.528366463691441413e-02,-2.457463895117556474e-03,-2.921744691372157865e-03,2.443146337299929027e-01
1.074999999999999956e+00,-1.015768325289891250e+00,-8.473999999999999311e-01,1.883555000000000090e-01,1.017073168307175562e-01,1.883635760882446109e-01,1.016838727664396008e-01,1.858043898585685083e-01,9.864697448207697394e-02,-2.559186229676102542e-03,-3.036898284362626876e-03,2.443146337299929027e-01
1.100000000000000089e+00,-8.484715431462874768e-01,-9.843999999999999417e-01,1.950756000000000157e-01,1.049990077999788662e-01,1.954238411437860534e-01,1.051363967289417473e-01,1.927603982702149332e-01,1.019813570519490092e-01,-2.663442873571120195e-03,-3.155039676992738018e-03,2.443146337299929027e-01
1.125000000000000000e+00,-7.865234020870475184e-01,-1.075199999999999934e+00,2.016625999999999974e-01,1.082191402699084065e-01,2.024376826776188021e-01,1.085584943738043401e-01,1.996672497921151423e-01,1.052820031351167918e-01,-2.770432885503659737e-03,-3.276491238687548324e-03,2.443146337299929027e-01
1.150000000000000133e+00,-8.359920444836296261e-01,-9.982999999999999652e-01,2.081924000000000274e-01,1.114078568133020503e-01,2.093839709997375176e-01,1.119458170827060256e-01,2.065038392762600650e-01,1.085445451993421601e-01,-2.880131723477452610e-03,-3.401271883363865545e-03,2.443146337299929027e-01
1.175000000000000044e+00,-1.405134100463860392e-01,-8.217999999999998639e-01,2.158337999999999923e-01,1.151446067418218921e-01,2.162422992070018313e-01,1.152944103951274585e-01,2.132499949226762115e-01,1.117653059350938727e-01,-2.992304284325619790e-03,-3.529104460033585799e-03,2.443146337299929027e-01
1.200000000000000178e+00,-1.488612484597950703e+00,-7.166999999999998927e-01,2.223471000000000197e-01,1.183385592729715302e-01,2.229935197082098530e-01,1.186009468522409432e-01,2.198870121861011828e-01,1.149415364986159233e-01,-3.106507522108670205e-03,-3.659410353625019985e-03,2.443146337299929027e-01
1.225000000000000089e+00,3.031620461913878128e-01,-1.701999999999999624e-01,2.287223999999999924e-01,1.214766612680573260e-01,2.296202079236560056e-01,1.218629073823914860e-01,2.263981215049475637e-01,1.180716002304584983e-01,-3.222086418708441924e-03,-3.791307151932987729e-03,2.443146337299929027e-01
1.250000000000000000e+00,-2.048213848440155749e-01,-1.989999999999996980e-02,2.339237000000000122e-01,1.240545125732529508e-01,2.361070232116898315e-01,1.250786871114755727e-01,2.327688423224643643e-01,1.211550514798802880e-01,-3.338180889225467185e-03,-3.923635631595284723e-03,2.443146337299929027e-01
1.275000000000000133e+00,1.293258306658232382e+00,4.022000000000000020e-01,2.410780000000000145e-01,1.276272015520853453e-01,2.424409441369896334e-01,1.282476079561930271e-01,2.389871859635361584e-01,1.241925815853289761e-01,-3.453758173453475022e-03,-4.055026370864051044e-03,2.443146337299929027e-01
1.300000000000000044e+00,1.925134898878382961e+00,7.972000000000000197e-01,2.470810000000000228e-01,1.306588384627994925e-01,2.486113638966078176e-01,1.313698285275489430e-01,2.450436934293260260e-01,1.271858384056095692e-01,-3.567670467281791602e-03,-4.183990121939373807e-03,2.443146337299929027e-01
1.325000000000000178e+00,-1.148112337712463571e-01,1.001100000000000101e+00,2.538459000000000132e-01,1.341198263695042581e-01,2.546100414411588964e-01,1.344461510642940005e-01,2.509313158438059577e-01,1.301371456980262575e-01,-3.678725597352938692e-03,-4.309005366267742998e-03,2.443146337299929027e-01
1.350000000000000089e+00,3.150048956180072857e+00,1.548699999999999966e+00,2.585209999999999453e-01,1.365440887005243964e-01,2.604309138756948916e-01,1.374777345700640419e-01,2.566451559628593615e-01,1.330491450286007127e-01,-3.785757912835530092e-03,-4.428589541463329171e-03,2.443146337299929027e-01
1.375000000000000000e+00,2.895772385521633296e+00,1.787800000000000056e+00,2.639988999999999808e-01,1.394291179540710079e-01,2.660697853790194300e-01,1.404657322547213372e-01,2.621820934564786931e-01,1.359243728625263437e-01,-3.887691922540736922e-03,-4.541359392194993516e-03,2.443146337299929027e-01
1.400000000000000133e+00,2.289037795948364984e+00,2.078100000000000058e+00,2.702319000000000249e-01,1.427731688008921640e-01,2.715239164499678171e-01,1.434108790265748168e-01,2.675403229124190263e-01,1.387647897636811734e-01,-3.983593537548790753e-03,-4.646089262893643435e-03,2.443146337299929027e-01
1.425000000000000044e+00,3.150692217454359234e+00,2.389100000000000001e+00,2.762606000000000228e-01,1.460788224041693895e-01,2.767915441605466875e-01,1.463130604915234001e-01,2.727188404989790982e-01,1.415712957549151163e-01,-4.072703661567589339e-03,-4.741764736608283792e-03,2.443146337299929027e-01
1.450000000000000178e+00,2.515094495538227726e+00,2.339700000000000113e+00,2.811973000000000389e-01,1.488399332808244546e-01,2.818713687768018561e-01,1.491708981820549229e-01,2.777169158779173030e-01,1.443432770954070354e-01,-4.154452898884553047e-03,-4.827621086647887472e-03,2.443146337299929027e-01
1.475000000000000089e+00,3.898549553022147673e+00,2.565799999999999859e+00,2.859283000000000241e-01,1.515399576336596832e-01,2.867620442644880363e-01,1.519813862500576374e-01,2.825335804773031478e-01,1.470782251034279675e-01,-4.228463787184888467e-03,-4.903161146629669842e-03,2.443146337299929027e-01
1.500000000000000000e+00,3.525898337629400636e+00,2.442200000000000149e+00,2.904751999999999890e-01,1.541876221089350796e-01,2.914617096754276160e-01,1.547396125179530124e-01,2.871671592973146225e-01,1.497714552704959567e-01,-4.294550378112993450e-03,-4.968157247457055670e-03,2.443146337299929027e-01
1.525000000000000133e+00,2.921469523607745700e+00,2.289499999999999869e+00,2.955161000000000038e-01,1.571826071053573359e-01,2.959675952518753261e-01,1.574385917260303080e-01,2.916148742786138781e-01,1.524159453425451560e-01,-4.352720973261448023e-03,-5.022646383485152022e-03,2.443146337299929027e-01
1.550000000000000044e+00,3.631847647815536817e+00,2.270399999999999974e+00,2.996246000000000187e-01,1.596731919479532358e-01,3.002757315198115728e-01,1.600692313922290888e-01,2.958725481879800889e-01,1.550023055353445256e-01,-4.403183331831483915e-03,-5.066925856884563206e-03,2.443146337299929027e-01
1.575000000000000178e+00,3.541589616298800536e+00,1.984500000000000153e+00,3.029231000000000007e-01,1.617065005265266309e-01,3.043807820700388800e-01,1.626204414585307456e-01,2.999344345891635788e-01,1.575188899626201455e-01,-4.446347480875301184e-03,-5.101551495910600087e-03,2.443146337299929027e-01
1.600000000000000089e+00,2.815906254587859703e+00,1.805900000000000061e+00,3.073595000000000077e-01,1.644815740371975976e-01,3.082760116937239836e-01,1.650793885306187647e-01,3.037931923577980031e-01,1.599520552170209386e-01,-4.482819335925980475e-03,-5.127333313597826070e-03,2.443146337299929027e-01
1.625000000000000000e+00,2.617602117846331122e+00,1.560100000000000042e+00,3.109709999999999974e-01,1.667749366743181694e-01,3.119533916956028774e-01,1.674318848160198658e-01,3.074400137290699830e-01,1.622865683057152231e-01,-4.513377966532894359e-03,-5.145316510304642765e-03,2.443146337299929027e-01
1.650000000000000133e+00,1.888976847673355497e+00,1.181400000000000006e+00,3.143557000000000157e-01,1.689478715930511077e-01,3.154038342589336463e-01,1.696628916565542655e-01,3.108649027899421657e-01,1.645061577099693195e-01,-4.538931468991480589e-03,-5.156733946584945993e-03,2.443146337299929027e-01
1.675000000000000044e+00,2.578082359186356420e+00,9.181000000000000272e-01,3.185005000000000197e-01,1.716356786411223634e-01,3.186175383923482984e-01,1.717571086292628835e-01,3.140570878474546190e-01,1.665941870476855546e-01,-4.560450544893679403e-03,-5.162921581577328833e-03,2.443146337299929027e-01
1.700000000000000178e+00,1.812943932440056249e+00,6.015000000000000346e-01,3.213417000000000079e-01,1.734892183067403559e-01,3.215844219151708372e-01,1.736996122586173807e-01,3.170055389517941191e-01,1.685344142806796952e-01,-4.578882963376718074e-03,-5.165197977937685536e-03,2.443146337299929027e-01
1.725000000000000089e+00,4.209480918565105534e-01,4.281000000000000361e-01,3.235185999999999895e-01,1.749134069763677302e-01,3.242946077062346943e-01,1.754765039956319994e-01,3.196995513491116547e-01,1.703117840697163099e-01,-4.595056357123039614e-03,-5.164719925915689513e-03,2.443146337299929027e-01
1.750000000000000000e+00,1.165046510691111870e+00,3.813000000000000278e-01,3.259017000000000164e-01,1.764719859983986672e-01,3.267389284893520984e-01,1.770755256375720899e-01,3.221293458554538858e-01,1.719131888110460027e-01,-4.609582633898212656e-03,-5.162336826526087163e-03,2.443146337299929027e-01
1.775000000000000133e+00,1.633661475574583521e+00,4.134999999999999787e-01,3.283813999999999900e-01,1.780881608857453891e-01,3.289094130291056461e-01,1.784866019245466562e-01,3.242866315696220636e-01,1.733281300380144774e-01,-4.622781459483582545e-03,-5.158471886532178807e-03,2.443146337299929027e-01
1.800000000000000044e+00,8.525773013300596004e-01,4.797000000000000153e-01,3.302477000000000329e-01,1.792959287281254699e-01,3.307997178528081506e-01,1.797022745620900641e-01,3.261650811486170864e-01,1.745492220448545684e-01,-4.634636704191064105e-03,-5.153052517235495733e-03,2.443146337299929027e-01
1.825000000000000178e+00,2.236087422329567698e+00,7.583999999999999631e-01,3.318555999999999728e-01,1.803221823282981362e-01,3.324054723988230653e-01,1.807179990606615771e-01,3.277606835821781361e-01,1.755725015371804587e-01,-4.644788816644929152e-03,-5.145497523481118440e-03,2.443146337299929027e-01
1.850000000000000089e+00,1.798655349876042697e+00,1.008699999999999930e+00,3.331973000000000296e-01,1.811651763570114315e-01,3.337245115381313187e-01,1.815322850300600810e-01,3.290719549961207413e-01,1.763975299024962140e-01,-4.652556542010577445e-03,-5.134755127563866983e-03,2.443146337299929027e-01
1.875000000000000000e+00,2.355173810945141000e+00,1.506800000000000139e+00,3.342781000000000224e-01,1.818266561435172568e-01,3.347569772862876714e-01,1.821466712330794546e-01,3.300999968186853484e-01,1.770272897517403687e-01,-4.656980467602322982e-03,-5.119381481339085882e-03,2.443146337299929027e-01
1.900000000000000133e+00,3.089315403913632796e+00,1.880500000000000060e+00,3.352130999999999861e-01,1.823711988701394726e-01,3.355052806516509722e-01,1.825655379931334643e-01,3.308483943729947363e-01,1.774678861434037802e-01,-4.656886278656235945e-03,-5.097651849729684104e-03,2.443146337299929027e-01
1.925000000000000044e+00,3.837416669536606761e+00,2.373499999999999943e+00,3.357392000000000154e-01,1.826521968797105711e-01,3.359739243031004130e-01,1.827957706222868295e-01,3.313229553154075635e-01,1.777280725098036585e-01,-4.650968987692849499e-03,-5.067698112483171036e-03,2.443146337299929027e-01
1.950000000000000178e+00,4.182825800660610938e+00,2.727300000000000058e+00,3.360145999999999966e-01,1.827691339395941805e-01,3.361691963988824305e-01,1.828462975641038935e-01,3.315313009421433366e-01,1.778186355966885068e-01,-4.637895456739093980e-03,-5.027661967415386624e-03,2.443146337299929027e-01
1.975000000000000089e+00,4.675068249696436418e+00,3.081399999999999917e+00,3.360397000000000522e-01,1.827237553790423408e-01,3.360987548221278653e-01,1.827275351865713382e-01,3.314823410298695650e-01,1.777516891673777133e-01,-4.616413792258300397e-03,-4.975846019193624903e-03,2.443146337299929027e-01
2.000000000000000000e+00,4.841201362802946662e+00,3.346200000000000063e+00,3.357559999999999989e-01,1.824741732960071527e-01,3.357711286022305175e-01,1.824507770097700265e-01,3.311856768976487730e-01,1.775399358580241616e-01,-4.585451704581744448e-03,-4.910841151745864996e-03,2.443146337299929027e-01
2.024999999999999911e+00,5.886762448648055646e+00,3.607600000000000140e+00,3.352578999999999976e-01,1.821093994823403672e-01,3.351951689521018851e-01,1.820275681922636501e-01,3.306509822114399588e-01,1.771959563508453961e-01,-4.544186740661926294e-03,-4.831611841418254061e-03,2.443146337299929027e-01
2.050000000000000266e+00,4.822568536915207815e+00,3.662399999999999878e+00,3.345430999999999822e-01,1.816172166332779558e-01,3.343794857451420910e-01,1.814691061281206719e-01,3.298874057628610190e-01,1.767315747152675143e-01,-4.492079982281071970e-03,-4.737531412853157597e-03,2.443146337299929027e-01
2.075000000000000178e+00,3.957652048413207169e+00,3.676699999999999857e+00,3.336127999999999871e-01,1.810080967243319350e-01,3.333319061816796824e-01,1.807857050541441801e-01,3.289030279996202344e-01,1.761573305159312708e-01,-4.428878182059448054e-03,-4.628374538212909339e-03,2.443146337299929027e-01
2.100000000000000089e+00,5.899447947233587897e+00,3.618800000000000239e+00,3.320270000000000166e-01,1.800115137214431671e-01,3.320589908177707938e-01,1.799863568941145187e-01,3.277043908142411865e-01,1.754820695904712180e-01,-4.354600003529607299e-03,-4.504287303643300655e-03,2.443146337299929027e-01
2.125000000000000000e+00,4.763713743850956917e+00,3.271100000000000119e+00,3.305926000000000142e-01,1.791405944246979853e-01,3.305656381907299823e-01,1.790784126409389332e-01,3.262961172226987450e-01,1.747126578742522751e-01,-4.269520968031237373e-03,-4.365754766686658073e-03,2.443146337299929027e-01
2.149999999999999911e+00,4.845172054293193753e+00,3.105900000000000105e+00,3.292632999999999810e-01,1.783517056027965342e-01,3.288548032799658571e-01,1.780673990356461678e-01,3.246806451982557906e-01,1.738538288512322671e-01,-4.174158081710066526e-03,-4.213570184413900632e-03,2.443146337299929027e-01
2.175000000000000266e+00,4.393552568678159354e+00,2.699500000000000011e+00,3.268768000000000229e-01,1.769711501644690155e-01,3.269273474319925321e-01,1.769569749002560255e-01,3.228581056792762527e-01,1.729081810540979147e-01,-4.069241752716279414e-03,-4.048793846158110776e-03,2.443146337299929027e-01
2.200000000000000178e+00,3.343963103644477464e+00,2.344100000000000072e+00,3.251916000000000251e-01,1.760182003928801309e-01,3.247820287033748032e-01,1.757490210347807946e-01,3.208263646402126357e-01,1.718763317154257397e-01,-3.955664063162167565e-03,-3.872689319355054893e-03,2.443146337299929027e-01
2.225000000000000089e+00,2.981182883623623159e+00,2.031299999999999883e+00,3.229787000000000075e-01,1.747912339287281125e-01,3.224156324476153412e-01,1.744438479066671988e-01,3.185812244916822467e-01,1.707572082218810627e-01,-3.834407955933094581e-03,-3.686639684786136018e-03,2.443146337299929027e-01
2.250000000000000000e+00,3.480247285409684643e+00,1.614000000000000101e+00,3.201273000000000035e-01,1.732413815529571521e-01,3.198232330239224042e-01,1.730404971844460571e-01,3.161167576723082351e-01,1.695484382813273738e-01,-3.706475351614169078e-03,-3.492058903118683277e-03,2.443146337299929027e-01
2.274999999999999911e+00,3.095459959253084037e+00,1.278699999999999948e+00,3.174256000000000300e-01,1.717979942615578404e-01,3.169985693439487107e-01,1.715371071097281375e-01,3.134257397000864143e-01,1.682467965213841066e-01,-3.572829643862296400e-03,-3.290310588344030895e-03,2.443146337299929027e-01
2.300000000000000266e+00,1.998862412109428943e+00,1.083099999999999952e+00,3.139539000000000080e-01,1.699758705224757582e-01,3.139345101352100098e-01,1.699313082017495924e-01,3.105001579864605232e-01,1.668486755056884374e-01,-3.434352148749486577e-03,-3.082632696061154975e-03,2.443146337299929027e-01
2.325000000000000178e+00,1.708410402325056365e+00,8.970000000000000195e-01,3.107254000000000405e-01,1.683055904283171922e-01,3.106235797201403193e-01,1.682206150768971731e-01,3.073317811549906575e-01,1.653505571041282984e-01,-3.291798565149661737e-03,-2.870057972768874643e-03,2.443146337299929027e-01
