Time(s),Fb_Right_Filtered(N),Mb_Right_Filtered(Nm),Fb_Left_Filtered(N),Mb_Left_Filtered(Nm),Fb_Right_Raw(N),Mb_Right_Raw(Nm),Fb_Left_Raw(N),Mb_Left_Raw(Nm),Ext_Force_Body(N),Ext_Moment_Body(Nm),X_Num_Right_Interface(m),X_Exp_Right_Interface(m),X_Cmd_Right_Interface(m),Rz_Num_Right_Interface(rad),Rz_Exp_Right_Interface(rad),Rz_Cmd_Right_Interface(rad),X_Num_Left_Interface(m),X_Exp_Left_Interface(m),X_Cmd_Left_Interface(m),Rz_Num_Left_Interface(rad),Rz_Exp_Left_Interface(rad),Rz_Cmd_Left_Interface(rad),X_Body_COM(m),Rz_Body(rad)
3.750000000000000000e-01,-3.877436303469565804e+00,-2.562561371729826121e+00,-2.512734105976433430e+00,-1.353688850158938362e+00,-3.043221505239516400e+00,-2.540200000000000014e+00,-2.466197532446444907e+00,-1.387500000000000178e+00,3.710463277139124898e+02,8.421561670186439130e+01,2.552857506249883723e-02,2.517669999999999630e-02,2.555788345833946359e-02,1.204951722739659031e-02,1.190838148635731120e-02,1.204522911182742510e-02,1.347905783510224692e-02,1.337390000000000627e-02,1.351265434651203676e-02,1.204951722739659031e-02,1.202531854624092934e-02,1.204522911182742510e-02,1.950381644880054208e-02,1.204951722739659031e-02
4.000000000000000222e-01,-4.084877609862328285e+00,-2.827522271522961539e+00,-2.681587339376928725e+00,-1.518061547862419980e+00,-4.311766373723735057e+00,-2.788599999999999746e+00,-2.686604736281746231e+00,-1.504599999999999937e+00,3.594530606766310257e+02,8.509946714301894133e+01,2.908370836225683542e-02,2.856570000000000636e-02,2.914253014751272408e-02,1.393800916944831596e-02,1.371654259142343624e-02,1.396577848669916869e-02,1.514569919280851773e-02,1.494249999999999572e-02,1.517675166081355713e-02,1.393800916944831596e-02,1.382649833429907930e-02,1.396577848669916869e-02,2.211470377753267658e-02,1.393800916944831596e-02
4.250000000000000444e-01,-4.200443930007777382e+00,-3.021529657125531898e+00,-2.779769982980805132e+00,-1.638427957555167680e+00,-4.862310615798699942e+00,-3.088799999999999990e+00,-2.742933107215884014e+00,-1.689299999999999802e+00,3.467708669469504912e+02,8.456213633183894274e+01,3.286874825946768663e-02,3.275709999999999733e-02,3.296511069442698005e-02,1.599260180603215287e-02,1.600466924078800326e-02,1.606287821954994338e-02,1.687614645343553030e-02,1.658329999999999527e-02,1.690223247487703320e-02,1.599260180603215287e-02,1.580221104755666003e-02,1.606287821954994338e-02,2.487244735645160673e-02,1.599260180603215287e-02
4.500000000000000111e-01,-4.217705033423674088e+00,-3.129500981604808718e+00,-2.801228897175777277e+00,-1.705852043000521956e+00,-3.484008330850117741e+00,-3.065399999999999903e+00,-2.820279049354521117e+00,-1.660600000000000076e+00,3.334883990233905138e+02,8.256618896992002021e+01,3.687747395519627019e-02,3.657019999999999715e-02,3.701982228462617763e-02,1.821149575488310857e-02,1.813048026971709331e-02,1.833538937363854079e-02,1.866597820031316163e-02,1.857790000000000136e-02,1.868443291098763337e-02,1.821149575488310857e-02,1.832072115818447755e-02,1.833538937363854079e-02,2.777172607775471591e-02,1.821149575488310857e-02
4.750000000000000333e-01,-4.136940104936648765e+00,-3.139280821023060497e+00,-2.744338045635337675e+00,-1.714188495565134751e+00,-4.094954832106727949e+00,-3.181099999999999817e+00,-3.006030149554263176e+00,-1.701899999999999746e+00,3.201525000350874279e+02,7.915447425030674822e+01,4.110214810494666055e-02,4.128489999999999244e-02,4.129911956611014012e-02,2.059020311071432449e-02,2.080956067152838970e-02,2.077917604258234033e-02,2.051194499423233258e-02,2.003709999999999519e-02,2.051994352352780326e-02,2.059020311071432449e-02,2.023709267687424929e-02,2.077917604258234033e-02,3.080704654958949656e-02,2.059020311071432449e-02
5.000000000000000000e-01,-3.965150328783435096e+00,-3.045086573466494251e+00,-2.615142999452944927e+00,-1.661281852877188214e+00,-4.205789059411287667e+00,-2.997399999999999842e+00,-2.520050068087802853e+00,-1.695999999999999730e+00,3.073255297163334490e+02,7.444633284360682524e+01,4.553380137567045183e-02,4.551260000000000722e-02,4.579398170223945158e-02,2.312166930323195785e-02,2.325127629506846053e-02,2.338719264398142136e-02,2.241213207243849745e-02,2.182769999999999502e-02,2.240678905825802675e-02,2.312166930323195785e-02,2.266484566639836301e-02,2.338719264398142136e-02,3.397296672405447637e-02,2.312166930323195785e-02
5.250000000000000222e-01,-3.718027256743261511e+00,-2.850660855025056062e+00,-2.425851844726148787e+00,-1.549350736071546830e+00,-4.174345486174276587e+00,-2.919399999999999995e+00,-1.890462652565975121e+00,-1.557999999999999829e+00,2.955408112688818392e+02,6.862861930325340154e+01,5.016258500997411440e-02,4.915940000000000587e-02,5.049426402262277569e-02,2.579652984232011850e-02,2.538057798250153985e-02,2.614972786998507118e-02,2.436605516765399937e-02,2.367709999999999607e-02,2.434453615263770798e-02,2.579652984232011850e-02,2.524967828860196634e-02,2.614972786998507118e-02,3.726432008881405689e-02,2.579652984232011850e-02
5.500000000000000444e-01,-3.420223803260954654e+00,-2.570738597353982691e+00,-2.190811165513904868e+00,-1.384526056642821690e+00,-3.179166331941127410e+00,-2.556299999999999795e+00,-2.783739860419709000e+00,-1.370499999999999829e+00,2.852592051655101386e+02,6.194224413764047199e+01,5.497815957716775670e-02,5.369540000000000424e-02,5.538910685304662684e-02,2.860347489907998086e-02,2.805267706730485769e-02,2.905478695827400787e-02,2.637468467808777584e-02,2.592180000000000525e-02,2.633431989477261551e-02,2.860347489907998086e-02,2.847330141703549242e-02,2.905478695827400787e-02,4.067642212762776627e-02,2.860347489907998086e-02
5.750000000000000666e-01,-3.099131898617788927e+00,-2.229453924993279657e+00,-1.924629001886977386e+00,-1.175519231802508502e+00,-1.968930312149725914e+00,-2.222900000000000098e+00,-1.946277880443340935e+00,-1.153399999999999981e+00,2.768297600411301005e+02,5.466526961963911901e+01,5.997008826416107274e-02,5.929869999999999586e-02,6.046736998812010655e-02,3.152969084716805703e-02,3.138101995085804813e-02,3.208858478468699926e-02,2.844039741699301571e-02,2.791209999999999525e-02,2.837878520343310729e-02,3.152969084716805703e-02,3.138276528011003930e-02,3.208858478468699926e-02,4.420524284057704423e-02,3.152969084716805703e-02
6.000000000000000888e-01,-2.776433077781645054e+00,-1.855305566664392725e+00,-1.642462158219217372e+00,-9.320700849945555699e-01,-3.999808368851798246e+00,-1.901100000000000012e+00,-1.247305826171771104e+00,-9.262000000000000233e-01,2.704571450855922308e+02,4.709384213075657755e+01,6.512820893332732508e-02,6.439300000000000579e-02,6.571805941841260545e-02,3.456135358911709143e-02,3.441963817858017388e-02,3.523611522855190498e-02,3.056685534421023365e-02,2.994020000000000362e-02,3.048194418986069701e-02,3.456135358911709143e-02,3.437949560578430069e-02,3.523611522855190498e-02,4.784753213876877936e-02,3.456135358911709143e-02
6.250000000000000000e-01,-2.465295474261718134e+00,-1.474147673981765827e+00,-1.358682873889627052e+00,-6.642329051415317709e-01,-2.951101648093946483e+00,-1.365899999999999892e+00,-1.681338790716512266e+00,-6.932999999999999163e-01,2.661781480256119039e+02,3.952239245852916838e+01,7.044296433687878556e-02,6.968580000000000607e-02,7.113071349079751193e-02,3.768415316056212411e-02,3.758042945394190343e-02,3.848175783196872840e-02,3.275881117631666839e-02,3.201280000000000098e-02,3.264895565882877659e-02,3.768415316056212411e-02,3.744952976004232992e-02,3.848175783196872840e-02,5.160088775659772697e-02,3.768415316056212411e-02
6.500000000000000222e-01,-2.170573591087067378e+00,-1.103254817197663940e+00,-1.083255728893662173e+00,-3.828361256916427147e-01,-8.360804025108853343e-01,-1.105599999999999916e+00,-9.765498237854399743e-01,-3.879000000000000226e-01,2.638489541558818132e+02,3.222457286932930742e+01,7.590567088646912874e-02,7.598490000000000799e-02,7.669571864600381594e-02,4.088382550032648027e-02,4.133637800423369674e-02,4.180988126867572069e-02,3.502184538614264153e-02,3.488789999999999947e-02,3.488583737732810219e-02,4.088382550032648027e-02,4.168893451313655102e-02,4.180988126867572069e-02,5.546375813630588514e-02,4.088382550032648027e-02
6.750000000000000444e-01,-1.884378920890999565e+00,-7.494729504101058648e-01,-8.195062372947539142e-01,-1.003059273828783710e-01,-2.645535676853953966e+00,-8.367999999999999883e-01,-5.586287646183263345e-01,-7.930000000000003713e-02,2.631442406591565941e+02,2.543632361131293251e+01,8.150870774072138669e-02,8.241380000000000927e-02,8.240453004615989896e-02,4.414666162132085958e-02,4.514992241984130961e-02,4.520540463340796955e-02,3.736204611940052017e-02,3.675289999999999807e-02,3.719912541275192941e-02,4.414666162132085958e-02,4.440990281699572217e-02,4.520540463340796955e-02,5.943537693006094996e-02,4.414666162132085958e-02
7.000000000000000666e-01,-1.582151375800236126e+00,-4.123606739032565915e-01,-5.662955312656856588e-01,1.692279194015854360e-01,-8.942124923369773049e-01,-3.413999999999999813e-01,-1.027383037601208970e+00,1.461999999999999966e-01,2.635683695201457795e+02,1.934227833792016682e+01,8.724561244935391535e-02,8.709559999999999524e-02,8.824977942038567114e-02,4.745996350139853465e-02,4.790754263799235080e-02,4.865428190357244664e-02,3.978564894795538764e-02,3.942969999999999808e-02,3.959549751681321755e-02,4.745996350139853465e-02,4.825311782988722653e-02,4.865428190357244664e-02,6.351563069865465150e-02,4.745996350139853465e-02
7.250000000000000888e-01,-1.233492375166946209e+00,-9.043026955407509893e-02,-3.237094387648439264e-01,4.108954967779673839e-01,-1.295606407199295873e+00,-9.949999999999996347e-02,-1.361050849161315468e-01,4.309999999999999942e-01,2.644781890415683279e+02,1.406644274515231352e+01,9.311107159428855251e-02,9.372749999999999138e-02,9.422526082339495457e-02,5.081241567325651964e-02,5.178217357741975863e-02,5.214388173781625557e-02,4.229865592103203981e-02,4.180100000000000482e-02,4.208137908557869900e-02,5.081241567325651964e-02,5.157797005493642423e-02,5.214388173781625557e-02,6.770486375766029963e-02,5.081241567325651964e-02
7.500000000000000000e-01,-8.282063801409311754e-01,2.127921084832588572e-01,-9.866403362559317269e-02,6.106704951275132576e-01,-2.264931843265514111e+00,1.106000000000000316e-01,1.258537126371272741e-01,6.213999999999999524e-01,2.651162071619360745e+02,9.667735638736596471e+00,9.910079172132352232e-02,9.851949999999999597e-02,1.003257941225951383e-01,5.419433746893669718e-02,5.455201110033476575e-02,5.566324349886577622e-02,4.490645425238681820e-02,4.427240000000000342e-02,4.466255062372935514e-02,5.419433746893669718e-02,5.495343682829346293e-02,5.566324349886577622e-02,7.200362298685517026e-02,5.419433746893669718e-02
7.750000000000000222e-01,-3.959930736613972990e-01,4.856882683038320492e-01,9.256730265185254825e-02,7.569199543439955047e-01,5.144322949071682416e-01,6.031999999999999584e-01,-1.736020078476061268e-01,7.187000000000000055e-01,2.646522267243371402e+02,6.140594264097774868e+00,1.052112366341949046e-01,1.053419000000000022e-01,1.065469752447960050e-01,5.759778207344028178e-02,5.844758599078610922e-02,5.920320031631462476e-02,4.761345456075461585e-02,4.640970000000000512e-02,4.734377492848138025e-02,5.759778207344028178e-02,5.779832350904421517e-02,5.920320031631462476e-02,7.641234559747475674e-02,5.759778207344028178e-02
8.000000000000000444e-01,2.970096449531750560e-03,7.097822930775475880e-01,2.259385127795183745e-01,8.415712690951806518e-01,2.699971575423804060e-02,6.103000000000000647e-01,1.644009599041113268e-01,8.778000000000000247e-01,2.622309762689306467e+02,3.420446842692014044e+00,1.114392344942736202e-01,1.113698000000000049e-01,1.128848308528722505e-01,6.101646865078915599e-02,6.184050605666308736e-02,6.275637034783099200e-02,5.042276584348445723e-02,4.949020000000000502e-02,5.012846050504125850e-02,6.101646865078915599e-02,6.177767420359128736e-02,6.275637034783099200e-02,8.093100016887903869e-02,6.101646865078915599e-02
8.250000000000000666e-01,3.125839963448684422e-01,8.647350476700859101e-01,2.761792193809367579e-01,8.609188323878192994e-01,1.182823378242366941e+00,9.371000000000000441e-01,2.921855202832553400e-01,8.323000000000000398e-01,2.570228652862896297e+02,1.393476441725333359e+00,1.177814898978645636e-01,1.185615000000000002e-01,1.193354025500658333e-01,6.444557027366004665e-02,6.582509273896613999e-02,6.631702733996777677e-02,5.333591962420451693e-02,5.268179999999999391e-02,5.301837521009805654e-02,6.444557027366004665e-02,6.575004358113037406e-02,6.631702733996777677e-02,8.555870476103454025e-02,6.444557027366004665e-02
8.500000000000000888e-01,5.093977548764453411e-01,9.348229660623428305e-01,2.283900446940523576e-01,8.161398458686730528e-01,9.708392544620417230e-02,9.471000000000000529e-01,3.363279886219528447e-01,8.303000000000000380e-01,2.482747661549969109e+02,-9.022858618832327315e-02,1.242340615769848694e-01,1.248405999999999960e-01,1.258942913723475887e-01,6.788140951095700260e-02,6.925117406063101277e-02,6.988087035873996600e-02,5.635265206602786681e-02,5.552070000000000616e-02,5.601342101360763659e-02,6.788140951095700260e-02,6.916216226877928974e-02,6.988087035873996600e-02,9.029335682150636810e-02,6.788140951095700260e-02
8.750000000000000000e-01,6.001117831342596132e-01,9.139604184974396972e-01,8.957132573881369797e-02,7.133220183084101329e-01,-1.115333669168458997e+00,8.639000000000000012e-01,4.606401622122863193e-01,7.395000000000000462e-01,2.353576910458809550e+02,-1.201295557708369266e+00,1.307918662535546839e-01,1.301553999999999767e-01,1.325561967985794953e-01,7.132111388678506747e-02,7.211176870464972022e-02,7.344471948361197544e-02,5.947075236676960946e-02,5.843299999999999883e-02,5.911147731496753377e-02,7.132111388678506747e-02,7.255508233465626788e-02,7.344471948361197544e-02,9.513130931016214320e-02,7.132111388678506747e-02
9.000000000000000222e-01,5.964775681991414391e-01,8.071069546051605759e-01,-1.097087313887667587e-01,5.626338178672024570e-01,3.213142130040847366e+00,9.598999999999999755e-01,-5.111722988071373264e-01,5.269000000000000350e-01,2.178083936826548950e+02,-2.114775644741667016e+00,1.374482471792097260e-01,1.377018999999999882e-01,1.393144855116409397e-01,7.476226191395374254e-02,7.611729933797670156e-02,7.700616881924109147e-02,6.268598526525599735e-02,6.193540000000000156e-02,6.230831669239985521e-02,7.476226191395374254e-02,7.650127177341546625e-02,7.700616881924109147e-02,1.000671162222328686e-01,7.476226191395374254e-02
9.250000000000000444e-01,4.967603272540072057e-01,6.278313920350026001e-01,-3.286180993856005483e-01,3.765554644034354581e-01,-1.622385300647349204e+00,3.894000000000000239e-01,-3.533180646299198813e-01,4.070000000000000284e-01,1.953622735177635548e+02,-2.994305705294817876e+00,1.441946248210114190e-01,1.443109000000000197e-01,1.461608235862177640e-01,7.820253501613663727e-02,7.957130592767347466e-02,8.056323005458243536e-02,6.599208980487479559e-02,6.452719999999999290e-02,6.559759353163532869e-02,7.820253501613663727e-02,7.933743180790624183e-02,8.056323005458243536e-02,1.050933573129431142e-01,7.820253501613663727e-02
9.500000000000000666e-01,2.914894953701233082e-01,3.940589150876412372e-01,-5.370463611651707936e-01,1.677666996968671942e-01,4.490136737080556162e-01,4.637999999999999901e-01,-3.900143264405629973e-01,1.330999999999999961e-01,1.679754724465171591e+02,-3.978030089582653694e+00,1.510202436154944872e-01,1.521115000000000106e-01,1.530849017514510912e-01,8.163939752585072651e-02,8.359428985352040931e-02,8.411399888516080114e-02,6.938084608964376065e-02,6.828990000000000060e-02,6.897090286629029010e-02,8.163939752585072651e-02,8.334470777048520740e-02,8.411399888516080114e-02,1.102005448525691239e-01,8.163939752585072651e-02
9.750000000000000888e-01,-1.248000250128671398e-02,1.249760840915107307e-01,-7.290455026668345440e-01,-5.217466738160035644e-02,1.879466025921630923e+00,2.504000000000000115e-01,-1.283575050375023618e+00,-8.109979631995270499e-02,1.358347001124799078e+02,-5.167423496699451668e+00,1.579120384325158888e-01,1.577192000000000038e-01,1.600742771505458961e-01,8.506984470115934449e-02,8.645313916828711864e-02,8.765637303376982992e-02,7.284219373135653042e-02,7.161240000000000661e-02,7.241790411677608008e-02,8.506984470115934449e-02,8.679522370167801204e-02,8.765637303376982992e-02,1.153771160819362096e-01,8.506984470115934449e-02
1.000000000000000000e+00,-3.711196542461826509e-01,-1.595196227453705706e-01,-9.181362758694285864e-01,-2.724703814466391538e-01,-1.729061189680247912e+00,-3.117000000000000326e-01,-3.319857625827200009e-01,-2.216997895129545204e-01,9.935406322729649276e+01,-6.619899412826691254e+00,1.648546508100905417e-01,1.656542000000000014e-01,1.671143470282510646e-01,8.849026427422185259e-02,9.045692447236211575e-02,9.118784469462061504e-02,7.636438653586868908e-02,7.496959999999999735e-02,7.592650233363043566e-02,8.849026427422185259e-02,9.021257837708290817e-02,9.118784469462061504e-02,1.206095186729796154e-01,8.849026427422185259e-02
1.025000000000000133e+00,-7.079313538682631135e-01,-4.380707437363055012e-01,-1.117376755093711038e+00,-4.813315262290568941e-01,-3.129790484084318813e-01,-3.099999999999999978e-01,-1.135337777339390897e+00,-4.560996580893049157e-01,5.915896131325906282e+01,-8.345761980514762257e+00,1.718306144985689010e-01,1.725097999999999909e-01,1.741884605858648460e-01,9.189643721025717027e-02,9.388126046477497655e-02,9.470538250948032366e-02,7.993417728831171687e-02,7.835269999999999735e-02,7.948307807638453626e-02,9.189643721025717027e-02,9.359328113819591344e-02,9.470538250948032366e-02,1.258823958934403020e-01,9.189643721025717027e-02
1.050000000000000044e+00,-9.474784508706695085e-01,-6.878278312715212506e-01,-1.319196829463399334e+00,-6.644561091831685529e-01,-1.519196953130707461e+00,-7.851999999999998980e-01,-1.250227217617392972e+00,-6.921997327890372365e-01,1.605789701816208392e+01,-1.030968904878415593e+01,1.788207016131335703e-01,1.793270000000000142e-01,1.812781655082511267e-01,9.528366463691441413e-02,9.726021789663601147e-02,9.820540932828657199e-02,8.353703697621917001e-02,8.235759999999998915e-02,8.307275617996454087e-02,9.528366463691441413e-02,9.753074393069512127e-02,9.820540932828657199e-02,1.311788692946763701e-01,9.528366463691441413e-02
