Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Left
9.000000000000000222e-01,-5.111722988071373264e-01,5.269000000000000350e-01,6.193540000000000156e-02,7.650127177341546625e-02,6.230831669239985521e-02,7.700616881924109147e-02,6.268598526525599735e-02,7.476226191395374254e-02,3.776685728561421374e-04,-2.243906905287348930e-03,2.404840942428260187e-01
9.250000000000000444e-01,-3.533180646299198813e-01,4.070000000000000284e-01,6.452719999999999290e-02,7.933743180790624183e-02,6.559759353163532869e-02,8.056323005458243536e-02,6.599208980487479559e-02,7.820253501613663727e-02,3.944962732394668992e-04,-2.360695038445798088e-03,2.404840942428260187e-01
9.500000000000000666e-01,-3.900143264405629973e-01,1.330999999999999961e-01,6.828990000000000060e-02,8.334470777048520740e-02,6.897090286629029010e-02,8.411399888516080114e-02,6.938084608964376065e-02,8.163939752585072651e-02,4.099432233534705539e-04,-2.474601359310074633e-03,2.404840942428260187e-01
9.750000000000000888e-01,-1.283575050375023618e+00,-8.109979631995270499e-02,7.161240000000000661e-02,8.679522370167801204e-02,7.241790411677608008e-02,8.765637303376982992e-02,7.284219373135653042e-02,8.506984470115934449e-02,4.242896145804503361e-04,-2.586528332610485426e-03,2.404840942428260187e-01
1.000000000000000000e+00,-3.319857625827200009e-01,-2.216997895129545204e-01,7.496959999999999735e-02,9.021257837708290817e-02,7.592650233363043566e-02,9.118784469462061504e-02,7.636438653586868908e-02,8.849026427422185259e-02,4.378842022382534171e-04,-2.697580420398762446e-03,2.404840942428260187e-01
1.025000000000000133e+00,-1.135337777339390897e+00,-4.560996580893049157e-01,7.835269999999999735e-02,9.359328113819591344e-02,7.948307807638453626e-02,9.470538250948032366e-02,7.993417728831171687e-02,9.189643721025717027e-02,4.510992119271806100e-04,-2.808945299223153391e-03,2.404840942428260187e-01
1.050000000000000044e+00,-1.250227217617392972e+00,-6.921997327890372365e-01,8.235759999999998915e-02,9.753074393069512127e-02,8.307275617996454087e-02,9.820540932828657199e-02,8.353703697621917001e-02,9.528366463691441413e-02,4.642807962546291467e-04,-2.921744691372157865e-03,2.404840942428260187e-01
1.074999999999999956e+00,-1.415350150242600913e+00,-8.007998050455029659e-01,8.640389999999999182e-02,1.014542440891783859e-01,8.667970332180502391e-02,1.016838727664396008e-01,8.715741537649152049e-02,9.864697448207697394e-02,4.777120546864965789e-04,-3.036898284362626876e-03,2.404840942428260187e-01
1.100000000000000089e+00,-2.283171832314222272e+00,-9.432997589685934159e-01,8.927760000000001250e-02,1.042188456243374056e-01,9.028744441484429228e-02,1.051363967289417473e-01,9.077904121826593786e-02,1.019813570519490092e-01,4.915968034216455784e-04,-3.155039676992738018e-03,2.404840942428260187e-01
1.125000000000000000e+00,-9.564183417733234105e-01,-8.146000000000001018e-01,9.327009999999999468e-02,1.080393713569529901e-01,9.387918830381447588e-02,1.085584943738043401e-01,9.438524665699833671e-02,1.052820031351167918e-01,5.060583531838608318e-04,-3.276491238687548324e-03,2.404840942428260187e-01
1.150000000000000133e+00,-1.780775066496413261e+00,-8.753000000000000780e-01,9.666610000000000480e-02,1.112804477779064521e-01,9.743815391703150586e-02,1.119458170827060256e-01,9.795929407691791879e-02,1.085445451993421601e-01,5.211401598864129348e-04,-3.401271883363865545e-03,2.404840942428260187e-01
1.175000000000000044e+00,-1.407601100636966640e+00,-6.826999999999999735e-01,1.000030000000000086e-01,1.144709096505520940e-01,1.009478888118743867e-01,1.152944103951274585e-01,1.014846889875823388e-01,1.117653059350938727e-01,5.368001757079521319e-04,-3.529104460033585799e-03,2.404840942428260187e-01
1.200000000000000178e+00,-4.257223989983251466e-01,-4.388999999999999568e-01,1.032760999999999957e-01,1.176142476333938841e-01,1.043925728559689237e-01,1.186009468522409432e-01,1.049454756874852457e-01,1.149415364986159233e-01,5.529028315163220242e-04,-3.659410353625019985e-03,2.404840942428260187e-01
1.225000000000000089e+00,-5.382914142983713512e-01,-1.454999999999999627e-01,1.070358000000000004e-01,1.212602404408100326e-01,1.077573005412645335e-01,1.218629073823914860e-01,1.083265212744890793e-01,1.180716002304584983e-01,5.692207332245458051e-04,-3.791307151932987729e-03,2.404840942428260187e-01
1.250000000000000000e+00,-6.983715619575906475e-01,1.945000000000000062e-01,1.102073000000000080e-01,1.243773984848719066e-01,1.110283361002142588e-01,1.250786871114755727e-01,1.116137908425840902e-01,1.211550514798802880e-01,5.854547423698314157e-04,-3.923635631595284723e-03,2.404840942428260187e-01
1.275000000000000133e+00,4.005476499580148397e-01,5.786999999999999922e-01,1.133047999999999972e-01,1.274718672486578608e-01,1.141933361807965924e-01,1.282476079561930271e-01,1.147946043782071823e-01,1.241925815853289761e-01,6.012681974105898997e-04,-4.055026370864051044e-03,2.404840942428260187e-01
1.300000000000000044e+00,8.006118716055137252e-01,9.539999999999999591e-01,1.162814000000000070e-01,1.305035041593720080e-01,1.172415353690588607e-01,1.313698285275489430e-01,1.178578550237164707e-01,1.271858384056095692e-01,6.163196546576099610e-04,-4.183990121939373807e-03,2.404840942428260187e-01
1.325000000000000178e+00,1.477775672333629053e+00,1.379399999999999959e+00,1.195897999999999961e-01,1.339644920660767735e-01,1.201638903768649097e-01,1.344461510642940005e-01,1.207941701457797001e-01,1.301371456980262575e-01,6.302797689147904281e-04,-4.309005366267742998e-03,2.404840942428260187e-01
1.350000000000000089e+00,2.582435453420687477e+00,1.761299999999999866e+00,1.222936000000000023e-01,1.368844279046632639e-01,1.229531793056308636e-01,1.374777345700640419e-01,1.235960109342586488e-01,1.330491450286007127e-01,6.428316286277852010e-04,-4.428589541463329171e-03,2.404840942428260187e-01
1.375000000000000000e+00,2.020951412166258621e+00,1.996799999999999908e+00,1.248572000000000154e-01,1.397415318901779890e-01,1.256040531242981206e-01,1.404657322547213372e-01,1.262577205939523495e-01,1.359243728625263437e-01,6.536674696542288387e-04,-4.541359392194993516e-03,2.404840942428260187e-01
1.400000000000000133e+00,2.488353951988364621e+00,2.288800000000000168e+00,1.272833999999999910e-01,1.425480213273848940e-01,1.281130374233929725e-01,1.434108790265748168e-01,1.287755331487378807e-01,1.387647897636811734e-01,6.624957253449081929e-04,-4.646089262893643435e-03,2.404840942428260187e-01
1.425000000000000044e+00,3.065569740007994426e+00,2.406600000000000072e+00,1.299653999999999809e-01,1.457925884068423383e-01,1.304784836690233152e-01,1.463130604915234001e-01,1.311475447440639819e-01,1.415712957549151163e-01,6.690610750406666973e-04,-4.741764736608283792e-03,2.404840942428260187e-01
1.450000000000000178e+00,3.203846684081061102e+00,2.528500000000000192e+00,1.321386999999999978e-01,1.485484632957413953e-01,1.327004705947469054e-01,1.491708981820549229e-01,1.333736387825102399e-01,1.443432770954070354e-01,6.731681877633344246e-04,-4.827621086647887472e-03,2.404840942428260187e-01
1.475000000000000089e+00,2.895117936436245820e+00,2.522100000000000009e+00,1.345017000000000018e-01,1.516883106200791753e-01,1.347806580144304267e-01,1.519813862500576374e-01,1.354553553738752081e-01,1.470782251034279675e-01,6.746973594447813749e-04,-4.903161146629669842e-03,2.404840942428260187e-01
1.500000000000000000e+00,3.242152035314130654e+00,2.433300000000000018e+00,1.366838999999999971e-01,1.547513634573292329e-01,1.367220971574745758e-01,1.547396125179530124e-01,1.373957040268186658e-01,1.497714552704959567e-01,6.736068693440899757e-04,-4.968157247457055670e-03,2.404840942428260187e-01
1.525000000000000133e+00,2.733840601027249573e+00,2.252299999999999969e+00,1.381415000000000004e-01,1.568946277787782451e-01,1.385290035258450458e-01,1.574385917260303080e-01,1.391989289360687221e-01,1.524159453425451560e-01,6.699254102236762431e-04,-5.022646383485152022e-03,2.404840942428260187e-01
1.550000000000000044e+00,2.571720847853979031e+00,1.997500000000000053e+00,1.400343000000000004e-01,1.598058369711048143e-01,1.402065001275825118e-01,1.600692313922290888e-01,1.408702426526355356e-01,1.550023055353445256e-01,6.637425250530237797e-04,-5.066925856884563206e-03,2.404840942428260187e-01
1.575000000000000178e+00,2.348423028968466220e+00,1.751300000000000079e+00,1.412877000000000161e-01,1.618199469279062441e-01,1.417603406115081621e-01,1.626204414585307456e-01,1.424155446265434333e-01,1.575188899626201455e-01,6.552040150352711478e-04,-5.101551495910600087e-03,2.404840942428260187e-01
1.600000000000000089e+00,1.676310511404114356e+00,1.420599999999999863e+00,1.426988000000000145e-01,1.641761414180985812e-01,1.431966231631051911e-01,1.650793885306187647e-01,1.438411371407770367e-01,1.599520552170209386e-01,6.445139776718455948e-04,-5.127333313597826070e-03,2.404840942428260187e-01
1.625000000000000000e+00,1.542897077881140389e+00,1.066200000000000037e+00,1.442289000000000210e-01,1.668360231981379505e-01,1.445215068795830393e-01,1.674318848160198658e-01,1.451534454233547322e-01,1.622865683057152231e-01,6.319385437716928955e-04,-5.145316510304642765e-03,2.404840942428260187e-01
1.650000000000000133e+00,1.098087805195303579e+00,6.534999999999999698e-01,1.454415000000000013e-01,1.690159394338788812e-01,1.457409426023794086e-01,1.696628916565542655e-01,1.463587450799728740e-01,1.645061577099693195e-01,6.178024775934654045e-04,-5.156733946584945993e-03,2.404840942428260187e-01
1.675000000000000044e+00,7.140497183851814977e-01,3.923999999999999710e-01,1.465537000000000090e-01,1.710614653172162214e-01,1.468604297630854427e-01,1.717571086292628835e-01,1.474629007997690922e-01,1.665941870476855546e-01,6.024710366836494302e-04,-5.162921581577328833e-03,2.404840942428260187e-01
1.700000000000000178e+00,6.087676744027206155e-01,1.959000000000000186e-01,1.475681000000000076e-01,1.729603835433860815e-01,1.478848096565534287e-01,1.736996122586173807e-01,1.484711246711144517e-01,1.685344142806796952e-01,5.863150145610229735e-04,-5.165197977937685536e-03,2.404840942428260187e-01
1.725000000000000089e+00,4.164916586000648180e-01,-5.349999999999998507e-02,1.487874999999999892e-01,1.752659634852705706e-01,1.488181037106026672e-01,1.754765039956319994e-01,1.493877672793953726e-01,1.703117840697163099e-01,5.696635687927054104e-04,-5.164719925915689513e-03,2.404840942428260187e-01
1.750000000000000000e+00,8.590977260443666275e-02,-1.649000000000000465e-01,1.494767999999999930e-01,1.765697244365103391e-01,1.496634028517800363e-01,1.770755256375720899e-01,1.502161570444078831e-01,1.719131888110460027e-01,5.527541926278467521e-04,-5.162336826526087163e-03,2.404840942428260187e-01
1.775000000000000133e+00,2.435923889192710412e-01,-1.879999999999999449e-01,1.502259999999999984e-01,1.779729691551137916e-01,1.504228111045590177e-01,1.784866019245466562e-01,1.509585015316075585e-01,1.733281300380144774e-01,5.356904270485407515e-04,-5.158471886532178807e-03,2.404840942428260187e-01
1.800000000000000044e+00,1.423055866123916491e-01,-1.403999999999999693e-01,1.508912000000000031e-01,1.791929543022578175e-01,1.510974432907180587e-01,1.797022745620900641e-01,1.516158591037625181e-01,1.745492220448545684e-01,5.184158130444593837e-04,-5.153052517235495733e-03,2.404840942428260187e-01
1.825000000000000178e+00,2.676512831583147678e-01,4.779999999999995364e-02,1.515685999999999978e-01,1.803919954983778939e-01,1.516874733381615159e-01,1.807179990606615771e-01,1.521881820449977052e-01,1.755725015371804587e-01,5.007087068361892879e-04,-5.145497523481118440e-03,2.404840942428260187e-01
1.850000000000000089e+00,3.530865895179024494e-01,2.988000000000000100e-01,1.520663000000000153e-01,1.812262628808312126e-01,1.521922265080712378e-01,1.815322850300600810e-01,1.526744250936245550e-01,1.763975299024962140e-01,4.821985855533172938e-04,-5.134755127563866983e-03,2.404840942428260187e-01
1.875000000000000000e+00,4.781903687338242004e-01,5.887000000000000011e-01,1.524832999999999883e-01,1.818790160210770890e-01,1.526103060532082445e-01,1.821466712330794546e-01,1.530727070669449796e-01,1.770272897517403687e-01,4.624010137367351447e-04,-5.119381481339085882e-03,2.404840942428260187e-01
1.900000000000000133e+00,1.236116031565057671e+00,9.600999999999999535e-01,1.528168000000000026e-01,1.823485095898635666e-01,1.529397426585175079e-01,1.825655379931334643e-01,1.533805082295909838e-01,1.774678861434037802e-01,4.407655710734759147e-04,-5.097651849729684104e-03,2.404840942428260187e-01
1.925000000000000044e+00,1.143779973979422548e+00,1.410600000000000076e+00,1.531001999999999919e-01,1.826748861599865048e-01,1.531781536808136113e-01,1.827957706222868295e-01,1.535948828056038773e-01,1.777280725098036585e-01,4.167291247902660256e-04,-5.067698112483171036e-03,2.404840942428260187e-01
1.950000000000000178e+00,1.749249805912850064e+00,1.768400000000000194e+00,1.532518999999999965e-01,1.827761152566021730e-01,1.533228988347785648e-01,1.828462975641038935e-01,1.537126653454548575e-01,1.778186355966885068e-01,3.897665106762926435e-04,-5.027661967415386624e-03,2.404840942428260187e-01
1.975000000000000089e+00,2.896383945524710679e+00,2.001300000000000079e+00,1.533174999999999955e-01,1.827202647205383446e-01,1.533712196355565549e-01,1.827275351865713382e-01,1.537306518624918517e-01,1.777516891673777133e-01,3.594322269352967503e-04,-4.975846019193624903e-03,2.404840942428260187e-01
2.000000000000000000e+00,1.965049188879461006e+00,2.443099999999999827e+00,1.532926000000000011e-01,1.825160611980550240e-01,1.533203515924604909e-01,1.824507770097700265e-01,1.536457410396245837e-01,1.775399358580241616e-01,3.253894471640927932e-04,-4.910841151745864996e-03,2.404840942428260187e-01
2.024999999999999911e+00,3.534459603987905929e+00,2.607600000000000140e+00,1.531112000000000029e-01,1.820203876904886442e-01,1.531676007598382627e-01,1.820275681922636501e-01,1.534550258605945905e-01,1.771959563508453961e-01,2.874251007563277671e-04,-4.831611841418254061e-03,2.404840942428260187e-01
2.050000000000000266e+00,3.246426879169054924e+00,2.789700000000000291e+00,1.528636999999999913e-01,1.814967889148903224e-01,1.529103796170214469e-01,1.814691061281206719e-01,1.531558310475935325e-01,1.767315747152675143e-01,2.454514305720856271e-04,-4.737531412853157597e-03,2.404840942428260187e-01
2.075000000000000178e+00,4.107128047814155636e+00,2.721200000000000063e+00,1.525224000000000024e-01,1.808614890671643993e-01,1.525462011275354746e-01,1.807857050541441801e-01,1.527456974836889358e-01,1.761573305159312708e-01,1.994963561534612850e-04,-4.628374538212909339e-03,2.404840942428260187e-01
2.100000000000000089e+00,2.999255985488664233e+00,2.776600000000000179e+00,1.520816000000000112e-01,1.801162334765628315e-01,1.520726339236562752e-01,1.799863568941145187e-01,1.522223212237699408e-01,1.754820695904712180e-01,1.496873001136656001e-04,-4.504287303643300655e-03,2.404840942428260187e-01
2.125000000000000000e+00,3.777162446051236966e+00,2.554400000000000226e+00,1.515389000000000042e-01,1.792680034600935834e-01,1.514872255497910492e-01,1.790784126409389332e-01,1.515834593484464698e-01,1.747126578742522751e-01,9.623379865542069922e-05,-4.365754766686658073e-03,2.404840942428260187e-01
2.149999999999999911e+00,3.541309812112369837e+00,2.395700000000000163e+00,1.507807999999999926e-01,1.781632100435811550e-01,1.507874042443196616e-01,1.780673990356461678e-01,1.508268163470234957e-01,1.738538288512322671e-01,3.941210270383410652e-05,-4.213570184413900632e-03,2.404840942428260187e-01
2.175000000000000266e+00,2.645337869704316169e+00,2.083299999999999930e+00,1.501510000000000067e-01,1.772957814053399972e-01,1.499703725317365066e-01,1.769569749002560255e-01,1.499499246251783657e-01,1.729081810540979147e-01,-2.044790655814088254e-05,-4.048793846158110776e-03,2.404840942428260187e-01
2.200000000000000178e+00,2.788633500448936875e+00,1.881800000000000139e+00,1.491306000000000298e-01,1.759640951860683145e-01,1.490330076685940086e-01,1.757490210347807946e-01,1.489500329247868682e-01,1.718763317154257397e-01,-8.297474380714042752e-05,-3.872689319355054893e-03,2.404840942428260187e-01
2.225000000000000089e+00,2.572851238724235934e+00,1.505800000000000027e+00,1.481186000000000169e-01,1.747074581246323977e-01,1.479717845409481702e-01,1.744438479066671988e-01,1.478240162698011839e-01,1.707572082218810627e-01,-1.477682711469863186e-04,-3.686639684786136018e-03,2.404840942428260187e-01
2.250000000000000000e+00,1.561700090805204555e+00,1.291399999999999881e+00,1.467834000000000083e-01,1.731192085053175622e-01,1.467827358394763748e-01,1.730404971844460571e-01,1.465683193909808613e-01,1.695484382813273738e-01,-2.144164484955135563e-04,-3.492058903118683277e-03,2.404840942428260187e-01
2.274999999999999911e+00,1.826188815154611733e+00,1.102199999999999847e+00,1.459533000000000080e-01,1.721627680752246536e-01,1.454614622342205732e-01,1.715371071097281375e-01,1.451789431787023354e-01,1.682467965213841066e-01,-2.825190555182377494e-04,-3.290310588344030895e-03,2.404840942428260187e-01
2.300000000000000266e+00,2.098994622747985872e+00,8.729999999999999982e-01,1.443746999999999947e-01,1.703999855307103684e-01,1.440032019334604452e-01,1.699313082017495924e-01,1.436514824807720858e-01,1.668486755056884374e-01,-3.517194526883593575e-04,-3.082632696061154975e-03,2.404840942428260187e-01
2.325000000000000178e+00,9.902886611948162887e-01,7.636000000000000565e-01,1.428736999999999924e-01,1.687785746556076383e-01,1.424029646432431739e-01,1.682206150768971731e-01,1.419812240508623313e-01,1.653505571041282984e-01,-4.217405923808426049e-04,-2.870057972768874643e-03,2.404840942428260187e-01
