Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad)
0.000000000000000000e+00,6.982858443774939139e-02,4.390000000000005009e-02,1.055400000000005813e-03,7.871434926494426387e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000139e-02,3.925803308113554740e-02,1.228000000000000203e-01,1.055700000000001646e-03,7.871434926494426387e-04,6.702712494653798655e-05,5.080921123791888133e-05
5.000000000000000278e-02,1.782017331667923310e-01,2.444000000000000061e-01,1.067400000000006321e-03,7.958701389094143073e-04,2.668296869923328699e-04,2.009495168435736798e-04
7.500000000000001110e-02,2.696556869519955435e-01,3.104999999999999982e-01,1.147199999999997961e-03,8.552113334772214583e-04,5.969696373284274831e-04,4.466685449840779938e-04
1.000000000000000056e-01,3.056510510269200287e-01,4.817000000000000171e-01,1.369100000000003084e-03,1.021017612416682836e-03,1.055146868347775057e-03,7.860175636164384253e-04
1.250000000000000000e-01,5.407891662039006064e-01,5.627999999999999670e-01,1.690700000000006781e-03,1.261873049191900280e-03,1.638990554163594461e-03,1.219110839763016315e-03
1.500000000000000222e-01,-2.970658993106277679e-01,4.797000000000000153e-01,2.346199999999996205e-03,1.762782544514272928e-03,2.345849230024045929e-03,1.748256886388445180e-03
1.750000000000000167e-01,-3.543487399364595447e-01,5.090000000000000080e-01,3.072599999999994346e-03,2.324778563656447038e-03,3.172601355968024742e-03,2.377945270577027596e-03
2.000000000000000111e-01,1.762327835089448277e-02,3.649999999999999911e-01,3.920299999999997224e-03,2.996730325674263565e-03,4.115505964409740640e-03,3.114682750914785341e-03
2.250000000000000056e-01,-8.986605743782756228e-01,4.820000000000002061e-02,4.879300000000000477e-03,3.780383159819717363e-03,5.170109371769975037e-03,3.966683321303795563e-03
2.500000000000000000e-01,-8.407009672615933793e-01,-2.006000000000000005e-01,6.139700000000004876e-03,4.853760649796231078e-03,6.331219149364338515e-03,4.943427439651424879e-03
2.750000000000000222e-01,-1.016293683610419940e+00,-4.649999999999999689e-01,7.331000000000003312e-03,5.911430176504793924e-03,7.592950984642687050e-03,6.055115490729954739e-03
3.000000000000000444e-01,-1.862281522341538764e+00,-6.663000000000000034e-01,8.602500000000005975e-03,7.091272750852960563e-03,8.948848153354048776e-03,7.312048616187897393e-03
3.250000000000000111e-01,-2.303357438884005681e+00,-8.914000000000000812e-01,1.041819999999999899e-02,8.873253917139171248e-03,1.039206751235052448e-02,8.723975809385876162e-03
3.500000000000000333e-01,-2.026509770959842971e+00,-1.122999999999999776e+00,1.162139999999999528e-02,1.011941900306312196e-02,1.191562063749298031e-02,1.029944916145051487e-02
3.750000000000000000e-01,-2.466197532446444907e+00,-1.387500000000000178e+00,1.337390000000000627e-02,1.202531854624092934e-02,1.351265434651203676e-02,1.204522911182742510e-02
4.000000000000000222e-01,-2.686604736281746231e+00,-1.504599999999999937e+00,1.494249999999999572e-02,1.382649833429907930e-02,1.517675166081355713e-02,1.396577848669916869e-02
4.250000000000000444e-01,-2.742933107215884014e+00,-1.689299999999999802e+00,1.658329999999999527e-02,1.580221104755666003e-02,1.690223247487703320e-02,1.606287821954994338e-02
4.500000000000000111e-01,-2.820279049354521117e+00,-1.660600000000000076e+00,1.857790000000000136e-02,1.832072115818447755e-02,1.868443291098763337e-02,1.833538937363854079e-02
4.750000000000000333e-01,-3.006030149554263176e+00,-1.701899999999999746e+00,2.003709999999999519e-02,2.023709267687424929e-02,2.051994352352780326e-02,2.077917604258234033e-02
5.000000000000000000e-01,-2.520050068087802853e+00,-1.695999999999999730e+00,2.182769999999999502e-02,2.266484566639836301e-02,2.240678905825802675e-02,2.338719264398142136e-02
5.250000000000000222e-01,-1.890462652565975121e+00,-1.557999999999999829e+00,2.367709999999999607e-02,2.524967828860196634e-02,2.434453615263770798e-02,2.614972786998507118e-02
5.500000000000000444e-01,-2.783739860419709000e+00,-1.370499999999999829e+00,2.592180000000000525e-02,2.847330141703549242e-02,2.633431989477261551e-02,2.905478695827400787e-02
5.750000000000000666e-01,-1.946277880443340935e+00,-1.153399999999999981e+00,2.791209999999999525e-02,3.138276528011003930e-02,2.837878520343310729e-02,3.208858478468699926e-02
6.000000000000000888e-01,-1.247305826171771104e+00,-9.262000000000000233e-01,2.994020000000000362e-02,3.437949560578430069e-02,3.048194418986069701e-02,3.523611522855190498e-02
6.250000000000000000e-01,-1.681338790716512266e+00,-6.932999999999999163e-01,3.201280000000000098e-02,3.744952976004232992e-02,3.264895565882877659e-02,3.848175783196872840e-02
6.500000000000000222e-01,-9.765498237854399743e-01,-3.879000000000000226e-01,3.488789999999999947e-02,4.168893451313655102e-02,3.488583737732810219e-02,4.180988126867572069e-02
6.750000000000000444e-01,-5.586287646183263345e-01,-7.930000000000003713e-02,3.675289999999999807e-02,4.440990281699572217e-02,3.719912541275192941e-02,4.520540463340796955e-02
7.000000000000000666e-01,-1.027383037601208970e+00,1.461999999999999966e-01,3.942969999999999808e-02,4.825311782988722653e-02,3.959549751681321755e-02,4.865428190357244664e-02
7.250000000000000888e-01,-1.361050849161315468e-01,4.309999999999999942e-01,4.180100000000000482e-02,5.157797005493642423e-02,4.208137908557869900e-02,5.214388173781625557e-02
7.500000000000000000e-01,1.258537126371272741e-01,6.213999999999999524e-01,4.427240000000000342e-02,5.495343682829346293e-02,4.466255062372935514e-02,5.566324349886577622e-02
7.750000000000000222e-01,-1.736020078476061268e-01,7.187000000000000055e-01,4.640970000000000512e-02,5.779832350904421517e-02,4.734377492848138025e-02,5.920320031631462476e-02
8.000000000000000444e-01,1.644009599041113268e-01,8.778000000000000247e-01,4.949020000000000502e-02,6.177767420359128736e-02,5.012846050504125850e-02,6.275637034783099200e-02
8.250000000000000666e-01,2.921855202832553400e-01,8.323000000000000398e-01,5.268179999999999391e-02,6.575004358113037406e-02,5.301837521009805654e-02,6.631702733996777677e-02
8.500000000000000888e-01,3.363279886219528447e-01,8.303000000000000380e-01,5.552070000000000616e-02,6.916216226877928974e-02,5.601342101360763659e-02,6.988087035873996600e-02
8.750000000000000000e-01,4.606401622122863193e-01,7.395000000000000462e-01,5.843299999999999883e-02,7.255508233465626788e-02,5.911147731496753377e-02,7.344471948361197544e-02
9.000000000000000222e-01,-5.111722988071373264e-01,5.269000000000000350e-01,6.193540000000000156e-02,7.650127177341546625e-02,6.230831669239985521e-02,7.700616881924109147e-02
9.250000000000000444e-01,-3.533180646299198813e-01,4.070000000000000284e-01,6.452719999999999290e-02,7.933743180790624183e-02,6.559759353163532869e-02,8.056323005458243536e-02
9.500000000000000666e-01,-3.900143264405629973e-01,1.330999999999999961e-01,6.828990000000000060e-02,8.334470777048520740e-02,6.897090286629029010e-02,8.411399888516080114e-02
9.750000000000000888e-01,-1.283575050375023618e+00,-8.109979631995270499e-02,7.161240000000000661e-02,8.679522370167801204e-02,7.241790411677608008e-02,8.765637303376982992e-02
1.000000000000000000e+00,-3.319857625827200009e-01,-2.216997895129545204e-01,7.496959999999999735e-02,9.021257837708290817e-02,7.592650233363043566e-02,9.118784469462061504e-02
1.025000000000000133e+00,-1.135337777339390897e+00,-4.560996580893049157e-01,7.835269999999999735e-02,9.359328113819591344e-02,7.948307807638453626e-02,9.470538250948032366e-02
1.050000000000000044e+00,-1.250227217617392972e+00,-6.921997327890372365e-01,8.235759999999998915e-02,9.753074393069512127e-02,8.307275617996454087e-02,9.820540932828657199e-02
1.074999999999999956e+00,-1.415350150242600913e+00,-8.007998050455029659e-01,8.640389999999999182e-02,1.014542440891783859e-01,8.667970332180502391e-02,1.016838727664396008e-01
1.100000000000000089e+00,-2.283171832314222272e+00,-9.432997589685934159e-01,8.927760000000001250e-02,1.042188456243374056e-01,9.028744441484429228e-02,1.051363967289417473e-01
1.125000000000000000e+00,-9.564183417733234105e-01,-8.146000000000001018e-01,9.327009999999999468e-02,1.080393713569529901e-01,9.387918830381447588e-02,1.085584943738043401e-01
1.150000000000000133e+00,-1.780775066496413261e+00,-8.753000000000000780e-01,9.666610000000000480e-02,1.112804477779064521e-01,9.743815391703150586e-02,1.119458170827060256e-01
1.175000000000000044e+00,-1.407601100636966640e+00,-6.826999999999999735e-01,1.000030000000000086e-01,1.144709096505520940e-01,1.009478888118743867e-01,1.152944103951274585e-01
1.200000000000000178e+00,-4.257223989983251466e-01,-4.388999999999999568e-01,1.032760999999999957e-01,1.176142476333938841e-01,1.043925728559689237e-01,1.186009468522409432e-01
1.225000000000000089e+00,-5.382914142983713512e-01,-1.454999999999999627e-01,1.070358000000000004e-01,1.212602404408100326e-01,1.077573005412645335e-01,1.218629073823914860e-01
1.250000000000000000e+00,-6.983715619575906475e-01,1.945000000000000062e-01,1.102073000000000080e-01,1.243773984848719066e-01,1.110283361002142588e-01,1.250786871114755727e-01
1.275000000000000133e+00,4.005476499580148397e-01,5.786999999999999922e-01,1.133047999999999972e-01,1.274718672486578608e-01,1.141933361807965924e-01,1.282476079561930271e-01
1.300000000000000044e+00,8.006118716055137252e-01,9.539999999999999591e-01,1.162814000000000070e-01,1.305035041593720080e-01,1.172415353690588607e-01,1.313698285275489430e-01
1.325000000000000178e+00,1.477775672333629053e+00,1.379399999999999959e+00,1.195897999999999961e-01,1.339644920660767735e-01,1.201638903768649097e-01,1.344461510642940005e-01
1.350000000000000089e+00,2.582435453420687477e+00,1.761299999999999866e+00,1.222936000000000023e-01,1.368844279046632639e-01,1.229531793056308636e-01,1.374777345700640419e-01
1.375000000000000000e+00,2.020951412166258621e+00,1.996799999999999908e+00,1.248572000000000154e-01,1.397415318901779890e-01,1.256040531242981206e-01,1.404657322547213372e-01
1.400000000000000133e+00,2.488353951988364621e+00,2.288800000000000168e+00,1.272833999999999910e-01,1.425480213273848940e-01,1.281130374233929725e-01,1.434108790265748168e-01
1.425000000000000044e+00,3.065569740007994426e+00,2.406600000000000072e+00,1.299653999999999809e-01,1.457925884068423383e-01,1.304784836690233152e-01,1.463130604915234001e-01
1.450000000000000178e+00,3.203846684081061102e+00,2.528500000000000192e+00,1.321386999999999978e-01,1.485484632957413953e-01,1.327004705947469054e-01,1.491708981820549229e-01
1.475000000000000089e+00,2.895117936436245820e+00,2.522100000000000009e+00,1.345017000000000018e-01,1.516883106200791753e-01,1.347806580144304267e-01,1.519813862500576374e-01
1.500000000000000000e+00,3.242152035314130654e+00,2.433300000000000018e+00,1.366838999999999971e-01,1.547513634573292329e-01,1.367220971574745758e-01,1.547396125179530124e-01
1.525000000000000133e+00,2.733840601027249573e+00,2.252299999999999969e+00,1.381415000000000004e-01,1.568946277787782451e-01,1.385290035258450458e-01,1.574385917260303080e-01
1.550000000000000044e+00,2.571720847853979031e+00,1.997500000000000053e+00,1.400343000000000004e-01,1.598058369711048143e-01,1.402065001275825118e-01,1.600692313922290888e-01
1.575000000000000178e+00,2.348423028968466220e+00,1.751300000000000079e+00,1.412877000000000161e-01,1.618199469279062441e-01,1.417603406115081621e-01,1.626204414585307456e-01
1.600000000000000089e+00,1.676310511404114356e+00,1.420599999999999863e+00,1.426988000000000145e-01,1.641761414180985812e-01,1.431966231631051911e-01,1.650793885306187647e-01
1.625000000000000000e+00,1.542897077881140389e+00,1.066200000000000037e+00,1.442289000000000210e-01,1.668360231981379505e-01,1.445215068795830393e-01,1.674318848160198658e-01
1.650000000000000133e+00,1.098087805195303579e+00,6.534999999999999698e-01,1.454415000000000013e-01,1.690159394338788812e-01,1.457409426023794086e-01,1.696628916565542655e-01
1.675000000000000044e+00,7.140497183851814977e-01,3.923999999999999710e-01,1.465537000000000090e-01,1.710614653172162214e-01,1.468604297630854427e-01,1.717571086292628835e-01
1.700000000000000178e+00,6.087676744027206155e-01,1.959000000000000186e-01,1.475681000000000076e-01,1.729603835433860815e-01,1.478848096565534287e-01,1.736996122586173807e-01
1.725000000000000089e+00,4.164916586000648180e-01,-5.349999999999998507e-02,1.487874999999999892e-01,1.752659634852705706e-01,1.488181037106026672e-01,1.754765039956319994e-01
1.750000000000000000e+00,8.590977260443666275e-02,-1.649000000000000465e-01,1.494767999999999930e-01,1.765697244365103391e-01,1.496634028517800363e-01,1.770755256375720899e-01
1.775000000000000133e+00,2.435923889192710412e-01,-1.879999999999999449e-01,1.502259999999999984e-01,1.779729691551137916e-01,1.504228111045590177e-01,1.784866019245466562e-01
1.800000000000000044e+00,1.423055866123916491e-01,-1.403999999999999693e-01,1.508912000000000031e-01,1.791929543022578175e-01,1.510974432907180587e-01,1.797022745620900641e-01
1.825000000000000178e+00,2.676512831583147678e-01,4.779999999999995364e-02,1.515685999999999978e-01,1.803919954983778939e-01,1.516874733381615159e-01,1.807179990606615771e-01
1.850000000000000089e+00,3.530865895179024494e-01,2.988000000000000100e-01,1.520663000000000153e-01,1.812262628808312126e-01,1.521922265080712378e-01,1.815322850300600810e-01
1.875000000000000000e+00,4.781903687338242004e-01,5.887000000000000011e-01,1.524832999999999883e-01,1.818790160210770890e-01,1.526103060532082445e-01,1.821466712330794546e-01
1.900000000000000133e+00,1.236116031565057671e+00,9.600999999999999535e-01,1.528168000000000026e-01,1.823485095898635666e-01,1.529397426585175079e-01,1.825655379931334643e-01
1.925000000000000044e+00,1.143779973979422548e+00,1.410600000000000076e+00,1.531001999999999919e-01,1.826748861599865048e-01,1.531781536808136113e-01,1.827957706222868295e-01
1.950000000000000178e+00,1.749249805912850064e+00,1.768400000000000194e+00,1.532518999999999965e-01,1.827761152566021730e-01,1.533228988347785648e-01,1.828462975641038935e-01
1.975000000000000089e+00,2.896383945524710679e+00,2.001300000000000079e+00,1.533174999999999955e-01,1.827202647205383446e-01,1.533712196355565549e-01,1.827275351865713382e-01
2.000000000000000000e+00,1.965049188879461006e+00,2.443099999999999827e+00,1.532926000000000011e-01,1.825160611980550240e-01,1.533203515924604909e-01,1.824507770097700265e-01
2.024999999999999911e+00,3.534459603987905929e+00,2.607600000000000140e+00,1.531112000000000029e-01,1.820203876904886442e-01,1.531676007598382627e-01,1.820275681922636501e-01
2.050000000000000266e+00,3.246426879169054924e+00,2.789700000000000291e+00,1.528636999999999913e-01,1.814967889148903224e-01,1.529103796170214469e-01,1.814691061281206719e-01
2.075000000000000178e+00,4.107128047814155636e+00,2.721200000000000063e+00,1.525224000000000024e-01,1.808614890671643993e-01,1.525462011275354746e-01,1.807857050541441801e-01
2.100000000000000089e+00,2.999255985488664233e+00,2.776600000000000179e+00,1.520816000000000112e-01,1.801162334765628315e-01,1.520726339236562752e-01,1.799863568941145187e-01
2.125000000000000000e+00,3.777162446051236966e+00,2.554400000000000226e+00,1.515389000000000042e-01,1.792680034600935834e-01,1.514872255497910492e-01,1.790784126409389332e-01
2.149999999999999911e+00,3.541309812112369837e+00,2.395700000000000163e+00,1.507807999999999926e-01,1.781632100435811550e-01,1.507874042443196616e-01,1.780673990356461678e-01
2.175000000000000266e+00,2.645337869704316169e+00,2.083299999999999930e+00,1.501510000000000067e-01,1.772957814053399972e-01,1.499703725317365066e-01,1.769569749002560255e-01
2.200000000000000178e+00,2.788633500448936875e+00,1.881800000000000139e+00,1.491306000000000298e-01,1.759640951860683145e-01,1.490330076685940086e-01,1.757490210347807946e-01
2.225000000000000089e+00,2.572851238724235934e+00,1.505800000000000027e+00,1.481186000000000169e-01,1.747074581246323977e-01,1.479717845409481702e-01,1.744438479066671988e-01
2.250000000000000000e+00,1.561700090805204555e+00,1.291399999999999881e+00,1.467834000000000083e-01,1.731192085053175622e-01,1.467827358394763748e-01,1.730404971844460571e-01
2.274999999999999911e+00,1.826188815154611733e+00,1.102199999999999847e+00,1.459533000000000080e-01,1.721627680752246536e-01,1.454614622342205732e-01,1.715371071097281375e-01
2.300000000000000266e+00,2.098994622747985872e+00,8.729999999999999982e-01,1.443746999999999947e-01,1.703999855307103684e-01,1.440032019334604452e-01,1.699313082017495924e-01
2.325000000000000178e+00,9.902886611948162887e-01,7.636000000000000565e-01,1.428736999999999924e-01,1.687785746556076383e-01,1.424029646432431739e-01,1.682206150768971731e-01
2.350000000000000089e+00,1.241893960966032218e+00,7.066999999999999948e-01,1.409313000000000093e-01,1.667417754185302470e-01,1.406557298400379352e-01,1.664027822473009843e-01
2.375000000000000000e+00,1.841203677303081099e+00,7.627000000000000446e-01,1.391079000000000065e-01,1.648812544359042898e-01,1.387567037958125638e-01,1.644760964188509977e-01
2.400000000000000355e+00,1.050389145203262764e+00,8.505000000000000338e-01,1.371603000000000128e-01,1.629387029784346019e-01,1.367016243663295993e-01,1.624395846159337464e-01
2.425000000000000266e+00,1.218335436670215932e+00,1.034599999999999964e+00,1.350805999999999951e-01,1.609088850583652308e-01,1.344870975998063156e-01,1.602931258240219980e-01
2.450000000000000178e+00,2.056495929951603241e+00,1.249600000000000044e+00,1.324557000000000095e-01,1.584043375817533739e-01,1.321109461580040612e-01,1.580374630471078623e-01
2.475000000000000089e+00,2.023695513347399277e+00,1.546000000000000041e+00,1.300364000000000242e-01,1.561423908711687125e-01,1.295725467297367262e-01,1.556741219471565185e-01
2.500000000000000000e+00,2.314268636726370065e+00,1.789699999999999847e+00,1.274904000000000037e-01,1.538001590149923048e-01,1.268731323426226520e-01,1.532052507899115679e-01
2.525000000000000355e+00,2.976623985873169342e+00,2.125599999999999934e+00,1.238893999999999967e-01,1.505451199600228995e-01,1.240160359228739961e-01,1.506334035514337866e-01
2.550000000000000266e+00,3.478789193727832352e+00,2.367399999999999949e+00,1.210297999999999929e-01,1.479969392521111593e-01,1.210068536725470156e-01,1.479612931496542272e-01
2.575000000000000178e+00,2.996065979020674508e+00,2.602200000000000291e+00,1.185636999999999941e-01,1.458187683456222405e-01,1.178535107546240385e-01,1.451915444308506664e-01
2.600000000000000089e+00,3.899537007364413110e+00,2.813099999999999934e+00,1.149743000000000015e-01,1.426719397042764681e-01,1.145662171929493489e-01,1.423264765413334576e-01
2.625000000000000000e+00,3.461188980562023509e+00,2.942099999999999937e+00,1.117487000000000064e-01,1.398567236208096143e-01,1.111573084801953659e-01,1.393679416497557444e-01
