Iteration,Fixed_0.2,Fixed_0.4,Fixed_0.6,Fixed_0.8,Fixed_1.0,Adaptive
1,0.37606442510450827,0.37606442510450827,0.37606442510450827,0.37606442510450827,0.37606442510450827,0.37606442510450827
2,0.29770246874151757,0.27130908599595566,0.3104351057663702,0.3961199396391438,0.5052044484875887,0.34916763993892636
3,0.24299131384814654,0.25649889182318364,0.446279903881834,0.7825578716428393,1.2547682588514366,0.3644841510954483
4,0.206858636371306,0.2888198778462576,0.7017820568027133,1.6459614710586514,3.3726480716336553,0.33341040043039105
5,0.18444269999870466,0.3238164053612817,1.0441991176221952,3.279473087997377,8.607810107855668,0.30788416976379623
6,0.1704893258359878,0.353177962930807,1.350646544678441,5.735697948621517,nan,0.28704513906413875
7,0.16108382467235702,0.3585241230620307,1.6593931888351214,nan,nan,0.26990011125474994
8,0.1540855470175879,0.3470583289391451,1.8299651512264705,nan,nan,0.25530056087872705
9,0.14821326246401792,0.3294170926771395,2.383226443932938,nan,nan,0.24209699447151922
10,0.1424416955095164,0.2937321755049707,5.056952696654354,nan,nan,0.2293922162654412
11,0.1361063603341046,0.25112376014035037,nan,nan,nan,0.21663575606569593
12,0.12910431563816893,0.22747604015536585,nan,nan,nan,0.20366548435647483
13,0.12175931268303482,0.24345767468815097,nan,nan,nan,0.1906948243647202
14,0.11444750452169959,0.3449079586148268,nan,nan,nan,0.17811775434324348
15,0.10729554335773621,0.5985428719843225,nan,nan,nan,0.16614324664924943
16,0.10014831654920325,1.1059785987998119,nan,nan,nan,0.15455672774444681
17,0.09275784382364484,2.074377004787288,nan,nan,nan,0.14280810815499284
18,0.08500197144396587,3.9112849451225835,nan,nan,nan,0.13028808153894672
19,0.07698513916199716,7.398157822040306,nan,nan,nan,0.11670025911231781
20,0.06899908775869934,nan,nan,nan,nan,0.10252960126277545
21,0.06140130446227117,nan,nan,nan,nan,0.08909761612808584
22,0.0544816898567425,nan,nan,nan,nan,0.0774319516539336
23,0.04837359529778543,nan,nan,nan,nan,0.06719912397029823
24,0.043038643558123875,nan,nan,nan,nan,0.057371101447461034
25,0.03832194020925634,nan,nan,nan,nan,0.047302081861575446
26,0.0340392213114887,nan,nan,nan,nan,0.037464688934344494
27,0.03004969711237958,nan,nan,nan,nan,0.029336761518055626
28,0.026288048128297763,nan,nan,nan,nan,0.02335364110273313
29,0.022758372470130416,nan,nan,nan,nan,0.01845053317314554
30,0.019507349635373178,nan,nan,nan,nan,0.013857043068151866
31,0.01659237478048076,nan,nan,nan,nan,0.009787731895344234
32,0.014055372818375468,nan,nan,nan,nan,0.007034362631627798
33,0.011906433808139466,nan,nan,nan,nan,0.005289380642878471
34,0.0101196957800137,nan,nan,nan,nan,0.003826480976741696
35,0.00864081661258547,nan,nan,nan,nan,0.002516663900648788
36,0.007402723287144515,nan,nan,nan,nan,0.0016864968175330367
37,0.006342244755861538,nan,nan,nan,nan,0.0012482023289034255
38,0.005411689956007142,nan,nan,nan,nan,0.0008900534366901843
39,0.004582213442127161,nan,nan,nan,nan,0.0005844430009313449
40,0.003840656289699627,nan,nan,nan,nan,0.00040610480316349634
41,0.0031839444697329233,nan,nan,nan,nan,0.0003578258315660427
42,0.002613130551551486,nan,nan,nan,nan,0.00024837654673844707
43,0.002128980585514914,nan,nan,nan,nan,0.0001832540765076204
44,0.001729100129592907,nan,nan,nan,nan,0.0001403771333703983
45,0.0014068624725399272,nan,nan,nan,nan,9.20647203558814e-05
46,0.0011517399446576433,nan,nan,nan,nan,nan
47,0.0009506018069289285,nan,nan,nan,nan,nan
48,0.0007902043368268091,nan,nan,nan,nan,nan
49,0.0006590757745603042,nan,nan,nan,nan,nan
50,0.0005488196792421265,nan,nan,nan,nan,nan
51,0.0004541677615802924,nan,nan,nan,nan,nan
52,0.000372212144032445,nan,nan,nan,nan,nan
53,0.0003015507893562222,nan,nan,nan,nan,nan
54,0.00024149336932443991,nan,nan,nan,nan,nan
55,0.0001914748656501833,nan,nan,nan,nan,nan
56,0.00015081514827706757,nan,nan,nan,nan,nan
57,0.00011856514803842145,nan,nan,nan,nan,nan
58,9.354146752872323e-05,nan,nan,nan,nan,nan
