Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Left
4.000000000000000222e-01,-2.150582511155542775e+00,-1.214500000000000135e+00,1.462399999999999638e-02,1.342332727708838921e-02,1.515957117532854004e-02,1.390883882554814002e-02,1.514052580697162857e-02,1.393554062375038441e-02,-1.904536835691146568e-05,2.670179820224438672e-05,5.578375650407240566e-02
4.250000000000000444e-01,-2.401733922612123706e+00,-1.396500000000000075e+00,1.655700000000000227e-02,1.567480201216107233e-02,1.689330638317992905e-02,1.595685299821535119e-02,1.687093843054146558e-02,1.598917951164720297e-02,-2.236795263846347304e-05,3.232651343185177772e-05,5.578375650407240566e-02
4.500000000000000111e-01,-2.484059604845467728e+00,-1.442700000000000315e+00,1.829250000000000320e-02,1.779014106557820149e-02,1.868682416422191503e-02,1.816850752106563896e-02,1.866093575279439976e-02,1.820680132062054563e-02,-2.588841142751527324e-05,3.829379955490666565e-05,5.578375650407240566e-02
4.750000000000000333e-01,-2.292414224988453597e+00,-1.474000000000000199e+00,2.008889999999999634e-02,2.005732376391883634e-02,2.053684800812315830e-02,2.053937984781197337e-02,2.050728428944094059e-02,2.058390934117405868e-02,-2.956371868221771559e-05,4.452949336208530950e-05,5.578375650407240566e-02
5.000000000000000000e-01,-2.406938163020198029e+00,-1.496500000000000163e+00,2.192170000000000230e-02,2.244318885139508571e-02,2.244141335430490172e-02,2.306251089998906031e-02,2.240807089214240377e-02,2.311347386156565806e-02,-3.334246216249794892e-05,5.096296157659774284e-05,5.578375650407240566e-02
5.250000000000000222e-01,-1.809272639427350837e+00,-1.414600000000000080e+00,2.379320000000000046e-02,2.494599099875495149e-02,2.439997315349771642e-02,2.572864936132520861e-02,2.436280116203733831e-02,2.578616756185898515e-02,-3.717199146037811208e-05,5.751820053377654229e-05,5.578375650407240566e-02
5.500000000000000444e-01,-1.992846981250498528e+00,-1.258000000000000007e+00,2.605060000000000361e-02,2.803347844553292362e-02,2.641343381862129580e-02,2.852660767399553543e-02,2.637242577765746415e-02,2.859070948696652500e-02,-4.100804096383164898e-05,6.410181297098957454e-05,5.578375650407240566e-02
5.750000000000000666e-01,-1.909591482703452359e+00,-1.076299999999999812e+00,2.838849999999999360e-02,3.128677217125035159e-02,2.848411709318615648e-02,3.144370358178753821e-02,2.843929257104452560e-02,3.151430319887572190e-02,-4.482452214163087922e-05,7.059961708818368598e-05,5.578375650407240566e-02
6.000000000000000888e-01,-1.290469270287593062e+00,-8.673000000000000709e-01,3.009239999999999832e-02,3.367612791723059024e-02,3.061564574927183591e-02,3.446625464960597490e-02,3.056702520784993979e-02,3.454314783558860152e-02,-4.862054142189611849e-05,7.689318598262662174e-05,5.578375650407240566e-02
6.250000000000000000e-01,-1.497223249834308767e+00,-6.621000000000000218e-01,3.218320000000000208e-02,3.661177171908504974e-02,3.281275232360564981e-02,3.758009437025162935e-02,3.276033026945877891e-02,3.766299241173082929e-02,-5.242205414687090004e-05,8.289804147919993538e-05,5.578375650407240566e-02
6.500000000000000222e-01,-1.227762318305538169e+00,-4.242000000000000215e-01,3.471769999999999717e-02,4.015304477138154776e-02,3.508101377287641681e-02,4.077108478845484218e-02,3.502473671165343139e-02,4.085969546260704438e-02,-5.627706122298542502e-05,8.861067415220219567e-05,5.578375650407240566e-02
6.750000000000000444e-01,-5.293793842065790400e-01,-1.537000000000000588e-01,3.697639999999999955e-02,4.327369347394741106e-02,3.742652272894535920e-02,4.402560555594297459e-02,3.736627696853343783e-02,4.411974720733147920e-02,-6.024576041192136744e-05,9.414165138850461023e-05,5.578375650407240566e-02
7.000000000000000666e-01,-8.901011254518962357e-01,1.680000000000004406e-02,3.929420000000000135e-02,4.642575810304917089e-02,3.985551577138472107e-02,4.733099688480011530e-02,3.979112644848124825e-02,4.743071061901497215e-02,-6.438932290347282317e-05,9.971373421485685284e-05,5.578375650407240566e-02
7.250000000000000888e-01,-2.366119925693808690e-01,2.542999999999999705e-01,4.168059999999999821e-02,4.960574800018283798e-02,4.237398543861577160e-02,5.067592480725654353e-02,4.230522466235760171e-02,5.078154156929969715e-02,-6.876077625816989780e-05,1.056167620431536225e-04,5.578375650407240566e-02
