Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
2.500000000000000000e-01,-1.746374780099214208e+00,-7.873000000000001108e-01,1.102670000000000559e-02,4.895648551844094566e-03,1.129666905749034111e-02,4.985671934687539719e-03,1.129577408228777183e-02,4.989046215277757011e-03,-8.949752025692869761e-07,3.374280590217292042e-06,5.476462945213949468e-02
2.750000000000000222e-01,-3.003227168711443795e+00,-1.202600000000000113e+00,1.366020000000000428e-02,6.138322979264056872e-03,1.366753820500992735e-02,6.097998316988547697e-03,1.366729979284929397e-02,6.103737113421724841e-03,-2.384121606333750032e-07,5.738796433177144329e-06,5.476462945213949468e-02
3.000000000000000444e-01,-2.977688946173698170e+00,-1.537400000000000100e+00,1.528749999999999380e-02,6.920230484157517334e-03,1.627369120910749159e-02,7.350510650234981513e-03,1.627445757243705868e-02,7.359268369423394192e-03,7.663633295670879697e-07,8.757719188412678435e-06,5.476462945213949468e-02
3.250000000000000111e-01,-3.382334524293442168e+00,-1.885900000000000132e+00,1.882049999999999695e-02,8.656833089891874389e-03,1.911699528927965699e-02,8.751512561173626151e-03,1.911913754031895757e-02,8.763955481487827395e-03,2.142251039300574478e-06,1.244292031420124456e-05,5.476462945213949468e-02
3.500000000000000333e-01,-3.821618965816218072e+00,-2.384099999999999664e+00,2.174599999999999450e-02,1.013338163707907733e-02,2.219803393473160358e-02,1.030817249359619603e-02,2.220192569603973362e-02,1.032496102327716721e-02,3.891761308130042840e-06,1.678852968097117870e-05,5.476462945213949468e-02
3.750000000000000000e-01,-3.377920136556607833e+00,-2.600499999999999812e+00,2.490170000000000577e-02,1.176351915844178232e-02,2.551582579109561155e-02,1.202596323849427010e-02,2.552182073089988637e-02,1.204773148278994767e-02,5.994939804274818096e-06,2.176824429567757180e-05,5.476462945213949468e-02
4.000000000000000222e-01,-4.866780825748831418e+00,-2.917300000000000004e+00,2.824750000000000177e-02,1.352630170295605373e-02,2.906765370531649156e-02,1.390820631497893464e-02,2.907606643072201125e-02,1.393554062375038441e-02,8.412725405519683175e-06,2.733430877144976678e-05,5.476462945213949468e-02
4.250000000000000444e-01,-5.105027823875827764e+00,-3.119499999999999940e+00,3.239979999999999943e-02,1.576206847476079032e-02,3.284902048407975506e-02,1.595575713778421556e-02,3.286011794218866855e-02,1.598917951164720297e-02,1.109745810891349382e-05,3.342237386298740898e-05,5.476462945213949468e-02
4.500000000000000111e-01,-3.757888332341277060e+00,-3.068400000000000016e+00,3.620720000000000188e-02,1.785297291864999455e-02,3.685373081701631692e-02,1.816684057683585346e-02,3.686773707341494538e-02,1.820680132062054563e-02,1.400625639862845828e-05,3.996074378469216537e-05,5.476462945213949468e-02
4.750000000000000333e-01,-4.829736478767041596e+00,-3.225099999999999856e+00,4.023120000000000168e-02,2.009921166596669723e-02,4.107408435791972540e-02,2.053703145135354902e-02,4.109119363061500274e-02,2.058390934117405868e-02,1.710927269527734440e-05,4.687788982050966613e-05,5.476462945213949468e-02
5.000000000000000000e-01,-4.067108050408825726e+00,-3.058100000000000041e+00,4.441819999999999796e-02,2.246762346092300716e-02,4.550115852599779381e-02,2.305937156662399984e-02,4.552154475370806530e-02,2.311347386156565806e-02,2.038622771027148728e-05,5.410229494165821884e-05,5.476462945213949468e-02
5.250000000000000222e-01,-3.905654529330690128e+00,-2.938299999999999912e+00,4.876930000000000154e-02,2.495820830351891048e-02,5.012515836774721067e-02,2.572461404981600183e-02,5.014896872389632693e-02,2.578616756185898515e-02,2.381035614911625187e-05,6.155351204298331602e-05,5.476462945213949468e-02
5.500000000000000444e-01,-3.392551821113871213e+00,-2.558899999999999952e+00,5.409839999999999788e-02,2.803696910403690942e-02,5.493580833265689772e-02,2.852157908361342697e-02,5.496313526462399263e-02,2.859070948696652500e-02,2.732693196709490291e-05,6.913040335309802997e-05,5.476462945213949468e-02
5.750000000000000666e-01,-2.718824066302839793e+00,-2.231299999999999617e+00,5.887049999999999922e-02,3.081204261470789352e-02,5.992275535301808814e-02,3.143759490580145394e-02,5.995359576992025097e-02,3.151430319887572190e-02,3.084041690216282605e-05,7.670829307426796362e-05,5.476462945213949468e-02
6.000000000000000888e-01,-3.914685385725699351e+00,-1.938599999999999879e+00,6.376740000000000186e-02,3.367089192947460285e-02,6.507594857893236884e-02,3.445899154854022844e-02,6.511017304343853784e-02,3.454314783558860152e-02,3.422446450616900560e-05,8.415628704837307961e-05,5.476462945213949468e-02
6.250000000000000000e-01,-2.416081682713953072e+00,-1.436300000000000132e+00,6.878979999999999817e-02,3.660304507282508002e-02,7.038596361526446021e-02,3.757161603354228913e-02,7.042332268118961514e-02,3.766299241173082929e-02,3.735906592515492175e-05,9.137637818854016380e-05,5.476462945213949468e-02
6.500000000000000222e-01,-7.328385366455488770e-01,-1.006299999999999972e+00,7.486150000000001137e-02,4.014082746661758877e-02,7.584424915433077286e-02,4.076134412877955443e-02,7.588443217426046883e-02,4.085969546260704438e-02,4.018301992969597336e-05,9.835133382748995068e-05,5.476462945213949468e-02
6.750000000000000444e-01,-2.819060169027821861e+00,-7.133000000000000451e-01,8.023800000000000376e-02,4.325973083993145396e-02,8.144328673683966235e-02,4.401456876493947679e-02,8.148602417586491009e-02,4.411974720733147920e-02,4.273743902524773652e-05,1.051784423920024136e-04,5.476462945213949468e-02
7.000000000000000666e-01,-1.101556217553951278e+00,-2.142002776815577492e-01,8.662580000000000280e-02,4.693888490313549711e-02,8.717666165397271183e-02,4.731864266440011929e-02,8.722183706749621346e-02,4.743071061901497215e-02,4.517541352350162853e-05,1.120679546148528605e-04,5.476462945213949468e-02
7.250000000000000888e-01,4.646154276772190284e-01,1.080997484978901274e-01,9.221120000000000705e-02,5.012411078802515157e-02,9.303904014455570415e-02,5.066224351074906374e-02,9.308676623165730579e-02,5.078154156929969715e-02,4.772608710160164414e-05,1.192980585506334124e-04,5.476462945213949468e-02
7.500000000000000000e-01,-1.010239763855945494e+00,3.984999999999999654e-01,9.891880000000000117e-02,5.390274861859287170e-02,9.902604056865194071e-02,5.403562396081540431e-02,9.907666370873273454e-02,5.416276094574704741e-02,5.062314008079382699e-05,1.271369849316431044e-04,5.476462945213949468e-02
7.750000000000000222e-01,5.918783514179222216e-01,7.836000000000000743e-01,1.038229000000000096e-01,5.663418889796399680e-02,1.051339858944854572e-01,5.743071615745528463e-02,1.051880129749140774e-01,5.756647589975421447e-02,5.402708042862025550e-05,1.357597422989298419e-04,5.476462945213949468e-02
8.000000000000000444e-01,1.279399356164528101e-01,7.982000000000000206e-01,1.097699000000000036e-01,5.990668124545336232e-02,1.113595385722953163e-01,6.084108140208183829e-02,1.114175146673623829e-01,6.098627546155562656e-02,5.797609506706657978e-05,1.451940594737882728e-04,5.476462945213949468e-02
8.250000000000000666e-01,1.128358442203774015e+00,1.043800000000000061e+00,1.157938999999999913e-01,6.317568293443874550e-02,1.176992424701485546e-01,6.426172101774334233e-02,1.177616302160243433e-01,6.441704337236224542e-02,6.238774587578876929e-05,1.553223546189030913e-04,5.476462945213949468e-02
8.500000000000000888e-01,3.773173124868593464e-01,1.033400000000000096e+00,1.229886999999999925e-01,6.701889794733026373e-02,1.241490177455382704e-01,6.768878350872611915e-02,1.242161283152530687e-01,6.785472838410583352e-02,6.711056971479834043e-05,1.659448753797143628e-04,5.476462945213949468e-02
8.750000000000000000e-01,-1.117817390646344444e+00,7.461999999999999744e-01,1.292923000000000266e-01,7.033502352611947783e-02,1.307036621662348019e-01,7.111921073646595981e-02,1.307756644494952603e-01,7.129609190303633215e-02,7.200228326045832183e-05,1.768811665703723390e-04,5.476462945213949468e-02
9.000000000000000222e-01,1.570226265388187326e+00,8.641999999999999682e-01,1.356464000000000003e-01,7.363195048313676827e-02,1.373564051591453228e-01,7.455036478144953793e-02,1.374334046017532673e-01,7.473843072535076015e-02,7.699944260794455708e-05,1.880659439012222212e-04,5.476462945213949468e-02
9.250000000000000444e-01,-1.238730223495671412e+00,3.457999999999999963e-01,1.420520999999999867e-01,7.691142414763411927e-02,1.440985479111412948e-01,7.797967477096898192e-02,1.441806953847565576e-01,7.817926909986826212e-02,8.214747361526275604e-05,1.995943288992801934e-04,5.476462945213949468e-02
9.500000000000000666e-01,8.655457135714363925e-01,2.331000000000000016e-01,1.507563999999999849e-01,8.130267254565184953e-02,1.509192143845326239e-01,8.140434237344797153e-02,1.510067934483977914e-01,8.161603585780144443e-02,8.757906386516745023e-05,2.116934843534729049e-04,5.476462945213949468e-02
9.750000000000000888e-01,1.113852589134277205e+00,1.889999999999997585e-02,1.562769999999999992e-01,8.405331144679491218e-02,1.578052356261399336e-01,8.482114044671464070e-02,1.578986894877798808e-01,8.504577282055418574e-02,9.345386163994717776e-05,2.246323738395450409e-04,5.476462945213949468e-02
1.000000000000000000e+00,-2.296984903176173987e+00,-5.879000000000000892e-01,1.629046000000000105e-01,8.732405846503230040e-02,1.647411862452051734e-01,8.822632493800623699e-02,1.648410757972093577e-01,8.846493524400993180e-02,9.988955200418425662e-05,2.386103060036948165e-04,5.476462945213949468e-02
1.025000000000000133e+00,-1.403571205084921392e-01,-5.024999999999999467e-01,1.695334000000000008e-01,9.056338955673376434e-02,1.717095801831202140e-01,9.161565781680891529e-02,1.718164950543602520e-01,9.186933107896172457e-02,1.069148712400380674e-04,2.536732621528092757e-04,5.476462945213949468e-02
1.050000000000000044e+00,-9.917365632962246158e-01,-1.002399999999999958e+00,1.773272000000000181e-01,9.434028205804950717e-02,1.786912128367528219e-01,9.498451874443657184e-02,1.788056745652636115e-01,9.525421098812782150e-02,1.144617285107896176e-04,2.696922436912496668e-04,5.476462945213949468e-02
1.074999999999999956e+00,-2.029318506715436676e+00,-9.977000000000000313e-01,1.851569000000000131e-01,9.810495725460127714e-02,1.856656166197774571e-01,9.832807472123911152e-02,1.857880125832933604e-01,9.861448419429577616e-02,1.223959635159033166e-04,2.864094730566646430e-04,5.476462945213949468e-02
1.100000000000000089e+00,-2.507638594684264977e+00,-1.184000000000000163e+00,1.917986999999999886e-01,1.012797111639789499e-01,1.926115879032083700e-01,1.016414823220166547e-01,1.927421590314910282e-01,1.019450114661222401e-01,1.305711282826582664e-04,3.035291441055854023e-04,5.476462945213949468e-02
1.125000000000000000e+00,-4.451280319901995686e-01,-1.188200000000000145e+00,1.994682000000000122e-01,1.049344306176550751e-01,1.995077482106553668e-01,1.049201099016689315e-01,1.996466287094992853e-01,1.052409208824515996e-01,1.388804988439185095e-04,3.208109807826681203e-04,5.476462945213949468e-02
1.150000000000000133e+00,-9.540795836346651626e-01,-1.212900000000000089e+00,2.048987000000000169e-01,1.075175179106066942e-01,2.063331131630513904e-01,1.081597748486610860e-01,2.064803979007519830e-01,1.084979020930694898e-01,1.472847377005925829e-04,3.381272444084038042e-04,5.476462945213949468e-02
1.175000000000000044e+00,-8.257902316496741335e-01,-9.900999999999999801e-01,2.123659000000000241e-01,1.110675176091631411e-01,2.130676469495354497e-01,1.113569841155300083e-01,2.132234551495566788e-01,1.117124525390697093e-01,1.558082000212290819e-04,3.554684235397009839e-04,5.476462945213949468e-02
1.200000000000000178e+00,-8.489587463691631308e-01,-8.751999999999999780e-01,2.176092000000000026e-01,1.135650837687670334e-01,2.196927752206064011e-01,1.145091497438569944e-01,2.198572902946420160e-01,1.148820628281538164e-01,1.645150740356149388e-04,3.729130842968220172e-04,5.476462945213949468e-02
1.225000000000000089e+00,4.281164461570894364e-01,-4.692000000000000060e-01,2.248745999999999801e-01,1.170382889802357440e-01,2.261918237871680115e-01,1.176147421812383381e-01,2.263653062271212268e-01,1.180053322393626175e-01,1.734824399532153283e-04,3.905900581242793823e-04,5.476462945213949468e-02
1.250000000000000000e+00,7.020242759172359848e-02,2.699999999999985831e-03,2.320624000000000020e-01,1.204992768869404957e-01,2.325503528167341682e-01,1.206733536017372266e-01,2.327331324315348726e-01,1.210820043527950640e-01,1.827796148007043708e-04,4.086507510578374358e-04,5.476462945213949468e-02
1.275000000000000133e+00,6.329994753148159292e-01,5.171000000000000041e-01,2.381075000000000275e-01,1.234349206887949690e-01,2.387563651472250081e-01,1.236856623854941384e-01,2.389488190925925515e-01,1.241129140564892347e-01,1.924539453675433442e-04,4.272516709950963110e-04,5.476462945213949468e-02
1.300000000000000044e+00,2.027536026910906397e+00,1.006199999999999983e+00,2.458709000000000033e-01,1.272519557629065712e-01,2.448003756438204281e-01,1.266533007314617487e-01,2.450028971986443482e-01,1.270998397279833880e-01,2.025215548239200913e-04,4.465389965216393087e-04,5.476462945213949468e-02
1.325000000000000178e+00,5.788233310710726859e-02,1.174399999999999888e+00,2.505186999999999831e-01,1.295662623510510647e-01,2.506753326166883955e-01,1.295786240121019339e-01,2.508882976869604153e-01,1.300452546177354451e-01,2.129650702720198296e-04,4.666306056335112196e-04,5.476462945213949468e-02
1.350000000000000089e+00,2.418456933943635701e+00,1.579499999999999904e+00,2.558030000000000026e-01,1.322296347895944024e-01,2.563763867055863233e-01,1.324643747818559925e-01,2.566001284336246746e-01,1.329519734393154462e-01,2.237417280383513507e-04,4.875986574594537437e-04,5.476462945213949468e-02
1.375000000000000000e+00,3.481614061380155611e+00,1.983199999999999852e+00,2.600294000000000216e-01,1.343973337205713603e-01,2.619005153281092069e-01,1.353132431889650655e-01,2.621353162729163078e-01,1.358227032974440307e-01,2.348009448071008975e-04,5.094601084789651679e-04,5.476462945213949468e-02
1.400000000000000133e+00,1.476089687472528222e+00,2.236600000000000144e+00,2.650657999999999626e-01,1.370292902325788154e-01,2.672460325554561478e-01,1.381273518271827760e-01,2.674921362038085171e-01,1.386595328164256236e-01,2.461036483523693086e-04,5.321809892428475131e-04,5.476462945213949468e-02
1.425000000000000044e+00,4.343246294159883725e+00,2.681000000000000050e+00,2.701024000000000203e-01,1.397188426099020553e-01,2.724120333692854889e-01,1.409077197725347730e-01,2.726696664299241291e-01,1.414634139661715972e-01,2.576330606386401101e-04,5.556941936368242629e-04,5.476462945213949468e-02
1.450000000000000178e+00,2.678957662854646316e+00,2.669700000000000184e+00,2.759023999999999921e-01,1.428866152022717773e-01,2.773978244775952562e-01,1.436537670847707615e-01,2.776672161395008498e-01,1.442336902310496216e-01,2.693916619055936046e-04,5.799231462788601021e-04,5.476462945213949468e-02
1.475000000000000089e+00,2.702225542949686421e+00,2.773300000000000320e+00,2.807262000000000368e-01,1.455814035673510254e-01,2.822023829246458893e-01,1.463629058656891746e-01,2.824837708844774586e-01,1.469677052370291503e-01,2.813879598315693897e-04,6.047993713399757443e-04,5.476462945213949468e-02
1.500000000000000000e+00,5.466209023766662511e+00,2.703000000000000291e+00,2.853314000000000128e-01,1.482081240916024722e-01,2.868238735369808001e-01,1.490302454432324564e-01,2.871174956084963648e-01,1.496605097852033717e-01,2.936220715155646310e-04,6.302643419709152983e-04,5.476462945213949468e-02
1.525000000000000133e+00,2.422446036873383335e+00,2.234700000000000131e+00,2.897085999999999828e-01,1.507580501287661967e-01,2.912592562043117006e-01,1.516484329554977917e-01,2.915653334776606154e-01,1.523046876953420836e-01,3.060772733489147690e-04,6.562547398442919455e-04,5.476462945213949468e-02
1.550000000000000044e+00,2.905811552133867437e+00,2.014100000000000001e+00,2.945749000000000284e-01,1.536587873455807773e-01,2.955040174663455810e-01,1.542076522928742532e-01,2.958227355511957590e-01,1.548903323026058210e-01,3.187180848501780517e-04,6.826800097315677274e-04,5.476462945213949468e-02
1.575000000000000178e+00,3.328690703534801010e+00,1.684399999999999897e+00,2.985474000000000183e-01,1.560743230303409113e-01,2.995520553140229580e-01,1.566957990985786697e-01,2.998835450521948331e-01,1.574052043537270407e-01,3.314897381718751035e-04,7.094052551483709390e-04,5.476462945213949468e-02
1.600000000000000089e+00,1.828332557072931630e+00,1.214699999999999891e+00,3.022993999999999959e-01,1.583956109354933972e-01,3.033957280498894016e-01,1.590988313452951775e-01,3.037400421060014732e-01,1.598350807044870425e-01,3.443140561120716647e-04,7.362493591918650715e-04,5.476462945213949468e-02
1.625000000000000000e+00,2.333649457822517981e+00,1.044999999999999929e+00,3.058287000000000089e-01,1.606121790855261910e-01,3.070260548851648230e-01,1.614012713798184118e-01,3.073831388698317069e-01,1.621642731182714736e-01,3.570839846668838469e-04,7.630017384530618507e-04,5.476462945213949468e-02
1.650000000000000133e+00,8.323178919881815130e-01,4.770999999999999686e-01,3.096955000000000680e-01,1.630730933308381925e-01,3.104330378862176776e-01,1.635868173706885864e-01,3.108027055409606776e-01,1.643762729916675158e-01,3.696676547430000070e-04,7.894556209789294066e-04,5.476462945213949468e-02
1.675000000000000044e+00,1.607987099322939928e+00,3.296000000000000041e-01,3.127931999999999935e-01,1.650645140073637163e-01,3.136060690095518466e-01,1.656390166829482258e-01,3.139880021108296670e-01,1.664544685381278699e-01,3.819331012778204304e-04,8.154518551796441361e-04,5.476462945213949468e-02
1.700000000000000178e+00,1.161479218632452071e+00,1.324000000000000177e-01,3.156553000000000275e-01,1.669163083437296968e-01,3.165343927550733905e-01,1.675419606573171627e-01,3.169281853474840149e-01,1.683828845528552720e-01,3.937925924106244757e-04,8.409238955381093117e-04,5.476462945213949468e-02
1.725000000000000089e+00,-2.966363839408696634e-01,-5.159999999999997228e-02,3.182716999999999907e-01,1.686145137059201771e-01,3.192076055752665065e-01,1.692809711014076901e-01,3.196128548355509080e-01,1.701469032844114826e-01,4.052492602844015579e-04,8.659321830037924883e-04,5.476462945213949468e-02
1.750000000000000000e+00,1.426620135562233660e+00,1.345999999999999974e-01,3.213971999999999940e-01,1.706408409674855797e-01,3.216161750160018151e-01,1.708432523006734316e-01,3.220325977232739723e-01,1.717339293319369298e-01,4.164227072721571332e-04,8.906770312634981757e-04,5.476462945213949468e-02
1.775000000000000133e+00,1.361144267762548044e+00,1.355000000000000093e-01,3.231372000000000133e-01,1.717648330057699457e-01,3.237519512577399228e-01,1.722184760662903713e-01,3.241794919370299399e-01,1.731339610043282351e-01,4.275406792900171560e-04,9.154849380378637935e-04,5.476462945213949468e-02
1.800000000000000044e+00,5.446403559038354159e-01,4.189999999999999836e-01,3.252701000000000064e-01,1.731296804808295231e-01,3.256086308751424130e-01,1.733992598620508196e-01,3.260475333752375082e-01,1.743400316778822567e-01,4.389025000950952382e-04,9.407718158314370971e-04,5.476462945213949468e-02
1.825000000000000178e+00,1.957080419311697517e+00,7.700000000000000178e-01,3.265724000000000404e-01,1.739517305585188411e-01,3.271821287259683575e-01,1.743814984324313921e-01,3.276329610097531986e-01,1.753484913259981404e-01,4.508322837848410813e-04,9.669928935667482239e-04,5.476462945213949468e-02
1.850000000000000089e+00,2.035107141768831784e+00,1.170700000000000074e+00,3.280953000000000341e-01,1.748942083545957649e-01,3.284708218357748621e-01,1.751645189842473416e-01,3.289344602756112401e-01,1.761591085435171289e-01,4.636384398363779802e-04,9.945895592697873155e-04,5.476462945213949468e-02
1.875000000000000000e+00,2.365681228000338088e+00,1.709899999999999975e+00,3.291264999999999885e-01,1.755120549098017901e-01,3.294756437797237703e-01,1.757510445954629796e-01,3.299532287702084399e-01,1.767749845016231280e-01,4.775849904846696248e-04,1.023939906160148405e-03,5.476462945213949468e-02
1.900000000000000133e+00,2.720922425880107021e+00,2.097500000000000142e+00,3.300063000000000302e-01,1.760147097343761347e-01,3.302000217126634385e-01,1.761469648206671623e-01,3.306928920214317613e-01,1.772022818094118046e-01,4.928703087683228290e-04,1.055316988744642304e-03,5.476462945213949468e-02
1.925000000000000044e+00,3.637265570263818137e+00,2.587900000000000311e+00,3.304828999999999684e-01,1.762625464881593385e-01,3.306496563821633705e-01,1.763609237324963164e-01,3.311592640642881391e-01,1.774497831081225663e-01,5.096076821247685906e-04,1.088859375626249903e-03,5.476462945213949468e-02
1.950000000000000178e+00,4.588402586577538855e+00,3.081600000000000339e+00,3.307237000000000093e-01,1.763463222922550533e-01,3.308321507889777080e-01,1.764037461749763669e-01,3.313599597248963469e-01,1.775283067058493758e-01,5.278089359186388663e-04,1.124560530873008890e-03,5.476462945213949468e-02
1.975000000000000089e+00,4.392908927585446932e+00,3.414400000000000102e+00,3.306976999999999833e-01,1.762834904391832880e-01,3.307565027180914274e-01,1.762877371369065693e-01,3.313038822088432145e-01,1.774500195369902444e-01,5.473794907517870456e-04,1.162282400083675116e-03,5.476462945213949468e-02
2.000000000000000000e+00,5.029792479106999004e+00,3.674200000000000355e+00,3.304602999999999846e-01,1.760862682337079044e-01,3.304324933993643132e-01,1.760259071671389786e-01,3.310006259228844838e-01,1.772276983349256874e-01,5.681325235201706292e-04,1.201791167786708803e-03,5.476462945213949468e-02
2.024999999999999911e+00,6.020590564838392389e+00,3.889900000000000357e+00,3.299016000000000171e-01,1.756935691520091769e-01,3.298700235706105155e-01,1.756311926886912067e-01,3.304598439033374913e-01,1.768739943040228690e-01,5.898203327269757601e-04,1.242801615331662335e-03,5.476462945213949468e-02
2.050000000000000266e+00,5.086124777218536508e+00,3.880700000000000038e+00,3.291806999999999928e-01,1.752258209124747113e-01,3.290784582801237201e-01,1.751157440179719194e-01,3.296906287089438337e-01,1.764007535460011544e-01,6.121704288201135213e-04,1.285009528029235071e-03,5.476462945213949468e-02
2.075000000000000178e+00,4.632864406846849192e+00,3.864100000000000090e+00,3.282483999999999957e-01,1.746498622593165850e-01,3.280660351919342799e-01,1.744903383815681608e-01,3.287009470923778487e-01,1.758184365901298007e-01,6.349119004435688218e-04,1.328098208561639959e-03,5.476462945213949468e-02
2.100000000000000089e+00,5.375112108400197819e+00,3.688200000000000145e+00,3.271247999999999934e-01,1.739796558265507276e-01,3.268393716398622639e-01,1.737639449972362415e-01,3.274971578650574533e-01,1.751356691922465736e-01,6.577862251951893668e-04,1.371724195010332048e-03,5.476462945213949468e-02
2.125000000000000000e+00,5.068448040015412381e+00,3.344300000000000050e+00,3.255698000000000203e-01,1.730860472495296398e-01,3.254030873638372179e-01,1.729434426154779492e-01,3.260836359042060817e-01,1.743589477960595935e-01,6.805485403688638080e-04,1.415505180581644318e-03,5.476462945213949468e-02
2.149999999999999911e+00,4.014423162116398380e+00,2.881499999999999950e+00,3.240130999999999983e-01,1.722203639405404663e-01,3.237595540693309348e-01,1.720334822915100259e-01,3.244625252158542805e-01,1.734925173755689498e-01,7.029711465233456913e-04,1.459035084058923903e-03,5.476462945213949468e-02
2.175000000000000266e+00,4.077715194814049759e+00,2.413200000000000234e+00,3.219448999999999783e-01,1.710998625607601242e-01,3.219087862901169328e-01,1.710364957259427887e-01,3.226336437076438024e-01,1.725384301797052156e-01,7.248574175268696074e-04,1.501934453762426847e-03,5.476462945213949468e-02
2.200000000000000178e+00,3.205444697562732426e+00,1.923200000000000021e+00,3.203185000000000060e-01,1.702376699102749191e-01,3.198484879658580193e-01,1.699528547645315912e-01,3.205945530931300080e-01,1.714967750098317090e-01,7.460651272719887039e-04,1.543920245300117733e-03,5.476462945213949468e-02
2.225000000000000089e+00,2.377803963684385735e+00,1.562999999999999945e+00,3.178180999999999923e-01,1.689408902760431430e-01,3.175742590867730031e-01,1.687811788547451397e-01,3.183407887814546644e-01,1.703660424963614195e-01,7.665296946816613222e-04,1.584863641616279795e-03,5.476462945213949468e-02
2.250000000000000000e+00,2.009194640568087831e+00,9.998000000000000220e-01,3.150186999999999848e-01,1.675184469356677530e-01,3.150799506295702823e-01,1.675187671170246806e-01,3.158662253899024441e-01,1.691435746904067505e-01,7.862747603321618151e-04,1.624807573382069936e-03,5.476462945213949468e-02
2.274999999999999911e+00,2.283258722213578285e+00,7.514000000000000679e-01,3.128377999999999992e-01,1.664276161531713094e-01,3.123581407699312917e-01,1.661621106871668530e-01,3.131635427745699252e-01,1.678260454271386648e-01,8.054020046386334286e-04,1.663934739971811849e-03,5.476462945213949468e-02
2.300000000000000266e+00,1.439526380563625807e+00,5.555999999999999828e-01,3.100448000000000093e-01,1.650470607148437630e-01,3.094006949125635009e-01,1.647074282552369595e-01,3.102247575959449222e-01,1.664099293072039687e-01,8.240626833814213015e-04,1.702501051967009182e-03,5.476462945213949468e-02
2.325000000000000178e+00,7.856563572727420786e-01,3.588999999999999968e-01,3.065210999999999908e-01,1.633279114016293609e-01,3.061993674539572607e-01,1.631511671946654918e-01,3.070417915811756715e-01,1.648919328159680342e-01,8.424241272184107565e-04,1.740765621302542421e-03,5.476462945213949468e-02
2.350000000000000089e+00,2.033137811114950733e+00,4.002000000000000002e-01,3.026888999999999830e-01,1.614830983822713451e-01,3.027464042470769390e-01,1.614904234574693065e-01,3.036070525409148013e-01,1.632693722591879171e-01,8.606482938378623437e-04,1.778948801718610584e-03,5.476462945213949468e-02
