Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
1.8,0.168427955,0.168192564,0.168192557,-0.039334912,-0.039270805,-0.039270788,,5.54087E-08,5.54122E-08,4.10966E-09,4.11189E-09,,,,,
1.85,0.181205958,0.180928942,0.180928936,-0.047680438,-0.047573046,-0.047573055,,7.67378E-08,7.67408E-08,1.1533E-08,1.15312E-08,,,,,
1.9,0.192128473,0.191825554,0.191825563,-0.053187931,-0.053076201,-0.053076219,,9.17602E-08,9.17545E-08,1.24835E-08,1.24796E-08,,,,,
1.95,0.201030498,0.200712942,0.200712936,-0.056219378,-0.056099185,-0.056099164,,1.00842E-07,1.00845E-07,1.44463E-08,1.44512E-08,,,,,
2,0.208054804,0.207726462,0.207726456,-0.057209742,-0.057065399,-0.057065406,,1.07808E-07,1.07812E-07,2.08347E-08,2.08328E-08,,,,,
2.05,0.213535732,0.213208184,0.213208184,-0.056361247,-0.056219214,-0.056219216,,1.07287E-07,1.07287E-07,2.01734E-08,2.0173E-08,,,,,
2.1,0.218096803,0.217790424,0.217790414,-0.054453898,-0.054360775,-0.054360762,,9.38679E-08,9.38741E-08,8.67176E-09,8.67419E-09,,,,,
2.15,0.222594299,0.222322401,0.222322403,-0.053059232,-0.053033684,-0.053033702,,7.39284E-08,7.39275E-08,6.5274E-10,6.51777E-10,,,,,
2.2,0.227760698,0.227519398,0.227519392,-0.053725207,-0.053741976,-0.053741953,,5.82256E-08,5.82289E-08,2.81187E-10,2.80438E-10,,,,,
2.25,0.233801855,0.233575476,0.233575465,-0.056957524,-0.056970778,-0.056970777,,5.12478E-08,5.12525E-08,1.75651E-10,1.75622E-10,,,,,
2.3,0.240284291,0.240060443,0.240060454,-0.061886257,-0.061876818,-0.061876839,,5.0108E-08,5.01034E-08,8.90978E-11,8.8707E-11,,,,,
2.35,0.246394789,0.246173133,0.246173124,-0.066941875,-0.066932746,-0.066932711,,4.91312E-08,4.91352E-08,8.33471E-11,8.39796E-11,,,,,
2.4,0.251325192,0.251109922,0.251109926,-0.070833004,-0.070850168,-0.070850196,,4.63412E-08,4.63396E-08,2.94635E-10,2.95579E-10,,,,,
2.45,0.254485233,0.254272681,0.254272699,-0.072854419,-0.072888752,-0.072888758,,4.51782E-08,4.51706E-08,1.17874E-09,1.17913E-09,,,,,
2.5,0.255531073,0.255309779,0.255309771,-0.072564501,-0.072586264,-0.072586231,,4.89711E-08,4.89744E-08,4.73626E-10,4.7221E-10,,,,,
2.55,0.254404798,0.254167177,0.25416719,-0.069695499,-0.069694555,-0.06969459,,5.64633E-08,5.64575E-08,8.91266E-13,8.27487E-13,,,,,
2.6,0.251437749,0.251186796,0.251186815,-0.064562815,-0.064556641,-0.064556642,,6.29775E-08,6.29681E-08,3.81129E-11,3.81046E-11,,,,,
2.65,0.247349165,0.247092266,0.247092284,-0.058305492,-0.058313298,-0.058313316,,6.59969E-08,6.59876E-08,6.09399E-11,6.12116E-11,,,,,
2.7,0.243018891,0.242757977,0.242757996,-0.052464887,-0.052486454,-0.052486455,,6.80761E-08,6.80664E-08,4.65125E-10,4.65158E-10,,,,,
2.75,0.239143991,0.238872528,0.238872514,-0.048214587,-0.048231327,-0.04823128,,7.3692E-08,7.36994E-08,2.80222E-10,2.78664E-10,,,,,
2.8,0.236004859,0.23571293,0.23571293,-0.045869826,-0.045862784,-0.045862806,,8.52229E-08,8.52226E-08,4.95877E-11,4.92725E-11,,,,,
2.85,0.233461018,0.233141881,0.233141889,-0.044982789,-0.044947694,-0.044947688,,1.01848E-07,1.01843E-07,1.23163E-09,1.23204E-09,,,,,
2.9,0.231103244,0.230754033,0.230754042,-0.044779076,-0.044718111,-0.044718121,,1.21949E-07,1.21942E-07,3.71676E-09,3.71555E-09,,,,,
2.95,0.228412286,0.228030961,0.228030975,-0.044442594,-0.044348872,-0.044348873,,1.45409E-07,1.45398E-07,8.78398E-09,8.7837E-09,,,,,
3,0.22487535,0.224461778,0.224461761,-0.043139514,-0.043003542,-0.043003494,,1.71042E-07,1.71056E-07,1.84884E-08,1.85015E-08,,,,,
3.05,0.220119043,0.219680398,0.219680404,-0.040123962,-0.039954837,-0.039954879,,1.92409E-07,1.92404E-07,2.86033E-08,2.85892E-08,,,,,
3.1,0.214071817,0.213624185,0.213624192,-0.035086741,-0.03491597,-0.034915954,,2.00375E-07,2.00368E-07,2.91628E-08,2.91682E-08,,,,,
3.15,0.207056136,0.206617793,0.206617775,-0.028444786,-0.028304746,-0.02830472,,1.92144E-07,1.9216E-07,1.9611E-08,1.96183E-08,,,,,
3.2,0.199711138,0.199293798,0.19929378,-0.021230428,-0.021132898,-0.02113289,,1.74172E-07,1.74187E-07,9.51214E-09,9.51371E-09,,,,,
3.25,0.192771502,0.192377631,0.192377586,-0.014627655,-0.014563422,-0.014563366,,1.55134E-07,1.5517E-07,4.12595E-09,4.13313E-09,,,,,
3.3,0.186832164,0.186459008,0.186458976,-0.009508377,-0.009464177,-0.009464193,,1.39245E-07,1.39269E-07,1.95364E-09,1.95225E-09,,,,,
3.35,0.182210434,0.181854959,0.181854939,-0.006242767,-0.006215055,-0.006215048,,1.26363E-07,1.26377E-07,7.67917E-10,7.68322E-10,,,,,
3.4,0.178919202,0.178578269,0.178578244,-0.004753284,-0.004743446,-0.00474344,,1.16235E-07,1.16253E-07,9.67914E-11,9.69046E-11,,,,,
3.45,0.176702464,0.17636993,0.176369883,-0.004605689,-0.004607211,-0.004607162,,1.10579E-07,1.1061E-07,2.31738E-12,2.17203E-12,,,,,
3.5,0.175108195,0.174774624,0.174774526,-0.005057868,-0.005054943,-0.005054846,,1.1127E-07,1.11335E-07,8.55555E-12,9.13245E-12,,,,,
3.55,0.173616571,0.173273324,0.173273257,-0.00519764,-0.005177749,-0.005177774,,1.17819E-07,1.17865E-07,3.95653E-10,3.94651E-10,,,,,
3.6,0.171819396,0.171463075,0.171463058,-0.004256182,-0.004220021,-0.004220068,,1.26965E-07,1.26976E-07,1.30762E-09,1.30425E-09,,,,,
3.65,0.169580908,0.169213377,0.169213368,-0.001943021,-0.001900318,-0.001900342,,1.35079E-07,1.35086E-07,1.82355E-09,1.82151E-09,,,,,
3.7,0.167093076,0.166717935,0.166717887,0.001437581,0.001478494,0.001478549,,1.40731E-07,1.40767E-07,1.67385E-09,1.67833E-09,,,,,
3.75,0.164800658,0.164420135,0.164420033,0.005152629,0.005189973,0.005190058,,1.44798E-07,1.44876E-07,1.39453E-09,1.40089E-09,,,,,
3.8,0.163248453,0.16286276,0.16286268,0.008339382,0.008374809,0.008374798,,1.48758E-07,1.4882E-07,1.25504E-09,1.25425E-09,,,,,
3.85,0.16292496,0.162532887,0.162532823,0.010254381,0.010289081,0.010289091,,1.53721E-07,1.53771E-07,1.20409E-09,1.20477E-09,,,,,
3.9,0.164143286,0.163741702,0.163741629,0.010418428,0.010455971,0.010455991,,1.6127E-07,1.61328E-07,1.40945E-09,1.41097E-09,,,,,
3.95,0.166966355,0.166549566,0.166549465,0.008711381,0.008762403,0.008762473,,1.73713E-07,1.73798E-07,2.60324E-09,2.61035E-09,,,,,
4,0.171184997,0.17074633,0.170746215,0.005434636,0.005514465,0.005514504,,1.92428E-07,1.92529E-07,6.37269E-09,6.37897E-09,,,,,
4.05,0.176370336,0.175906246,0.175906195,0.00126581,0.001383589,0.001383515,,2.1538E-07,2.15427E-07,1.3872E-08,1.38544E-08,,,,,
4.1,0.182003602,0.18151725,0.181517219,-0.002952775,-0.002802572,-0.002802584,,2.36539E-07,2.36569E-07,2.25612E-08,2.25576E-08,,,,,
4.15,0.187640334,0.187141216,0.187141152,-0.006516762,-0.006351339,-0.0063513,,2.49118E-07,2.49183E-07,2.73647E-08,2.73774E-08,,,,,
4.2,0.193039392,0.192539824,0.192539692,-0.009091309,-0.008929753,-0.008929623,,2.49568E-07,2.497E-07,2.61002E-08,2.61422E-08,,,,,
4.25,0.198209021,0.197720497,0.197720339,-0.010769156,-0.010625094,-0.010625021,,2.38655E-07,2.3881E-07,2.0754E-08,2.07749E-08,,,,,
4.3,0.203369188,0.202900807,0.202900734,-0.011979618,-0.011861546,-0.011861629,,2.19381E-07,2.1945E-07,1.3941E-08,1.39213E-08,,,,,
4.35,0.20885967,0.20841796,0.208417965,-0.013333494,-0.013247791,-0.013247898,,1.95107E-07,1.95103E-07,7.34504E-09,7.3268E-09,,,,,
4.4,0.215024139,0.214612286,0.214612278,-0.015455593,-0.015405776,-0.015405776,,1.69622E-07,1.69629E-07,2.48182E-09,2.48177E-09,,,,,
4.45,0.222092954,0.221709473,0.221709312,-0.01881059,-0.018793518,-0.018793273,,1.47058E-07,1.47181E-07,2.91448E-10,2.99886E-10,,,,,
4.5,0.230091005,0.229729341,0.22972908,-0.023542702,-0.023546978,-0.023546778,,1.30801E-07,1.3099E-07,1.82887E-11,1.66169E-11,,,,,
4.55,0.238803634,0.238454136,0.238453959,-0.029397123,-0.029407802,-0.02940783,,1.22149E-07,1.22272E-07,1.1404E-10,1.14633E-10,,,,,
4.6,0.24782108,0.247474241,0.247474205,-0.035785521,-0.03579045,-0.035790609,,1.20297E-07,1.20323E-07,2.42976E-11,2.58848E-11,,,,,
4.65,0.256648267,0.256297057,0.256297069,-0.041979048,-0.041971837,-0.041971924,,1.23349E-07,1.2334E-07,5.19969E-11,5.07454E-11,,,,,
4.7,0.264836676,0.264477284,0.264477229,-0.047336371,-0.047315426,-0.047315367,,1.29163E-07,1.29202E-07,4.38702E-10,4.41191E-10,,,,,
4.75,0.27209142,0.271722983,0.271722918,-0.051472723,-0.051439619,-0.051439638,,1.35746E-07,1.35794E-07,1.09583E-09,1.09458E-09,,,,,
4.8,0.278325786,0.277949991,0.277949985,-0.054332869,-0.054292408,-0.054292505,,1.41222E-07,1.41227E-07,1.63706E-09,1.62927E-09,,,,,
4.85,0.283657044,0.283277126,0.28327712,-0.05617792,-0.056137309,-0.05613734,,1.44338E-07,1.44342E-07,1.64925E-09,1.64675E-09,,,,,
4.9,0.288349111,0.287967891,0.287967769,-0.057500923,-0.057466379,-0.057466214,,1.45329E-07,1.45422E-07,1.19332E-09,1.20471E-09,,,,,
4.95,0.29271521,0.292332921,0.292332668,-0.058878786,-0.058850721,-0.058850493,,1.46145E-07,1.46338E-07,7.87667E-10,8.00521E-10,,,,,
5,0.29700516,0.296618587,0.29661839,-0.060786586,-0.060757829,-0.060757856,,1.49438E-07,1.49591E-07,8.27007E-10,8.25405E-10,,,,,
5.05,0.301312924,0.300916831,0.300916814,-0.063435818,-0.063395214,-0.063395461,,1.5689E-07,1.56903E-07,1.64866E-09,1.62867E-09,,,,,
5.1,0.305537399,0.30512713,0.305127196,-0.066705015,-0.066643209,-0.066643394,,1.68321E-07,1.68267E-07,3.81999E-09,3.79717E-09,,,,,
5.15,0.309408939,0.308982582,0.30898248,-0.070189085,-0.07010249,-0.070102292,,1.8178E-07,1.81867E-07,7.49873E-09,7.53294E-09,,,,,
5.2,0.312567967,0.312127113,0.312126751,-0.073335836,-0.073226751,-0.073226336,,1.94353E-07,1.94672E-07,1.18996E-08,1.19904E-08,,,,,
5.25,0.314666188,0.314215701,0.314215344,-0.075610789,-0.075486039,-0.07548593,,2.02939E-07,2.03261E-07,1.55625E-08,1.55897E-08,,,,,
5.3,0.315459968,0.315007522,0.315007476,-0.076641875,-0.076511948,-0.076512339,,2.04707E-07,2.04749E-07,1.68811E-08,1.67798E-08,,,,,
5.35,0.31487244,0.314427565,0.314427845,-0.076315891,-0.076193885,-0.076194465,,1.97914E-07,1.97664E-07,1.48855E-08,1.47444E-08,,,,,
5.4,0.313008985,0.312581339,0.312581568,-0.074807009,-0.074706286,-0.074706394,,1.82881E-07,1.82685E-07,1.01452E-08,1.01235E-08,,,,,
5.45,0.310120749,0.30971765,0.309717524,-0.072523195,-0.072453284,-0.072452892,,1.62489E-07,1.62591E-07,4.88754E-09,4.94254E-09,,,,,
5.5,0.306525451,0.306149934,0.306149545,-0.069977533,-0.069941365,-0.069940918,,1.41012E-07,1.41305E-07,1.30815E-09,1.3407E-09,,,,,
5.55,0.302510439,0.30216075,0.302160366,-0.067624855,-0.067618433,-0.067618268,,1.22282E-07,1.22551E-07,4.12497E-11,4.33847E-11,,,,,
5.6,0.298250448,0.297920789,0.297920499,-0.065723597,-0.065737803,-0.065737768,,1.08675E-07,1.08867E-07,2.01817E-10,2.00821E-10,,,,,
5.65,0.293766122,0.293448077,0.293447758,-0.064270061,-0.064292993,-0.064292836,,1.01153E-07,1.01356E-07,5.25901E-10,5.1873E-10,,,,,
5.7,0.288933226,0.288617403,0.288617121,-0.063017968,-0.063037164,-0.063037164,,9.9744E-08,9.99223E-08,3.68483E-10,3.68485E-10,,,,,
5.75,0.283535838,0.283213928,0.283213899,-0.061566418,-0.061571765,-0.061572152,,1.03626E-07,1.03644E-07,2.85824E-11,3.28687E-11,,,,,
5.8,0.277345929,0.277012556,0.277012831,-0.059486712,-0.059472907,-0.05947351,,1.11137E-07,1.10954E-07,1.90593E-10,1.74307E-10,,,,,
5.85,0.270206589,0.269860221,0.269860449,-0.05645566,-0.05642357,-0.0564237,,1.19971E-07,1.19813E-07,1.02979E-09,1.02144E-09,,,,,
5.9,0.262095286,0.261737571,0.261737372,-0.052360558,-0.052315723,-0.052315192,,1.2796E-07,1.28102E-07,2.01019E-09,2.05806E-09,,,,,
5.95,0.253147917,0.252781943,0.252781429,-0.04734265,-0.047292152,-0.047291575,,1.33938E-07,1.34313E-07,2.55E-09,2.60869E-09,,,,,
6,0.243635582,0.243264141,0.243263843,-0.041761524,-0.041710682,-0.041710832,,1.37968E-07,1.3819E-07,2.58498E-09,2.56973E-09,,,,,
6.05,0.233901641,0.233526173,0.233526414,-0.036091569,-0.036042053,-0.036042864,,1.40976E-07,1.40795E-07,2.45178E-09,2.37215E-09,,,,,
6.1,0.224279971,0.223900273,0.223900641,-0.030787621,-0.030737283,-0.030737685,,1.4417E-07,1.43891E-07,2.53393E-09,2.49366E-09,,,,,
6.15,0.2150202,0.214634516,0.214634284,-0.026164845,-0.026108431,-0.026107692,,1.48752E-07,1.48931E-07,3.18253E-09,3.26637E-09,,,,,
6.2,0.2062413,0.205846985,0.205845953,-0.022326738,-0.022257779,-0.022256365,,1.55485E-07,1.56299E-07,4.75537E-09,4.95235E-09,,,,,
6.25,0.197924839,0.197519706,0.197518533,-0.019156541,-0.019069814,-0.01906907,,1.64133E-07,1.65085E-07,7.52161E-09,7.65119E-09,,,,,
6.3,0.189947814,0.189531895,0.189531411,-0.016370659,-0.016264908,-0.016265471,,1.72989E-07,1.73392E-07,1.11831E-08,1.10645E-08,,,,,
6.35,0.182144534,0.181721206,0.181721562,-0.013618851,-0.013498001,-0.013499237,,1.79206E-07,1.78905E-07,1.46046E-08,1.43075E-08,,,,,
6.4,0.174378801,0.173954527,0.173955224,-0.010602902,-0.010475381,-0.010476306,,1.80009E-07,1.79417E-07,1.62616E-08,1.60265E-08,,,,,
6.45,0.166604183,0.166187183,0.166187745,-0.007177221,-0.007054046,-0.007054392,,1.73889E-07,1.7342E-07,1.51721E-08,1.50871E-08,,,,,
6.5,0.158893646,0.15849227,0.158492598,-0.003398678,-0.0032912,-0.003291253,,1.61103E-07,1.60839E-07,1.15515E-08,1.154E-08,,,,,
6.55,0.15143007,0.151051292,0.151051302,0.000489276,0.00057165,0.000571996,,1.43473E-07,1.43466E-07,6.78558E-09,6.84266E-09,,,,,
6.6,0.144462068,0.144109963,0.144109358,0.004129716,0.00418202,0.004183133,,1.23978E-07,1.24405E-07,2.73577E-09,2.8534E-09,,,,,
6.65,0.138240038,0.137914525,0.137913268,0.007156518,0.007179891,0.007181405,,1.05959E-07,1.06779E-07,5.46304E-10,6.19354E-10,,,,,
6.7,0.132952148,0.132648849,0.132647589,0.009297632,0.009299019,0.009299717,,9.19903E-08,9.27556E-08,1.92431E-12,4.34717E-12,,,,,
6.75,0.128678792,0.128390381,0.128389977,0.010448595,0.01043851,0.010437662,,8.31806E-08,8.34141E-08,1.01692E-10,1.19516E-10,,,,,
6.8,0.125378232,0.125096581,0.125097062,0.010696471,0.010686112,0.010684682,,7.9327E-08,7.90562E-08,1.07307E-10,1.38983E-10,,,,,
6.85,0.122907106,0.122625011,0.122625418,0.010287435,0.010286496,0.01028619,,7.95775E-08,7.93479E-08,8.81474E-13,1.5512E-12,,,,,
6.9,0.121069192,0.120781278,0.120780778,0.009547479,0.009562565,0.009563759,,8.28943E-08,8.31824E-08,2.27613E-10,2.65063E-10,,,,,
6.95,0.119677084,0.119380342,0.119379366,0.008781092,0.008814442,0.008815462,,8.80558E-08,8.8636E-08,1.1122E-09,1.18134E-09,,,,,
7,0.118607551,0.118301844,0.118301751,0.008180316,0.008229158,0.008228155,,9.34573E-08,9.35139E-08,2.38546E-09,2.28855E-09,,,,,
7.05,0.11783388,0.117521944,0.117523412,0.007772167,0.007829868,0.007827178,,9.73045E-08,9.63904E-08,3.32939E-09,3.0263E-09,,,,,
7.1,0.11742639,0.117112565,0.117114625,0.007418444,0.007477762,0.007475786,,9.84862E-08,9.71976E-08,3.51863E-09,3.28801E-09,,,,,
7.15,0.117522254,0.117210295,0.117211168,0.006865136,0.006921708,0.006922437,,9.73184E-08,9.67747E-08,3.20038E-09,3.28344E-09,,,,,
7.2,0.118274635,0.117966004,0.117964839,0.005824887,0.005878777,0.005881744,,9.52534E-08,9.5974E-08,2.9041E-09,3.23279E-09,,,,,
7.25,0.119796638,0.119490509,0.119487994,0.004067963,0.004122413,0.004125553,,9.3715E-08,9.52612E-08,2.9648E-09,3.31655E-09,,,,,
7.3,0.122116702,0.121811295,0.121808756,0.00149526,0.001554529,0.001556265,,9.32736E-08,9.48309E-08,3.51272E-09,3.72157E-09,,,,,
7.35,0.1251585,0.124852484,0.12485084,-0.001828128,-0.001760421,-0.001760338,,9.36458E-08,9.46548E-08,4.58428E-09,4.59552E-09,,,,,
7.4,0.128750932,0.128444262,0.12844396,-0.005688532,-0.005610463,-0.005611935,,9.40465E-08,9.42321E-08,6.09477E-09,5.86715E-09,,,,,
7.45,0.132664518,0.132359052,0.13236037,-0.009782725,-0.009695499,-0.009698488,,9.33091E-08,9.25058E-08,7.60835E-09,7.09593E-09,,,,,
7.5,0.136662507,0.136362585,0.136365243,-0.013800855,-0.013709927,-0.01371346,,8.99532E-08,8.83658E-08,8.26787E-09,7.63778E-09,,,,,
7.55,0.140551016,0.140263165,0.140265825,-0.017507242,-0.017421425,-0.017423299,,8.28579E-08,8.13335E-08,7.36455E-09,7.0464E-09,,,,,
7.6,0.144213548,0.143944806,0.143945734,-0.020795247,-0.020723823,-0.020722433,,7.22221E-08,7.17243E-08,5.10134E-09,5.30191E-09,,,,,
7.65,0.147620557,0.147376213,0.147374979,-0.023701492,-0.023651323,-0.023647931,,5.97041E-08,6.03085E-08,2.51694E-09,2.86878E-09,,,,,
7.7,0.150812406,0.150594825,0.150592941,-0.02637699,-0.026351751,-0.026349594,,4.73413E-08,4.81645E-08,6.37043E-10,7.50553E-10,,,,,
7.75,0.153861858,0.153670792,0.153670095,-0.029024972,-0.029025538,-0.029026271,,3.65061E-08,3.67731E-08,3.19999E-13,1.6883E-12,,,,,
7.8,0.156828181,0.156661312,0.15666176,-0.031824762,-0.031848764,-0.031850333,,2.78453E-08,2.76961E-08,5.76106E-10,6.53911E-10,,,,,
7.85,0.159717193,0.159569862,0.159569448,-0.034865154,-0.034905565,-0.03490448,,2.17063E-08,2.18284E-08,1.63304E-09,1.54648E-09,,,,,
7.9,0.162459507,0.162324258,0.162321486,-0.038107634,-0.038152786,-0.038148559,,1.82923E-08,1.90497E-08,2.03869E-09,1.67486E-09,,,,,
7.95,0.164913335,0.164781022,0.16477706,-0.041390044,-0.041427195,-0.041423426,,1.75067E-08,1.85709E-08,1.38017E-09,1.11432E-09,,,,,
8,0.166890486,0.166753154,0.16675115,-0.044468335,-0.044488739,-0.044489679,,1.88601E-08,1.94145E-08,4.16345E-10,4.55605E-10,,,,,
8.05,0.168197198,0.1680509,0.168053045,-0.047082522,-0.047084386,-0.0470905,,2.14029E-08,2.07799E-08,3.47659E-12,6.36562E-11,,,,,
8.1,0.168677335,0.168522659,0.168528231,-0.049026463,-0.049013466,-0.049021195,,2.39246E-08,2.22321E-08,1.68938E-10,2.7757E-11,,,,,
8.15,0.168245183,0.168085448,0.168091575,-0.05020086,-0.050178631,-0.050183654,,2.55152E-08,2.35955E-08,4.94098E-10,2.96042E-10,,,,,
8.2,0.166898489,0.16673747,0.166741262,-0.050634402,-0.050607947,-0.050608109,,2.59273E-08,2.47205E-08,6.99869E-10,6.91331E-10,,,,,
8.25,0.164708446,0.16454905,0.164548897,-0.050467535,-0.050440417,-0.050435797,,2.5407E-08,2.54558E-08,7.35382E-10,1.0073E-09,,,,,
8.3,0.161790192,0.161633955,0.161629656,-0.04990447,-0.049878242,-0.049870238,,2.44101E-08,2.57719E-08,6.87865E-10,1.17179E-09,,,,,
8.35,0.158263165,0.158109863,0.158102822,-0.049148585,-0.049121944,-0.049113548,,2.35017E-08,2.571E-08,7.09752E-10,1.22757E-09,,,,,
