Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Left
2.500000000000000000e-01,-1.074988505829523433e+00,-2.096000000000000085e-01,5.807299999999997880e-03,4.628613176288961899e-03,6.308104090816389273e-03,4.987310493243739262e-03,6.304055763515006676e-03,4.989769941674116957e-03,-4.048327301382596832e-06,2.459448430377694783e-06,1.559532809073971640e-03
2.750000000000000222e-01,-9.761642886906535255e-01,-3.782999999999999696e-01,7.235600000000005222e-03,5.897467542488839427e-03,7.565264947143691965e-03,6.101776604153741519e-03,7.560219486623819332e-03,6.105096349634396048e-03,-5.045460519872632665e-06,3.319745480654529013e-06,1.559532809073971640e-03
3.000000000000000444e-01,-1.784314876022083940e+00,-5.706999999999999851e-01,8.556399999999996994e-03,7.122688677388858830e-03,8.917256784761184996e-03,7.357115912411242055e-03,8.911091417824481067e-03,7.361533179125939741e-03,-6.165366936703928213e-06,4.417266714697686003e-06,1.559532809073971640e-03
3.250000000000000111e-01,-2.241689279233403553e+00,-7.940000000000000391e-01,1.017740000000000658e-02,8.700466321191733382e-03,1.035765823093542405e-02,8.761639654902586907e-03,1.035031107503492018e-02,8.767308386678661011e-03,-7.347155900503873904e-06,5.668731776074104056e-06,1.559532809073971640e-03
3.500000000000000333e-01,-1.619096828974243563e+00,-9.493000000000000327e-01,1.138760000000000640e-02,9.932668773099730467e-03,1.187988682032921003e-02,1.032252213927415709e-02,1.187136809422204703e-02,1.032947346014412467e-02,-8.518726107163004935e-06,6.951320869967581029e-06,1.559532809073971640e-03
3.750000000000000000e-01,-2.026611897173486110e+00,-1.199100000000000055e+00,1.316790000000000321e-02,1.183333232852155567e-02,1.347747555197783761e-02,1.204525250491743187e-02,1.346784997534738668e-02,1.205339619881596637e-02,-9.625576630450938254e-06,8.143693898534504205e-06,1.559532809073971640e-03
4.000000000000000222e-01,-2.235324673503911619e+00,-1.271299999999999875e+00,1.476860000000000672e-02,1.362753079957172535e-02,1.514436422611546880e-02,1.393317621071605249e-02,1.513371200441987995e-02,1.394233836362118381e-02,-1.065222169558885379e-05,9.162152905131323855e-06,1.559532809073971640e-03
4.250000000000000444e-01,-2.739206574900010960e+00,-1.443000000000000060e+00,1.641679999999999529e-02,1.555437429377346491e-02,1.687518257560824408e-02,1.598716192684920476e-02,1.686355676435302015e-02,1.599713988425918720e-02,-1.162581125522393899e-05,9.977957409982446402e-06,1.559532809073971640e-03
4.500000000000000111e-01,-2.571509620049554190e+00,-1.452700000000000102e+00,1.840099999999999722e-02,1.797863662479358762e-02,1.866550849824279157e-02,1.820541287495308982e-02,1.865290655075040396e-02,1.821602610720962634e-02,-1.260194749238760514e-05,1.061323225653651448e-05,1.559532809073971640e-03
4.750000000000000333e-01,-2.284599286164441079e+00,-1.456100000000000172e+00,2.047150000000000705e-02,2.061931978306100893e-02,2.051208611799601803e-02,2.058343115598967876e-02,2.049844434514500741e-02,2.059455466205933893e-02,-1.364177285101061954e-05,1.112350606966017175e-05,1.559532809073971640e-03
5.000000000000000000e-01,-2.635520002757785196e+00,-1.474000000000000199e+00,2.199920000000000347e-02,2.262819375210648257e-02,2.241298839361690817e-02,2.311413698936580149e-02,2.239819652517077014e-02,2.312571550490784625e-02,-1.479186844613802898e-05,1.157851554204475386e-05,1.559532809073971640e-03
5.250000000000000222e-01,-1.873874201384703619e+00,-1.350800000000000001e+00,2.386719999999999814e-02,2.514321320423031428e-02,2.436771227501885809e-02,2.578813439717718772e-02,2.435163783893551023e-02,2.580018314827615261e-02,-1.607443608334785390e-05,1.204875109896488827e-05,1.559532809073971640e-03
5.500000000000000444e-01,-2.179688866692552462e+00,-1.196199999999999930e+00,2.577809999999999477e-02,2.776818839922978385e-02,2.637720056810169758e-02,2.859409919031668731e-02,2.635971205863817807e-02,2.860669724224411750e-02,-1.748850946351951374e-05,1.259805192743018720e-05,1.559532809073971640e-03
5.750000000000000666e-01,-1.930207533278482268e+00,-1.021900000000000031e+00,2.808799999999999492e-02,3.099355685691530457e-02,2.844378975087688208e-02,3.151925170391481346e-02,2.842477213459136329e-02,3.153252973826444622e-02,-1.901761628551879024e-05,1.327803434963276130e-05,1.559532809073971640e-03
6.000000000000000888e-01,-1.253792771413429374e+00,-7.605999999999999428e-01,3.013899999999999565e-02,3.388382209821791391e-02,3.057108528424430302e-02,3.454987299008617507e-02,3.055044759573461235e-02,3.456399341263782093e-02,-2.063768850969066593e-05,1.412042255164586146e-05,1.559532809073971640e-03
6.250000000000000000e-01,-1.849963113182173879e+00,-5.732999999999999208e-01,3.259000000000000091e-02,3.734131934641868322e-02,3.276376745384582123e-02,3.767182914962816098e-02,3.274144640245207905e-02,3.768695621670225399e-02,-2.232105139374218616e-05,1.512706707409300355e-05,1.559532809073971640e-03
6.500000000000000222e-01,-1.248638358756810174e+00,-4.434000000000000163e-01,3.438720000000000665e-02,3.986506544480248465e-02,3.502733360083830350e-02,4.087107882453717284e-02,3.500329769134732927e-02,4.088734047453836118e-02,-2.403590949097422769e-05,1.626165000118834358e-05,1.559532809073971640e-03
6.750000000000000444e-01,-4.881002146116566465e-01,-1.449000000000000288e-01,3.699949999999999767e-02,4.349185963044669562e-02,3.736778694876335960e-02,4.413414596839189408e-02,3.734204345973546335e-02,4.415159460117473039e-02,-2.574348902789624915e-05,1.744863278283631525e-05,1.559532809073971640e-03
7.000000000000000666e-01,-1.132351606299953017e+00,3.070000000000006751e-02,3.972599999999999743e-02,4.720766560794262962e-02,3.979128720175633543e-02,4.744853726475686817e-02,3.976389100079082140e-02,4.746711991566507360e-02,-2.739620096551403927e-05,1.858265090820543364e-05,1.559532809073971640e-03
7.250000000000000888e-01,-5.897435363266866348e-01,2.530999999999999917e-01,4.213120000000000753e-02,5.041558077310819702e-02,4.230378187150100194e-02,5.080307372238077046e-02,4.227484143349337364e-02,5.082262126468120589e-02,-2.894043800762829965e-05,1.954754230043542762e-05,1.559532809073971640e-03
7.500000000000000000e-01,-1.419208819196183802e-01,3.979000000000000314e-01,4.419350000000000361e-02,5.310338782117947354e-02,4.491063765370206101e-02,5.418810305373603087e-02,4.488031106613549204e-02,5.420834452844172646e-02,-3.032658756656897436e-05,2.024147470569559459e-05,1.559532809073971640e-03
7.750000000000000222e-01,-2.096405477317754007e-01,5.233999999999999764e-01,4.720149999999999346e-02,5.691518690753508830e-02,4.761628815174552554e-02,5.759557381990171310e-02,4.758476284487181407e-02,5.761617696915355413e-02,-3.152530687371146723e-05,2.060314925184103529e-05,1.559532809073971640e-03
8.000000000000000444e-01,5.052171301818304539e-01,6.241999999999999771e-01,4.989220000000000460e-02,6.021909518156035035e-02,5.042391088065945048e-02,6.101897728052416842e-02,5.039136709459227093e-02,6.103960950792356593e-02,-3.254378606717955869e-05,2.063222739939751804e-05,1.559532809073971640e-03
8.250000000000000666e-01,-1.509956949374219592e-01,5.523000000000000131e-01,5.265740000000000004e-02,6.351776746782963889e-02,5.333514526212890239e-02,6.445318201648615741e-02,5.330171270889962759e-02,6.447357758074188927e-02,-3.343255322927479734e-05,2.039556425573185727e-05,1.559532809073971640e-03
8.500000000000000888e-01,-2.091341192530435933e-01,5.707999999999999741e-01,5.550259999999999916e-02,6.680771310783895078e-02,5.634986338970014025e-02,6.789419072307498193e-02,5.631558711036705606e-02,6.791420277195832356e-02,-3.427627933308419195e-05,2.001204888334162657e-05,1.559532809073971640e-03
8.750000000000000000e-01,3.046939733170725972e-01,5.172999999999999821e-01,5.895779999999999771e-02,7.067187207175439079e-02,5.946600402882846331e-02,7.133884316159244676e-02,5.943083349952925365e-02,7.135845806420243465e-02,-3.517052929920966298e-05,1.961490260998788315e-05,1.559532809073971640e-03
9.000000000000000222e-01,-8.521228220291996447e-01,2.988000000000000100e-01,6.203140000000000043e-02,7.400196028455957586e-02,6.267947619003201576e-02,7.478448593212760898e-02,6.264328109829972457e-02,7.480378737956230872e-02,-3.619509173229118471e-05,1.930144743469974777e-05,1.559532809073971640e-03
9.250000000000000444e-01,-5.326227865950448059e-01,2.623000000000000331e-01,6.569630000000001302e-02,7.786088326071903543e-02,6.598413294609557778e-02,7.822863479353991956e-02,6.594673587892485589e-02,7.824772742107256873e-02,-3.739706717072188713e-05,1.909262753264917567e-05,1.559532809073971640e-03
9.500000000000000666e-01,3.059562833779224528e-02,2.560000000000007755e-02,6.890799999999999703e-02,8.114908357147634921e-02,6.937181203611558766e-02,8.166866386602518457e-02,6.933302127832771666e-02,8.168759152145239899e-02,-3.879075778787099971e-05,1.892765542721441818e-05,1.559532809073971640e-03
9.750000000000000888e-01,-1.219740754168438412e+00,-2.195000000000000284e-01,7.220669999999999866e-02,8.444950118699762198e-02,7.283243921958715283e-02,8.510155903267821453e-02,7.279206897544121535e-02,8.512026245248277556e-02,-4.037024414593748389e-05,1.870341980456102782e-05,1.559532809073971640e-03
1.000000000000000000e+00,-8.262125577060380754e-01,-2.943999999999999950e-01,7.614410000000000622e-02,8.830318817540111498e-02,7.635419151603534127e-02,8.852376659975175199e-02,7.631206895725368977e-02,8.854210547902524597e-02,-4.212255878165149792e-05,1.833887927349397984e-05,1.559532809073971640e-03
1.025000000000000133e+00,-2.484842689898398405e+00,-5.229999999999999094e-01,7.954370000000000884e-02,9.156869920588250888e-02,7.992371599164886653e-02,9.193115536396885557e-02,7.987968488223387564e-02,9.194897932147151620e-02,-4.403110941499088771e-05,1.782395750266063672e-05,1.559532809073971640e-03
1.050000000000000044e+00,-1.122396559157215590e+00,-5.569999999999999396e-01,8.239189999999999015e-02,9.426697822946572547e-02,8.352639386017793321e-02,9.531909426855095235e-02,8.348032496259391588e-02,9.533631463791912564e-02,-4.606889758401733204e-05,1.722036936817328279e-05,1.559532809073971640e-03
1.074999999999999956e+00,-1.237253567110707220e+00,-6.487000000000000544e-01,8.700329999999999175e-02,9.857619615263972512e-02,8.714663323331267586e-02,9.868263148712715094e-02,8.709844294353927263e-02,9.869924563160865916e-02,-4.819028977340322761e-05,1.661414448150821954e-05,1.559532809073971640e-03
1.100000000000000089e+00,-2.037721154533684409e+00,-6.958999999999999631e-01,9.105920000000000680e-02,1.023234180566715695e-01,9.076817269399105326e-02,1.020167465205801538e-01,9.071784156185191961e-02,1.020327978796699564e-01,-5.033113213913364969e-05,1.605135908980259707e-05,1.559532809073971640e-03
1.125000000000000000e+00,-7.295157598204314864e-01,-6.071999999999999620e-01,9.449420000000001429e-02,1.054772280150253205e-01,9.437438357219049556e-02,1.053166376806662641e-01,9.432196318979066407e-02,1.053321351679272766e-01,-5.242038239983148884e-05,1.549748726101252139e-05,1.559532809073971640e-03
1.150000000000000133e+00,-1.253623858297385985e+00,-6.268000000000000238e-01,9.731410000000000060e-02,1.080585699787249276e-01,9.794856754382372244e-02,1.085780062962055231e-01,9.789416915623382065e-02,1.085928500102224803e-01,-5.439838758990178658e-05,1.484371401695716575e-05,1.559532809073971640e-03
1.175000000000000044e+00,-5.272430324842571903e-01,-3.410999999999999588e-01,1.011769999999999892e-01,1.115963523725174295e-01,1.014742525127234202e-01,1.117973059871852498e-01,1.014180196154438607e-01,1.118112601554633462e-01,-5.623289727955949058e-05,1.395416827809636828e-05,1.559532809073971640e-03
1.200000000000000178e+00,-4.643713322059513926e-01,-1.664999999999999813e-01,1.038855999999999946e-01,1.140869372151133293e-01,1.049354900532635526e-01,1.149719350568796927e-01,1.048775644835499565e-01,1.149846606915056885e-01,-5.792556971359608120e-05,1.272563462599574091e-05,1.559532809073971640e-03
1.225000000000000089e+00,-4.235749255188984153e-01,1.116000000000000325e-01,1.076329999999999926e-01,1.175583970973300557e-01,1.083171512434318584e-01,1.181003575564950753e-01,1.082576437087517524e-01,1.181114867355739506e-01,-5.950753468010605562e-05,1.112917907887533975e-05,1.559532809073971640e-03
1.250000000000000000e+00,-6.089990022718995144e-01,4.152000000000000135e-01,1.102776999999999924e-01,1.200367646351620105e-01,1.116052076256030395e-01,1.211821448295374720e-01,1.115441791241292002e-01,1.211913643537244761e-01,-6.102850147383931390e-05,9.219524187004113358e-06,1.559532809073971640e-03
1.275000000000000133e+00,1.367435187856687939e+00,8.396000000000000130e-01,1.144281000000000048e-01,1.239951713786851539e-01,1.147869777549419823e-01,1.242179357618759250e-01,1.147244319983197758e-01,1.242250535190604355e-01,-6.254575662220651644e-05,7.117757184510464796e-06,1.559532809073971640e-03
1.300000000000000044e+00,9.891031871265822950e-01,1.081399999999999917e+00,1.174340999999999996e-01,1.269308151805396134e-01,1.178513245716227703e-01,1.272093157944309827e-01,1.177872080566757518e-01,1.272142974951321892e-01,-6.411651494701853249e-05,4.981700701206515092e-06,1.559532809073971640e-03
1.325000000000000178e+00,1.599506110064001341e+00,1.383900000000000130e+00,1.202999000000000013e-01,1.298001364708182837e-01,1.207888028079990433e-01,1.301586080843502580e-01,1.207230100175565174e-01,1.301615826105854412e-01,-6.579279044252595021e-05,2.974526235183239109e-06,1.559532809073971640e-03
1.350000000000000089e+00,1.262734736440838779e+00,1.678199999999999914e+00,1.230244000000000060e-01,1.326136072250331532e-01,1.235917663874833844e-01,1.330685629194072184e-01,1.235241504334342877e-01,1.330697977160302803e-01,-6.761595404909670481e-05,1.234796623061917842e-06,1.559532809073971640e-03
1.375000000000000000e+00,2.025884790768909927e+00,1.872200000000000086e+00,1.256255000000000011e-01,1.353991527112160809e-01,1.262544428773552663e-01,1.359419378958708069e-01,1.261848331590510464e-01,1.359417869213228047e-01,-6.960971830421991413e-05,-1.509745480021695840e-07,1.559532809073971640e-03
1.400000000000000133e+00,2.384138206886009304e+00,2.078300000000000036e+00,1.285009000000000012e-01,1.386140491933896546e-01,1.287729694240636324e-01,1.387809855966444239e-01,1.287011954116503154e-01,1.387798184712332183e-01,-7.177401241331704540e-05,-1.167125411205560681e-06,1.559532809073971640e-03
1.425000000000000044e+00,2.313748115301815567e+00,2.162200000000000344e+00,1.304307000000000105e-01,1.408637785992103431e-01,1.311453759206322456e-01,1.415868960550933364e-01,1.310712912248596651e-01,1.415850283394481102e-01,-7.408469577258047778e-05,-1.867715645226253329e-06,1.559532809073971640e-03
1.450000000000000178e+00,3.122993682465971865e+00,2.170199999999999907e+00,1.326120000000000076e-01,1.435219150499977003e-01,1.333715051443180588e-01,1.443592613700763749e-01,1.332950029272314263e-01,1.443569123200988402e-01,-7.650221708663251796e-05,-2.349049977534711786e-06,1.559532809073971640e-03
1.475000000000000089e+00,2.733446270284045188e+00,2.226499999999999702e+00,1.346649000000000040e-01,1.461538715620051554e-01,1.354528725378152110e-01,1.470956297263512902e-01,1.353738858726895034e-01,1.470929240938359805e-01,-7.898666512570762244e-05,-2.705632515309641661e-06,1.559532809073971640e-03
1.500000000000000000e+00,2.206954010006507705e+00,2.064200000000000035e+00,1.369119000000000030e-01,1.492029617652392559e-01,1.373924790105988392e-01,1.497911977242869230e-01,1.373109673954422960e-01,1.497882042597186991e-01,-8.151161515654314904e-05,-2.993464568223913602e-06,1.559532809073971640e-03
1.525000000000000133e+00,2.490585392765842343e+00,1.933999999999999941e+00,1.387086999999999903e-01,1.517808130704348946e-01,1.391945905268766048e-01,1.524386640916947089e-01,1.391105212468197738e-01,1.524354429961908564e-01,-8.406928005683100835e-05,-3.221095503852522413e-06,1.559532809073971640e-03
1.550000000000000044e+00,1.647985968556641367e+00,1.729100000000000081e+00,1.403710000000000235e-01,1.542853605470467515e-01,1.408644903521985570e-01,1.550282470720034944e-01,1.407778253218172626e-01,1.550248781054685832e-01,-8.666503038129436121e-05,-3.368966534911255195e-06,1.559532809073971640e-03
1.575000000000000178e+00,1.934326820967929406e+00,1.446600000000000108e+00,1.421462000000000003e-01,1.571075579475215700e-01,1.424082031653623459e-01,1.575478591371940740e-01,1.423188972833196175e-01,1.575444389847287519e-01,-8.930588204272837949e-05,-3.420152465322123803e-06,1.559532809073971640e-03
1.600000000000000089e+00,1.867523725537595602e+00,1.163399999999999990e+00,1.435431000000000068e-01,1.594393178281859891e-01,1.438321923527172141e-01,1.599834336464291684e-01,1.437402023861661382e-01,1.599800482883470265e-01,-9.198996655107594123e-05,-3.385358082141909364e-06,1.559532809073971640e-03
1.625000000000000000e+00,1.395756445244437538e+00,9.785000000000000364e-01,1.448254999999999959e-01,1.616698486122347400e-01,1.451430417235970716e-01,1.623193979279682619e-01,1.450483403340517841e-01,1.623160816901794978e-01,-9.470138954528750652e-05,-3.316237788764109240e-06,1.559532809073971640e-03
1.650000000000000133e+00,8.601396507245056000e-01,6.763000000000000123e-01,1.460019000000000178e-01,1.637904236534078461e-01,1.463471427658797619e-01,1.645392763950679627e-01,1.462497321996584221e-01,1.645359682721151406e-01,-9.741056622133981158e-05,-3.308122952822012408e-06,1.559532809073971640e-03
1.675000000000000044e+00,1.068493197155564900e+00,4.942000000000000282e-01,1.472601000000000049e-01,1.661291648510802577e-01,1.474504107084514404e-01,1.666263883929379463e-01,1.473503331520300275e-01,1.666228967840803765e-01,-1.000775564214129165e-04,-3.491608857569827862e-06,1.559532809073971640e-03
1.700000000000000178e+00,4.785678502898994824e-02,3.103000000000000203e-01,1.482479999999999909e-01,1.680071391262261404e-01,1.484580460219080966e-01,1.685645915964131270e-01,1.483553898896549650e-01,1.685605806546221774e-01,-1.026561322531316378e-04,-4.010941790949518193e-06,1.559532809073971640e-03
1.725000000000000089e+00,5.088064229768841651e-01,2.377000000000000224e-01,1.491473000000000104e-01,1.697385057442045431e-01,1.493743484352585416e-01,1.703390212559058869e-01,1.492692501332217037e-01,1.703340289867317225e-01,-1.050983020368378984e-04,-4.992269174164398748e-06,1.559532809073971640e-03
1.750000000000000000e+00,7.505608753740690142e-01,1.858000000000000207e-01,1.499599000000000071e-01,1.713058114124954290e-01,1.502025846975462153e-01,1.719367832398943641e-01,1.500952241433414491e-01,1.719302705588907076e-01,-1.073605542047662009e-04,-6.512681003656428658e-06,1.559532809073971640e-03
1.775000000000000133e+00,8.324542580718556628e-02,1.728999999999999981e-01,1.508087999999999929e-01,1.729324582753541673e-01,1.509449108871241951e-01,1.733475638753864123e-01,1.508354987519562873e-01,1.733389801831775878e-01,-1.094121351679078202e-04,-8.583692208824489356e-06,1.559532809073971640e-03
1.800000000000000044e+00,7.384822858359475495e-01,2.992000000000000215e-01,1.514542000000000110e-01,1.741472074347422128e-01,1.516023521574712818e-01,1.745641176641982706e-01,1.514911091761584339e-01,1.745529610184876901e-01,-1.112429813128479328e-04,-1.115664571058050392e-05,1.559532809073971640e-03
1.825000000000000178e+00,4.767523069919705758e-01,3.997000000000000552e-01,1.520189000000000124e-01,1.751821876811748557e-01,1.521748435018899503e-01,1.755825902802743976e-01,1.520619757267805128e-01,1.755684446113857655e-01,-1.128677751094375736e-04,-1.414566888863211247e-05,1.559532809073971640e-03
1.850000000000000089e+00,3.821101219441340735e-01,6.136000000000000343e-01,1.525739000000000123e-01,1.761578267330396741e-01,1.526613318130818076e-01,1.764026390740363881e-01,1.525470072068786653e-01,1.763851844002878866e-01,-1.143246062031422206e-04,-1.745467374850151465e-05,1.559532809073971640e-03
1.875000000000000000e+00,1.155646578625107557e+00,9.203000000000000069e-01,1.530192000000000219e-01,1.768926103481292811e-01,1.530599318503958750e-01,1.770273332951717293e-01,1.529442621283111370e-01,1.770063380923721785e-01,-1.156697220847380247e-04,-2.099520279955080504e-05,1.559532809073971640e-03
1.900000000000000133e+00,1.267894675789454029e+00,1.196000000000000174e+00,1.533130000000000048e-01,1.773394146366398250e-01,1.533681194642633749e-01,1.774628462332817347e-01,1.532511485277125718e-01,1.774381560484878384e-01,-1.169709365508031507e-04,-2.469018479389628595e-05,1.559532809073971640e-03
1.925000000000000044e+00,1.485935362639618784e+00,1.519400000000000084e+00,1.535215000000000052e-01,1.776221579754629076e-01,1.535829392672281579e-01,1.777179766427773311e-01,1.534646382530151509e-01,1.776895091388616121e-01,-1.183010142130069831e-04,-2.846750391571895022e-05,1.559532809073971640e-03
1.950000000000000178e+00,1.981520383413298836e+00,1.792899999999999938e+00,1.536405000000000132e-01,1.777443310231024975e-01,1.537012038709853756e-01,1.778035466011044785e-01,1.535814733733043835e-01,1.777712950503753109e-01,-1.197304976809920873e-04,-3.225155072916763288e-05,1.559532809073971640e-03
1.975000000000000089e+00,2.361424633559121133e+00,2.028999999999999915e+00,1.536668999999999952e-01,1.777164057550706111e-01,1.537196669363343760e-01,1.777317205596433414e-01,1.535983480584548200e-01,1.776957601782256924e-01,-1.213188778795559752e-04,-3.596038141764901219e-05,1.559532809073971640e-03
2.000000000000000000e+00,2.540494018546024524e+00,2.255799999999999805e+00,1.535799999999999943e-01,1.775122022325872628e-01,1.536351593136682514e-01,1.775152868028705699e-01,1.535120547957197767e-01,1.774757746549545934e-01,-1.231045179484746566e-04,-3.951214791597656983e-05,1.559532809073971640e-03
2.024999999999999911e+00,3.077971096852902377e+00,2.413899999999999935e+00,1.534043000000000212e-01,1.772050242842362899e-01,1.534446834606413845e-01,1.771669440009988605e-01,1.533195868036190124e-01,1.771241057840500233e-01,-1.250966570223721597e-04,-4.283821694883727105e-05,1.559532809073971640e-03
2.050000000000000266e+00,2.748097065655563220e+00,2.413300000000000001e+00,1.531822999999999935e-01,1.768611944215933984e-01,1.531454648702137988e-01,1.766986379573689536e-01,1.530181896943878794e-01,1.766527439043281689e-01,-1.272751758259194066e-04,-4.589405304078475467e-05,1.559532809073971640e-03
2.075000000000000178e+00,3.188174667670088613e+00,2.518799999999999706e+00,1.527484000000000064e-01,1.762485838541433814e-01,1.527349609274486764e-01,1.761209890808907996e-01,1.526053579364138324e-01,1.760723324646519816e-01,-1.296029910348439618e-04,-4.865661623881800679e-05,1.559532809073971640e-03
2.100000000000000089e+00,3.537958537042176221e+00,2.329699999999999882e+00,1.522619000000000056e-01,1.756167746649214267e-01,1.522108285446293063e-01,1.754428390393006909e-01,1.520787782313169356e-01,1.753917360128284808e-01,-1.320503133123707151e-04,-5.110302647221010020e-05,1.559532809073971640e-03
2.125000000000000000e+00,2.877930027348623909e+00,2.202700000000000102e+00,1.512285999999999908e-01,1.743741002375014670e-01,1.515708528985045267e-01,1.746709348814947105e-01,1.514362315986942376e-01,1.746177554029643419e-01,-1.346212998102891412e-04,-5.317947853036852912e-05,1.559532809073971640e-03
2.149999999999999911e+00,2.709526982262346895e+00,2.001800000000000246e+00,1.504784999999999873e-01,1.735311062087882272e-01,1.508128414325524136e-01,1.738097678243838429e-01,1.506754737649232401e-01,1.737549844816147215e-01,-1.373676676291735177e-04,-5.478334276912133483e-05,1.559532809073971640e-03
2.175000000000000266e+00,2.127951906060359555e+00,1.665799999999999947e+00,1.496477999999999975e-01,1.726340069732631155e-01,1.499344914115765537e-01,1.728615847270337791e-01,1.497941145991814049e-01,1.728058029942002860e-01,-1.403768123951487645e-04,-5.578173283349308065e-05,1.559532809073971640e-03
2.200000000000000178e+00,2.342777155837099112e+00,1.484500000000000153e+00,1.487420999999999882e-01,1.716932745064382038e-01,1.489332465192759469e-01,1.718265784769552329e-01,1.487895118814105411e-01,1.717705079058413908e-01,-1.437346378654058565e-04,-5.607057111384206038e-05,1.559532809073971640e-03
2.225000000000000089e+00,1.585899654069446107e+00,1.187300000000000022e+00,1.479108000000000089e-01,1.708572617947329009e-01,1.478061659762500424e-01,1.707032362305885842e-01,1.476586871242089316e-01,1.706475865840898221e-01,-1.474788520411107751e-04,-5.564964649876213976e-05,1.559532809073971640e-03
2.250000000000000000e+00,1.197421805772152847e+00,9.484000000000000208e-01,1.469895999999999980e-01,1.699549265714518365e-01,1.465498332195395159e-01,1.694887964942564107e-01,1.463982663028061404e-01,1.694341245733909096e-01,-1.515669167333755230e-04,-5.467192086550110020e-05,1.559532809073971640e-03
2.274999999999999911e+00,1.621283697396422196e+00,8.165000000000000036e-01,1.457386999999999988e-01,1.687611213630877127e-01,1.451603266171683226e-01,1.681797553777171494e-01,1.450044488180554647e-01,1.681263218257480485e-01,-1.558777991128579288e-04,-5.343355196910093419e-05,1.559532809073971640e-03
2.300000000000000266e+00,1.326481485342669631e+00,5.795000000000000151e-01,1.442903000000000102e-01,1.674137271805480887e-01,1.436332639129060951e-01,1.667723724951859499e-01,1.434730141964351557e-01,1.667200714921400484e-01,-1.602497164709393296e-04,-5.230100304590146187e-05,1.559532809073971640e-03
2.325000000000000178e+00,1.221084307702829497e+00,5.251000000000000112e-01,1.426376000000000033e-01,1.659092533653289681e-01,1.419639212984851184e-01,1.652631442656359029e-01,1.417993849398355710e-01,1.652115394384076341e-01,-1.645363586495474095e-04,-5.160482722826875701e-05,1.559532809073971640e-03
