Time(s),Fb_Right_Filtered(N),Mb_Right_Filtered(Nm),Fb_Left_Filtered(N),Mb_Left_Filtered(Nm),Fb_Right_Raw(N),Mb_Right_Raw(Nm),Fb_Left_Raw(N),Mb_Left_Raw(Nm),Ext_Force_Body(N),Ext_Moment_Body(Nm),X_Num_Right_Interface(m),X_Exp_Right_Interface(m),X_Cmd_Right_Interface(m),Rz_Num_Right_Interface(rad),Rz_Exp_Right_Interface(rad),Rz_Cmd_Right_Interface(rad),X_Num_Left_Interface(m),X_Exp_Left_Interface(m),X_Cmd_Left_Interface(m),Rz_Num_Left_Interface(rad),Rz_Exp_Left_Interface(rad),Rz_Cmd_Left_Interface(rad),X_Body_COM(m),Rz_Body(rad)
2.500000000000000000e-01,-1.887568505041075539e+00,-6.899045800693436314e-01,-1.108554266248266806e+00,-1.884828909090947024e-01,-1.898465435737239693e+00,-7.135000000000000231e-01,-1.074988505829523433e+00,-2.096000000000000085e-01,4.037464701941786984e+02,6.475996194456593003e+01,1.129382570518912277e-02,1.067440000000000576e-02,1.129539158713724345e-02,4.989769941674116957e-03,4.733332931408621921e-03,4.987266120211089095e-03,6.304055763515006676e-03,5.807299999999997880e-03,6.308104090816389273e-03,4.989769941674116957e-03,4.628613176288961899e-03,4.987310493243739262e-03,8.798940734352065154e-03,4.989769941674116957e-03
2.750000000000000222e-01,-2.311609814935744467e+00,-1.112436267222257413e+00,-1.343088801357990913e+00,-3.801031004396664414e-01,-2.193717246793624120e+00,-1.125799999999999912e+00,-9.761642886906535255e-01,-3.782999999999999696e-01,4.006974362380888692e+02,6.978413825265810999e+01,1.366531583625821451e-02,1.328600000000000093e-02,1.366701988550368153e-02,6.105096349634396048e-03,5.963790054064624369e-03,6.101730483992006716e-03,7.560219486623819332e-03,7.235600000000005222e-03,7.565264947143691965e-03,6.105096349634396048e-03,5.897467542488839427e-03,6.101776604153741519e-03,1.061276766144101692e-02,6.105096349634396048e-03
3.000000000000000444e-01,-2.757059753319354378e+00,-1.540720519326677751e+00,-1.572157189096138108e+00,-5.838673277275470141e-01,-2.807245170837981973e+00,-1.503600000000000048e+00,-1.784314876022083940e+00,-5.706999999999999851e-01,3.960222153077618259e+02,7.454230435858931969e+01,1.627262459695041907e-02,1.577660000000000173e-02,1.627435397219620383e-02,7.361533179125939741e-03,7.164576579436722319e-03,7.357070143902881207e-03,8.911091417824481067e-03,8.556399999999996994e-03,8.917256784761184996e-03,7.361533179125939741e-03,7.122688677388858830e-03,7.357115912411242055e-03,1.259185800738745094e-02,7.361533179125939741e-03
3.250000000000000111e-01,-3.201421280125907654e+00,-1.953256244075176840e+00,-1.787613720482350566e+00,-7.878860267297165265e-01,-3.501991105773495150e+00,-1.889199999999999990e+00,-2.241689279233403553e+00,-7.940000000000000391e-01,3.895226850356444288e+02,7.871986309103431267e+01,1.911761946171358292e-02,1.846290000000000431e-02,1.911928342116283805e-02,8.767308386678661011e-03,8.489281481700418699e-03,8.761596165546262430e-03,1.035031107503492018e-02,1.017740000000000658e-02,1.035765823093542405e-02,8.767308386678661011e-03,8.700466321191733382e-03,8.761639654902586907e-03,1.473396526837425155e-02,8.767308386678661011e-03
3.500000000000000333e-01,-3.620122771214435264e+00,-2.328967930623476956e+00,-1.988276489232746691e+00,-9.820601694920564340e-01,-3.572912981118114395e+00,-2.401600000000000179e+00,-1.619096828974243563e+00,-9.493000000000000327e-01,3.811581321823623512e+02,8.202659448333047010e+01,2.220084155436616996e-02,2.287730000000000666e-02,2.220239998010987634e-02,1.032947346014412467e-02,1.072679358275714992e-02,1.032248284976372901e-02,1.187136809422204703e-02,1.138760000000000640e-02,1.187988682032921003e-02,1.032947346014412467e-02,9.932668773099730467e-03,1.032252213927415709e-02,1.703610482429410850e-02,1.032947346014412467e-02
3.750000000000000000e-01,-3.989722162826434548e+00,-2.647312806171629340e+00,-2.174253832472802905e+00,-1.156956059127098868e+00,-3.317071941095265153e+00,-2.639300000000000423e+00,-2.026611897173486110e+00,-1.199100000000000055e+00,3.710463277139124898e+02,8.421561670186439130e+01,2.552124617416335131e-02,2.553199999999999567e-02,2.552272601554510245e-02,1.205339619881596637e-02,1.210734902108466342e-02,1.204521960608713471e-02,1.346784997534738668e-02,1.316790000000000321e-02,1.347747555197783761e-02,1.205339619881596637e-02,1.183333232852155567e-02,1.204525250491743187e-02,1.949454807475536899e-02,1.205339619881596637e-02
4.000000000000000222e-01,-4.287897431721928498e+00,-2.890370820386653605e+00,-2.336933871149641906e+00,-1.303186951266160687e+00,-4.744851256854419219e+00,-2.861399999999999721e+00,-2.235324673503911619e+00,-1.271299999999999875e+00,3.594530606766310257e+02,8.509946714301894133e+01,2.907605036804106202e-02,2.829749999999999974e-02,2.907754727580156434e-02,1.394233836362118381e-02,1.356993493425591099e-02,1.393315237211958241e-02,1.513371200441987995e-02,1.476860000000000672e-02,1.514436422611546880e-02,1.394233836362118381e-02,1.362753079957172535e-02,1.393317621071605249e-02,2.210488118623047185e-02,1.394233836362118381e-02
4.250000000000000444e-01,-4.494943001931591020e+00,-3.045395588291582190e+00,-2.455610151603350833e+00,-1.411579972975578023e+00,-5.224317588973477200e+00,-3.127500000000000391e+00,-2.739206574900010960e+00,-1.443000000000000060e+00,3.467708669469504912e+02,8.456213633183894274e+01,3.286069664861220735e-02,3.176560000000000494e-02,3.286236271081791754e-02,1.599713988425918720e-02,1.543569190463785039e-02,1.598715032831465183e-02,1.686355676435302015e-02,1.641679999999999529e-02,1.687518257560824408e-02,1.599713988425918720e-02,1.555437429377346491e-02,1.598716192684920476e-02,2.486212670648261375e-02,1.599713988425918720e-02
4.500000000000000111e-01,-4.596106072003211196e+00,-3.106212609782282197e+00,-2.506324755538628768e+00,-1.473873543925261931e+00,-3.419667343894293499e+00,-3.015100000000000335e+00,-2.571509620049554190e+00,-1.452700000000000102e+00,3.334883990233905138e+02,8.256618896992002021e+01,3.686893265796002683e-02,3.612510000000000721e-02,3.687095381456662047e-02,1.821602610720962634e-02,1.783377429687806048e-02,1.820541706561951481e-02,1.865290655075040396e-02,1.840099999999999722e-02,1.866550849824279157e-02,1.821602610720962634e-02,1.797863662479358762e-02,1.820541287495308982e-02,2.776091960435521713e-02,1.821602610720962634e-02
4.750000000000000333e-01,-4.580634501921528212e+00,-3.073064443996250894e+00,-2.476045828427700268e+00,-1.483756884326072001e+00,-5.014405236053404380e+00,-3.096300000000000274e+00,-2.284599286164441079e+00,-1.456100000000000172e+00,3.201525000350874279e+02,7.915447425030674822e+01,4.109299900720434634e-02,4.087139999999999523e-02,4.109556686405585468e-02,2.059455466205933893e-02,2.049365607691741586e-02,2.058345481530840168e-02,2.049844434514500741e-02,2.047150000000000705e-02,2.051208611799601803e-02,2.059455466205933893e-02,2.061931978306100893e-02,2.058343115598967876e-02,3.079572167617467687e-02,2.059455466205933893e-02
