Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
3.25,0.19423319,0.19423375,0.194233768,-0.014608504,-0.014618573,-0.014618609,,3.13E-13,3.35E-13,1.01E-10,1.02113E-10,,,,,
3.3,0.187781576,0.187792401,0.187792497,-0.009483049,-0.00950253,-0.009502651,,1.17E-10,1.19E-10,3.80E-10,3.84272E-10,,,,,
3.35,0.182833271,0.182850853,0.182850986,-0.006217192,-0.006241775,-0.006241871,,3.09E-10,3.14E-10,6.04E-10,6.0905E-10,,,,,
3.4,0.179393354,0.179414287,0.179414362,-0.004732383,-0.004760702,-0.004760664,,4.38E-10,4.41E-10,8.02E-10,7.99822E-10,,,,,
3.45,0.177162349,0.177180952,0.177180925,-0.00459355,-0.004618426,-0.004618297,,3.46E-10,3.45E-10,6.19E-10,6.12447E-10,,,,,
3.5,0.175613917,0.175622651,0.175622577,-0.00505674,-0.005065521,-0.005065426,,7.63E-11,7.50E-11,7.71E-11,7.54313E-11,,,,,
3.55,0.174136803,0.174130904,0.174130859,-0.005205986,-0.005191664,-0.005191661,,3.48E-11,3.53E-11,2.05E-10,2.05234E-10,,,,,
3.6,0.172245699,0.172227,0.172226999,-0.004268388,-0.004236903,-0.004236942,,3.50E-10,3.50E-10,9.91E-10,9.88841E-10,,,,,
3.65,0.169775703,0.169751385,0.169751397,-0.001951821,-0.001917056,-0.001917077,,5.91E-10,5.91E-10,1.21E-09,1.20715E-09,,,,,
3.7,0.166949306,0.166927277,0.166927296,0.001437774,0.001464461,0.001464433,,4.85E-10,4.84E-10,7.12E-10,7.10692E-10,,,,,
3.75,0.16428476,0.164270396,0.164270456,0.005163896,0.005178317,0.005178234,,2.06E-10,2.05E-10,2.08E-10,2.05593E-10,,,,,
3.8,0.162413321,0.162409529,0.162409631,0.008360555,0.00836214,0.008362042,,1.44E-11,1.36E-11,2.51E-12,2.21118E-12,,,,,
3.85,0.161897956,0.161906289,0.161906371,0.010282175,0.010269414,0.010269402,,6.94E-11,7.08E-11,1.63E-10,1.63137E-10,,,,,
3.9,0.163099767,0.163119682,0.163119683,0.010448191,0.010420532,0.01042063,,3.97E-10,3.97E-10,7.65E-10,7.596E-10,,,,,
3.95,0.166093736,0.166120643,0.166120585,0.008737672,0.00870126,0.008701365,,7.24E-10,7.21E-10,1.33E-09,1.31821E-09,,,,,
4,0.170640523,0.170666041,0.170666004,0.005452564,0.005420729,0.005420733,,6.51E-10,6.49E-10,1.01E-09,1.01324E-09,,,,,
4.05,0.176243349,0.176259098,0.176259119,0.001273002,0.001258479,0.001258411,,2.48E-10,2.49E-10,2.11E-10,2.12902E-10,,,,,
4.1,0.182299004,0.182300998,0.182301001,-0.002955016,-0.002948344,-0.002948321,,3.97E-12,3.99E-12,4.45E-11,4.48267E-11,,,,,
4.15,0.188292424,0.188282356,0.188282231,-0.006524149,-0.006501938,-0.006501729,,1.01E-10,1.04E-10,4.93E-10,5.02657E-10,,,,,
4.2,0.193948929,0.193932088,0.193931851,-0.009098561,-0.009070207,-0.009069959,,2.84E-10,2.92E-10,8.04E-10,8.18102E-10,,,,,
4.25,0.199286088,0.199268639,0.199268471,-0.010771881,-0.010745505,-0.010745491,,3.04E-10,3.10E-10,6.96E-10,6.9641E-10,,,,,
4.3,0.204566906,0.204554575,0.204554644,-0.011975294,-0.011957231,-0.01195753,,1.52E-10,1.50E-10,3.26E-10,3.1557E-10,,,,,
4.35,0.210192359,0.210189918,0.210190195,-0.013321777,-0.01331771,-0.0133181,,5.96E-12,4.68E-12,1.65E-11,1.35269E-11,,,,,
4.4,0.21656873,0.216578759,0.216579059,-0.015438403,-0.015451744,-0.015451956,,1.01E-10,1.07E-10,1.78E-10,1.83697E-10,,,,,
4.45,0.223972961,0.223994131,0.223994305,-0.018791891,-0.018820152,-0.018820133,,4.48E-10,4.56E-10,7.99E-10,7.97571E-10,,,,,
4.5,0.23244442,0.232471215,0.232471248,-0.023527503,-0.023561475,-0.02356134,,7.18E-10,7.20E-10,1.15E-09,1.14492E-09,,,,,
4.55,0.241742931,0.241767815,0.241767741,-0.02938974,-0.029417844,-0.029417663,,6.19E-10,6.16E-10,7.90E-10,7.79708E-10,,,,,
4.6,0.251399771,0.251416404,0.251416223,-0.035787983,-0.035802091,-0.035801839,,2.77E-10,2.71E-10,1.99E-10,1.91986E-10,,,,,
4.65,0.260846819,0.260852078,0.260851796,-0.041990543,-0.041988434,-0.041988148,,2.77E-11,2.48E-11,4.45E-12,5.73763E-12,,,,,
4.7,0.269571297,0.269565417,0.26956514,-0.047353837,-0.047337714,-0.047337567,,3.46E-11,3.79E-11,2.60E-10,2.64721E-10,,,,,
4.75,0.277239777,0.277225676,0.277225557,-0.051491995,-0.051466438,-0.051466563,,1.99E-10,2.02E-10,6.53E-10,6.46771E-10,,,,,
4.8,0.283760028,0.283742749,0.283742819,-0.054349814,-0.054321398,-0.054321678,,2.99E-10,2.96E-10,8.07E-10,7.91667E-10,,,,,
4.85,0.289275484,0.289261432,0.289261556,-0.056189412,-0.05616668,-0.056166847,,1.97E-10,1.94E-10,5.17E-10,5.09177E-10,,,,,
4.9,0.294099472,0.294094664,0.294094708,-0.057505679,-0.057496963,-0.057496929,,2.31E-11,2.27E-11,7.60E-11,7.65509E-11,,,,,
4.95,0.298603038,0.298610701,0.298610714,-0.058877849,-0.058887269,-0.058887255,,5.87E-11,5.89E-11,8.87E-11,8.84652E-11,,,,,
5,0.303083623,0.30310266,0.30310282,-0.060783074,-0.060807931,-0.060808184,,3.62E-10,3.69E-10,6.18E-10,6.30501E-10,,,,,
5.05,0.307656396,0.307681882,0.307682233,-0.063433831,-0.063465912,-0.063466326,,6.50E-10,6.68E-10,1.03E-09,1.05595E-09,,,,,
5.1,0.312208081,0.312233356,0.312233655,-0.066708184,-0.066737707,-0.066737836,,6.39E-10,6.54E-10,8.72E-10,8.79234E-10,,,,,
5.15,0.316428431,0.316447359,0.316447257,-0.070199425,-0.070218518,-0.070218032,,3.58E-10,3.54E-10,3.65E-10,3.46215E-10,,,,,
5.2,0.319902535,0.319910985,0.319910384,-0.073353294,-0.073357442,-0.073356539,,7.14E-11,6.16E-11,1.72E-11,1.05321E-11,,,,,
5.25,0.322228542,0.322225198,0.322224382,-0.075633411,-0.07562187,-0.075621123,,1.12E-11,1.73E-11,1.33E-10,1.51004E-10,,,,,
5.3,0.323125537,0.323112319,0.323111704,-0.076666398,-0.076642576,-0.076642396,,1.75E-10,1.91E-10,5.67E-10,5.76086E-10,,,,,
5.35,0.322505309,0.322487095,0.322486909,-0.076338602,-0.076309862,-0.076310229,,3.32E-10,3.39E-10,8.26E-10,8.05059E-10,,,,,
5.4,0.320490689,0.320473913,0.32047415,-0.074824793,-0.074800446,-0.074801122,,2.81E-10,2.74E-10,5.93E-10,5.60339E-10,,,,,
5.45,0.317373707,0.317364121,0.317364679,-0.072534493,-0.072522331,-0.072523132,,9.19E-11,8.15E-11,1.48E-10,1.29067E-10,,,,,
5.5,0.313523504,0.313524175,0.313524919,-0.069982817,-0.069986116,-0.069986877,,4.51E-13,2.00E-12,1.09E-11,1.64853E-11,,,,,
5.55,0.309273013,0.30928351,0.309284203,-0.067626385,-0.067643162,-0.067643594,,1.10E-10,1.25E-10,2.81E-10,2.96156E-10,,,,,
5.6,0.304822865,0.304839712,0.304840052,-0.065724568,-0.065748962,-0.065748793,,2.84E-10,2.95E-10,5.95E-10,5.86864E-10,,,,,
5.65,0.300193326,0.300211213,0.30021105,-0.064273537,-0.064297951,-0.064297263,,3.20E-10,3.14E-10,5.96E-10,5.62909E-10,,,,,
5.7,0.295235475,0.295248723,0.295248216,-0.063025982,-0.063042974,-0.063042224,,1.75E-10,1.62E-10,2.89E-10,2.63823E-10,,,,,
5.75,0.289693213,0.289697322,0.289696781,-0.061579421,-0.061583417,-0.061582998,,1.69E-11,1.27E-11,1.60E-11,1.27942E-11,,,,,
5.8,0.283295543,0.283288602,0.283288156,-0.059503454,-0.0594924,-0.059492227,,4.82E-11,5.46E-11,1.22E-10,1.26042E-10,,,,,
5.85,0.275853161,0.275836592,0.275836098,-0.056473518,-0.056449935,-0.056449626,,2.75E-10,2.91E-10,5.56E-10,5.70835E-10,,,,,
5.9,0.267332228,0.267310405,0.267309751,-0.052376292,-0.052346766,-0.052346249,,4.76E-10,5.05E-10,8.72E-10,9.02607E-10,,,,,
5.95,0.257882788,0.257861581,0.25786102,-0.047353388,-0.047326393,-0.047326192,,4.50E-10,4.74E-10,7.29E-10,7.39632E-10,,,,,
6,0.247811967,0.247796869,0.247796929,-0.04176564,-0.04174868,-0.041749426,,2.28E-10,2.26E-10,2.88E-10,2.62905E-10,,,,,
6.05,0.237510661,0.237505229,0.237506195,-0.036089119,-0.036086489,-0.036088142,,2.95E-11,1.99E-11,6.92E-12,9.56211E-13,,,,,
6.1,0.227358318,0.227363279,0.227364806,-0.03078023,-0.030791975,-0.030793669,,2.46E-11,4.21E-11,1.38E-10,1.80613E-10,,,,,
6.15,0.217636138,0.217649217,0.217650519,-0.026155134,-0.026177175,-0.0261779,,1.71E-10,2.07E-10,4.86E-10,5.18331E-10,,,,,
6.2,0.208473456,0.208489966,0.208490361,-0.022317534,-0.022342773,-0.022342136,,2.73E-10,2.86E-10,6.37E-10,6.05234E-10,,,,,
6.25,0.199840129,0.199854319,0.199853611,-0.019150073,-0.019170413,-0.019168743,,2.01E-10,1.82E-10,4.14E-10,3.48588E-10,,,,,
6.3,0.191584726,0.191591596,0.191590037,-0.016367935,-0.016376783,-0.016374735,,4.72E-11,2.82E-11,7.83E-11,4.62282E-11,,,,,
6.35,0.183506449,0.183503359,0.183501444,-0.013619392,-0.01361383,-0.013612052,,9.54E-12,2.51E-11,3.09E-11,5.38843E-11,,,,,
6.4,0.175439204,0.175426676,0.175425013,-0.010604928,-0.010586627,-0.010585729,,1.57E-10,2.01E-10,3.35E-10,3.68603E-10,,,,,
6.45,0.167321962,0.167303412,0.167302606,-0.007178256,-0.007152816,-0.007153246,,3.44E-10,3.75E-10,6.47E-10,6.25527E-10,,,,,
6.5,0.159233382,0.159214005,0.159214382,-0.00339637,-0.003371398,-0.003373079,,3.75E-10,3.61E-10,6.24E-10,5.42474E-10,,,,,
6.55,0.151380739,0.151365912,0.151367264,0.000496416,0.000513711,0.000511535,,2.20E-10,1.82E-10,2.99E-10,2.28588E-10,,,,,
6.6,0.14404841,0.144042071,0.144043773,0.004141883,0.004146836,0.004145116,,4.02E-11,2.15E-11,2.45E-11,1.04481E-11,,,,,
6.65,0.137523481,0.137526939,0.137528428,0.00717258,0.007164325,0.007163453,,1.20E-11,2.45E-11,6.81E-11,8.33129E-11,,,,,
6.7,0.132021379,0.132032989,0.132034109,0.009315475,0.00929701,0.009296679,,1.35E-10,1.62E-10,3.41E-10,3.53292E-10,,,,,
6.75,0.127632966,0.127648785,0.127649602,0.010465738,0.010442878,0.010442752,,2.50E-10,2.77E-10,5.23E-10,5.28356E-10,,,,,
6.8,0.124307778,0.124322893,0.12432322,0.010710779,0.010690418,0.010690811,,2.28E-10,2.38E-10,4.15E-10,3.98719E-10,,,,,
6.85,0.121877781,0.121887775,0.121887069,0.010297728,0.010285926,0.01028755,,9.99E-11,8.63E-11,1.39E-10,1.0361E-10,,,,,
6.9,0.120114083,0.120116197,0.120114096,0.009553846,0.009554171,0.009557133,,4.47E-12,1.55E-16,1.05E-13,1.08046E-11,,,,,
6.95,0.118798765,0.118792601,0.118789554,0.008784798,0.008797241,0.008800438,,3.80E-11,8.48E-11,1.55E-10,2.44607E-10,,,,,
7,0.117789347,0.117777042,0.11777432,0.008183346,0.008204143,0.008205829,,1.51E-10,2.26E-10,4.32E-10,5.05465E-10,,,,,
7.05,0.117056414,0.117042173,0.117041134,0.007776576,0.007799167,0.00779821,,2.03E-10,2.33E-10,5.10E-10,4.68059E-10,,,,,
7.1,0.116684135,0.116673062,0.11667433,0.007425718,0.007442763,0.00743939,,1.23E-10,9.61E-11,2.91E-10,1.86913E-10,,,,,
7.15,0.116835142,0.116831637,0.116834805,0.006875747,0.006881486,0.00687703,,1.23E-11,1.14E-13,3.29E-11,1.64599E-12,,,,,
7.2,0.117691399,0.117697712,0.117701622,0.005838152,0.00583026,0.005826409,,3.99E-11,1.05E-10,6.23E-11,1.37907E-10,,,,,
7.25,0.119389037,0.119404547,0.11940777,0.004082244,0.004062521,0.004060711,,2.41E-10,3.51E-10,3.89E-10,4.63653E-10,,,,,
7.3,0.121966433,0.121987849,0.121989157,0.001508443,0.001482228,0.001483257,,4.59E-10,5.16E-10,6.87E-10,6.3431E-10,,,,,
7.35,0.125340743,0.12536311,0.125361926,-0.001818017,-0.001843479,-0.001839838,,5.00E-10,4.49E-10,6.48E-10,4.76161E-10,,,,,
7.4,0.12931946,0.129337649,0.129334379,-0.005682759,-0.005700576,-0.005695699,,3.31E-10,2.23E-10,3.17E-10,1.67434E-10,,,,,
7.45,0.133642722,0.133653033,0.133648922,-0.00978152,-0.009787385,-0.009783197,,1.06E-10,3.84E-11,3.44E-11,2.81126E-12,,,,,
7.5,0.138042735,0.138044073,0.138040536,-0.013803405,-0.013796941,-0.013794798,,1.79E-12,4.84E-12,4.18E-11,7.40819E-11,,,,,
7.55,0.142302007,0.142296143,0.142294042,-0.017511989,-0.017496613,-0.017496643,,3.44E-11,6.34E-11,2.36E-10,2.35505E-10,,,,,
7.6,0.146293362,0.146284138,0.146283661,-0.02080039,-0.02078185,-0.020783421,,8.51E-11,9.41E-11,3.44E-10,2.87968E-10,,,,,
7.65,0.149990934,0.149982844,0.149983976,-0.023705536,-0.02368997,-0.023692706,,6.55E-11,4.84E-11,2.42E-10,1.64584E-10,,,,,
7.7,0.153450228,0.15344706,0.153449952,-0.026379182,-0.026371533,-0.026375601,,1.00E-11,7.67E-14,5.85E-11,1.28265E-11,,,,,
7.75,0.156764386,0.15676837,0.156773014,-0.029025508,-0.029028531,-0.02903378,,1.59E-11,7.44E-11,9.14E-12,6.84269E-11,,,,,
7.8,0.160010654,0.160022074,0.160027608,-0.031824691,-0.031838338,-0.031843352,,1.30E-10,2.87E-10,1.86E-10,3.48233E-10,,,,,
7.85,0.163203758,0.163220862,0.163225379,-0.034866026,-0.03488719,-0.034889545,,2.93E-10,4.67E-10,4.48E-10,5.53175E-10,,,,,
7.9,0.16627046,0.166289713,0.166291067,-0.038110992,-0.038134,-0.038131787,,3.71E-10,4.25E-10,5.29E-10,4.32413E-10,,,,,
7.95,0.169052729,0.169069622,0.169066701,-0.041396941,-0.041415104,-0.041408406,,2.85E-10,1.95E-10,3.30E-10,1.3146E-10,,,,,
8,0.171337922,0.171348315,0.171341814,-0.044479002,-0.044486855,-0.044477953,,1.08E-10,1.52E-11,6.17E-11,1.10182E-12,,,,,
8.05,0.172906227,0.172907771,0.172899966,-0.047096301,-0.047091555,-0.047083839,,2.38E-12,3.92E-11,2.25E-11,1.55303E-10,,,,,
8.1,0.173580857,0.173573854,0.173567645,-0.04904199,-0.049026347,-0.049022837,,4.90E-11,1.75E-10,2.45E-10,3.66848E-10,,,,,
8.15,0.173266148,0.173253515,0.17325129,-0.050216458,-0.050195054,-0.050197257,,1.60E-10,2.21E-10,4.58E-10,3.68664E-10,,,,,
8.2,0.171962728,0.171949096,0.171951814,-0.050648556,-0.050628345,-0.050635656,,1.86E-10,1.19E-10,4.08E-10,1.66399E-10,,,,,
8.25,0.169755864,0.169746131,0.169752883,-0.050479303,-0.050466863,-0.050476637,,9.47E-11,8.88E-12,1.55E-10,7.10829E-12,,,,,
8.3,0.166781161,0.166778887,0.166787207,-0.049913717,-0.049913056,-0.049921602,,5.17E-12,3.65E-11,4.38E-13,6.21693E-11,,,,,
8.35,0.163178441,0.1631846,0.163191538,-0.049155967,-0.049167102,-0.049171397,,3.79E-11,1.72E-10,1.24E-10,2.38085E-10,,,,,
8.4,0.159047927,0.159060569,0.159063985,-0.048347816,-0.048366868,-0.048365912,,1.60E-10,2.58E-10,3.63E-10,3.27487E-10,,,,,
8.45,0.154421732,0.154436781,0.154435995,-0.047528715,-0.04754954,-0.04754433,,2.26E-10,2.03E-10,4.34E-10,2.43843E-10,,,,,
8.5,0.149258572,0.149271369,0.149266857,-0.046628666,-0.046645109,-0.046637402,,1.64E-10,6.86E-11,2.70E-10,7.63115E-11,,,,,
8.55,0.143462427,0.143469203,0.143461923,-0.045494699,-0.045502305,-0.045493557,,4.59E-11,2.54E-13,5.79E-11,1.30308E-12,,,,,
8.6,0.136918744,0.136917438,0.136908635,-0.04394192,-0.043938642,-0.043930166,,1.71E-12,1.02E-10,1.07E-11,1.38154E-10,,,,,
8.65,0.129536851,0.129527277,0.129518864,-0.041813277,-0.041799554,-0.041793388,,9.17E-11,3.24E-10,1.88E-10,3.95541E-10,,,,,
8.7,0.121285736,0.121269496,0.121264205,-0.039030057,-0.039008801,-0.03900776,,2.64E-10,4.64E-10,4.52E-10,4.97162E-10,,,,,
