Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Left
2.500000000000000000e-01,-6.131188908826741280e-01,-5.370000000000007406e-02,5.991799999999997649e-03,4.729842272904633514e-03,6.329035923649961419e-03,4.948024109801767156e-03,6.308962047228984169e-03,4.995756142795250952e-03,-2.007387642097725050e-05,4.773203299348379586e-05,1.437129026823716904e-01
2.750000000000000222e-01,-1.353027053823204984e+00,-3.293000000000000371e-01,7.165099999999995431e-03,5.768313177841259687e-03,7.590331780642623101e-03,6.060027618853943733e-03,7.566664775477797283e-03,6.110607853399195599e-03,-2.366700516482581756e-05,5.058023454525186619e-05,1.437129026823716904e-01
3.000000000000000444e-01,-1.347578249667091832e+00,-5.700999999999999401e-01,8.664900000000003155e-03,7.161085920932733911e-03,8.945854074521857047e-03,7.316840248133006132e-03,8.919409635572783310e-03,7.365669290108766039e-03,-2.644443894907373693e-05,4.882904197575990701e-05,1.437129026823716904e-01
3.250000000000000111e-01,-2.294708481620655771e+00,-8.291000000000000592e-01,1.004770000000000663e-02,8.513716091228340152e-03,1.038879946343380933e-02,8.728069387642639967e-03,1.036084758583143833e-02,8.769062444195580702e-03,-2.795187760237100028e-05,4.099305655294073480e-05,1.437129026823716904e-01
3.500000000000000333e-01,-1.908612028947195727e+00,-1.140499999999999847e+00,1.174120000000000719e-02,1.025555468471868112e-02,1.191221830436913626e-02,1.030213073355462639e-02,1.188447365604652570e-02,1.032777500057334430e-02,-2.774464832261056002e-05,2.564426701871791447e-05,1.437129026823716904e-01
3.750000000000000000e-01,-1.948961445278621030e+00,-1.321099999999999941e+00,1.299580000000000353e-02,1.161167551351827490e-02,1.350929469537105916e-02,1.204565792338434249e-02,1.348388796268251005e-02,1.204712743790068048e-02,-2.540673268854910793e-05,1.469514516337991350e-06,1.437129026823716904e-01
4.000000000000000222e-01,-2.257750438194141562e+00,-1.502400000000000180e+00,1.508700000000000319e-02,1.399754060099452427e-02,1.517364641401305371e-02,1.396300155497408324e-02,1.515307165227696221e-02,1.393033747834852842e-02,-2.057476173609150416e-05,-3.266407662555481650e-05,1.437129026823716904e-01
4.250000000000000444e-01,-2.786297310179760789e+00,-1.665500000000000203e+00,1.673950000000000785e-02,1.599070660677204617e-02,1.689962387273288152e-02,1.605585057819816641e-02,1.688665995059726241e-02,1.597821116224410615e-02,-1.296392213561911588e-05,-7.763941595406026464e-05,1.437129026823716904e-01
4.500000000000000111e-01,-2.620317890076059530e+00,-1.685400000000000009e+00,1.844799999999999218e-02,1.814095224522906460e-02,1.868258743992018411e-02,1.832300001176299931e-02,1.868019908297023982e-02,1.818896711208057432e-02,-2.388356949944298036e-06,-1.340328996824249885e-04,1.437129026823716904e-01
4.750000000000000333e-01,-2.578154255078104917e+00,-1.710199999999999942e+00,2.020919999999999661e-02,2.044827751636556570e-02,2.051914367059825758e-02,2.076027874939553874e-02,2.053037227527387473e-02,2.055819270369325935e-02,1.122860467561714870e-05,-2.020860457022793932e-04,1.437129026823716904e-01
5.000000000000000000e-01,-2.665030301715699768e+00,-1.692500000000000338e+00,2.203159999999999841e-02,2.292140906644152959e-02,2.240732335967607347e-02,2.336064030990647397e-02,2.243517730926042342e-02,2.307893494543363996e-02,2.785394958434994628e-05,-2.817053644728340078e-04,1.437129026823716904e-01
5.250000000000000222e-01,-2.002339503233401707e+00,-1.587600000000000122e+00,2.390949999999999326e-02,2.554638426144100263e-02,2.434668805413933712e-02,2.611440806721857660e-02,2.439403972654465361e-02,2.574192954806562433e-02,4.735167240531648614e-05,-3.724785191529522699e-04,1.437129026823716904e-01
5.500000000000000444e-01,-2.672909993165355491e+00,-1.383799999999999919e+00,2.582219999999999654e-02,2.827956987006412237e-02,2.633835637310413119e-02,2.900965575235460794e-02,2.640785129337669401e-02,2.853595963269735247e-02,6.949492027256282123e-05,-4.736961196572554711e-04,1.437129026823716904e-01
5.750000000000000666e-01,-2.107780203573606848e+00,-1.181300000000000239e+00,2.810559999999999448e-02,3.160267676586132196e-02,2.838494642478910090e-02,3.203269539093510365e-02,2.847892871383723989e-02,3.144831622154692363e-02,9.398228904813898943e-05,-5.843791693881800198e-04,1.437129026823716904e-01
6.000000000000000888e-01,-1.275594979106370319e+00,-9.384000000000000119e-01,3.012040000000000550e-02,3.456624583574769566e-02,3.049043530529565310e-02,3.516863906460842432e-02,3.061089136979663200e-02,3.446531795327702208e-02,1.204560645009788988e-04,-7.033211113314022378e-04,1.437129026823716904e-01
6.250000000000000000e-01,-1.720339992442727173e+00,-7.096000000000001195e-01,3.252649999999999986e-02,3.811624553430416340e-02,3.265994121057756716e-02,3.840199736482807075e-02,3.280846104334675384e-02,3.757284497224803316e-02,1.485198327691866771e-04,-8.291523925800375894e-04,1.437129026823716904e-01
6.500000000000000222e-01,-1.248171705578112745e+00,-4.239000000000000545e-01,3.429340000000000860e-02,4.071155013201972761e-02,3.489943817820955613e-02,4.171727569184079804e-02,3.507719220636654200e-02,4.075685205870421823e-02,1.777540281569858771e-04,-9.604236331365798018e-04,1.437129026823716904e-01
6.750000000000000444e-01,-3.650237170942037812e-01,-4.649999999999997885e-02,3.724530000000000202e-02,4.499458811641381117e-02,3.721541748341679334e-02,4.509953033219925994e-02,3.742314706409868158e-02,4.400384138110123577e-02,2.077295806818882373e-04,-1.095688951098024166e-03,1.437129026823716904e-01
7.000000000000000666e-01,-5.857531553840668037e-01,1.761999999999999678e-01,3.955929999999999169e-02,4.829151507343110855e-02,3.961451265992743664e-02,4.853485006335506169e-02,3.985253367644425726e-02,4.730128297528760073e-02,2.380210165168206160e-04,-1.233567088067460960e-03,1.437129026823716904e-01
7.250000000000000888e-01,-2.381104254472542481e-01,4.862999999999999545e-01,4.153700000000000447e-02,5.105437127933812325e-02,4.210310676912403655e-02,5.201073513136028614e-02,4.237132766032198489e-02,5.063796462493046213e-02,2.682208911979483412e-04,-1.372770506429824011e-03,1.437129026823716904e-01
7.500000000000000000e-01,-6.818618622942715368e-02,6.353999999999999648e-01,4.398029999999999995e-02,5.438795015064729760e-02,4.468694098659509867e-02,5.551635289587286692e-02,4.498489750987223756e-02,5.400424059850018194e-02,2.979565232771388961e-04,-1.512112297372684988e-03,1.437129026823716904e-01
7.750000000000000222e-01,3.702773926414194006e-01,8.104000000000000092e-01,4.696210000000000662e-02,5.833239426015448398e-02,4.737074289170870728e-02,5.904265849202719463e-02,4.769765056460462116e-02,5.739214539959137246e-02,3.269076728959138811e-04,-1.650513092435822171e-03,1.437129026823716904e-01
8.000000000000000444e-01,3.002778724975562752e-01,9.052000000000000046e-01,4.963220000000000132e-02,6.174800360630738894e-02,5.015789103888558531e-02,6.258238017812681186e-02,5.051271305280512214e-02,6.079535159043140263e-02,3.548220139195368272e-04,-1.787028587695409232e-03,1.437129026823716904e-01
8.250000000000000666e-01,5.312233217562171810e-03,8.467000000000000082e-01,5.237839999999999857e-02,6.515663163545230840e-02,5.305012965150870952e-02,6.612988163333700931e-02,5.343165526907871915e-02,6.420897660891154712e-02,3.815256175700096342e-04,-1.920905024425462182e-03,1.437129026823716904e-01
8.500000000000000888e-01,4.054617594377735168e-01,8.354999999999999094e-01,5.568689999999999751e-02,6.912027436673143233e-02,5.604734411884966516e-02,6.968092427396167798e-02,5.645427201058524774e-02,6.762927179753024098e-02,4.069278917355825809e-04,-2.051652476431437000e-03,1.437129026823716904e-01
8.750000000000000000e-01,7.325196276262795347e-01,7.842999999999999972e-01,5.812989999999999824e-02,7.195643440122222179e-02,5.914740482014774203e-02,7.323235892392927771e-02,5.957842803709287316e-02,7.105324523621411870e-02,4.310232169451311268e-04,-2.179113687715159009e-03,1.437129026823716904e-01
9.000000000000000222e-01,-4.211380318201967121e-01,4.959999999999999964e-01,6.165870000000000378e-02,7.592705844950931038e-02,6.234608354968547428e-02,7.678177812871235519e-02,6.279997642410001246e-02,7.447827331702365494e-02,4.538928744145381833e-04,-2.303504811688700249e-03,1.437129026823716904e-01
9.250000000000000444e-01,-2.617497420784493101e-01,3.434999999999999720e-01,6.480530000000001012e-02,7.935837575893016360e-02,6.563704315895928232e-02,8.032716055073786665e-02,6.611275138683314623e-02,7.790174952016221122e-02,4.757082278738639092e-04,-2.425411030575655436e-03,1.437129026823716904e-01
9.500000000000000666e-01,-2.418755743825046489e-01,1.863999999999999546e-01,6.857810000000000294e-02,8.336041573375317648e-02,6.901189718862563161e-02,8.386653874922979368e-02,6.950862692408514565e-02,8.132080917065423464e-02,4.967297354595140435e-04,-2.545729578575559038e-03,1.437129026823716904e-01
9.750000000000000888e-01,-9.616290960637258189e-01,-1.986999999999999877e-01,7.243760000000000476e-02,8.734151175755222596e-02,7.246033307823412928e-02,8.739772020050878831e-02,7.297762469432954313e-02,8.473215685029727995e-02,5.172916160954138531e-04,-2.665563350211508364e-03,1.437129026823716904e-01
1.000000000000000000e+00,-2.995094769838226867e-01,-3.584000000000000519e-01,7.580169999999999964e-02,9.073617715268121608e-02,7.597029075385426655e-02,9.091808665258074851e-02,7.650805589001435925e-02,8.813200644285112961e-02,5.377651361600926938e-04,-2.786080209729618895e-03,1.437129026823716904e-01
1.025000000000000133e+00,-9.062575978294842294e-01,-5.394999999999999796e-01,7.861660000000000870e-02,9.353393994362811659e-02,7.952818799757724322e-02,9.442448797955801942e-02,8.008669271664269063e-02,9.151612296516928313e-02,5.585047190654474081e-04,-2.908365014388736292e-03,1.437129026823716904e-01
1.050000000000000044e+00,-1.376073660691649492e+00,-7.668000000000000371e-01,8.314929999999999544e-02,9.796533091444172003e-02,8.311918425959001488e-02,9.791323485914936453e-02,8.369897752872926255e-02,9.487993692826747483e-02,5.797932691392476690e-04,-3.033297930881889704e-03,1.437129026823716904e-01
1.074999999999999956e+00,-5.086761903305451193e-01,-7.853999999999999870e-01,8.600299999999999612e-02,1.007212058033407631e-01,8.672747452727366801e-02,1.013801829380033409e-01,8.732928190110422761e-02,9.821869676280360617e-02,6.018073738305595999e-04,-3.161486175199734738e-03,1.437129026823716904e-01
1.100000000000000089e+00,-2.004232589140703347e+00,-9.406999999999999806e-01,8.943750000000000311e-02,1.040128967726020731e-01,9.033660409518645684e-02,1.048208927612424707e-01,9.096121964501868717e-02,1.015276369308169696e-01,6.246155498322303323e-04,-3.293255830425501074e-03,1.437129026823716904e-01
1.125000000000000000e+00,-1.391084288907793010e+00,-7.887000000000000677e-01,9.289400000000000435e-02,1.073063330711153673e-01,9.392979413913286890e-02,1.082308452499355783e-01,9.457800094254970036e-02,1.048021587001617405e-01,6.482068034168314563e-04,-3.428686549773837799e-03,1.437129026823716904e-01
1.150000000000000133e+00,-1.724253418190552889e+00,-7.775999999999999579e-01,9.690150000000000152e-02,1.111181321574709890e-01,9.749026793302015270e-02,1.116056898943696418e-01,9.816279863474991485e-02,1.080380323211705823e-01,6.725307017297621481e-04,-3.567657573199059517e-03,1.437129026823716904e-01
1.175000000000000044e+00,-1.691209063338399821e+00,-5.986000000000001320e-01,1.008461999999999970e-01,1.148758260370147805e-01,1.010015688294451930e-01,1.149414999491241013e-01,1.016990921222118427e-01,1.112316262029168640e-01,6.975232927666497051e-04,-3.709873746207237311e-03,1.437129026823716904e-01
1.200000000000000178e+00,-1.475275527536998310e-01,-3.472000000000000641e-01,1.041617999999999988e-01,1.180523252756444513e-01,1.044478631391205642e-01,1.182350058168784440e-01,1.051709647189359997e-01,1.143801511983310037e-01,7.231015798154355467e-04,-3.854854618547440270e-03,1.437129026823716904e-01
1.225000000000000089e+00,-1.403177764923871640e-01,-1.263000000000000789e-01,1.073802000000000090e-01,1.211625020026983468e-01,1.078142226145869936e-01,1.214837766671981872e-01,1.085633524389511551e-01,1.174818826596333438e-01,7.491298243641614230e-04,-4.001894007564843481e-03,1.437129026823716904e-01
1.250000000000000000e+00,-1.023542027081698613e+00,1.422999999999999821e-01,1.099894000000000011e-01,1.237124280398620574e-01,1.110868815744512350e-01,1.246863235483160470e-01,1.118622622024282309e-01,1.205363036954843065e-01,7.753806279769959175e-04,-4.150019852831740574e-03,1.437129026823716904e-01
1.275000000000000133e+00,8.518446390720064709e-01,6.371999999999999886e-01,1.135518000000000083e-01,1.272537010921585554e-01,1.142534630005376528e-01,1.278421053191066137e-01,1.150549814613610611e-01,1.235441155202862545e-01,8.015184608234082742e-04,-4.297989798820359142e-03,1.437129026823716904e-01
1.300000000000000044e+00,7.494421476431782914e-01,9.279999999999999361e-01,1.169945000000000013e-01,1.307583222301631765e-01,1.173031673345246301e-01,1.309514295153550167e-01,1.181302875920919315e-01,1.265070870611931242e-01,8.271202575673014534e-04,-4.444342454161892553e-03,1.437129026823716904e-01
1.325000000000000178e+00,2.149925069786857712e-01,1.348999999999999977e+00,1.198082000000000036e-01,1.336992020197736164e-01,1.202269183537563874e-01,1.340152505276672179e-01,1.210786454329832867e-01,1.294277520322680564e-01,8.517270792268993862e-04,-4.587498495399161547e-03,1.437129026823716904e-01
1.350000000000000089e+00,2.295483811058347978e+00,1.755199999999999871e+00,1.224933000000000133e-01,1.365912125903282204e-01,1.230174624684936407e-01,1.370348756159177062e-01,1.238923684749239224e-01,1.323089903236932263e-01,8.749060064302816020e-04,-4.725885292224479839e-03,1.437129026823716904e-01
1.375000000000000000e+00,2.367392114887806098e+00,2.053700000000000081e+00,1.254839999999999844e-01,1.399352634371493487e-01,1.256694198712635380e-01,1.400115963155018628e-01,1.265657193632637179e-01,1.351535430676331639e-01,8.962994920001798871e-04,-4.858053247868698854e-03,1.437129026823716904e-01
1.400000000000000133e+00,2.654925931021336005e+00,2.326499999999999790e+00,1.279189000000000020e-01,1.427679328131361558e-01,1.281792869959274550e-01,1.429462701002854608e-01,1.290949357057563085e-01,1.379635084083266350e-01,9.156487098288534909e-04,-4.982761691958825789e-03,1.437129026823716904e-01
1.425000000000000044e+00,2.328123823904794776e+00,2.397100000000000009e+00,1.302097000000000115e-01,1.455430063238071503e-01,1.305453897765273819e-01,1.458388840178625745e-01,1.314781800549702506e-01,1.407398554242303979e-01,9.327902784428687699e-04,-5.099028593632176642e-03,1.437129026823716904e-01
1.450000000000000178e+00,3.744467000722464078e+00,2.527600000000000069e+00,1.327076000000000089e-01,1.487177602331848092e-01,1.327677874135232416e-01,1.486881360733901258e-01,1.337154221681681743e-01,1.434819850204107627e-01,9.476347546449326309e-04,-5.206151052979363092e-03,1.437129026823716904e-01
1.475000000000000089e+00,3.342578694758164826e+00,2.521799999999999820e+00,1.343848000000000265e-01,1.509482910172335879e-01,1.348481277503749132e-01,1.514910701353946731e-01,1.358082666053379017e-01,1.461873627667162057e-01,9.601388549629885638e-04,-5.303707368678467482e-03,1.437129026823716904e-01
1.500000000000000000e+00,2.799817133635344124e+00,2.408799876427019537e+00,1.359670000000000045e-01,1.531351885699824555e-01,1.367894578444089904e-01,1.542427967932073207e-01,1.377597413426380202e-01,1.488512481306056567e-01,9.702834982290298171e-04,-5.391548662601663988e-03,1.437129026823716904e-01
1.525000000000000133e+00,3.009290487769999078e+00,2.259199948509346356e+00,1.380294000000000243e-01,1.561231922493967750e-01,1.385959960668673996e-01,1.569363270876818206e-01,1.395740632406655135e-01,1.514665420548441388e-01,9.780671737981139202e-04,-5.469785032837681804e-03,1.437129026823716904e-01
1.550000000000000044e+00,2.933432706058179296e+00,2.023800000000000043e+00,1.396754000000000051e-01,1.586347210430165966e-01,1.402728743800878419e-01,1.595625388065406158e-01,1.412563928933716628e-01,1.540237659396181125e-01,9.835185132838208943e-04,-5.538772866922503368e-03,1.437129026823716904e-01
1.575000000000000178e+00,1.862881762153230758e+00,1.661299999999999777e+00,1.414687000000000028e-01,1.615075329917992908e-01,1.418258610130117003e-01,1.621102863089396717e-01,1.428125854075218415e-01,1.565111740585726219e-01,9.867243945101411562e-04,-5.599112250367049848e-03,1.437129026823716904e-01
1.600000000000000089e+00,1.268818558669889685e+00,1.383799999999999919e+00,1.428966000000000125e-01,1.639003793962835187e-01,1.432610745608723923e-01,1.645666551992589766e-01,1.442489370110896507e-01,1.589149990124471556e-01,9.878624502172583810e-04,-5.651656186811820914e-03,1.437129026823716904e-01
1.625000000000000000e+00,1.432095948297389842e+00,1.064699999999999980e+00,1.442124000000000184e-01,1.661832700578920741e-01,1.445847007339602086e-01,1.669173531649894016e-01,1.455719228019257128e-01,1.612198371964272681e-01,9.872220679655041575e-04,-5.697515968562133493e-03,1.437129026823716904e-01
1.650000000000000133e+00,7.404249874164745560e-01,7.422999999999999599e-01,1.456108000000000124e-01,1.686930535222599392e-01,1.458027228501387607e-01,1.691472182618957709e-01,1.467879223065572392e-01,1.634091842067855460e-01,9.851994564184785030e-04,-5.738034055110224907e-03,1.437129026823716904e-01
1.675000000000000044e+00,6.226973310353477453e-01,3.848999999999999644e-01,1.465313000000000032e-01,1.703895135551984352e-01,1.469206768667538077e-01,1.712408164711051450e-01,1.479029385265502594e-01,1.654661155203623890e-01,9.822616597964517471e-04,-5.774700950742756023e-03,1.437129026823716904e-01
1.700000000000000178e+00,5.830771163730767981e-01,1.634999999999999787e-01,1.478818000000000077e-01,1.729237316290941906e-01,1.479434411580095587e-01,1.731830924608236122e-01,1.489223284078008414e-01,1.673740782035207653e-01,9.788872497912826098e-04,-5.809014257302846929e-03,1.437129026823716904e-01
1.725000000000000089e+00,2.248570445969708675e-01,-1.940000000000007344e-02,1.486503999999999881e-01,1.743793362252574475e-01,1.488750700674819349e-01,1.749600320030404443e-01,1.498505701790171507e-01,1.691177284254175572e-01,9.755001115352157637e-04,-5.842303577622887101e-03,1.437129026823716904e-01
1.750000000000000000e+00,7.111212017965005960e-02,-1.399000000000000243e-01,1.494902999999999926e-01,1.759728218323282634e-01,1.497186782710428488e-01,1.765592919549194839e-01,1.506910908556666762e-01,1.706837314484140333e-01,9.724125846238274029e-04,-5.875560506505450586e-03,1.437129026823716904e-01
1.775000000000000133e+00,2.240142427611638010e-01,-1.580000000000000293e-01,1.503596000000000099e-01,1.776029593536909978e-01,1.504763801472638884e-01,1.779707547358934661e-01,1.514461670284927286e-01,1.720614445190650488e-01,9.697868812288401585e-04,-5.909310216828417284e-03,1.437129026823716904e-01
1.800000000000000044e+00,2.659827183971980036e-01,-9.060000000000001386e-02,1.510169000000000095e-01,1.788089818668190389e-01,1.511492848720225046e-01,1.791869693103665395e-01,1.521169001742566362e-01,1.732434261992125135e-01,9.676153022341316134e-04,-5.943543111154026004e-03,1.437129026823716904e-01
1.825000000000000178e+00,4.522945744254889267e-01,6.479999999999996874e-02,1.515922999999999854e-01,1.798317448084877368e-01,1.517375442088451376e-01,1.802034493083134459e-01,1.527032601958122349e-01,1.742257439239656702e-01,9.657159869670972618e-04,-5.977705384347775652e-03,1.437129026823716904e-01
1.850000000000000089e+00,4.362347463292263194e-01,3.392999999999999350e-01,1.521611000000000213e-01,1.807916758970846138e-01,1.522404463666265917e-01,1.810188095173037026e-01,1.532041889705902660e-01,1.750080715872511239e-01,9.637426039636742825e-04,-6.010737930052578726e-03,1.437129026823716904e-01
1.875000000000000000e+00,7.900554756452655703e-01,5.978999999999999870e-01,1.525639000000000023e-01,1.814199944278026000e-01,1.526565461545819069e-01,1.816347330849455433e-01,1.536177557190651632e-01,1.755935791176313210e-01,9.612095644832563401e-04,-6.041153967314222273e-03,1.437129026823716904e-01
1.900000000000000133e+00,1.582342558884340722e+00,1.055399999999999894e+00,1.529318999999999817e-01,1.819313758986369212e-01,1.529838192156248722e-01,1.820557728081604876e-01,1.539413535990590831e-01,1.759886229918963263e-01,9.575343834342109339e-04,-6.067149816264161277e-03,1.437129026823716904e-01
1.925000000000000044e+00,1.381938833260081934e+00,1.387899999999999912e+00,1.531264999999999987e-01,1.821547780428922070e-01,1.532198265932926406e-01,1.822890008110385207e-01,1.541719205512502855e-01,1.762022575283751780e-01,9.520939579576448430e-04,-6.086743282663342747e-03,1.437129026823716904e-01
1.950000000000000178e+00,1.817565079699269504e+00,1.756499999999999950e+00,1.533000999999999947e-01,1.822752057612798127e-01,1.533618754858462052e-01,1.823435313673623659e-01,1.543061595843405187e-01,1.762456041249302607e-01,9.442840984943134952e-04,-6.097927242432105155e-03,1.437129026823716904e-01
1.975000000000000089e+00,2.758682625956565992e+00,2.119600000000000151e+00,1.533525000000000027e-01,1.822071379204520392e-01,1.534071628582500679e-01,1.822299505846519951e-01,1.543407305348780123e-01,1.761311329016415905e-01,9.335676766279443761e-04,-6.098817683010404611e-03,1.437129026823716904e-01
2.000000000000000000e+00,2.724924250722887908e+00,2.443299999999999805e+00,1.532821999999999796e-01,1.818894879965890499e-01,1.533528905371769058e-01,1.819596928945954595e-01,1.542723926170077586e-01,1.758719164416636394e-01,9.195020798308528587e-04,-6.087776452931820126e-03,1.437129026823716904e-01
2.024999999999999911e+00,3.339224172263467239e+00,2.652099999999999902e+00,1.531565000000000010e-01,1.815718380727260883e-01,1.531963432699139094e-01,1.815444070081218275e-01,1.540980932156534311e-01,1.754809046609902279e-01,9.017499457395217188e-04,-6.063502347131599635e-03,1.437129026823716904e-01
2.050000000000000266e+00,3.541965464504893024e+00,2.777600000000000069e+00,1.529214000000000129e-01,1.810814005529156612e-01,1.529349247600786665e-01,1.809953529868353617e-01,1.538150129483535633e-01,1.749702538207037472e-01,8.800881882748967655e-04,-6.025099166131614448e-03,1.437129026823716904e-01
2.075000000000000178e+00,3.386377462126235471e+00,2.806400000000000006e+00,1.525885999999999909e-01,1.804740259732216523e-01,1.525661507631508040e-01,1.803228676003229003e-01,1.534205792164664572e-01,1.743507353387621639e-01,8.544284533156532024e-04,-5.972132261560736399e-03,1.437129026823716904e-01
2.100000000000000089e+00,2.980592684092902900e+00,2.760799999999999699e+00,1.521500000000000075e-01,1.797479690043920220e-01,1.520876026536676640e-01,1.795359281637501914e-01,1.529124494779312560e-01,1.736312557511502930e-01,8.248468242635920156e-04,-5.904672412599898390e-03,1.437129026823716904e-01
2.125000000000000000e+00,3.529841139797832650e+00,2.625199999999999978e+00,1.516082000000000263e-01,1.789171922804427273e-01,1.514968489296565912e-01,1.786418371642702618e-01,1.522884524831965569e-01,1.728185291855971750e-01,7.916035535399656986e-04,-5.823307978673086804e-03,1.437129026823716904e-01
2.149999999999999911e+00,3.952645352181778371e+00,2.395099999999999785e+00,1.508421999999999819e-01,1.778228708394422597e-01,1.507913454545900533e-01,1.776460420172047971e-01,1.515464755019016452e-01,1.719169411840238693e-01,7.551300473115918344e-04,-5.729100833180927888e-03,1.437129026823716904e-01
2.175000000000000266e+00,3.123980152836502988e+00,2.028900000000000148e+00,1.500613999999999837e-01,1.767739279589936596e-01,1.499683277410807092e-01,1.765520955156402172e-01,1.506843034477891585e-01,1.709286164287755760e-01,7.159757067084493443e-04,-5.623479086864641152e-03,1.437129026823716904e-01
2.200000000000000178e+00,3.160387967360994477e+00,1.719300000000000050e+00,1.491667999999999883e-01,1.756324826281893958e-01,1.490247101942133168e-01,1.753617521028452975e-01,1.496994410035421552e-01,1.698536624434427711e-01,6.747308093288384434e-04,-5.508089659402526372e-03,1.437129026823716904e-01
2.225000000000000089e+00,3.529269352869110143e+00,1.493399999999999839e+00,1.479903999999999942e-01,1.741978219830500607e-01,1.479570077138334661e-01,1.740751839381886046e-01,1.485889626528306418e-01,1.686905329490321903e-01,6.319549389971756970e-04,-5.384650989156414269e-03,1.437129026823716904e-01
2.250000000000000000e+00,1.617337305421054250e+00,1.205200000000000049e+00,1.468586000000000058e-01,1.728766077392903111e-01,1.467612941946268290e-01,1.726912912941341860e-01,1.473494275375217821e-01,1.674364567261467374e-01,5.881333428949531150e-04,-5.254834567987448635e-03,1.437129026823716904e-01
2.274999999999999911e+00,1.484849322637423974e+00,9.897000000000000242e-01,1.455954000000000137e-01,1.714541643989149766e-01,1.454332103286687661e-01,1.712080760508937483e-01,1.459768726319019549e-01,1.660879028885130226e-01,5.436623032331888705e-04,-5.120173162380725618e-03,1.437129026823716904e-01
2.300000000000000266e+00,2.266985566337809566e+00,7.749999999999999112e-01,1.439423999999999981e-01,1.696582205986127967e-01,1.439680299881916370e-01,1.696230449321434741e-01,1.444668764380996895e-01,1.646410738092207449e-01,4.988464499080524917e-04,-4.981971122922729256e-03,1.437129026823716904e-01
2.325000000000000178e+00,1.385904904698031181e+00,6.431999999999999940e-01,1.423800000000000066e-01,1.680106297847301644e-01,1.423607905840050813e-01,1.679336092796202828e-01,1.428146808442204152e-01,1.630924089883551975e-01,4.538902602153338517e-04,-4.841200291265085331e-03,1.437129026823716904e-01
