Time(s),ReactionForce(N),ReactionMoment(Nm),Exp_X(m),Exp_Rz(rad),Cmd_X(m),Cmd_Rz(rad),Body_X(m),Body_Rz(rad),Delta_X(m),Delta_Rz(rad),RMSE_Right
3.500000000000000333e-01,-3.954043760671788199e+00,-2.520599999999999952e+00,2.127630000000000493e-02,9.882054224791894659e-03,2.221434903792376611e-02,1.030213073355462639e-02,2.221224865661987000e-02,1.032777500057334430e-02,-2.100381303896114993e-06,2.564426701871791447e-05,1.462170021962233279e-01
3.750000000000000000e-01,-3.802541212855658603e+00,-2.828999999999999737e+00,2.553329999999999836e-02,1.210036770407668660e-02,2.555495261875540339e-02,1.204565792338434249e-02,2.553101540058318880e-02,1.204712743790068048e-02,-2.393721817221458603e-05,1.469514516337991350e-06,1.462170021962233279e-01
4.000000000000000222e-01,-5.312246694432952943e+00,-3.107999999999999652e+00,2.899939999999999463e-02,1.395216204044267064e-02,2.913664796898713522e-02,1.396300155497408324e-02,2.908340913062549063e-02,1.393033747834852842e-02,-5.323883836164458594e-05,-3.266407662555481650e-05,1.462170021962233279e-01
4.250000000000000444e-01,-5.241894796705590664e+00,-3.287499581115972180e+00,3.202800000000000785e-02,1.560324351282930608e-02,3.295547445093105488e-02,1.605585057819816641e-02,3.286487111284136509e-02,1.597821116224410615e-02,-9.060333808968978886e-05,-7.763941595406026464e-05,1.462170021962233279e-01
4.500000000000000111e-01,-4.235669632943786844e+00,-3.344299716378902332e+00,3.649339999999999529e-02,1.808510170916524315e-02,3.700558745168319036e-02,1.832300001176299931e-02,3.686916619505081760e-02,1.818896711208057432e-02,-1.364212566323727560e-04,-1.340328996824249885e-04,1.462170021962233279e-01
4.750000000000000333e-01,-4.926829821440262158e+00,-3.388600000000000279e+00,4.123109999999999969e-02,2.077290875723650926e-02,4.127942241999379286e-02,2.076027874939553874e-02,4.108856497896713755e-02,2.055819270369325935e-02,-1.908574410266553056e-04,-2.020860457022793932e-04,1.462170021962233279e-01
5.000000000000000000e-01,-4.222443827626412016e+00,-3.219699999999999562e+00,4.475190000000000418e-02,2.280098134805392043e-02,4.576796366958255091e-02,2.336064030990647397e-02,4.551411225469406685e-02,2.307893494543363996e-02,-2.538514148884840615e-04,-2.817053644728340078e-04,1.462170021962233279e-01
5.250000000000000222e-01,-4.787141835248988286e+00,-3.041999999999999815e+00,4.913920000000000093e-02,2.535439804372162723e-02,5.046109612135791372e-02,2.611440806721857660e-02,5.013596927461028141e-02,2.574192954806562433e-02,-3.251268467476323143e-04,-3.724785191529522699e-04,1.462170021962233279e-01
5.500000000000000444e-01,-3.774761744122981266e+00,-2.651699999999999946e+00,5.532219999999999499e-02,2.899690019263378993e-02,5.534801212545874260e-02,2.900965575235460794e-02,5.494381092607404649e-02,2.853595963269735247e-02,-4.042011993846961193e-04,-4.736961196572554711e-04,1.462170021962233279e-01
5.750000000000000666e-01,-3.716880613589838678e+00,-2.321900000000000297e+00,5.936500000000000110e-02,3.139498258487399829e-02,6.041764181572420456e-02,3.203269539093510365e-02,5.992724493538416353e-02,3.144831622154692363e-02,-4.903968803400410303e-04,-5.843791693881800198e-04,1.462170021962233279e-01
6.000000000000000888e-01,-4.123514082089462462e+00,-2.133300000000000196e+00,6.349939999999999751e-02,3.385589683018600665e-02,6.565907436990407742e-02,3.516863906460842432e-02,6.507620932307364714e-02,3.446531795327702208e-02,-5.828650468304302779e-04,-7.033211113314022378e-04,1.462170021962233279e-01
6.250000000000000000e-01,-2.028152770527507087e+00,-1.434900000000000064e+00,6.943960000000000410e-02,3.739716988248249774e-02,7.106193857540564485e-02,3.840199736482807075e-02,7.038130601559479393e-02,3.757284497224803316e-02,-6.806325598108509123e-04,-8.291523925800375894e-04,1.462170021962233279e-01
6.500000000000000222e-01,-1.425830448721563837e+00,-1.117699999999999916e+00,7.561410000000000353e-02,4.107108795793056738e-02,7.661671387005035416e-02,4.171727569184079804e-02,7.583404426507076024e-02,4.075685205870421823e-02,-7.826696049795939247e-04,-9.604236331365798018e-04,1.462170021962233279e-01
6.750000000000000444e-01,-2.825998353823223841e+00,-8.672999999999999599e-01,8.016490000000001115e-02,4.376762165226179974e-02,8.231494781561606022e-02,4.509953033219925994e-02,8.142698844519991042e-02,4.400384138110123577e-02,-8.879593704161498069e-04,-1.095688951098024166e-03,1.462170021962233279e-01
7.000000000000000666e-01,-1.144720645787183244e+00,-2.566000000000000503e-01,8.669609999999999816e-02,4.761432732365730724e-02,8.814936272328249833e-02,4.853485006335506169e-02,8.715381665173185799e-02,4.730128297528760073e-02,-9.955460715506403435e-04,-1.233567088067460960e-03,1.462170021962233279e-01
