Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad)
6.050000000000000711e+00,3.214341773111645262e-02,-1.605943985891043757e-02,1.773501388757653396e-02,-8.367881782478395203e-03,4.820285759002687631e-02,4.820285759002687631e-02,2.610289567005494304e-02,2.610289567005494304e-02
6.075000000000000178e+00,3.247241177309023730e-02,-1.621279370072324644e-02,1.792374400875995644e-02,-8.448355633642115614e-03,4.868520547381346986e-02,4.868520547381346986e-02,2.637209964240211368e-02,2.637209964240211368e-02
6.100000000000000533e+00,3.280746148130753159e-02,-1.636815619364952179e-02,1.811731202204358571e-02,-8.530441136962524373e-03,4.917561767495706726e-02,4.917561767495706726e-02,2.664775315900611008e-02,2.664775315900611008e-02
6.125000000000000000e+00,3.314798043351674384e-02,-1.652534102896394130e-02,1.831634529329606575e-02,-8.614624379883195626e-03,4.967332146248065738e-02,4.967332146248065738e-02,2.693096967317923363e-02,2.693096967317923363e-02
6.150000000000000355e+00,3.349353051120285141e-02,-1.668418994035844594e-02,1.852146514145219802e-02,-8.701328657887461016e-03,5.017772045156126959e-02,5.017772045156126959e-02,2.722279379933967292e-02,2.722279379933967292e-02
6.175000000000000711e+00,3.384381919547468920e-02,-1.684457928751856293e-02,1.873328566724025146e-02,-8.790894845885063869e-03,5.068839848299327988e-02,5.068839848299327988e-02,2.752418051312532921e-02,2.752418051312532921e-02
6.200000000000000178e+00,3.419870423549165039e-02,-1.700644268843733153e-02,1.895240578701090639e-02,-8.883582798723865803e-03,5.120514692392894029e-02,5.120514692392894029e-02,2.783598858573477219e-02,2.783598858573477219e-02
6.225000000000000533e+00,3.455821334879155549e-02,-1.716980003038832969e-02,1.917938249677403340e-02,-8.979582776332858951e-03,5.172801337917984354e-02,5.172801337917984354e-02,2.815896527310687847e-02,2.815896527310687847e-02
6.250000000000000000e+00,3.492256771028900975e-02,-1.733477482011205884e-02,1.941468828235232147e-02,-9.079023644104011748e-03,5.225734253040104083e-02,5.225734253040104083e-02,2.849371192645636097e-02,2.849371192645636097e-02
6.275000000000000355e+00,3.529219080630507932e-02,-1.750158785884720070e-02,1.965866569995894375e-02,-9.181971375259445622e-03,5.279377866515228002e-02,5.279377866515228002e-02,2.884063707521838937e-02,2.884063707521838937e-02
6.300000000000000711e+00,3.566769124333996066e-02,-1.767052861181842016e-02,1.991149287699278680e-02,-9.288421003872476822e-03,5.333821985515840858e-02,5.333821985515840858e-02,2.919991388086534689e-02,2.919991388086534689e-02
6.325000000000000178e+00,3.604982214901913951e-02,-1.784191551386178631e-02,2.017316939763968975e-02,-9.398290283307769721e-03,5.389173766288088419e-02,5.389173766288088419e-02,2.957145968094740396e-02,2.957145968094740396e-02
6.350000000000000533e+00,3.643942961533763736e-02,-1.801605809032057193e-02,2.044352741637933679e-02,-9.511421350157464594e-03,5.445548770565819541e-02,5.445548770565819541e-02,2.995494876653684302e-02,2.995494876653684302e-02
6.375000000000000000e+00,3.683740098148224895e-02,-1.819322954879777632e-02,2.072226815325622917e-02,-9.627591158286569195e-03,5.503063053028003915e-02,5.503063053028003915e-02,3.034985931154277061e-02,3.034985931154277061e-02
6.400000000000000355e+00,3.724461361511266499e-02,-1.837365311465648243e-02,2.100901692334777859e-02,-9.746527236307131470e-03,5.561826672976913355e-02,5.561826672976913355e-02,3.075554415965492394e-02,3.075554415965492394e-02
6.425000000000000711e+00,3.766187735212328525e-02,-1.855750167958022945e-02,2.130338046989163625e-02,-9.867924206019340616e-03,5.621937903170354245e-02,5.621937903170354245e-02,3.117130467591097687e-02,3.117130467591097687e-02
6.450000000000000178e+00,3.808986790259344390e-02,-1.874490785720916985e-02,2.160498443124467260e-02,-9.991457732280606407e-03,5.683477575980261376e-02,5.683477575980261376e-02,3.159644216352527901e-02,3.159644216352527901e-02
6.475000000000000533e+00,3.852906114176235519e-02,-1.893597818689576884e-02,2.191347487873254729e-02,-1.011679530225183254e-02,5.746503932865809627e-02,5.746503932865809627e-02,3.203027018098433820e-02,3.203027018098433820e-02
6.500000000000000000e+00,3.897968588176764504e-02,-1.913080106292380789e-02,2.222848714492203781e-02,-1.024360622574904678e-02,5.811048694469145293e-02,5.811048694469145293e-02,3.247209337067105683e-02,3.247209337067105683e-02
6.525000000000000355e+00,3.944170631639123958e-02,-1.932943718264577837e-02,2.254960545723261323e-02,-1.037157451357369198e-02,5.877114349903703183e-02,5.877114349903703183e-02,3.292117997080629133e-02,3.292117997080629133e-02
6.550000000000000711e+00,3.991483012834548538e-02,-1.953188839270054988e-02,2.287634148974493353e-02,-1.050041679392306471e-02,5.944671852104602139e-02,5.944671852104602139e-02,3.337675828366801212e-02,3.337675828366801212e-02
6.575000000000000178e+00,4.039852773339522307e-02,-1.973805407384184030e-02,2.320814457600461900e-02,-1.062990399381974482e-02,6.013658180723704949e-02,6.013658180723704949e-02,3.383804856982433606e-02,3.383804856982433606e-02
6.600000000000000533e+00,4.089205057064537741e-02,-1.994769501751179896e-02,2.354443541413628327e-02,-1.075988182343126653e-02,6.083974558815716249e-02,6.083974558815716249e-02,3.430431723756754980e-02,3.430431723756754980e-02
6.625000000000000000e+00,4.139444855192803141e-02,-2.016042481106723738e-02,2.388464702333589762e-02,-1.089028296317887112e-02,6.155487336299528267e-02,6.155487336299528267e-02,3.477492998651476874e-02,3.477492998651476874e-02
6.650000000000000355e+00,4.190459780264813028e-02,-2.037573723432037354e-02,2.422826396007440874e-02,-1.102112499158418302e-02,6.228033503696850381e-02,6.228033503696850381e-02,3.524938895165860564e-02,3.524938895165860564e-02
6.675000000000000711e+00,4.242125011079447838e-02,-2.059306178739141180e-02,2.457485979788659458e-02,-1.115249325179642342e-02,6.301431189818590406e-02,6.301431189818590406e-02,3.572735304968302494e-02,3.572735304968302494e-02
6.700000000000000178e+00,4.294310545146670655e-02,-2.081182776758117720e-02,2.492413214193689441e-02,-1.128451513427946445e-02,6.375493321904789068e-02,6.375493321904789068e-02,3.620864727621636581e-02,3.620864727621636581e-02
6.725000000000000533e+00,4.346889832257766484e-02,-2.103151711349147274e-02,2.527592706029527236e-02,-1.141733671561220853e-02,6.450041543606911676e-02,6.450041543606911676e-02,3.669326377590745314e-02,3.669326377590745314e-02
6.750000000000000000e+00,4.399748499976421923e-02,-2.125169656194155626e-02,2.563024281008849381e-02,-1.155111016359341991e-02,6.524918156170576855e-02,6.524918156170576855e-02,3.718135297368191372e-02,3.718135297368191372e-02
6.775000000000000355e+00,4.452791957878068918e-02,-2.147203171821206874e-02,2.598721253400898545e-02,-1.168599247641893130e-02,6.599995129699275098e-02,6.599995129699275098e-02,3.767320501042790981e-02,3.767320501042790981e-02
6.800000000000000711e+00,4.505950699224012257e-02,-2.169229073867750407e-02,2.634707933370300514e-02,-1.182214922075337793e-02,6.675179773091761970e-02,6.675179773091761970e-02,3.816922855445635532e-02,3.816922855445635532e-02
6.825000000000000178e+00,4.559182438051642694e-02,-2.191234282163325581e-02,2.671017912437811948e-02,-1.195975503145345342e-02,6.750416720214967581e-02,6.750416720214967581e-02,3.866993415583157290e-02,3.866993415583157290e-02
6.850000000000000533e+00,4.612471305281318212e-02,-2.213215250303857129e-02,2.707693094174912218e-02,-1.209898488154607238e-02,6.825686555585175341e-02,6.825686555585175341e-02,3.917591582329522926e-02,3.917591582329522926e-02
6.875000000000000000e+00,4.665825566178355421e-02,-2.235176959873144686e-02,2.744781502760357261e-02,-1.223999426212746267e-02,6.901002526051500108e-02,6.901002526051500108e-02,3.968780928973102140e-02,3.968780928973102140e-02
6.900000000000000355e+00,4.719275504316165770e-02,-2.257131613156611316e-02,2.782331865894840939e-02,-1.238289155683761772e-02,6.976407117472777086e-02,6.976407117472777086e-02,4.020621021578602017e-02,4.020621021578602017e-02
6.925000000000000711e+00,4.772872004433044435e-02,-2.279097284662402745e-02,2.820385405658193401e-02,-1.252771124028055280e-02,7.051969289095447180e-02,7.051969289095447180e-02,4.073156529686246252e-02,4.073156529686246252e-02
6.950000000000000178e+00,4.826684975567049896e-02,-2.301096742714015680e-02,2.858968021081383093e-02,-1.267439912887271744e-02,7.127781718281066270e-02,7.127781718281066270e-02,4.126407933968656572e-02,4.126407933968656572e-02
6.975000000000000533e+00,4.880800213149569244e-02,-2.323156475189475795e-02,2.898086290568224754e-02,-1.282281693958027199e-02,7.203956688339045733e-02,7.203956688339045733e-02,4.180367984526253688e-02,4.180367984526253688e-02
7.000000000000000000e+00,4.935313913318217782e-02,-2.345305760118044508e-02,2.937728128245895021e-02,-1.297276327871527829e-02,7.280619673436261596e-02,7.280619673436261596e-02,4.235004456117424931e-02,4.235004456117424931e-02
7.025000000000000355e+00,4.990325294232333952e-02,-2.367575512332321247e-02,2.977866107727034084e-02,-1.312399920775840327e-02,7.357900806564654506e-02,7.357900806564654506e-02,4.290266028502874585e-02,4.290266028502874585e-02
7.050000000000000711e+00,5.045928710651842453e-02,-2.389996676553800270e-02,3.018460995873431529e-02,-1.327626689120895917e-02,7.435925387205644110e-02,7.435925387205644110e-02,4.346087684994327793e-02,4.346087684994327793e-02
7.075000000000000178e+00,5.102206548362200889e-02,-2.412598113509502318e-02,3.059464615524973286e-02,-1.342929937626592685e-02,7.514804661871701819e-02,7.514804661871701819e-02,4.402394553151564582e-02,4.402394553151564582e-02
7.100000000000000533e+00,5.159223158511103136e-02,-2.435404148376796654e-02,3.100822400342459484e-02,-1.358282909829226781e-02,7.594627306887899443e-02,7.594627306887899443e-02,4.459105310171687653e-02,4.459105310171687653e-02
7.125000000000000000e+00,5.217019100690412775e-02,-2.458432123027077393e-02,3.142475698802122547e-02,-1.373660300910826276e-02,7.675451223717488780e-02,7.675451223717488780e-02,4.516135999712948823e-02,4.516135999712948823e-02
7.150000000000000355e+00,5.275605013010104677e-02,-2.481690366062421632e-02,3.184363264838854790e-02,-1.389040305250115528e-02,7.757295379072526309e-02,7.757295379072526309e-02,4.573403570088969972e-02,4.573403570088969972e-02
7.175000000000000711e+00,5.334955585271070055e-02,-2.505176933493348176e-02,3.226421927325145295e-02,-1.404406097277671739e-02,7.840132518764418579e-02,7.840132518764418579e-02,4.630828024602817727e-02,4.630828024602817727e-02
7.200000000000000178e+00,5.395005455545336115e-02,-2.528879248442486224e-02,3.268587597794851002e-02,-1.419745568043429343e-02,7.923884703987821299e-02,7.923884703987821299e-02,4.688333165838280692e-02,4.688333165838280692e-02
7.225000000000000533e+00,5.455649383907863748e-02,-2.552774472247873114e-02,3.310797831092510135e-02,-1.435049164178466702e-02,8.008423856155735820e-02,8.008423856155735820e-02,4.745846995270977531e-02,4.745846995270977531e-02
7.250000000000000000e+00,5.516748381991028183e-02,-2.576830329580620180e-02,3.352995736055890130e-02,-1.450307130649932871e-02,8.093578711571647322e-02,8.093578711571647322e-02,4.803302866705823349e-02,4.803302866705823349e-02
7.275000000000000355e+00,5.578141714775976256e-02,-2.601006338876677912e-02,3.395133666188625277e-02,-1.465508229320819714e-02,8.179148053652654515e-02,8.179148053652654515e-02,4.860641895509444643e-02,4.860641895509444643e-02
7.300000000000000711e+00,5.639662446186405331e-02,-2.625255728814437570e-02,3.437175274988589491e-02,-1.480641311324636805e-02,8.264918175000843248e-02,8.264918175000843248e-02,4.917816586313226296e-02,4.917816586313226296e-02
7.325000000000000178e+00,5.701152665268650888e-02,-2.649528345953741648e-02,3.479095929809555843e-02,-1.495699318144642909e-02,8.350681011222392536e-02,8.350681011222392536e-02,4.974795247954198751e-02,4.974795247954198751e-02
7.350000000000000533e+00,5.762474804095203684e-02,-2.673774490892237565e-02,3.520882598139535302e-02,-1.510683723602302547e-02,8.436249294987441250e-02,8.436249294987441250e-02,5.031566321741837156e-02,5.031566321741837156e-02
7.375000000000000000e+00,5.823517424988867985e-02,-2.697949130816826996e-02,3.562534084336255180e-02,-1.525607158727702861e-02,8.521466555805695675e-02,8.521466555805695675e-02,5.088141243063958041e-02,5.088141243063958041e-02
7.400000000000000355e+00,5.884196195679163716e-02,-2.722015601590024175e-02,3.604061283881146438e-02,-1.540492842903425780e-02,8.606211797269187891e-02,8.606211797269187891e-02,5.144554126784571524e-02,5.144554126784571524e-02
7.425000000000000711e+00,5.944452209175341700e-02,-2.745947899875941789e-02,3.645486135682116102e-02,-1.555370721777885740e-02,8.690400109051284183e-02,8.690400109051284183e-02,5.200856857460002536e-02,5.200856857460002536e-02
7.450000000000000178e+00,6.004249958380249164e-02,-2.769731095054316083e-02,3.686838039502844666e-02,-1.570271422327407934e-02,8.773981053434565247e-02,8.773981053434565247e-02,5.257109461830253294e-02,5.257109461830253294e-02
7.475000000000000533e+00,6.063576416440902284e-02,-2.793360131945248070e-02,3.728147661061038953e-02,-1.585220038466751691e-02,8.856936548386150354e-02,8.856936548386150354e-02,5.313367699527790644e-02,5.313367699527790644e-02
7.500000000000000000e+00,6.122441279049081753e-02,-2.816837853154534332e-02,3.769439562309476882e-02,-1.600231900749048142e-02,8.939279132203616085e-02,8.939279132203616085e-02,5.369671463058525024e-02,5.369671463058525024e-02
7.525000000000000355e+00,6.180877128589052499e-02,-2.840173048139765094e-02,3.810725971495437792e-02,-1.615311502684653455e-02,9.021050176728817593e-02,9.021050176728817593e-02,5.426037474180090553e-02,5.426037474180090553e-02
7.550000000000000711e+00,6.238937768928708161e-02,-2.863378901440070956e-02,3.852003667164359546e-02,-1.630454091009159862e-02,9.102316670368779117e-02,9.102316670368779117e-02,5.482457758173518714e-02,5.482457758173518714e-02
7.575000000000000178e+00,6.296693541606615541e-02,-2.886471818642964704e-02,3.893254740212081372e-02,-1.645648209961297903e-02,9.183165360249580245e-02,9.183165360249580245e-02,5.538902950173379969e-02,5.538902950173379969e-02
7.600000000000000533e+00,6.354223709672179865e-02,-2.909470442364940623e-02,3.934450721231915610e-02,-1.660877544862505995e-02,9.263694152037120488e-02,9.263694152037120488e-02,5.595328266094422298e-02,5.595328266094422298e-02
7.625000000000000000e+00,6.411607260367080396e-02,-2.932394609788337159e-02,3.975558591573634393e-02,-1.676121498269594889e-02,9.344001870155418943e-02,9.344001870155418943e-02,5.651680089843227894e-02,5.651680089843227894e-02
7.650000000000000355e+00,6.468914046247245531e-02,-2.955263964973048330e-02,4.016546497498379303e-02,-1.691355067714295224e-02,9.424178011220293860e-02,9.424178011220293860e-02,5.707901565212673833e-02,5.707901565212673833e-02
7.675000000000000711e+00,6.526197741275532871e-02,-2.978096048949356589e-02,4.057386778859937981e-02,-1.706548975135421808e-02,9.504293790224888072e-02,9.504293790224888072e-02,5.763935753995359096e-02,5.763935753995359096e-02
7.700000000000000178e+00,6.583491056952833764e-02,-3.000904075273291838e-02,4.098054718482025544e-02,-1.721670577343704933e-02,9.584395132226125602e-02,9.584395132226125602e-02,5.819725295825732558e-02,5.819725295825732558e-02
7.725000000000000533e+00,6.640803023634489488e-02,-3.023695056896300026e-02,4.138523300520163817e-02,-1.736685423584666266e-02,9.664498080530789514e-02,9.664498080530789514e-02,5.875208724104830083e-02,5.875208724104830083e-02
7.750000000000000000e+00,6.698118357044199889e-02,-3.046468998582310683e-02,4.178756413320064422e-02,-1.751559007904381071e-02,9.744587355626511960e-02,9.744587355626511960e-02,5.930315421224445493e-02,5.930315421224445493e-02
7.775000000000000355e+00,6.755399319311136686e-02,-3.069219284051886987e-02,4.218704003623983262e-02,-1.766258421435798476e-02,9.824618603363023672e-02,9.824618603363023672e-02,5.984962425059783125e-02,5.984962425059783125e-02
7.800000000000000711e+00,6.812590143771987683e-02,-3.091933604278171432e-02,4.258301916797171960e-02,-1.780753912115802529e-02,9.904523748050159115e-02,9.904523748050159115e-02,6.039055828912975182e-02,6.039055828912975182e-02
7.825000000000000178e+00,6.869623084858919593e-02,-3.114594558367260457e-02,4.297477086264833018e-02,-1.795020423667198495e-02,9.984217643226178662e-02,9.984217643226178662e-02,6.092497509932030125e-02,6.092497509932030125e-02
7.850000000000000533e+00,6.926424387060609034e-02,-3.137179726135737312e-02,4.336156602877991317e-02,-1.809038961348197194e-02,1.006360411319634496e-01,1.006360411319634496e-01,6.145195564226186430e-02,6.145195564226186430e-02
7.875000000000000000e+00,6.982918711027080727e-02,-3.159661987250877990e-02,4.374277818926854827e-02,-1.822797411761213626e-02,1.014258069827795872e-01,1.014258069827795872e-01,6.197075230688071229e-02,6.197075230688071229e-02
7.900000000000000355e+00,7.039031765992068146e-02,-3.182011132512199691e-02,4.411796317270892664e-02,-1.836290532397621966e-02,1.022104289850427061e-01,1.022104289850427061e-01,6.248086849668514631e-02,6.248086849668514631e-02
7.925000000000000711e+00,7.094692226427647130e-02,-3.204196985493264205e-02,4.448689447182184453e-02,-1.849519202696162101e-02,1.029888921192091134e-01,1.029888921192091134e-01,6.298208649878347942e-02,6.298208649878347942e-02
7.950000000000000178e+00,7.149834429306506367e-02,-3.226193062747978457e-02,4.484954905310235829e-02,-1.862489368877674745e-02,1.037602749205448482e-01,1.037602749205448482e-01,6.347444274187910573e-02,6.347444274187910573e-02
7.975000000000000533e+00,7.204402523271757897e-02,-3.247979350742241644e-02,4.520605654363645670e-02,-1.875211164941126274e-02,1.045238187401399954e-01,1.045238187401399954e-01,6.395816819304772638e-02,6.395816819304772638e-02
8.000000000000000000e+00,7.258355371304654746e-02,-3.269543411908805430e-02,4.555663566709772239e-02,-1.887698498977644079e-02,1.052789878321345879e-01,1.052789878321345879e-01,6.443362065687414930e-02,6.443362065687414930e-02
8.025000000000000355e+00,7.311670712779649861e-02,-3.290880145632610332e-02,4.590154329129787075e-02,-1.899969117424588072e-02,1.060255085841226019e-01,1.060255085841226019e-01,6.490123446554373066e-02,6.490123446554373066e-02
8.050000000000000711e+00,7.364347394362530386e-02,-3.311991247937479121e-02,4.624105360386389363e-02,-1.912044873044185800e-02,1.067633864230000951e-01,1.067633864230000951e-01,6.536150233430576550e-02,6.536150233430576550e-02
8.075000000000001066e+00,7.416405387065530541e-02,-3.332885272966143453e-02,4.657546990113731189e-02,-1.923951729612702333e-02,1.074929066003167538e-01,1.074929066003167538e-01,6.581498719726432134e-02,6.581498719726432134e-02
8.099999999999999645e+00,7.467883942424816124e-02,-3.353578404709359195e-02,4.690515562282002171e-02,-1.935719124950506520e-02,1.082146234713417671e-01,1.082146234713417671e-01,6.626234687232508691e-02,6.626234687232508691e-02
8.125000000000000000e+00,7.518838334995885109e-02,-3.374095248536528036e-02,4.723056243999300408e-02,-1.947378692468998418e-02,1.089293358353241314e-01,1.089293358353241314e-01,6.670434936468300213e-02,6.670434936468300213e-02
8.150000000000000355e+00,7.569335593972480181e-02,-3.394468688231989939e-02,4.755223567661066852e-02,-1.958962707909640832e-02,1.096380428220447151e-01,1.096380428220447151e-01,6.714186275570706297e-02,6.714186275570706297e-02
8.175000000000000711e+00,7.619449710385720054e-02,-3.414738189344504460e-02,4.787078924298443505e-02,-1.970502645589590485e-02,1.103418789973022451e-01,1.103418789973022451e-01,6.757581569888033990e-02,6.757581569888033990e-02
8.200000000000001066e+00,7.669256815953348627e-02,-3.434946578785136317e-02,4.818685594234306535e-02,-1.982027873761149639e-02,1.110420339473848494e-01,1.110420339473848494e-01,6.800713467995457562e-02,6.800713467995457562e-02
8.224999999999999645e+00,7.718830578912798390e-02,-3.455135927186121780e-02,4.850102632987913359e-02,-1.993564133437292218e-02,1.117396650609891878e-01,1.117396650609891878e-01,6.843666766425204884e-02,6.843666766425204884e-02
8.250000000000000000e+00,7.768237724142369738e-02,-3.475343413803196058e-02,4.881378871608288428e-02,-2.005131440066540427e-02,1.124358113794556580e-01,1.124358113794556580e-01,6.886510311674828855e-02,6.886510311674828855e-02
8.275000000000000355e+00,7.817533490310846211e-02,-3.495597921846295419e-02,4.912547912760553692e-02,-2.016741515922626515e-02,1.131313141215714302e-01,1.131313141215714302e-01,6.929289428683181595e-02,6.929289428683181595e-02
8.300000000000000711e+00,7.866757122299514182e-02,-3.515917824646866419e-02,4.943624711308518965e-02,-2.028395489576204080e-02,1.138267494694638199e-01,1.138267494694638199e-01,6.972020200884723740e-02,6.972020200884723740e-02
8.325000000000001066e+00,7.915927946489845213e-02,-3.536310175091825214e-02,4.974604112518279248e-02,-2.040082929375038046e-02,1.145223812158167181e-01,1.145223812158167181e-01,7.014687041893316599e-02,7.014687041893316599e-02
8.349999999999999645e+00,7.965042834422278450e-02,-3.556771273634974639e-02,5.005461386006697377e-02,-2.051783009994435913e-02,1.152181410805725031e-01,1.152181410805725031e-01,7.057244396001131903e-02,7.057244396001131903e-02
8.375000000000000000e+00,8.014075781977883506e-02,-3.577288319751016632e-02,5.036154292613242989e-02,-2.063467771184478161e-02,1.159136410172890014e-01,1.159136410172890014e-01,7.099622063797721150e-02,7.099622063797721150e-02
8.400000000000000355e+00,8.062979954452492715e-02,-3.597841644461316490e-02,5.066625835533393463e-02,-2.075106412145684420e-02,1.166082159891380782e-01,1.166082159891380782e-01,7.141732247679076495e-02,7.141732247679076495e-02
8.425000000000000711e+00,8.111691910056997856e-02,-3.618406981483171525e-02,5.096806998029915908e-02,-2.086668979043804217e-02,1.173009889154016799e-01,1.173009889154016799e-01,7.183475977073718044e-02,7.183475977073718044e-02
8.450000000000001066e+00,8.160137012250026634e-02,-3.638957361130748525e-02,5.126619505164061591e-02,-2.098128096277825094e-02,1.179909437338077238e-01,1.179909437338077238e-01,7.224747601441885991e-02,7.224747601441885991e-02
8.474999999999999645e+00,8.208234702246372527e-02,-3.659464427288189325e-02,5.155979380598231521e-02,-2.109458508757447448e-02,1.186769912953456185e-01,1.186769912953456185e-01,7.265437889355678969e-02,7.265437889355678969e-02
8.500000000000000000e+00,8.255902593090119757e-02,-3.679899184234200482e-02,5.184802033222833673e-02,-2.120635510248247702e-02,1.193580177732432024e-01,1.193580177732432024e-01,7.305437543471079986e-02,7.305437543471079986e-02
8.525000000000000355e+00,8.303059125189679590e-02,-3.700232331730241020e-02,5.213008659341410167e-02,-2.131633980038884213e-02,1.200329145691992061e-01,1.200329145691992061e-01,7.344642639380295768e-02,7.344642639380295768e-02
8.550000000000000711e+00,8.349625417742978506e-02,-3.720434477045495708e-02,5.240532648487938178e-02,-2.142429300227634975e-02,1.207005989478847352e-01,1.207005989478847352e-01,7.382961948715573153e-02,7.382961948715573153e-02
8.575000000000001066e+00,8.395527517959697206e-02,-3.740476619771621047e-02,5.267324363997211850e-02,-2.153000208637789042e-02,1.213600413773131964e-01,1.213600413773131964e-01,7.420324572635000893e-02,7.420324572635000893e-02
8.599999999999999645e+00,8.440700098290776499e-02,-3.760331273158684651e-02,5.293353247529401090e-02,-2.163332446865571385e-02,1.220103137144946115e-01,1.220103137144946115e-01,7.456685694394973862e-02,7.456685694394973862e-02
8.625000000000000000e+00,8.485091694012847352e-02,-3.779974303943076791e-02,5.318607089148289641e-02,-2.173421547487745797e-02,1.226506599795592484e-01,1.226506599795592484e-01,7.492028636636034744e-02,7.492028636636034744e-02
8.650000000000000355e+00,8.528670235405597100e-02,-3.799387132237806025e-02,5.343089190878848316e-02,-2.183273500728220851e-02,1.232805736764340243e-01,1.232805736764340243e-01,7.526362691607069166e-02,7.526362691607069166e-02
8.675000000000000711e+00,8.571426807468693343e-02,-3.818558634537150276e-02,5.366815084480472398e-02,-2.192903148062762958e-02,1.238998544200584362e-01,1.238998544200584362e-01,7.559718232543234662e-02,7.559718232543234662e-02
8.700000000000001066e+00,8.613376084270830957e-02,-3.837486168112570761e-02,5.389811023095962550e-02,-2.202331353874672354e-02,1.245086225238340172e-01,1.245086225238340172e-01,7.592142376970634210e-02,7.592142376970634210e-02
8.724999999999999645e+00,8.654553571752723884e-02,-3.856175499523693817e-02,5.412115719845774636e-02,-2.211582498593406970e-02,1.251072907127641631e-01,1.251072907127641631e-01,7.623698218439181606e-02,7.623698218439181606e-02
8.750000000000000000e+00,8.695011434620603108e-02,-3.874639847289510636e-02,5.433784553258041300e-02,-2.220683240600737629e-02,1.256965128191011583e-01,1.256965128191011583e-01,7.654467793858778235e-02,7.654467793858778235e-02
8.775000000000000355e+00,8.734815154800541770e-02,-3.892898654209420162e-02,5.454893048136306294e-02,-2.229662318009181105e-02,1.262771380900996054e-01,1.262771380900996054e-01,7.684555366145487398e-02,7.684555366145487398e-02
8.800000000000000711e+00,8.774042372690460390e-02,-3.910976952535354795e-02,5.475535862408526661e-02,-2.238550383935207500e-02,1.268501932522581588e-01,1.268501932522581588e-01,7.714086246343732078e-02,7.714086246343732078e-02
8.825000000000001066e+00,8.812783507775226455e-02,-3.928905854909375134e-02,5.495819573593626467e-02,-2.247379032269179039e-02,1.274168936268460228e-01,1.274168936268460228e-01,7.743198605862805506e-02,7.743198605862805506e-02
8.849999999999999645e+00,8.851142113076129747e-02,-3.946723633004083076e-02,5.515851059135087886e-02,-2.256178981868245392e-02,1.279786574608021144e-01,1.279786574608021144e-01,7.772030041003334666e-02,7.772030041003334666e-02
8.875000000000000000e+00,8.889232597571183891e-02,-3.964475796574939287e-02,5.535725956562704414e-02,-2.264978113657445391e-02,1.285370839414612387e-01,1.285370839414612387e-01,7.800704070220151887e-02,7.800704070220151887e-02
8.900000000000000355e+00,8.927174404645925321e-02,-3.982212697725293765e-02,5.555521901301123389e-02,-2.273800179609623828e-02,1.290938710237121978e-01,1.290938710237121978e-01,7.829322080910747217e-02,7.829322080910747217e-02
8.925000000000000711e+00,8.965083887536626217e-02,-3.999984640239691303e-02,5.575298775996207629e-02,-2.282664544306151760e-02,1.296506852777631891e-01,1.296506852777631891e-01,7.857963320302359389e-02,7.857963320302359389e-02
8.950000000000001066e+00,9.003066313347361793e-02,-4.017836167806114467e-02,5.595104385619002751e-02,-2.291586686923422628e-02,1.302090248115347626e-01,1.302090248115347626e-01,7.886691072542426073e-02,7.886691072542426073e-02
8.974999999999999645e+00,9.041210064989263495e-02,-4.035801841759299735e-02,5.614981045452398234e-02,-2.300578832317585337e-02,1.307701190674856462e-01,1.307701190674856462e-01,7.915559877769984265e-02,7.915559877769984265e-02
9.000000000000000000e+00,9.079583919915285017e-02,-4.053905022484628751e-02,5.634968441216584023e-02,-2.309650220492411032e-02,1.313348894239991238e-01,1.313348894239991238e-01,7.944618661708993668e-02,7.944618661708993668e-02
9.025000000000000355e+00,9.118237173605663048e-02,-4.072159594051856513e-02,5.655100988461651823e-02,-2.318807051349995596e-02,1.319039676765751956e-01,1.319039676765751956e-01,7.973908039811644644e-02,7.973908039811644644e-02
9.050000000000000711e+00,9.157201723620778111e-02,-4.090573297687227772e-02,5.675401948324954038e-02,-2.328052639651447681e-02,1.324777502130800588e-01,1.324777502130800588e-01,8.003454587976402412e-02,8.003454587976402412e-02
9.075000000000001066e+00,9.196495159797121732e-02,-4.109151089967389564e-02,5.695878963255476823e-02,-2.337388316914862721e-02,1.330564624976451060e-01,1.330564624976451060e-01,8.033267280170339197e-02,8.033267280170339197e-02
9.099999999999999645e+00,9.236124366961381837e-02,-4.127897566913344557e-02,5.716524642884523999e-02,-2.346815015012361852e-02,1.336402193387472570e-01,1.336402193387472570e-01,8.063339657896886892e-02,8.063339657896886892e-02
9.125000000000000000e+00,9.276089503007549364e-02,-4.146818197211372958e-02,5.737322187387192129e-02,-2.356334729471134745e-02,1.342290770021892232e-01,1.342290770021892232e-01,8.093656916858327222e-02,8.093656916858327222e-02
9.150000000000000355e+00,9.316387716913523964e-02,-4.165919303380829358e-02,5.758252882057167399e-02,-2.365950902549732518e-02,1.348230702029435402e-01,1.348230702029435402e-01,8.124203784606899570e-02,8.124203784606899570e-02
